UCL_CODE_2016,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
UCL215072,0,0,13,19,3,35,3,24,0,91,5,11,44,22,12,19,11,22,3,150,26,55,75,40,34,20,26,22,3,301,52,67,70,36,68,29,39,40,6,403,56,72,81,56,72,32,48,43,5,460,39,49,52,29,49,33,27,40,9,330,9,8,8,8,14,3,11,3,0,64,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,261,345,208,256,173,158,195,29,1806
UCL215073,0,0,4,0,0,0,0,5,0,10,0,0,14,6,3,8,0,6,0,48,14,22,37,15,14,11,3,8,3,125,14,10,17,10,5,8,8,5,3,86,9,12,15,17,4,14,11,12,0,89,20,11,12,16,10,9,12,17,0,114,3,0,0,3,0,3,4,3,3,15,3,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,50,62,103,68,44,59,49,55,11,492
UCL215074,0,0,8,9,0,12,3,17,0,47,0,3,12,6,0,9,0,10,0,47,14,37,31,16,12,11,11,23,0,155,28,32,36,25,21,11,12,42,0,201,32,26,29,21,32,11,27,36,0,218,27,39,26,20,26,10,12,40,0,201,14,6,0,6,7,0,3,3,0,39,7,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,3,125,138,147,104,106,64,71,163,6,926
UCL215075,0,0,4,9,0,10,0,3,0,23,4,3,7,10,0,7,0,12,0,39,8,27,25,6,5,5,0,5,3,88,16,20,11,14,9,7,7,14,0,102,21,14,13,15,15,7,5,4,0,95,16,13,15,16,19,16,3,13,3,118,6,8,3,0,4,0,7,0,0,27,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,70,92,82,67,57,48,17,55,4,489
UCL215076,0,0,18,7,0,13,0,21,0,53,3,7,33,21,9,10,3,12,7,93,7,23,56,24,37,6,11,14,10,189,26,33,47,17,29,18,26,24,4,229,26,18,43,27,32,10,19,26,7,215,10,17,28,18,24,17,24,20,0,162,0,0,8,3,4,3,3,8,0,28,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,88,104,235,114,129,74,88,121,28,980
UCL215077,0,0,9,8,0,15,0,24,0,56,7,3,12,10,9,3,0,15,0,62,28,27,18,17,7,7,6,28,3,133,22,17,19,12,12,10,3,30,3,132,18,29,25,22,16,16,14,31,3,174,22,26,25,25,8,11,13,24,9,165,16,4,3,3,7,7,4,4,0,51,6,0,3,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,128,97,107,95,66,68,46,163,20,793
UCL215078,0,0,4,13,4,16,0,12,0,48,4,4,18,15,6,10,0,6,0,65,19,19,47,20,18,14,14,17,4,174,30,14,35,17,16,10,15,28,0,159,17,20,20,25,21,11,12,13,0,141,17,21,28,17,20,16,20,21,5,156,9,7,5,3,3,0,8,4,0,34,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,93,76,159,106,92,66,75,104,13,786
UCL215079,3,0,8,11,11,33,4,19,0,81,7,15,26,10,16,18,12,32,6,133,29,61,79,26,36,29,16,46,3,337,52,73,42,42,47,15,16,42,3,330,45,70,44,31,56,26,31,73,4,379,50,43,38,34,23,10,28,54,4,283,8,8,7,3,15,3,8,11,0,72,0,0,3,0,5,0,0,0,3,11,0,0,0,0,0,0,0,0,3,4,198,276,241,163,204,138,117,268,31,1637
UCL215080,0,0,5,5,0,19,3,15,0,50,0,6,14,8,0,3,3,14,0,62,6,24,24,16,10,10,5,14,3,110,12,17,33,20,26,12,18,13,0,154,16,24,20,22,18,18,29,22,7,178,22,26,20,28,18,11,13,22,4,166,11,3,3,4,4,0,9,7,3,41,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,80,93,122,107,82,72,78,107,19,766
UCL215081,0,0,10,0,0,7,0,3,0,29,0,3,12,0,0,9,0,15,0,45,9,14,21,8,9,8,8,34,0,109,13,6,15,7,10,11,7,24,0,99,16,6,12,14,13,11,22,26,0,117,9,9,12,10,8,11,16,17,0,97,3,0,0,0,4,0,3,9,0,24,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,46,42,79,47,40,60,49,133,3,508
UCL215082,0,0,3,7,0,15,3,3,0,23,0,0,11,3,5,3,0,5,0,32,13,12,30,3,22,7,3,7,0,94,14,21,35,10,25,9,11,12,0,144,16,7,19,9,19,11,21,15,0,111,7,9,10,5,7,4,11,7,0,73,3,0,3,0,3,0,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,52,104,44,76,47,56,55,3,500
UCL215083,0,0,14,13,3,29,0,24,3,82,9,16,31,29,9,16,9,20,0,128,28,73,87,41,35,26,25,29,5,340,47,66,51,36,49,30,23,29,9,334,41,53,48,26,34,21,20,38,0,278,23,48,29,33,50,13,19,27,3,243,8,7,8,10,12,7,5,8,0,61,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,154,255,262,180,181,128,107,166,25,1466
UCL215084,0,0,10,4,0,9,0,10,3,45,4,3,18,14,5,11,9,10,0,71,17,20,49,10,14,9,6,9,4,130,19,20,51,17,29,11,19,18,0,181,23,23,38,30,32,13,23,9,3,192,32,28,29,8,23,4,23,9,0,161,4,3,5,0,7,3,3,5,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,95,197,86,110,59,85,72,12,815
UCL215085,0,0,10,9,0,9,0,3,0,31,0,0,22,4,3,12,3,11,3,52,8,13,21,13,7,9,8,17,0,95,18,39,22,16,13,10,9,10,4,135,28,53,26,29,18,7,18,20,3,207,28,30,29,14,17,13,11,23,0,159,8,15,7,3,4,7,4,0,0,48,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,90,147,125,88,61,60,53,87,19,731
UCL215086,0,0,3,11,3,15,0,12,0,44,3,7,15,20,3,4,3,7,0,70,18,37,26,22,12,7,10,16,3,149,16,27,23,24,19,7,11,13,0,144,19,25,24,32,25,15,19,31,0,186,34,22,26,33,20,21,11,21,9,196,17,3,7,4,7,3,4,0,0,38,9,0,0,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,117,127,121,149,91,79,54,95,13,841
UCL215087,0,0,17,7,6,51,0,24,0,100,12,6,39,29,16,25,11,18,0,163,15,52,87,34,36,21,16,19,5,283,57,62,84,44,54,35,29,23,7,384,52,46,94,62,60,42,29,34,6,425,27,44,33,18,36,13,23,27,5,234,8,5,6,5,13,6,4,9,0,57,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,173,223,363,198,209,189,117,146,29,1649
UCL215088,0,0,4,4,0,11,0,7,0,24,3,0,18,11,3,6,3,13,3,55,11,13,21,16,11,17,12,12,3,120,15,21,13,11,15,10,16,18,6,121,18,16,20,14,13,13,16,24,4,129,15,12,12,14,7,8,18,26,3,122,4,9,5,3,3,0,6,7,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,74,97,63,51,71,68,99,15,605
UCL215089,0,4,7,12,0,31,0,17,4,80,6,15,19,27,16,19,3,8,0,124,4,25,17,11,12,6,0,6,0,82,38,29,23,7,21,10,0,3,4,130,63,47,34,13,46,10,3,10,3,241,55,42,32,13,40,9,6,8,0,203,8,8,3,0,12,0,0,0,0,36,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,181,182,136,81,143,85,19,45,12,892
UCL215090,0,0,13,16,5,23,3,14,0,75,0,7,24,24,13,16,6,17,0,103,15,77,38,29,17,18,0,20,3,220,57,160,46,47,48,14,5,24,5,408,93,137,62,49,49,34,17,29,5,464,39,97,23,40,31,19,18,24,9,295,17,25,4,11,13,11,6,7,7,98,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,221,497,217,215,170,134,56,130,25,1666
UCL215091,0,3,25,9,3,28,0,22,3,99,6,16,81,27,8,33,5,36,0,217,33,35,154,57,53,48,33,54,9,468,47,43,102,55,39,38,41,54,5,426,44,54,71,49,54,36,55,53,6,428,28,35,52,41,44,24,42,33,4,304,5,11,13,10,4,3,4,12,0,70,3,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,169,206,495,251,212,206,178,259,29,2008
UCL215092,0,0,12,0,0,12,0,3,0,30,0,0,13,7,6,6,3,7,0,49,9,5,27,10,6,9,6,7,0,82,4,3,9,6,4,6,10,10,0,59,13,13,23,19,10,5,8,12,3,108,4,9,8,12,6,3,10,11,0,69,0,3,3,0,0,0,3,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,31,90,66,31,45,45,61,4,401
UCL215093,0,0,14,7,0,25,3,17,0,72,7,6,25,17,7,14,0,11,5,100,26,50,76,22,30,10,12,24,0,256,56,45,49,19,32,32,10,14,3,256,34,36,35,19,46,13,23,27,11,236,15,28,29,11,24,20,13,10,3,151,3,5,0,4,3,4,11,8,0,47,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,139,178,223,108,141,126,69,114,25,1121
UCL215094,0,0,21,12,0,26,0,19,0,71,7,4,34,16,7,13,7,14,4,107,19,23,72,29,30,17,17,28,6,251,40,27,55,31,32,16,26,23,3,252,45,31,52,48,42,16,41,43,9,324,24,30,32,16,28,16,27,26,4,203,6,10,6,6,5,7,10,5,0,54,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,141,121,269,162,141,116,124,170,28,1277
UCL215095,0,0,0,5,0,3,0,7,0,18,0,4,13,9,5,11,0,8,0,53,9,19,38,23,15,7,11,11,0,133,14,17,8,8,8,9,9,15,0,87,5,18,12,9,17,10,11,10,4,96,10,9,10,11,11,8,7,14,0,87,0,0,4,0,4,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,67,80,68,68,56,39,65,3,486
UCL215096,0,0,3,0,0,13,0,0,0,21,0,3,11,3,5,6,6,11,0,42,13,15,18,16,15,9,10,15,3,111,12,13,18,8,4,8,9,13,0,91,22,11,18,18,10,13,10,19,0,117,13,24,8,15,17,12,11,21,0,129,8,3,8,9,3,7,4,3,0,37,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,68,78,88,73,44,65,45,83,5,553
UCL215097,0,0,7,8,0,4,0,4,0,31,3,0,8,4,4,5,0,3,0,34,3,12,12,8,5,6,3,6,0,60,12,10,10,10,6,5,6,6,3,77,4,17,23,16,9,9,6,10,6,99,10,28,18,10,10,3,10,18,3,106,4,5,3,3,0,0,0,4,0,23,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,39,77,82,58,34,33,28,58,9,423
UCL221001,0,0,7,0,0,11,0,3,0,27,0,0,8,5,0,8,4,11,0,36,11,4,21,10,10,7,4,11,0,78,8,10,18,11,12,3,6,10,3,86,11,14,5,15,11,11,13,15,3,91,7,8,11,4,13,7,4,12,0,56,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,45,79,39,47,50,35,57,6,390
UCL221002,3,0,0,3,0,0,0,5,0,17,0,3,7,5,0,4,0,8,0,31,4,8,20,3,4,3,4,14,3,59,14,24,6,4,14,3,0,12,0,80,18,13,10,12,8,8,9,14,7,83,16,13,17,4,7,8,15,12,3,84,5,3,0,0,0,0,0,4,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,56,54,38,32,24,27,78,11,377
UCL221003,0,0,3,0,0,5,0,3,0,14,4,0,4,3,3,3,3,3,0,28,4,11,11,0,3,3,5,9,3,49,14,7,9,13,6,0,8,6,3,72,10,4,8,11,6,0,7,11,0,62,11,11,3,3,5,6,3,24,0,68,3,3,5,0,3,3,0,0,0,22,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,53,37,40,35,31,26,32,52,9,310
UCL221004,0,0,3,0,4,5,0,5,0,16,0,3,4,3,0,3,6,7,0,27,3,3,13,3,9,0,12,3,0,48,0,7,7,10,9,0,8,4,3,49,4,12,7,8,6,8,16,5,3,69,8,9,6,8,4,4,8,12,0,47,0,0,0,0,0,0,5,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,38,45,28,37,27,39,34,6,265
UCL221005,0,0,6,9,0,22,0,7,0,42,0,3,7,5,0,9,3,8,0,30,0,5,6,0,5,0,4,3,0,24,16,20,12,5,10,3,3,8,0,77,17,32,28,8,26,8,5,3,3,132,10,16,11,0,12,3,0,4,3,61,6,3,0,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,75,70,24,54,45,18,34,9,391
UCL221006,0,0,3,0,0,3,0,6,0,13,0,5,7,0,0,3,0,0,0,13,11,18,15,0,3,3,3,3,0,60,5,8,6,3,3,3,3,4,0,43,18,10,8,5,9,3,5,8,0,68,7,6,4,3,4,3,3,0,0,42,16,3,3,0,3,0,4,5,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,58,42,15,22,22,21,29,6,274
UCL221007,0,0,0,0,0,3,0,3,0,6,0,3,3,4,0,0,0,4,0,17,3,10,17,3,3,3,0,3,0,51,14,5,12,7,6,4,4,4,0,63,7,17,5,11,6,3,3,3,0,49,6,12,3,5,3,4,0,7,0,39,4,0,0,0,0,3,0,6,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,43,43,31,17,23,19,30,0,241
UCL221008,0,0,0,5,0,9,0,3,0,12,0,0,0,3,0,0,0,0,0,9,0,13,5,3,3,0,3,8,0,35,0,4,11,7,6,3,7,5,0,43,8,10,11,7,11,3,3,11,0,59,6,6,4,9,9,3,7,14,0,56,3,0,4,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,33,37,37,22,18,26,35,8,225
UCL221009,0,0,0,0,0,3,0,5,0,10,0,3,0,0,0,0,3,3,0,10,7,11,5,8,0,0,0,5,0,31,9,10,9,3,7,3,4,3,3,53,10,15,3,8,6,0,5,8,0,58,16,4,5,6,5,6,10,9,3,67,9,5,0,3,0,3,3,4,0,29,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,62,44,30,23,18,16,25,39,6,255
UCL221010,0,0,0,0,0,3,0,7,3,12,0,0,9,3,3,0,0,0,0,16,3,8,21,3,3,3,0,3,0,55,8,13,16,9,0,3,5,4,0,51,3,14,10,8,3,3,4,7,0,46,4,21,14,8,9,0,4,6,0,69,3,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,55,67,30,24,14,15,24,3,254
UCL221011,0,0,3,3,0,0,0,0,0,11,0,0,3,3,0,0,5,3,0,18,0,11,7,3,0,0,0,3,0,30,6,4,6,7,3,6,5,10,0,50,11,4,10,12,8,3,5,7,0,54,5,3,4,4,5,3,3,7,0,38,0,0,0,0,3,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,31,33,36,26,15,20,29,3,215
UCL221012,0,0,0,0,0,17,0,0,0,17,3,0,3,6,3,0,0,3,0,18,3,10,8,0,4,3,3,3,0,34,13,15,11,8,9,9,3,4,0,73,20,21,16,0,14,0,8,3,0,81,3,15,11,3,6,3,0,3,0,41,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,64,56,17,42,29,10,16,0,279
UCL221013,0,0,3,4,3,9,0,3,0,21,0,3,3,3,3,0,0,0,0,12,0,3,9,7,4,0,3,0,0,20,12,12,16,4,12,3,3,3,0,67,21,18,12,13,5,10,3,6,0,75,14,15,4,3,6,0,3,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,47,43,33,30,21,10,16,5,245
UCL221014,0,0,3,0,0,3,0,0,0,13,0,0,4,4,0,4,0,5,0,21,3,8,13,5,4,8,0,14,0,64,7,16,16,4,8,3,7,11,0,62,9,5,12,7,16,3,13,14,3,76,0,7,8,5,7,4,4,10,0,48,0,0,0,0,3,0,5,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,31,65,36,35,31,27,47,10,291
UCL221015,0,0,0,3,0,5,0,8,0,17,3,3,4,4,0,0,0,0,0,16,5,18,13,10,7,3,4,4,0,60,13,15,16,6,5,6,0,4,0,62,10,17,13,11,11,7,0,3,0,70,11,22,7,10,10,7,3,3,0,77,3,6,4,3,4,3,0,0,0,27,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,42,75,60,53,36,31,8,25,0,329
UCL221016,0,0,0,6,0,3,0,0,0,11,0,0,4,0,0,0,0,0,0,9,3,12,15,7,5,3,3,7,0,56,10,16,11,9,14,0,7,4,0,70,11,8,7,9,18,0,3,7,5,50,5,3,3,8,6,3,4,5,0,36,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,36,36,37,49,19,17,22,3,242
UCL221017,0,0,3,3,0,16,0,5,0,24,4,3,15,0,0,4,0,11,0,43,5,5,17,5,8,4,0,8,0,51,6,12,13,3,9,0,3,18,0,58,12,4,8,11,6,16,11,14,0,83,8,7,10,4,8,3,5,13,0,75,7,0,0,0,0,3,0,0,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,36,66,27,30,51,30,68,3,351
UCL221018,0,0,0,0,0,3,0,5,0,13,0,3,5,3,0,5,0,4,0,25,5,13,7,0,3,3,3,5,0,42,8,14,5,3,9,8,5,3,0,47,18,11,7,13,17,9,8,13,0,104,13,19,16,13,6,7,6,11,3,101,4,0,0,3,3,3,0,0,5,21,0,0,0,0,0,0,0,3,0,7,4,0,0,0,0,0,0,0,0,4,54,53,46,39,41,38,26,54,10,353
UCL221019,0,0,6,11,0,3,0,10,0,24,0,0,11,8,3,3,0,4,0,36,4,7,8,9,4,5,0,9,0,57,7,20,19,14,9,5,9,11,0,93,9,24,17,9,13,3,10,18,0,110,18,26,21,20,18,12,7,12,3,137,3,8,3,5,3,0,0,3,0,28,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,51,94,88,64,49,42,22,64,3,486
UCL221020,0,0,4,3,0,7,0,0,0,20,0,0,7,0,0,0,0,5,0,15,5,10,8,4,5,8,7,9,0,56,8,6,12,0,3,3,6,5,0,41,9,6,12,17,8,3,4,6,0,66,7,10,12,12,14,4,7,12,0,73,8,0,0,3,0,3,3,3,0,22,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,34,29,58,38,26,30,30,46,5,298
UCL221021,0,0,0,0,3,13,0,3,0,21,0,0,5,0,0,3,0,3,0,14,4,8,9,6,0,3,5,3,0,39,3,3,9,7,5,3,3,3,0,41,12,9,11,5,0,7,10,13,0,60,10,10,10,3,8,10,8,3,0,60,0,3,8,0,9,3,0,4,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,34,54,21,21,40,23,36,3,256
UCL221022,0,0,3,0,0,0,0,0,0,4,0,0,3,0,3,0,0,4,0,13,0,5,8,6,3,0,3,8,0,39,3,3,6,4,3,3,0,7,0,40,10,3,4,3,3,6,3,12,5,43,3,10,8,13,0,7,10,10,3,67,0,3,0,3,5,0,5,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,25,38,38,17,21,17,40,5,221
UCL221023,0,0,0,0,0,0,0,4,0,6,4,3,0,0,0,0,0,3,0,12,4,6,15,0,0,0,0,3,0,33,7,9,6,7,7,6,0,0,0,46,10,16,9,3,8,0,0,3,5,61,9,5,7,8,11,0,0,0,0,42,3,0,0,0,0,3,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,40,42,26,26,11,6,20,6,211
UCL221024,0,0,0,0,0,4,0,0,0,3,0,0,3,0,0,3,0,0,0,9,3,0,0,4,0,3,3,4,0,25,0,4,4,4,3,3,5,3,0,21,3,4,9,9,9,8,0,13,0,43,7,3,6,7,0,3,5,3,0,43,3,3,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,12,21,24,15,22,17,30,0,155
UCL221025,0,0,3,0,0,5,0,8,0,16,0,3,3,3,0,0,0,4,0,19,7,5,9,3,7,3,4,4,0,43,4,12,3,3,3,11,4,3,0,43,12,10,3,11,18,6,6,10,0,77,12,17,12,10,12,5,4,6,3,93,3,4,0,0,0,3,0,3,0,21,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,40,54,37,41,39,40,18,42,7,315
UCL221026,0,0,11,4,0,9,0,0,0,24,3,3,9,3,0,3,0,4,0,30,3,0,12,4,0,6,4,3,0,41,8,13,12,9,9,6,5,15,0,72,14,12,26,15,9,3,15,14,0,111,11,15,14,10,12,4,4,10,0,87,4,0,3,0,3,5,0,0,0,22,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,47,50,82,51,33,35,36,47,5,387
UCL221027,0,0,3,0,0,0,0,0,0,7,0,4,6,4,0,0,7,0,0,20,3,10,9,3,6,0,4,7,0,39,4,8,3,4,5,3,3,3,0,35,10,6,3,7,10,0,3,3,0,45,9,9,9,6,6,0,6,7,3,56,6,4,0,4,7,0,0,0,0,20,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,41,38,28,29,28,10,27,25,3,236
UCL221028,0,0,0,4,0,3,0,3,0,15,0,3,3,19,0,0,0,3,0,27,4,13,7,21,3,0,0,4,0,41,8,0,3,4,3,4,0,10,0,31,11,7,13,3,3,11,0,12,0,57,4,3,6,4,7,10,3,14,0,49,3,3,0,0,4,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,27,38,53,20,29,9,36,4,243
UCL221029,0,0,3,0,0,5,0,3,0,10,3,3,3,3,0,0,0,0,0,16,0,0,8,4,0,0,0,7,0,22,8,7,3,0,3,4,3,4,0,37,6,11,13,6,12,5,5,9,4,69,13,13,11,3,6,3,9,5,0,57,5,0,3,0,0,5,0,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,42,32,41,17,23,24,20,36,0,242
UCL221030,0,0,0,3,0,4,0,0,0,9,0,0,5,0,0,4,0,4,0,16,3,0,4,0,0,0,0,0,0,13,13,12,8,0,0,5,0,6,0,45,11,11,6,3,6,8,0,12,0,61,19,28,12,5,8,3,3,9,0,84,11,14,3,0,4,5,0,0,0,34,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,56,68,31,16,20,32,5,26,3,264
UCL221031,0,0,0,0,0,10,0,5,0,13,6,4,4,10,0,4,0,11,0,43,3,8,9,0,10,10,7,7,3,58,9,14,12,6,15,0,5,6,0,65,10,10,12,9,13,8,11,8,0,85,3,4,12,8,7,3,11,8,0,57,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,47,53,32,43,24,35,49,9,328
UCL221032,0,0,4,0,0,3,0,5,0,14,0,3,3,6,3,4,0,3,0,21,5,5,7,9,8,6,0,6,3,50,11,4,10,9,7,3,6,11,0,57,15,5,6,15,15,18,10,5,3,84,4,4,6,9,14,0,8,10,3,59,5,6,4,4,4,0,0,6,3,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,26,41,39,40,34,32,43,12,310
UCL221033,0,0,7,3,0,8,0,10,0,24,0,3,3,3,0,7,0,0,0,21,0,3,9,3,6,3,3,3,3,39,12,15,11,5,5,5,3,8,0,61,10,12,12,7,19,3,12,12,0,82,5,10,8,0,7,0,6,7,3,53,3,4,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,32,51,45,25,39,25,26,43,6,288
UCL221034,0,0,3,0,0,3,0,4,0,13,0,0,9,0,0,4,0,7,0,19,0,10,6,3,3,6,7,3,0,36,9,13,7,7,6,4,3,3,0,57,6,12,6,9,0,8,0,3,0,45,3,11,3,5,14,0,5,13,0,53,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,27,41,35,23,25,19,14,38,0,233
UCL221035,0,0,0,0,0,0,0,5,0,10,0,3,4,3,0,0,0,3,0,12,0,12,3,7,0,0,3,5,0,33,8,0,0,0,4,0,3,3,0,22,13,8,0,11,3,0,7,10,0,49,6,12,3,9,0,4,5,16,0,57,7,0,0,0,0,0,3,0,0,14,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,34,37,17,25,10,11,26,41,3,203
