UCL_CODE_2016,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_incl_lt_rail_M,One_met_Tram_incl_lt_rail_F,One_met_Tram_incl_lt_rail_P,One_method_Taxi_M,One_method_Taxi_F,One_method_Taxi_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_incl_lt_rl_M,Two_mt_trn_Trm_incl_lt_rl_F,Two_mt_trn_Trm_incl_lt_rl_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_inc_lt_rl_M,Two_mth_Bu_Trm_inc_lt_rl_F,Two_mth_Bu_Trm_inc_lt_rl_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Trn_two_othr_met_M,Three_meth_Trn_two_othr_met_F,Three_meth_Trn_two_othr_met_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
UCL215052,0,0,0,8,12,18,0,0,0,0,0,0,0,0,0,480,439,921,45,40,88,16,0,16,3,0,3,15,8,28,3,6,7,70,78,151,648,581,1231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,4,3,0,6,3,4,11,0,0,0,0,0,0,0,0,0,0,0,0,31,54,85,83,120,208,16,12,29,787,775,1560
UCL215053,0,0,0,4,4,6,0,0,0,0,0,0,3,0,3,264,246,508,16,18,30,7,0,7,4,0,9,0,0,0,7,0,6,11,12,19,315,276,589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,8,4,21,17,53,72,0,3,7,348,338,694
UCL215054,0,0,0,3,5,11,0,0,0,0,0,0,0,0,0,263,187,445,14,14,30,3,0,3,0,0,0,0,0,0,4,0,3,0,0,0,285,207,493,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,4,11,0,0,0,0,0,0,0,0,0,0,0,0,11,8,17,22,44,68,5,0,7,331,267,594
UCL215055,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,262,208,471,11,6,13,6,0,6,3,0,3,0,0,3,0,3,5,17,15,36,299,241,538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,3,0,0,0,0,0,0,3,0,3,9,16,28,31,45,81,6,3,11,353,310,660
UCL215056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,129,266,9,6,17,9,0,9,4,0,4,0,0,3,4,0,3,5,3,11,180,144,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,7,15,10,30,33,7,3,9,202,181,380
UCL215057,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,194,189,384,24,23,46,5,0,5,3,0,3,10,11,19,5,0,8,27,29,61,268,257,525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,13,4,10,0,0,0,0,0,0,0,0,0,0,0,0,28,25,55,32,59,95,3,4,8,347,345,693
UCL215058,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,391,320,711,27,32,59,5,0,9,0,0,0,5,5,7,3,0,3,30,40,71,470,398,869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,13,8,3,16,0,0,0,0,0,0,0,0,0,0,0,0,8,13,22,52,103,156,10,14,23,547,531,1080
UCL215059,3,3,3,4,0,3,0,0,0,0,0,0,0,0,0,281,212,492,26,18,40,7,0,8,3,0,3,4,3,9,0,0,0,16,20,35,343,257,604,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,15,34,29,46,71,6,4,11,395,323,714
UCL215060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,157,373,14,7,22,3,0,3,0,0,0,15,4,15,0,3,4,17,34,50,260,209,468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,15,18,26,36,65,6,11,13,303,271,571
UCL215061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,207,480,25,21,48,3,3,3,0,0,0,8,0,9,0,0,3,36,31,70,349,266,616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,19,27,15,39,55,8,4,10,389,326,714
UCL215062,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,519,448,967,40,41,81,13,0,13,0,0,0,8,0,13,3,0,6,31,41,66,622,534,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,12,25,40,77,108,188,7,0,7,722,679,1401
UCL215063,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,180,163,340,20,10,30,3,0,3,4,0,4,6,0,8,0,0,0,33,26,63,249,209,456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,16,19,27,53,81,11,5,18,289,288,573
UCL215064,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,142,110,253,4,7,13,4,0,4,0,0,0,3,0,3,11,4,8,21,19,43,187,144,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,17,24,27,52,0,0,0,215,181,398
UCL215065,0,0,4,6,0,6,0,0,0,0,0,0,3,0,3,376,333,708,23,29,50,5,0,5,3,0,3,0,0,0,6,0,9,16,20,34,438,380,821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,6,7,3,7,0,0,0,0,0,0,0,0,0,0,0,0,24,28,52,48,76,124,7,9,19,523,503,1021
UCL215066,15,3,18,3,3,7,0,0,0,0,4,4,0,0,0,413,375,791,9,18,33,9,0,9,3,0,3,8,8,16,6,0,5,36,30,68,496,447,946,0,0,0,0,0,0,0,0,0,5,3,7,0,3,3,0,0,0,9,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,10,3,9,16,12,23,10,3,16,0,0,0,0,0,0,11,3,16,69,74,143,82,124,200,3,6,12,682,663,1346
UCL215067,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,386,355,742,12,27,39,17,0,17,0,0,0,16,4,17,11,3,13,35,43,75,483,437,918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,6,3,5,0,0,0,0,0,0,0,0,0,0,0,0,38,37,76,63,114,183,5,9,14,599,594,1193
UCL215068,0,0,0,9,8,12,0,0,0,0,0,0,0,0,0,384,324,710,39,36,72,6,0,6,0,0,0,3,0,3,0,0,0,7,11,18,443,380,825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,4,0,3,3,3,5,8,3,9,0,0,0,0,0,0,0,0,0,0,0,0,8,17,25,39,71,107,10,6,21,514,476,987
UCL215069,57,54,115,0,0,0,0,0,0,0,0,0,0,0,0,572,530,1099,18,29,42,12,0,12,0,0,0,3,0,3,0,3,7,3,10,13,669,622,1286,0,0,0,0,0,0,0,4,4,14,18,32,0,3,3,3,0,3,22,27,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,26,22,53,8,8,13,0,0,0,0,0,0,8,8,18,33,37,70,79,143,220,10,3,13,820,836,1653
UCL215070,0,0,0,7,4,13,0,0,0,0,0,0,0,0,0,260,159,418,47,43,91,3,0,3,0,0,0,0,0,0,4,0,3,26,29,58,348,246,587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,9,14,16,12,32,39,15,11,31,383,299,681
UCL215071,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,374,297,675,12,20,34,13,0,13,0,3,0,13,4,17,4,0,5,31,23,55,448,356,803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,17,29,60,84,147,11,11,19,528,467,999
UCL215072,10,9,24,3,3,10,0,0,0,0,0,3,3,0,3,730,532,1261,40,32,71,24,0,24,3,0,3,0,0,0,5,5,8,14,10,25,827,594,1419,3,3,6,0,0,0,0,0,0,18,7,27,0,3,3,0,0,0,21,15,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,13,28,18,49,10,5,15,0,0,0,0,0,0,13,5,16,27,53,80,76,143,215,11,10,24,984,821,1806
UCL215073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,172,350,12,3,13,5,0,5,0,0,0,0,0,0,0,0,0,15,13,23,213,186,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,12,14,26,42,67,0,3,6,255,243,492
UCL215074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328,319,646,20,11,36,3,0,3,3,0,3,6,0,6,3,0,3,19,24,44,389,351,745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,29,22,49,45,72,114,7,8,8,466,459,926
UCL215075,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,171,135,310,13,12,24,0,0,0,0,0,0,0,0,0,4,0,4,17,22,34,203,177,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,28,27,49,71,7,3,10,252,235,489
UCL215076,7,4,5,5,0,8,0,0,0,0,0,0,0,0,0,416,320,737,26,11,29,17,0,17,0,0,0,0,0,0,0,0,0,7,7,15,473,339,813,3,3,3,0,0,0,0,0,0,5,5,14,0,0,0,0,0,0,13,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9,14,8,23,3,0,3,0,0,0,0,0,0,3,3,8,10,25,33,24,69,99,5,0,8,534,442,980
UCL215077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298,229,526,28,27,52,8,0,9,0,0,0,4,0,4,3,0,10,29,36,60,374,294,665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,8,18,23,30,52,87,10,6,20,420,375,793
UCL215078,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,301,260,565,15,14,29,3,0,8,3,0,3,0,0,0,10,3,9,3,13,15,340,289,631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,24,29,48,67,114,0,3,3,403,376,786
UCL215079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,606,529,1131,32,24,57,18,0,18,5,0,5,31,0,30,3,0,3,57,35,91,741,592,1342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,7,12,3,11,0,0,0,0,0,0,0,0,0,0,0,0,24,29,54,79,112,192,21,12,35,878,759,1637
UCL215080,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,291,247,534,21,10,30,9,0,9,0,0,0,3,0,3,3,0,6,26,18,41,349,276,626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,28,27,58,83,12,6,20,392,366,766
UCL215081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,171,384,3,7,12,0,0,0,4,0,4,3,4,6,3,0,3,9,19,27,238,203,438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,3,10,18,32,50,4,0,6,268,240,508
UCL215082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,151,360,6,7,17,8,0,8,0,0,0,0,0,0,0,0,3,6,3,10,229,170,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,6,0,9,0,3,4,0,0,0,0,0,0,0,3,8,4,15,20,22,43,62,5,3,3,270,232,500
UCL215083,4,3,8,5,0,7,0,0,0,0,0,0,0,0,0,557,490,1046,36,39,74,8,0,8,0,0,0,0,0,0,10,0,8,22,20,34,639,556,1188,0,3,3,0,0,0,0,0,0,0,3,3,0,3,4,0,0,0,3,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,4,11,11,10,20,3,3,4,0,0,0,0,0,0,3,3,4,7,11,24,76,132,207,3,17,17,733,729,1466
UCL215084,21,17,40,0,0,0,0,0,0,0,0,0,0,0,0,340,231,571,18,19,38,16,0,16,0,0,3,0,0,0,3,3,10,4,0,8,406,270,681,0,0,3,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,3,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,11,10,16,0,3,3,0,0,0,0,0,0,0,3,3,10,22,30,32,48,81,6,3,7,459,357,815
UCL215085,3,3,3,0,0,3,0,0,0,0,0,0,0,0,0,261,232,497,14,15,23,5,0,5,3,0,3,5,0,7,3,3,3,15,6,21,310,266,571,0,3,5,0,0,0,0,0,0,4,4,7,0,0,0,0,0,0,3,9,16,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,3,3,4,8,11,21,0,0,0,0,0,0,0,0,0,0,0,0,20,25,40,33,50,89,11,6,16,377,355,731
UCL215086,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,303,249,559,17,24,39,6,0,8,0,0,0,10,6,9,6,3,8,43,38,80,382,321,706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,6,15,24,31,62,95,5,0,10,432,414,841
UCL215087,7,6,12,6,3,7,0,0,0,0,0,0,0,0,0,658,552,1206,38,27,59,18,0,23,3,0,3,0,0,0,3,0,4,14,20,37,752,609,1358,3,0,0,0,0,0,0,3,3,7,12,18,0,0,3,0,0,0,13,21,27,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,3,5,5,4,7,17,26,41,7,3,11,0,0,0,0,0,0,3,3,9,15,29,47,49,115,161,20,13,33,860,795,1649
UCL215088,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,214,195,411,16,5,19,6,0,6,0,0,0,3,0,3,0,0,0,10,15,25,262,210,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,9,13,23,32,61,90,8,7,10,310,287,605
UCL215089,20,9,27,0,3,3,0,0,0,0,0,0,0,0,0,356,259,616,12,18,31,11,0,11,0,0,0,5,0,5,3,3,8,3,6,7,404,299,708,0,0,0,0,0,0,0,0,0,16,6,20,0,0,0,0,0,0,15,6,20,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,4,5,3,5,22,7,31,0,0,0,0,0,0,0,0,0,0,0,0,19,32,57,37,58,91,0,5,6,488,401,892
UCL215090,93,58,146,6,0,6,0,0,0,0,0,0,0,0,0,512,445,960,22,28,53,5,0,5,5,0,5,18,0,14,7,3,12,26,25,48,691,560,1251,3,3,8,0,0,0,7,6,11,11,11,14,3,3,5,4,3,9,21,23,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,24,26,45,4,11,18,0,0,0,0,0,0,8,11,19,44,66,107,87,133,219,9,9,20,865,802,1666
UCL215091,0,9,9,11,8,22,0,0,0,0,0,0,0,0,0,848,645,1494,49,26,80,22,0,22,4,0,4,0,0,4,4,4,9,11,9,24,958,701,1662,3,0,5,0,0,0,0,0,0,8,8,23,0,5,5,0,0,0,12,20,31,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,3,0,6,13,0,18,27,18,48,3,3,4,0,0,0,0,0,0,6,3,10,19,34,56,68,141,211,12,13,25,1099,912,2008
UCL215092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,119,300,13,12,22,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,192,139,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,23,34,56,3,3,4,225,175,401
UCL215093,3,6,10,3,3,12,0,0,0,0,0,0,0,0,0,419,350,768,16,16,34,10,0,10,0,0,0,0,0,0,0,0,3,4,7,12,475,386,864,3,3,6,0,0,0,0,0,0,9,8,14,0,0,3,0,0,0,8,11,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,18,12,26,3,4,7,0,0,0,0,0,0,3,4,7,18,38,55,59,84,148,12,10,20,586,533,1121
UCL215094,7,3,5,9,0,9,0,0,0,0,0,0,0,0,0,505,404,907,19,15,37,16,0,22,0,0,0,0,0,3,4,0,3,8,15,25,579,446,1022,4,0,4,0,0,0,0,0,0,12,6,12,0,0,0,0,0,0,10,8,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,10,24,13,33,0,0,0,0,0,0,0,0,0,0,0,0,20,29,53,58,93,156,9,10,11,687,591,1277
UCL215095,4,7,11,0,0,0,0,0,0,0,0,0,0,0,0,170,167,339,8,7,14,3,0,3,0,0,0,0,0,0,3,0,3,4,7,13,193,186,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,9,13,18,24,47,71,10,0,9,235,249,486
UCL215096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,168,337,25,14,34,0,0,0,0,0,3,9,4,11,5,0,3,26,38,64,239,224,456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,22,28,30,57,5,4,7,284,271,553
UCL215097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,109,254,12,9,18,4,0,4,0,0,0,3,0,3,3,3,7,21,18,36,182,133,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,9,23,16,48,63,4,7,10,223,194,423
UCL221001,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,161,131,289,15,4,18,3,0,3,0,0,0,0,0,0,3,0,3,3,5,10,187,146,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,17,29,49,0,3,7,210,180,390
UCL221002,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,134,111,243,4,14,19,3,0,3,0,0,0,0,4,4,0,0,0,7,3,9,147,133,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,3,0,0,0,0,0,0,0,0,0,15,8,20,25,36,54,7,0,9,192,187,377
UCL221003,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,97,90,186,7,9,12,14,0,14,0,0,0,0,0,0,0,0,0,16,12,28,131,103,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,14,15,31,51,5,0,5,167,149,310
UCL221004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,97,199,7,3,13,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,123,96,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,12,19,25,6,3,10,140,127,265
UCL221005,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,147,116,254,14,12,24,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,167,128,293,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,3,6,3,0,3,0,0,0,0,0,0,3,0,3,11,12,25,26,26,46,3,9,13,210,179,391
UCL221006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,61,171,7,6,12,3,0,3,0,0,0,0,0,0,0,0,5,11,23,37,133,98,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,4,13,14,11,18,25,0,0,0,148,130,274
UCL221007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,69,165,4,3,6,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,103,78,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,5,17,14,24,42,0,0,0,127,118,241
UCL221008,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,83,85,174,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,100,96,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,8,15,26,0,0,0,110,119,225
UCL221009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,64,146,0,3,3,3,0,3,0,0,0,0,0,0,7,0,6,12,28,42,114,97,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,13,21,36,0,4,6,128,126,255
