UCL_CODE_2016,Sme_Usl_ad_1_yr_ago_as_2016_M,Sme_Usl_ad_1_yr_ago_as_2016_F,Sme_Usl_ad_1_yr_ago_as_2016_P,Dif_Usl_ad_1_yr_ago_Sme_SA2_M,Dif_Usl_ad_1_yr_ago_Sme_SA2_F,Dif_Usl_ad_1_yr_ago_Sme_SA2_P,Dif_Us_ad_1_ago_Dif_SA2_NSW_M,Dif_Us_ad_1_ago_Dif_SA2_NSW_F,Dif_Us_ad_1_ago_Dif_SA2_NSW_P,Dif_Us_ad_1_ago_Dif_SA2_Vic_M,Dif_Us_ad_1_ago_Dif_SA2_Vic_F,Dif_Us_ad_1_ago_Dif_SA2_Vic_P,Dif_Us_ad_1_ago_Dif_SA2_Qld_M,Dif_Us_ad_1_ago_Dif_SA2_Qld_F,Dif_Us_ad_1_ago_Dif_SA2_Qld_P,Dif_Us_ad_1_ago_Dif_SA2_SA_M,Dif_Us_ad_1_ago_Dif_SA2_SA_F,Dif_Us_ad_1_ago_Dif_SA2_SA_P,Dif_Us_ad_1_ago_Dif_SA2_WA_M,Dif_Us_ad_1_ago_Dif_SA2_WA_F,Dif_Us_ad_1_ago_Dif_SA2_WA_P,Dif_Us_ad_1_ago_Dif_SA2_Tas_M,Dif_Us_ad_1_ago_Dif_SA2_Tas_F,Dif_Us_ad_1_ago_Dif_SA2_Tas_P,Dif_Us_ad_1_ago_Dif_SA2_NT_M,Dif_Us_ad_1_ago_Dif_SA2_NT_F,Dif_Us_ad_1_ago_Dif_SA2_NT_P,Dif_Us_ad_1_ago_Dif_SA2_ACT_M,Dif_Us_ad_1_ago_Dif_SA2_ACT_F,Dif_Us_ad_1_ago_Dif_SA2_ACT_P,Dif_Us_ad_1_ago_Dif_SA2_OT_M,Dif_Us_ad_1_ago_Dif_SA2_OT_F,Dif_Us_ad_1_ago_Dif_SA2_OT_P,Dif_Us_ad_1_ago_Dif_SA2_Tot_M,Dif_Us_ad_1_ago_Dif_SA2_Tot_F,Dif_Us_ad_1_ago_Dif_SA2_Tot_P,Difnt_Usl_add_1_yr_ago_OS_M,Difnt_Usl_add_1_yr_ago_OS_F,Difnt_Usl_add_1_yr_ago_OS_P,Difnt_Usl_add_1_yr_ago_Ns_M,Difnt_Usl_add_1_yr_ago_Ns_F,Difnt_Usl_add_1_yr_ago_Ns_P,Difnt_Usl_add_1_yr_ago_Tot_M,Difnt_Usl_add_1_yr_ago_Tot_F,Difnt_Usl_add_1_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
UCL221070,311,337,647,22,23,46,0,0,0,14,10,29,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,28,0,0,3,0,0,0,44,37,77,39,22,61,392,400,785
UCL221071,218,228,448,0,3,7,0,0,0,14,8,20,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,8,25,0,0,0,0,0,0,23,9,27,16,23,36,256,264,517
UCL221072,256,285,542,18,21,32,0,0,0,25,30,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,37,63,0,0,0,0,3,4,44,56,94,49,69,119,350,412,762
UCL221073,253,282,534,9,8,15,0,0,3,18,18,29,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,17,21,42,3,3,3,0,3,3,29,34,61,21,24,44,303,338,636
UCL221074,265,243,503,10,12,18,0,0,0,44,53,91,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,51,94,0,0,0,0,0,0,53,65,114,166,142,314,481,445,929
UCL221075,259,286,542,9,17,28,0,0,3,24,27,51,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,29,54,0,3,3,0,0,0,36,48,86,31,19,50,323,355,680
UCL221076,230,186,414,7,4,12,0,0,0,17,16,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,14,31,0,0,0,0,0,0,27,18,42,26,27,55,282,230,512
UCL221077,245,243,489,10,9,14,0,0,0,16,10,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,13,29,0,0,0,0,0,0,25,21,50,61,53,116,335,314,657
UCL221078,263,253,509,5,7,14,0,0,0,20,17,36,4,3,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,25,21,44,3,5,4,3,3,6,32,36,67,27,26,58,325,312,633
UCL221079,377,411,792,23,34,57,0,0,0,14,18,32,0,4,5,3,0,3,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,21,21,44,0,0,0,0,0,3,48,55,106,38,29,70,464,501,964
UCL221080,211,246,457,13,15,25,0,0,0,17,13,34,0,3,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,17,17,38,0,0,0,0,0,0,27,37,67,26,35,68,266,323,584
UCL221081,358,438,789,21,34,53,3,11,13,20,41,61,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,56,90,0,3,3,0,0,0,55,93,146,31,24,59,442,549,990
UCL221082,253,228,481,13,19,29,0,3,3,18,14,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,21,34,0,0,0,0,0,0,32,35,68,21,24,43,307,292,600
UCL222001,129,122,246,4,4,8,0,0,0,3,5,12,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,16,0,0,0,0,0,0,7,13,17,7,11,18,144,144,286
UCL222002,164,177,344,3,0,0,0,0,0,11,10,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,22,0,0,4,0,0,0,13,14,27,9,12,23,191,201,392
UCL222003,111,106,215,0,0,0,0,0,0,14,15,24,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,14,25,0,0,0,0,0,0,11,14,25,7,8,10,130,125,252
UCL222004,11,9,20,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,5,3,3,9,16,12,30
UCL222005,102,88,185,0,3,3,0,0,0,6,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,14,0,0,0,0,0,0,8,6,18,15,14,25,119,108,230
UCL222006,154,143,289,3,3,6,6,6,17,13,6,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,12,36,0,0,0,0,0,3,24,23,43,15,16,32,190,174,367
UCL222007,89,81,169,0,0,3,0,4,3,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,13,0,0,0,0,0,0,8,10,14,5,11,16,98,96,195
UCL222008,111,100,215,0,5,4,0,0,0,14,15,24,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,28,0,0,0,0,0,0,15,17,31,19,18,45,152,138,291
UCL222009,142,130,273,4,5,3,0,0,0,8,5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,18,0,0,0,0,0,0,10,8,19,17,18,31,175,158,330
UCL222010,147,140,289,0,0,0,0,0,0,11,11,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,19,0,0,0,0,0,0,11,11,19,28,28,58,185,182,361
UCL222011,149,159,306,3,3,3,0,0,0,10,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,17,0,0,0,0,0,0,13,11,25,13,13,25,173,185,354
UCL222012,120,123,239,3,4,4,3,3,4,19,12,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,17,47,0,0,0,0,0,0,30,20,51,12,9,21,164,154,314
UCL222013,93,83,174,3,11,10,0,0,0,8,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,18,0,0,0,0,0,0,9,13,31,19,15,32,119,110,229
UCL222014,148,148,291,3,3,7,0,0,0,19,23,43,0,0,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,24,25,49,3,0,3,0,0,0,27,30,59,10,9,21,187,193,379
UCL222015,210,181,397,0,0,0,0,0,4,21,14,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,14,37,4,0,3,0,0,0,25,18,40,11,20,30,240,222,465
UCL222016,176,152,330,0,3,3,0,0,0,15,7,26,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,11,24,0,0,0,0,0,0,14,16,30,14,14,29,212,184,389
UCL222017,167,167,337,18,35,55,0,0,0,18,15,30,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,19,20,36,0,0,0,0,0,0,35,48,88,17,16,35,222,239,460
UCL222018,155,170,321,9,9,11,0,0,3,8,11,22,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,26,0,3,4,0,0,0,20,21,40,21,18,38,194,213,410
UCL222019,104,94,200,5,4,3,0,3,3,4,6,11,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,16,0,0,0,0,0,0,10,12,22,22,20,40,133,130,267
UCL222020,101,97,203,3,0,4,0,0,0,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,7,4,8,22,17,33,128,120,246
UCL222021,41,49,96,3,4,7,4,0,3,3,5,15,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,22,3,6,15,0,0,0,18,23,39,44,56,97,105,124,230
UCL222022,165,148,309,4,3,5,0,0,0,11,11,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,21,0,0,0,0,0,0,9,11,21,23,11,32,198,174,370
UCL222023,103,111,218,3,0,6,0,0,0,12,13,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,19,0,0,0,0,0,0,10,11,23,5,9,10,125,133,259
UCL222024,113,107,223,4,4,9,4,0,9,8,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,14,0,0,0,0,0,0,15,8,23,6,10,14,139,129,261
UCL222025,182,186,370,0,0,0,0,0,0,20,15,36,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,22,41,0,0,0,0,0,0,25,22,41,13,14,27,222,223,438
UCL222026,92,62,160,13,5,17,3,4,4,13,4,16,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,7,26,0,9,10,0,0,0,30,26,55,37,42,76,159,125,287
UCL222027,71,89,158,0,4,7,0,0,3,5,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,10,0,0,0,0,0,0,10,8,17,10,6,18,82,110,197
UCL222028,150,142,289,0,0,0,7,0,3,9,5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,26,0,0,0,0,0,0,10,9,26,5,7,13,168,155,326
UCL222029,143,131,274,0,0,0,0,0,0,9,3,9,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,15,0,0,0,0,0,0,12,6,19,3,8,7,153,145,295
UCL222030,157,156,313,0,4,8,0,0,0,33,19,56,3,0,6,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,37,27,63,0,0,0,0,0,3,40,31,75,33,21,53,229,211,439
UCL222031,109,107,218,3,0,4,0,0,0,5,16,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,24,0,0,0,0,0,0,10,19,31,10,9,21,134,135,267
UCL222032,168,186,358,7,4,17,0,0,0,11,19,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,19,32,0,0,0,0,3,3,17,27,46,21,34,54,209,248,456
UCL222033,82,104,180,4,0,3,0,0,0,3,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,17,0,0,0,0,0,0,8,6,16,13,7,21,100,120,216
UCL222034,78,91,175,3,0,3,0,0,0,3,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,10,0,0,0,0,0,0,5,10,14,9,9,15,96,109,203
UCL222035,113,102,220,0,10,10,0,0,0,8,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,13,0,0,0,0,0,0,8,15,23,16,19,30,135,137,270
UCL222036,112,105,219,10,10,20,3,7,8,14,13,23,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,22,39,0,6,4,0,0,0,30,32,69,19,7,23,158,150,307
UCL222037,88,78,171,3,3,11,0,0,0,10,3,13,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,13,10,22,0,0,0,0,0,0,19,12,30,11,8,22,116,104,220
UCL222038,108,96,207,0,0,0,0,0,0,7,12,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,17,0,0,0,0,0,0,7,15,20,25,24,44,135,134,271
UCL222039,139,135,282,5,3,8,0,0,0,9,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,11,5,16,0,0,0,0,0,0,14,13,26,22,15,32,177,161,344
UCL222040,75,74,151,3,3,10,0,0,0,3,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,0,0,0,0,0,0,6,12,17,24,25,45,100,104,213
UCL222041,91,90,183,0,3,3,0,0,0,7,12,21,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,14,23,0,0,0,0,0,0,10,11,24,14,13,22,111,117,228
UCL222042,97,83,178,3,3,5,0,0,0,3,7,11,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,8,15,0,0,0,0,0,0,6,14,21,7,14,17,114,105,223
UCL222043,140,138,275,3,5,12,3,10,11,6,11,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,26,0,0,0,0,0,0,12,24,36,8,6,17,161,171,332
UCL222044,137,134,272,14,18,28,0,0,0,13,6,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,20,0,0,0,0,0,0,27,26,45,17,10,24,174,173,344
UCL222045,141,117,255,0,6,8,0,0,0,7,14,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,27,0,0,0,0,0,0,10,20,33,12,14,20,159,153,311
UCL222046,99,95,192,7,7,10,0,7,4,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,14,0,0,0,0,0,0,14,9,27,18,15,30,127,120,251
UCL222047,204,190,389,9,9,17,0,0,3,8,7,19,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,8,23,0,0,3,0,0,0,24,20,43,23,19,43,245,224,471
UCL222048,140,145,287,7,5,8,0,0,0,24,17,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,22,50,0,0,4,0,0,0,30,29,59,19,23,38,190,194,386
UCL222049,108,95,200,8,3,8,4,3,3,11,7,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,9,30,0,0,0,3,0,3,24,13,39,13,15,30,148,128,274
UCL222050,125,108,230,0,0,3,0,0,0,4,11,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,18,0,0,0,0,0,0,12,6,17,14,13,18,145,125,272
UCL222051,153,158,314,12,8,19,0,0,0,8,4,13,5,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,18,0,0,0,0,0,0,22,23,45,20,23,41,199,203,400
UCL222052,79,98,180,0,0,0,0,0,3,4,3,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,10,0,0,0,0,0,0,8,3,15,6,9,17,95,109,212
UCL222053,92,91,186,5,3,11,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,11,0,0,0,0,0,0,5,14,21,20,12,33,114,117,233
UCL222054,90,101,188,6,7,14,0,0,0,7,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,10,5,11,0,4,4,0,0,0,14,15,31,7,8,16,115,127,237
UCL222055,177,169,345,10,14,28,0,0,5,11,3,13,3,3,7,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,11,12,21,0,0,0,0,0,0,25,23,52,25,21,47,231,213,446
UCL222056,134,116,246,13,10,16,0,0,0,12,16,23,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,29,3,4,8,0,0,4,26,28,59,13,20,37,182,162,339
UCL222057,181,184,371,10,15,26,0,0,0,11,14,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,22,4,0,3,0,0,5,28,25,54,12,18,27,223,233,453
UCL222058,149,153,301,6,5,16,0,0,0,19,17,38,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,18,21,39,0,0,0,0,0,0,23,25,51,18,19,38,188,204,391
UCL222059,176,178,353,8,4,12,0,0,0,10,13,20,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,27,0,0,0,0,0,0,22,18,39,13,5,22,216,207,422
UCL222060,100,109,209,3,4,7,0,0,3,15,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,25,0,0,0,0,0,0,19,16,29,8,8,18,124,135,263
UCL222061,160,158,316,3,8,11,0,0,0,7,14,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,22,0,0,0,0,0,3,12,20,30,18,26,38,187,205,388
UCL222062,71,59,131,3,0,3,3,0,3,7,3,14,3,3,3,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,26,6,5,9,0,0,0,17,22,38,41,30,74,138,109,243
UCL222063,94,96,193,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,3,3,9,8,7,15,106,106,215
UCL222064,40,35,72,0,10,10,4,0,3,9,5,12,5,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,11,31,3,5,9,0,0,0,20,26,49,36,40,72,98,97,196
UCL222065,83,79,158,9,4,11,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,7,8,16,12,12,23,103,94,198
UCL222066,97,80,179,3,5,7,0,0,0,3,0,3,0,0,0,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,10,4,0,3,0,0,0,9,11,16,9,5,14,113,98,211
UCL222067,111,101,210,6,0,7,0,0,0,3,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,11,0,0,0,0,0,0,7,5,11,6,0,11,123,115,233
UCL222068,155,173,327,0,3,3,0,0,0,6,8,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,8,22,0,0,0,0,0,0,11,9,23,18,29,46,186,214,401
UCL222069,143,147,295,0,6,4,0,3,3,21,25,43,0,3,3,4,0,4,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,26,27,56,0,0,0,0,0,0,29,33,60,11,9,18,180,191,373
UCL222070,189,199,389,10,7,19,0,0,0,13,13,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,13,31,0,0,0,0,0,0,24,21,50,18,21,36,232,244,477
UCL222071,98,114,211,3,3,7,0,0,0,3,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,14,0,0,0,0,0,0,6,11,21,0,0,0,107,128,231
UCL222072,85,88,175,4,0,4,0,0,4,10,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,12,11,17,0,0,0,0,0,0,15,12,28,5,8,19,110,104,218
UCL222073,99,102,196,0,3,7,3,0,3,5,9,15,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,23,0,0,0,0,0,0,13,10,23,17,10,32,134,125,252
UCL222074,165,141,312,4,7,12,4,0,4,3,5,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,8,16,5,5,7,0,0,0,18,25,38,52,54,103,237,222,456
UCL222075,94,90,180,4,9,16,0,0,0,5,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,13,3,0,3,0,3,3,14,21,37,6,12,20,114,121,235
UCL222076,163,175,336,6,9,10,0,0,0,10,16,21,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,25,0,3,3,0,0,3,23,23,42,20,19,46,212,216,431
UCL222077,90,86,169,0,0,3,0,0,0,8,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,13,0,0,0,0,0,0,12,6,15,8,4,14,106,93,199
UCL222078,186,184,373,8,11,18,0,0,0,10,16,22,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,19,25,0,0,0,0,3,3,19,28,47,8,13,19,211,226,433
UCL222079,146,144,287,8,6,12,0,3,3,9,21,23,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,24,32,0,0,0,0,0,0,20,25,42,8,19,28,170,186,362
UCL222080,95,85,184,5,3,5,0,0,0,8,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,15,0,0,0,0,0,0,12,9,24,23,12,30,132,107,238
UCL222081,92,76,164,12,7,18,0,0,3,5,3,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,15,4,0,3,0,0,3,21,21,43,34,20,58,143,123,264
UCL222082,102,83,182,3,0,3,0,0,0,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,0,0,0,0,0,0,3,6,5,16,8,24,124,89,211
UCL222083,192,178,366,0,0,0,0,0,0,15,8,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,23,0,0,0,0,0,3,17,9,26,11,14,34,218,203,424
UCL222084,161,189,357,11,10,21,0,0,0,16,8,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,13,23,5,3,6,3,0,5,27,28,54,5,8,17,201,228,431
UCL222085,73,86,153,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,4,0,4,14,12,32,86,102,192
UCL222086,203,192,396,10,9,25,0,0,0,7,12,22,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,11,12,27,0,0,3,0,0,3,23,28,55,19,13,32,252,234,484
UCL222087,111,108,223,3,0,6,0,0,0,9,11,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,26,0,3,3,0,0,0,17,16,35,8,7,15,134,133,271
UCL222088,159,175,340,5,3,10,0,0,0,6,12,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,18,0,4,4,0,0,0,13,19,30,25,17,43,200,209,412
UCL222089,195,217,417,4,9,9,0,0,0,19,18,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,18,40,0,0,0,0,0,0,23,23,49,7,14,25,233,252,483
UCL222090,155,147,306,6,7,13,0,0,0,6,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,13,3,0,7,0,0,0,19,9,31,17,9,26,188,174,356
UCL222091,80,84,161,3,0,7,0,0,0,9,8,14,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,19,0,0,0,0,0,0,13,11,26,8,15,27,103,107,207
UCL222092,81,68,149,0,5,7,0,0,0,10,6,17,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,20,0,0,0,0,0,0,15,14,30,14,8,21,107,96,195
UCL222093,80,90,170,5,4,6,0,0,0,3,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,12,0,0,0,0,0,0,9,7,17,10,16,20,99,107,203
UCL222094,171,182,359,14,13,27,0,0,0,12,12,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,27,3,3,5,0,3,3,35,32,65,17,20,35,221,239,457
UCL222095,168,187,352,3,3,3,0,0,0,14,11,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,21,0,0,0,0,0,0,13,14,30,20,23,45,203,223,421
UCL222096,78,80,160,3,3,6,0,0,0,5,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,19,0,0,0,0,0,3,17,15,31,11,23,36,105,124,223
UCL222097,119,101,225,5,9,11,0,3,3,6,7,13,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,23,0,0,0,0,0,0,16,18,37,22,22,47,163,149,308
UCL222098,173,153,328,3,4,7,0,0,0,8,12,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,19,0,0,0,0,0,0,14,12,24,25,22,43,210,185,395
UCL222099,176,181,356,8,6,14,0,0,0,11,10,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,14,14,24,0,3,3,0,3,3,24,20,42,25,19,45,227,219,442
UCL222100,162,161,320,15,22,35,0,0,0,12,12,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,28,0,0,0,0,0,0,26,35,61,31,30,64,218,229,442
UCL222101,120,106,219,4,0,8,0,0,0,7,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,16,0,0,0,0,0,0,14,11,25,23,9,31,150,125,273
UCL222102,87,79,164,0,0,0,0,0,0,8,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,12,0,0,0,0,0,0,8,8,12,3,8,8,102,83,185
UCL222103,112,101,210,0,0,0,0,0,0,9,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,19,0,0,0,0,0,0,11,7,19,13,14,27,136,120,255
UCL222104,165,186,347,7,7,10,3,0,3,6,8,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,23,0,0,0,0,0,0,15,14,32,9,7,23,195,210,400
