UCL_CODE_2016,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,Non_sch_quals_PostGrad_Dgre_M,Non_sch_quals_PostGrad_Dgre_F,Non_sch_quals_PostGrad_Dgre_P,Non_sch_quals_Gr_Dip_Gr_Crt_M,Non_sch_quals_Gr_Dip_Gr_Crt_F,Non_sch_quals_Gr_Dip_Gr_Crt_P,Non_sch_quals_Bchelr_Degree_M,Non_sch_quals_Bchelr_Degree_F,Non_sch_quals_Bchelr_Degree_P,Non_sch_quls_Advncd_Dip_Dip_M,Non_sch_quls_Advncd_Dip_Dip_F,Non_sch_quls_Advncd_Dip_Dip_P,Non_sch_quls_Cert3a4_Level_M,Non_sch_quls_Cert3a4_Level_F,Non_sch_quls_Cert3a4_Level_P,Non_sch_quls_Cert1a2_Level_M,Non_sch_quls_Cert1a2_Level_F,Non_sch_quls_Cert1a2_Level_P,Non_sch_quls_Certnfd_Level_M,Non_sch_quls_Certnfd_Level_F,Non_sch_quls_Certnfd_Level_P,Non_sch_quls_CertTot_Level_M,Non_sch_quls_CertTot_Level_F,Non_sch_quls_CertTot_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
UCL222020,99,106,203,31,7,34,9,25,29,3,0,5,3,0,6,50,35,81,46,58,108,6,0,7.4,50.5,33,39.9,43.4,30.2,33.5,0,0,0,0,0,0,3,15,13,0,4,8,23,12,29,0,3,3,0,0,0,25,12,38,101,97,203,7,4,8,71,72,143,28,29,57
UCL222021,83,94,173,33,27,59,11,15,24,8,4,8,0,0,0,48,41,95,3,6,16,0,0,0,57.8,43.6,54.9,62.7,48.9,52.6,3,7,7,0,3,3,8,16,20,8,10,14,8,4,13,3,3,5,0,0,0,14,5,20,41,49,96,18,23,39,28,26,51,33,39,78
UCL222022,154,152,307,65,31,94,22,55,80,4,4,16,8,3,10,109,96,200,42,50,86,7.3,3.1,5,70.8,63.2,65.1,59.1,59.2,61.9,0,0,0,3,3,4,12,11,18,8,22,35,52,27,81,0,3,3,0,10,10,55,35,93,165,148,309,9,11,21,125,110,231,47,50,93
UCL222023,100,95,192,42,23,66,7,27,38,3,9,7,7,3,10,59,57,120,38,37,75,11.9,5.3,8.3,59,60,62.5,52,62.1,57.8,0,10,5,0,0,0,0,15,12,7,17,23,29,13,44,3,0,7,0,3,3,32,13,46,103,111,218,10,11,23,85,84,167,36,35,65
UCL222024,118,115,237,40,26,66,10,25,33,3,0,4,6,4,6,58,54,111,56,56,112,10.3,7.4,5.4,49.2,47,46.8,44.9,44.3,43.5,3,0,3,0,3,4,0,12,15,10,16,23,38,12,49,3,0,3,3,0,3,43,14,62,113,107,223,15,8,23,89,81,169,28,32,61
UCL222025,170,173,346,83,25,112,19,60,83,0,3,5,3,4,7,108,99,210,45,62,113,2.8,4,3.3,63.5,57.2,60.7,60,50.9,57.8,0,6,6,3,6,9,6,21,31,11,20,31,68,24,93,0,3,4,3,3,3,75,31,107,182,186,370,25,22,41,138,134,269,61,54,119
UCL222026,138,104,246,77,41,118,15,21,33,4,3,10,3,0,8,100,60,156,10,17,26,3,0,5.1,72.5,57.7,63.4,69.6,62.5,65.4,8,3,12,0,3,3,14,25,38,9,16,23,32,15,42,0,3,3,3,0,3,33,13,52,92,62,160,30,26,55,56,34,88,67,47,113
UCL222027,72,87,156,25,14,34,13,21,38,3,3,3,0,3,3,39,43,80,23,38,61,0,7,3.8,54.2,49.4,51.3,56.9,43.7,48.1,0,0,4,0,3,3,7,7,16,5,15,22,18,11,25,0,0,0,0,3,4,21,12,30,71,89,158,10,8,17,50,67,118,24,20,42
UCL222028,130,132,261,55,32,87,21,38,60,5,4,13,7,4,10,87,80,159,43,47,93,8,5,6.3,66.9,60.6,60.9,62.3,56.1,61.3,4,9,12,3,5,8,11,20,34,22,27,43,41,18,60,3,0,5,3,0,4,45,28,70,150,142,289,10,9,26,104,94,201,49,45,89
UCL222029,127,122,248,55,27,89,12,32,49,5,5,5,6,0,6,84,70,148,38,47,89,7.1,0,4.1,66.1,57.4,59.7,56.7,52.5,57.7,0,0,0,4,0,4,3,12,15,11,9,22,31,23,50,4,8,12,7,5,9,41,28,73,143,131,274,12,6,19,93,88,179,48,49,91
UCL222030,213,197,416,34,29,58,14,23,39,4,8,10,18,6,26,66,63,135,128,117,237,27.3,9.5,19.3,31,32,32.5,24.4,30.5,25.7,0,0,0,0,5,3,9,13,19,8,9,25,67,21,86,0,0,0,4,7,11,68,29,98,157,156,313,40,31,75,97,102,199,98,84,187
UCL222031,113,112,222,49,18,72,11,32,49,0,0,6,4,3,8,68,56,131,35,50,77,5.9,5.4,6.1,60.2,50,59,53.1,44.6,57.2,0,0,0,0,4,3,6,12,17,6,9,11,36,21,60,0,0,0,0,4,3,42,25,64,109,107,218,10,19,31,80,80,157,37,42,86
UCL222032,181,193,369,77,46,118,16,45,66,7,5,17,8,8,11,105,103,210,51,66,117,7.6,7.8,5.2,58,53.4,56.9,55.2,49.7,54.5,0,5,6,0,9,9,11,22,35,12,25,36,69,23,90,0,0,0,3,6,14,68,28,100,168,186,358,17,27,46,114,127,243,64,76,145
UCL222033,89,101,194,28,22,46,9,12,22,3,5,4,3,0,3,42,40,76,41,55,100,7.1,0,3.9,47.2,39.6,39.2,44.9,38.6,37.1,0,0,0,3,6,5,3,10,13,3,5,4,21,12,34,8,3,7,0,5,7,25,16,46,82,104,180,8,6,16,54,70,128,24,26,54
UCL222034,83,87,171,28,12,41,7,22,25,3,7,10,0,4,3,36,43,80,33,36,72,0,9.3,3.8,43.4,49.4,46.8,45.8,47.1,44.4,0,0,0,0,0,3,9,23,27,9,7,20,19,13,30,0,0,0,0,3,3,19,12,37,78,91,175,5,10,14,62,63,121,23,39,57
UCL222035,107,117,219,38,9,52,6,37,43,7,8,14,0,3,3,52,53,112,41,49,90,0,5.7,2.7,48.6,45.3,51.1,47.7,46.2,49.8,0,0,0,0,0,0,0,3,3,3,7,10,21,10,33,0,0,0,0,0,0,21,13,35,113,102,220,8,15,23,90,95,183,23,19,40
UCL222036,136,137,274,58,39,97,18,29,54,5,4,12,0,0,0,82,81,161,41,43,93,0,0,0,60.3,59.1,58.8,59.6,52.6,59.5,4,7,10,8,3,8,17,24,44,9,15,28,28,8,39,0,3,3,3,0,3,32,16,41,112,105,219,30,32,69,71,63,132,65,71,136
UCL222037,105,95,202,42,25,72,16,33,52,6,0,4,3,0,3,66,56,127,28,31,57,4.5,0,2.4,62.9,58.9,62.9,61,61.1,63.4,0,0,3,0,3,8,6,19,21,7,17,22,31,19,46,0,4,6,0,0,0,29,18,52,88,78,171,19,12,30,61,54,121,45,31,78
UCL222038,112,103,212,30,8,41,12,22,35,8,3,8,4,4,5,55,42,91,35,46,84,7.3,9.5,5.5,49.1,40.8,42.9,44.6,32,39.6,0,0,0,0,0,0,3,8,14,7,7,18,31,10,45,0,0,0,4,0,7,36,12,47,108,96,207,7,15,20,79,72,150,29,36,67
UCL222039,164,140,300,27,13,43,11,23,35,3,3,5,15,5,25,52,48,99,92,85,177,28.8,10.4,25.3,31.7,34.3,33,25,27.9,27.7,0,0,0,0,3,4,8,5,12,5,14,17,32,7,38,6,0,5,0,3,3,35,15,46,139,135,282,14,13,26,90,78,166,64,57,129
UCL222040,89,87,177,14,10,28,16,16,28,8,3,10,3,5,3,39,36,73,38,35,72,7.7,13.9,4.1,43.8,41.4,41.2,42.7,33.3,37.3,0,0,0,0,0,0,0,8,7,3,6,11,17,9,29,0,0,0,0,0,0,17,11,28,75,74,151,6,12,17,54,63,117,21,19,40
UCL222041,96,91,184,39,24,68,11,22,37,0,0,5,4,3,10,58,56,111,22,29,53,6.9,5.4,9,60.4,61.5,60.3,52.1,50.5,59.8,0,0,4,0,3,3,3,13,15,8,7,11,34,8,44,0,0,3,3,0,3,37,14,45,91,90,183,10,11,24,62,69,132,34,32,70
UCL222042,86,85,168,40,20,62,11,27,42,0,4,7,0,4,5,58,57,111,20,21,46,0,7,4.5,67.4,67.1,66.1,59.3,60,66.1,0,0,3,0,4,4,3,14,17,11,11,19,30,14,46,0,0,5,7,0,3,37,13,53,97,83,178,6,14,21,83,64,146,20,30,48
UCL222043,123,127,246,68,31,102,9,35,43,6,4,14,11,4,10,94,81,170,23,47,70,11.7,4.9,5.9,76.4,63.8,69.1,67.5,55.1,64.6,0,3,3,3,3,8,3,16,18,11,12,27,52,24,82,0,3,3,3,6,4,56,36,88,140,138,275,12,24,36,97,97,198,46,57,100
UCL222044,144,145,290,53,23,81,15,37,50,0,4,9,5,3,7,81,63,142,57,73,127,6.2,4.8,4.9,56.3,43.4,49,47.2,44.1,48.3,3,3,6,3,3,9,8,23,30,12,22,29,48,14,63,3,6,5,5,5,10,48,22,75,137,134,272,27,26,45,99,95,188,56,61,114
UCL222045,128,118,250,45,19,62,21,31,48,9,10,10,6,3,8,76,61,136,51,47,95,7.9,4.9,5.9,59.4,51.7,54.4,58.6,50.8,48,0,7,7,5,0,7,10,10,20,0,11,18,44,13,52,0,0,0,0,3,4,43,10,52,141,117,255,10,20,33,90,85,178,55,54,109
UCL222046,111,105,212,39,20,57,9,22,29,0,0,3,7,4,4,49,49,98,41,47,85,14.3,8.2,4.1,44.1,46.7,46.2,43.2,40,42,0,0,0,0,0,0,0,4,8,0,3,3,20,19,35,0,3,3,0,3,3,21,19,40,99,95,192,14,9,27,84,74,162,24,23,50
UCL222047,206,186,392,78,40,122,28,44,71,8,6,9,6,0,8,119,96,209,68,82,149,5,0,3.8,57.8,51.6,53.3,55.3,48.4,51.5,0,4,4,0,6,6,8,14,26,10,17,26,55,30,82,4,4,7,9,4,11,65,41,98,204,190,389,24,20,43,148,136,284,59,61,126
UCL222048,160,172,332,46,25,72,17,35,57,11,8,16,11,11,21,82,77,158,71,83,155,13.4,14.3,13.3,51.2,44.8,47.6,46.3,39.5,43.7,0,3,4,0,3,6,10,12,19,5,19,20,48,25,70,3,5,11,4,5,11,57,36,88,140,145,287,30,29,59,95,102,196,69,72,139
UCL222049,136,114,245,36,18,55,14,19,39,4,4,7,3,5,6,56,50,104,67,54,124,5.4,10,5.8,41.2,43.9,42.4,39.7,36,41.2,3,0,3,0,0,0,6,7,14,3,12,9,32,17,42,0,3,3,0,3,4,34,21,56,108,95,200,24,13,39,82,71,155,49,37,83
UCL222050,119,110,230,57,23,83,18,39,55,6,0,9,0,3,4,83,65,147,27,34,65,0,4.6,2.7,69.7,59.1,63.9,68.1,56.4,63.9,3,0,5,0,3,3,5,5,18,15,14,28,48,18,63,0,5,3,5,0,8,52,28,78,125,108,230,12,6,17,100,84,188,35,28,54
UCL222051,162,160,324,50,28,79,19,29,46,8,7,13,3,5,13,87,64,148,64,85,154,3.4,7.8,8.8,53.7,40,45.7,47.5,40,42.6,0,0,0,0,0,0,9,13,21,5,12,16,40,15,59,3,3,8,3,5,5,49,26,68,153,158,314,22,23,45,102,118,225,69,59,129
UCL222052,85,88,170,22,14,35,6,21,27,3,5,11,3,7,9,35,39,81,41,43,80,8.6,17.9,11.1,41.2,44.3,47.6,36.5,45.5,42.9,0,0,0,0,0,0,10,9,14,4,12,15,16,10,24,0,0,0,0,0,3,20,11,25,79,98,180,8,3,15,57,61,114,30,31,68
UCL222053,101,108,206,31,22,51,10,21,31,5,0,4,0,0,0,52,47,91,41,53,89,0,0,0,51.5,43.5,44.2,45.5,39.8,41.7,0,0,0,0,3,3,9,6,16,3,7,15,19,15,34,0,0,0,0,0,3,22,20,41,92,91,186,5,14,21,69,69,142,30,31,55
UCL222054,106,106,211,35,17,51,16,29,44,3,0,6,9,0,7,62,47,107,38,50,91,14.5,0,6.5,58.5,44.3,50.7,50.9,43.4,47.9,6,10,9,3,3,5,9,18,27,8,21,29,33,8,38,0,5,5,0,3,5,33,9,45,90,101,188,14,15,31,69,71,146,39,40,74
UCL222055,195,192,388,62,44,106,18,40,59,3,5,9,6,4,9,93,95,182,86,85,170,6.5,4.2,4.9,47.7,49.5,46.9,42.6,46.4,44.8,4,3,8,3,7,14,22,36,56,24,16,38,42,16,64,0,3,6,4,3,10,49,21,73,177,169,345,25,23,52,133,127,262,63,60,124
UCL222056,160,143,305,37,27,61,29,37,64,9,7,12,3,0,7,80,62,139,73,63,135,3.8,0,5,50,43.4,45.6,46.9,49.7,44.9,6,4,14,3,8,6,16,21,42,11,14,22,48,16,60,0,0,4,0,3,5,49,20,70,134,116,246,26,28,59,95,78,176,63,58,122
UCL222057,191,196,385,84,35,119,25,56,82,0,6,10,3,4,14,121,104,225,58,75,136,2.5,3.8,6.2,63.4,53.1,58.4,57.1,49.5,54.8,0,4,4,0,0,3,8,24,30,6,26,33,76,20,92,3,4,9,0,7,7,81,26,108,181,184,371,28,25,54,132,133,271,58,71,128
UCL222058,144,158,301,59,30,86,17,42,52,4,4,13,10,5,18,90,79,172,36,62,100,11.1,6.3,10.5,62.5,50,57.1,55.6,48.1,50.2,0,8,9,3,6,6,8,16,26,6,8,19,37,19,59,3,4,9,3,3,8,42,26,73,149,153,301,23,25,51,104,97,201,60,76,135
UCL222059,170,177,351,74,36,104,21,38,55,4,7,12,6,11,22,97,93,187,69,81,144,6.2,11.8,11.8,57.1,52.5,53.3,58.2,45.8,48.7,0,0,0,0,3,7,0,6,8,10,15,27,55,15,67,3,5,5,3,3,6,60,21,82,176,178,353,22,18,39,139,146,291,47,51,92
UCL222060,97,105,197,50,17,67,15,29,46,3,7,12,0,10,10,67,62,130,19,34,56,0,16.1,7.7,69.1,59,66,70.1,50.5,63.5,4,3,6,3,7,8,6,15,19,10,18,24,36,9,43,0,4,3,0,3,3,35,19,53,100,109,209,19,16,29,59,66,128,52,43,90
UCL222061,158,189,346,39,15,55,17,31,44,3,6,10,0,3,6,55,56,119,94,121,209,0,5.4,5,34.8,29.6,34.4,37.3,27.5,31.5,3,3,4,0,0,3,3,7,10,9,14,24,33,17,56,0,3,3,0,7,7,33,26,64,160,158,316,12,20,30,115,120,233,40,56,97
UCL222062,123,93,216,60,36,92,14,14,25,3,6,10,4,3,8,78,51,131,3,16,19,5.1,5.9,6.1,63.4,54.8,60.6,62.6,60.2,58.8,3,4,10,0,0,0,10,11,18,9,8,23,12,6,23,0,0,0,3,0,3,14,10,24,71,59,131,17,22,38,40,40,78,53,36,91
UCL222063,94,88,178,47,27,76,12,27,36,3,0,4,0,0,0,67,54,125,23,30,52,0,0,0,71.3,61.4,70.2,66,61.4,65.2,4,4,7,0,5,3,6,8,14,12,12,25,30,17,51,0,0,0,0,0,4,34,20,56,94,96,193,3,3,9,58,68,123,33,29,65
UCL222064,77,91,164,34,42,73,11,7,19,4,3,3,0,0,0,43,49,95,3,3,8,0,0,0,55.8,53.8,57.9,63.6,57.1,57.9,0,0,0,0,0,0,7,17,25,4,3,9,17,7,19,0,0,3,3,0,5,21,9,27,40,35,72,20,26,49,31,14,39,21,40,68
UCL222065,84,83,172,29,11,45,6,17,26,0,6,8,4,0,4,44,37,85,38,40,75,9.1,0,4.7,52.4,44.6,49.4,41.7,41,45.9,0,0,0,0,0,0,0,9,13,5,5,13,23,10,35,0,3,0,0,3,3,28,17,39,83,79,158,7,8,16,64,64,123,28,23,51
UCL222066,89,81,172,41,17,57,7,25,30,4,0,4,0,3,3,52,40,86,35,35,70,0,7.5,3.5,58.4,49.4,50,58.4,51.9,52.9,0,6,6,0,0,0,3,9,8,4,3,10,13,9,28,0,6,6,0,0,0,13,14,33,97,80,179,9,11,16,75,64,144,19,22,41
UCL222067,97,88,188,54,21,74,14,30,49,0,0,0,11,0,9,82,52,134,13,35,51,13.4,0,6.7,84.5,59.1,71.3,70.1,58,65.4,0,0,0,3,5,9,4,11,12,8,4,10,31,15,50,0,0,0,0,4,4,31,15,48,111,101,210,7,5,11,85,75,158,23,30,55
UCL222068,166,184,356,59,35,98,27,39,68,10,6,18,3,5,13,101,92,196,58,90,148,3,5.4,6.6,60.8,50,55.1,57.8,43.5,51.7,3,4,9,6,6,12,15,34,47,9,22,26,30,18,48,3,3,6,0,0,3,33,23,55,155,173,327,11,9,23,114,127,245,40,48,90
UCL222069,156,168,325,52,30,81,17,47,63,11,8,18,3,0,3,86,82,166,64,77,143,3.5,0,1.8,55.1,48.8,51.1,51.3,50.6,49.8,3,7,8,0,12,12,16,28,40,20,24,44,57,20,73,3,5,7,0,5,5,58,29,83,143,147,295,29,33,60,108,115,220,58,54,119
UCL222070,181,173,350,99,53,153,20,65,78,3,12,13,4,0,4,126,123,257,32,36,75,3.2,0,1.6,69.6,71.1,73.4,67.4,75.1,69.7,3,5,6,0,10,14,26,30,51,8,19,31,58,11,72,0,4,6,4,10,13,65,25,87,189,199,389,24,21,50,132,134,263,70,67,144
UCL222071,80,98,171,37,22,58,17,27,40,10,10,13,0,4,4,55,62,115,18,36,48,0,6.5,3.5,68.8,63.3,67.3,80,60.2,64.9,0,0,0,0,0,0,9,13,19,6,12,21,37,8,48,0,4,4,0,0,0,37,15,46,98,114,211,6,11,21,76,87,164,26,29,53
UCL222072,97,89,186,47,22,66,6,29,40,0,0,3,0,3,8,60,49,113,29,32,57,0,6.1,7.1,61.9,55.1,60.8,54.6,57.3,58.6,0,0,0,3,4,6,5,13,13,3,12,16,24,5,29,0,0,0,0,3,3,30,12,36,85,88,175,15,12,28,69,64,130,35,25,63
UCL222073,113,106,224,44,16,57,4,18,23,11,3,16,6,3,7,55,48,102,51,60,103,10.9,6.3,6.9,48.7,45.3,45.5,52.2,34.9,42.9,0,0,0,0,0,0,0,8,8,0,15,15,24,8,26,0,0,0,4,3,3,27,11,40,99,102,196,13,10,23,75,67,146,38,37,79
UCL222074,200,188,385,46,17,65,10,27,37,3,6,13,13,3,14,79,49,128,81,92,169,16.5,6.1,10.9,39.5,26.1,33.2,29.5,26.6,29.9,0,0,0,0,0,0,8,8,17,6,15,14,40,27,66,0,0,3,0,4,10,44,32,76,165,141,312,18,25,38,122,110,230,55,46,98
UCL222075,95,105,196,47,28,69,9,22,29,4,6,8,3,3,10,62,55,118,29,43,68,4.8,5.5,8.5,65.3,52.4,60.2,63.2,53.3,54.1,0,0,4,0,4,4,5,3,9,4,5,14,27,16,43,3,3,6,0,0,4,30,20,47,94,90,180,14,21,37,63,57,119,34,48,79
UCL222076,154,162,318,76,35,113,12,54,68,3,3,6,0,0,3,96,99,194,45,46,94,0,0,1.5,62.3,61.1,61,59.1,56.8,58.8,4,0,6,7,5,8,10,33,37,19,15,30,55,23,81,0,4,4,0,0,0,55,31,82,163,175,336,23,23,42,122,114,237,53,69,117
UCL222077,96,88,185,53,25,77,12,25,33,3,3,9,9,6,9,71,58,131,16,18,43,12.7,10.3,6.9,74,65.9,70.8,70.8,60.2,64.3,3,3,4,3,3,8,7,18,24,7,6,13,26,11,40,0,0,0,0,3,6,28,12,48,90,86,169,12,6,15,84,73,157,13,16,27
UCL222078,167,191,361,53,25,84,13,42,55,10,6,10,5,8,9,78,82,162,84,105,189,6.4,9.8,5.6,46.7,42.9,44.9,45.5,38.2,41.3,3,0,6,3,5,8,6,9,19,10,22,28,40,19,61,0,5,5,3,9,13,50,31,77,186,184,373,19,28,47,133,141,267,53,75,128
UCL222079,136,154,295,62,26,88,19,35,51,7,8,10,3,6,12,90,76,161,41,76,113,3.3,7.9,7.5,66.2,49.4,54.6,64.7,44.8,50.5,0,0,0,0,3,7,3,16,19,11,13,22,34,29,59,0,3,3,0,5,3,36,32,67,146,144,287,20,25,42,80,86,171,69,77,144
UCL222080,126,102,230,24,15,37,14,14,29,4,6,14,5,0,12,51,41,87,67,59,120,9.8,0,13.8,40.5,40.2,37.8,33.3,34.3,34.8,0,0,6,0,0,0,4,7,11,3,4,5,40,13,58,5,0,3,3,3,8,46,18,69,95,85,184,12,9,24,77,65,144,36,26,66
UCL222081,103,99,205,47,24,72,16,33,50,3,12,18,0,0,0,72,68,142,18,19,36,0,0,0,69.9,68.7,69.3,64.1,69.7,68.3,4,0,7,0,3,6,7,11,25,6,7,15,30,14,48,0,3,3,0,3,4,30,16,54,92,76,164,21,21,43,54,52,102,51,47,98
UCL222082,91,77,165,37,9,48,8,21,31,4,4,7,0,3,3,53,34,85,26,28,55,0,8.8,3.5,58.2,44.2,51.5,53.8,44.2,52.1,0,0,0,0,3,3,4,10,12,0,4,4,24,9,33,0,0,0,0,3,3,22,11,37,102,83,182,3,6,5,73,55,128,35,26,60
UCL222083,174,161,329,72,33,112,23,36,60,7,4,18,7,7,12,112,89,202,57,57,112,6.3,7.9,5.9,64.4,55.3,61.4,58.6,45.3,57.8,3,3,5,3,0,3,8,11,16,8,17,21,63,24,83,0,3,7,3,5,9,67,36,99,192,178,366,17,9,26,121,110,236,69,62,127
UCL222084,165,185,352,55,31,81,13,35,48,10,5,20,6,5,15,80,79,166,74,92,165,7.5,6.3,9,48.5,42.7,47.2,47.3,38.4,42.3,0,3,3,0,3,3,8,22,31,3,11,15,40,23,57,0,3,7,3,0,5,39,26,72,161,189,357,27,28,54,103,126,225,79,76,156
UCL222085,81,98,171,23,10,30,8,15,23,0,3,3,4,4,11,39,24,60,37,59,94,10.3,16.7,18.3,48.1,24.5,35.1,38.3,28.6,32.7,0,0,3,0,0,0,3,7,5,0,12,13,14,10,25,0,3,3,0,0,3,15,15,31,73,86,153,4,0,4,55,66,122,17,19,43
UCL222086,200,207,410,65,34,94,22,38,64,0,5,5,6,3,10,86,81,170,99,113,215,7,3.7,5.9,43,39.1,41.5,43.5,37.2,39.8,4,3,3,3,3,4,9,20,30,7,16,23,51,29,83,3,5,12,3,3,5,56,41,92,203,192,396,23,28,55,158,153,306,68,64,134
