UCL_CODE_2016,M_0_299_DS_DS_Sept_house,M_0_299_DS_DS_sd_row_tce_hs_t,M_0_299_DS_DS_Flat_apart,M_0_299_DS_DS_Other_dwg,M_0_299_DS_ns,M_0_299_Tot,M_300_449_DS_Separate_hse,M_300_449_DS_sd_row_tc_hse_th,M_300_449_DS_Flat_apart,M_300_449_DS_Other_dwg,M_300_449_DS_ns,M_300_449_Tot,M_450_599_DS_Separate_hse,M_450_599_DS_sd_row_tce_hs_th,M_450_599_DS_Flat_apart,M_450_599_DS_Other_dwg,M_450_599_DS_ns,M_450_599_Tot,M_600_799_DS_Separate_hse,M_600_799_DS_sd_row_tc_hs_th,M_600_799_DS_Flat_apart,M_600_799_DS_Other_dwg,M_600_799_DS_ns,M_600_799_Tot,M_800_999_DS_Separate_hse,M_800_999_DS_sd_row_tc_hs_th,M_800_999_DS_Flat_apart,M_800_999_DS_Other_dwg,M_800_999_DS_ns,M_800_999_Tot,M_1000_1399_DS_Separate_hse,M_1000_1399_DS_sd_rw_tc_h_th,M_1000_1399_DS_Flat_apart,M_1000_1399_DS_Other_dwg,M_1000_1399_DS_ns,M_1000_1399_Tot,M_1400_1799_DS_Separate_hse,M_1400_1799_DS_sd_rw_tc_h_th,M_1400_1799_DS_Flat_apart,M_1400_1799_DS_Other_dwg,M_1400_1799_DS_ns,M_1400_1799_Tot,M_1800_2399_DS_Separate_hse,M_1800_2399_DS_sd_rw_tc_h_th,M_1800_2399_DS_Flat_apart,M_1800_2399_DS_Other_dwg,M_1800_2399_DS_ns,M_1800_2399_Tot,M_2400_2999_DS_Separate_hse,M_2400_2999_DS_sd_rw_tc_h_th,M_2400_2999_DS_Flat_apart,M_2400_2999_DS_Other_dwg,M_2400_2999_DS_ns,M_2400_2999_Tot,M_3000_3999_DS_Separate_hse,M_3000_3999_DS_sd_rw_tc_h_th,M_3000_3999_DS_Flt_apart,M_3000_3999_DS_Other_dwg,M_3000_3999_DS_ns,M_3000_3999_Tot,M_4000_over_DS_Separate_hse,M_4000_ov_DS_sd_rw_tce_hs_th,M_4000_over_DS_Flat_apart,M_4000_over_DS_Other_dwg,M_4000_DS_over_ns,M_4000_over_Tot,Mort_Rpmnt_ns_DS_Separat_hs,Mrt_Rpmt_ns_DS_sd_rw_tc_hs_th,Mrt_Rpmt_ns_DS_Flat_apart,Mort_Rpmnt_ns_DS_Other_dwg,Mort_Rpmnt_ns_DS_ns,Mort_Rpmnt_ns_Total,Tot_DS_Separate_hse,Tot_DS_sd_row_tce_hse_thse,Tot_DS_Flat_apartment,Tot_DS_Other_dwg,Tot_DS_ns,Tot_Tot
UCL221002,3,0,0,0,0,3,5,0,0,0,0,5,3,0,0,0,0,3,10,0,0,0,0,10,10,0,0,0,0,10,26,0,0,0,0,26,29,0,0,0,0,29,13,0,0,0,0,13,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,8,0,0,0,0,8,117,0,0,0,0,117
UCL221003,10,0,0,0,0,10,5,0,0,0,0,5,5,0,0,0,0,5,19,0,0,0,0,19,22,0,0,0,0,22,22,0,0,0,0,22,19,0,0,0,0,19,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,118,0,0,0,0,118
UCL221004,6,0,0,0,0,6,3,0,0,0,0,3,4,0,0,0,0,4,5,0,0,0,0,5,5,0,0,0,0,5,37,0,0,0,0,34,14,0,0,0,0,14,7,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,95,0,0,0,0,100
UCL221005,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,23,0,0,0,0,23,15,0,0,0,0,15,19,0,0,0,0,19,14,0,0,0,0,14,17,0,0,0,0,17,12,0,0,0,0,12,3,0,0,0,0,3,110,0,0,0,0,110
UCL221006,8,0,0,0,0,8,12,0,0,0,0,12,10,0,0,0,0,11,19,0,0,0,0,19,7,0,0,0,0,7,6,0,0,0,0,6,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,77,0,0,0,0,74
UCL221007,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,4,7,0,0,0,0,7,18,0,0,0,0,18,18,0,0,0,0,18,9,0,0,0,0,9,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,79,0,0,0,0,79
UCL221008,5,0,0,0,0,3,3,0,0,0,0,3,6,0,0,0,0,6,18,0,0,0,0,18,15,0,0,0,0,15,30,0,0,0,0,30,15,0,0,0,0,15,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,97,0,0,0,0,98
UCL221009,12,0,0,0,0,12,14,0,0,0,0,14,7,0,0,0,0,7,11,0,0,0,0,11,7,0,0,0,0,7,18,0,0,0,0,18,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,80,0,0,4,0,80
UCL221010,7,0,0,0,0,7,5,0,0,0,0,5,11,0,0,0,0,11,10,0,0,0,0,10,12,0,0,0,0,12,34,0,0,0,0,34,17,0,0,0,0,17,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,100,0,0,0,0,100
UCL221011,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,4,4,0,0,0,0,8,12,0,0,0,0,12,27,0,0,0,0,28,6,0,0,0,0,6,5,0,0,0,0,8,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,6,78,0,0,0,3,86
UCL221012,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,6,4,0,0,0,0,4,14,0,0,0,0,14,24,0,0,0,0,24,21,0,0,0,0,21,3,0,0,0,0,3,5,0,0,0,0,5,3,0,0,0,0,3,3,0,0,0,0,3,91,0,0,0,0,91
UCL221013,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,6,0,0,0,0,6,26,0,0,0,0,26,21,0,0,0,0,21,13,0,0,0,0,16,6,0,0,0,0,6,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,86,0,0,0,0,90
UCL221014,8,0,0,0,0,8,3,0,0,0,0,3,3,0,0,0,0,3,5,0,0,0,0,5,9,0,0,0,0,9,22,0,0,0,0,22,37,0,0,0,0,37,19,0,0,0,0,19,4,0,0,0,0,4,8,0,0,0,0,8,5,0,0,0,0,5,10,0,0,0,0,10,127,0,0,0,0,127
UCL221015,5,0,0,0,0,5,5,0,0,0,0,5,7,0,0,0,0,7,7,0,0,0,0,7,4,0,0,0,0,5,18,0,0,0,0,18,10,0,0,0,0,18,11,0,0,0,0,11,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,86,3,0,0,0,88
UCL221016,0,0,0,0,0,0,8,0,0,0,0,8,4,0,0,0,0,4,5,0,0,0,0,5,5,0,0,0,0,5,18,0,0,0,0,19,19,0,0,0,0,19,31,0,0,0,0,31,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,115,0,0,0,0,112
UCL221017,5,0,0,0,0,5,10,0,0,0,0,10,8,0,0,0,0,8,15,0,0,0,0,15,18,0,0,0,0,18,26,0,0,0,0,30,29,0,0,0,0,29,12,0,0,0,0,12,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,122
UCL221018,8,0,0,0,0,8,12,0,0,0,0,12,14,0,0,0,0,14,25,0,0,0,0,25,20,0,0,0,0,20,16,0,0,0,0,16,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,112,0,0,0,0,112
UCL221019,15,0,0,0,0,15,14,0,0,0,0,14,15,0,0,0,0,15,17,0,0,0,0,17,32,0,0,0,0,32,54,0,0,0,0,49,30,0,0,0,0,30,14,0,0,0,0,14,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,13,0,0,0,0,13,200,0,0,0,0,203
UCL221020,10,0,0,0,0,10,20,0,0,0,0,20,15,0,0,0,0,15,21,3,0,0,0,25,17,0,0,0,0,17,8,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,9,100,3,0,3,0,99
UCL221021,5,0,0,0,0,5,4,0,0,0,0,4,0,0,0,0,0,0,9,0,0,0,0,9,3,0,0,0,0,3,31,0,0,0,0,31,16,0,0,0,0,16,15,0,0,0,0,15,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,96
UCL221022,3,0,0,0,0,3,6,0,0,0,0,6,3,0,0,0,0,3,16,0,0,0,0,16,15,0,0,0,0,15,23,0,0,0,0,19,9,0,0,0,0,9,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,96,0,0,0,0,103
UCL221023,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,6,0,0,0,0,6,11,0,0,0,0,11,18,0,0,0,0,18,4,0,0,0,0,4,0,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,51,0,0,0,4,51
UCL221024,8,0,0,0,0,9,9,0,0,0,0,6,9,0,0,0,0,9,10,0,0,0,0,10,16,0,0,0,0,13,13,0,0,0,0,13,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,9,74,0,0,4,0,86
UCL221025,5,0,0,0,0,5,5,0,0,0,0,5,0,0,0,0,0,0,15,0,0,0,0,15,8,0,0,0,0,8,19,0,0,0,0,19,10,0,0,0,0,17,19,0,0,0,0,19,5,0,0,0,0,5,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,95
UCL221026,9,0,0,0,0,9,3,0,0,0,0,3,3,0,0,0,0,3,17,0,0,0,0,17,10,0,0,0,0,13,41,0,0,0,0,41,29,0,0,0,0,29,17,0,0,0,0,17,3,0,0,0,0,3,6,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,6,147,0,0,0,0,152
UCL221027,11,0,0,0,0,11,9,0,0,0,0,9,9,0,0,0,0,9,19,0,0,0,0,19,14,0,0,0,0,14,5,0,0,0,0,5,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,80,0,0,0,0,82
UCL221028,3,0,0,0,0,3,4,0,0,0,0,4,9,0,0,0,0,9,5,0,0,0,0,10,9,0,0,0,0,9,22,0,0,0,0,22,7,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,65
UCL221029,4,0,0,0,0,4,3,0,0,0,0,3,12,0,0,0,0,12,9,0,0,0,0,9,15,0,0,0,0,15,19,0,0,3,0,20,8,0,0,0,0,8,10,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,91,0,0,6,0,92
UCL221030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,3,0,0,0,0,3,6,0,0,0,0,6,6,0,0,0,0,8,9,0,0,0,0,9,4,0,0,0,0,7,9,0,0,0,0,9,3,0,0,0,0,3,47,0,0,3,0,55
UCL221031,6,0,0,0,0,6,4,0,0,0,0,4,3,0,0,0,0,3,3,0,0,0,0,3,7,0,0,0,0,7,31,0,0,0,0,31,27,0,0,0,0,27,19,0,0,0,0,19,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,115,0,0,0,0,115
UCL221032,12,0,0,0,0,12,10,0,0,0,0,10,8,0,0,0,0,8,9,0,0,0,0,9,18,0,0,0,0,18,40,0,0,0,0,40,14,0,0,0,0,14,8,0,0,0,0,8,7,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,11,0,0,0,0,11,123,0,0,0,0,123
UCL221033,7,0,0,0,0,7,3,0,0,0,0,3,3,0,0,0,0,3,9,0,0,0,0,9,5,0,0,0,0,5,15,0,0,0,0,15,9,0,0,0,0,9,18,0,0,0,0,18,14,0,0,0,0,14,10,0,0,0,0,10,10,0,0,0,0,10,13,0,0,0,0,13,116,0,0,0,0,116
UCL221034,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,8,0,0,0,0,8,25,0,0,0,3,29,25,0,0,0,0,25,9,0,0,0,0,9,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,86,0,0,0,3,92
UCL221035,5,0,0,0,0,5,5,0,0,0,0,5,7,0,0,0,0,7,6,0,0,0,0,6,6,0,0,0,0,6,7,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,49,0,0,0,0,49
UCL221036,7,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,20,0,0,0,0,20,24,0,0,0,0,24,28,0,0,0,0,26,33,0,0,0,0,33,14,0,0,0,0,14,7,0,0,0,0,7,5,0,0,0,0,5,150,0,0,0,0,155
UCL221037,11,0,0,0,0,11,3,0,0,0,0,3,9,0,0,0,0,5,21,0,0,0,0,21,8,0,0,0,0,8,13,0,0,0,0,13,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,79,0,0,3,0,79
UCL221038,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,12,0,0,0,0,12,29,0,0,0,0,29,20,0,0,0,0,20,27,0,0,0,0,30,13,0,0,0,0,13,8,0,0,0,0,8,0,0,0,0,0,0,9,0,0,0,0,9,136,0,0,0,0,135
UCL221039,3,0,0,0,0,3,10,0,0,0,0,10,13,0,0,0,0,13,21,0,0,0,0,21,6,0,0,0,0,6,9,0,0,0,0,9,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,59,0,0,0,0,62
UCL221040,13,0,0,0,0,9,3,0,0,0,0,3,10,0,0,0,0,10,13,0,0,0,0,13,20,0,0,0,0,20,42,0,0,0,0,40,54,0,0,0,0,54,46,0,0,0,0,46,14,0,0,0,0,14,14,0,0,0,0,14,5,0,0,0,0,5,6,0,0,0,0,6,230,0,0,0,0,232
UCL221041,3,0,0,0,0,3,4,0,0,0,0,4,3,0,0,0,0,3,5,0,0,0,0,5,13,0,0,0,0,13,23,0,0,0,0,19,26,0,0,0,0,26,48,0,0,0,0,48,17,0,0,0,0,17,8,0,0,0,0,8,3,0,0,0,0,3,13,0,0,0,0,13,162,0,0,0,0,167
UCL221042,7,0,0,0,0,7,8,0,0,0,0,8,7,0,0,0,0,7,16,0,0,0,0,16,25,0,0,0,0,25,16,0,0,0,0,16,11,0,0,0,0,11,13,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,104,0,0,0,0,106
UCL221043,3,0,0,0,0,3,5,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,8,6,0,0,0,0,6,12,0,0,0,0,12,17,0,0,0,0,13,10,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,7,0,0,0,0,7,59,0,0,0,3,67
UCL221044,8,0,0,0,0,8,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,26,0,0,0,0,26,26,0,0,0,0,24,27,0,0,0,0,27,6,0,0,0,0,6,4,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,6,112,0,0,0,0,115
UCL221045,13,0,0,0,0,13,7,0,0,0,0,7,6,0,0,0,0,6,15,0,0,0,0,15,16,0,0,0,0,16,17,0,0,0,0,17,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,92,0,0,0,0,92
UCL221046,12,0,0,0,0,11,5,0,0,0,0,5,0,0,0,0,0,0,14,0,0,0,0,14,9,0,0,0,0,9,19,0,0,0,0,20,15,0,0,0,0,15,8,0,0,0,0,8,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,15,105,0,0,0,0,110
UCL221047,7,0,0,0,0,7,6,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,11,0,0,0,0,17,38,0,0,0,0,43,32,0,0,0,0,32,15,0,0,0,0,17,3,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,126,0,0,4,0,130
UCL221048,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,13,0,0,0,0,13,26,0,0,0,0,23,83,0,0,0,0,84,45,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,179,0,0,0,0,181
UCL221049,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,18,0,0,0,0,18,9,0,0,0,0,11,15,0,0,0,0,15,17,0,0,0,0,17,8,0,0,0,0,8,3,0,0,0,0,3,3,0,0,0,0,3,95,0,0,0,0,95
UCL221050,10,0,0,0,0,10,5,0,0,0,0,5,6,0,0,0,0,6,18,0,0,0,0,18,6,0,0,0,0,6,22,0,0,0,0,22,12,0,0,0,0,12,18,0,0,0,0,16,12,0,0,0,0,12,9,0,0,0,0,9,3,0,0,0,0,3,6,0,0,0,0,6,129,0,0,0,0,131
UCL221051,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,5,0,0,0,0,8,14,0,0,0,0,14,27,0,0,0,0,27,36,0,0,0,0,36,10,0,0,0,0,10,6,0,0,0,0,6,4,0,0,0,0,4,7,0,0,0,0,7,122,0,0,0,0,123
UCL221052,3,0,0,0,0,3,8,0,0,0,0,8,3,0,0,0,0,3,9,0,0,0,0,9,17,0,0,0,0,17,25,0,0,0,0,25,13,0,0,0,0,13,8,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,90,0,0,0,0,90
UCL221053,8,0,0,0,0,8,12,0,0,0,0,11,9,0,0,0,0,9,21,0,0,0,0,22,9,0,0,0,0,9,12,0,0,0,0,12,7,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,89,0,0,3,0,89
UCL221054,9,0,0,0,0,9,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,4,9,0,0,0,0,13,9,0,0,0,0,9,17,0,0,0,0,17,10,0,0,0,0,10,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,77,3,0,0,0,77
UCL221055,9,0,0,0,0,9,6,0,0,0,0,6,7,0,0,0,0,7,11,0,0,0,0,11,10,0,0,0,0,13,19,0,0,0,0,20,33,0,0,0,0,33,25,0,0,0,0,25,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,137,0,0,0,0,138
UCL221056,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,6,29,0,0,0,0,29,10,0,0,0,0,10,13,0,0,0,0,13,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,71,0,0,0,0,71
UCL221057,8,0,0,0,0,12,3,0,0,0,0,3,3,0,0,0,0,3,5,0,0,0,0,5,15,0,0,0,0,15,27,0,0,0,0,29,21,0,0,0,0,21,7,0,0,0,0,7,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,6,99,0,0,0,0,102
UCL221058,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,13,0,0,0,0,13,8,0,0,0,0,8,29,0,0,0,0,29,31,0,0,0,0,31,33,0,0,0,0,33,7,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,13,0,0,0,0,13,151,0,0,0,0,151
UCL221059,4,0,0,0,0,4,3,0,0,0,0,3,4,0,0,0,0,3,3,3,0,0,0,10,3,0,0,0,0,6,16,0,0,0,0,16,21,0,0,0,0,21,11,0,0,0,0,9,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,8,76,3,0,0,0,85
UCL221060,3,0,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,0,9,0,0,0,0,9,3,0,0,0,0,3,13,0,0,0,0,13,5,0,0,0,0,5,10,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,54,0,0,0,0,54
UCL221061,3,0,0,0,0,3,5,0,0,0,0,5,3,0,0,0,0,3,9,0,0,0,0,9,7,0,0,0,0,7,32,0,0,0,0,32,22,0,0,0,0,22,13,0,0,0,0,8,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,9,95,0,0,0,0,102
UCL221062,3,0,0,0,0,3,10,0,0,0,0,10,6,0,0,0,0,6,16,0,0,0,0,16,25,0,0,0,0,25,27,0,0,0,0,27,4,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,9,107,0,0,0,0,108
UCL221063,3,0,0,0,0,3,11,0,0,0,0,11,9,0,0,0,0,9,17,0,0,0,0,17,9,0,0,0,0,9,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,58
UCL221064,9,0,0,0,0,9,0,0,0,0,0,0,7,0,0,0,0,7,3,0,0,0,0,3,9,0,0,0,0,13,29,0,0,0,0,29,30,0,0,0,0,30,41,0,0,0,0,41,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,151,0,0,0,0,153
UCL221065,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,4,0,0,0,0,4,7,0,0,0,0,7,36,0,0,0,0,37,28,0,0,0,0,28,10,0,0,0,0,10,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,8,107,0,0,0,0,108
UCL221066,4,0,0,0,0,4,3,0,0,0,0,3,7,0,0,0,0,7,8,0,0,0,0,8,12,0,0,0,0,12,23,0,0,0,0,23,19,0,0,0,0,19,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,78,0,0,0,0,81
UCL221067,4,0,0,0,0,4,6,0,0,0,0,6,7,0,0,0,0,7,15,0,0,0,0,15,9,0,0,0,0,9,30,0,0,0,0,30,21,0,0,0,0,21,22,0,0,0,0,22,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,112
UCL221068,3,0,0,0,0,3,8,0,0,0,0,8,0,0,0,0,0,0,13,0,0,0,0,14,22,0,0,0,0,22,38,0,0,0,0,38,12,0,0,0,0,12,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,107,0,0,0,0,109
UCL221069,13,0,0,0,0,13,9,0,0,0,0,9,3,0,0,0,0,3,21,0,0,0,0,21,15,0,0,0,0,15,52,0,0,0,0,52,57,0,0,0,0,58,107,0,0,0,0,107,35,0,0,0,0,35,6,0,0,0,0,6,9,0,0,0,0,9,23,0,0,0,0,23,339,0,0,0,0,343
UCL221070,6,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,12,0,0,0,0,12,10,0,0,0,0,10,31,0,0,0,0,31,8,0,0,0,0,15,5,0,0,0,0,5,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,87,0,0,0,0,89
UCL221071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,5,32,0,0,0,0,32,35,0,0,0,0,35,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,90
UCL221072,10,0,0,0,0,8,4,0,0,0,0,4,3,0,0,0,0,3,4,0,0,0,0,4,7,0,0,0,0,5,21,0,0,0,0,21,26,0,0,0,0,26,8,0,0,0,0,5,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,9,97,0,0,3,0,98
UCL221073,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,8,0,0,0,0,8,10,0,0,0,0,10,14,0,0,0,0,14,12,0,0,0,0,12,9,0,0,0,0,9,7,0,0,0,0,7,9,0,0,0,0,10,3,0,0,0,0,3,6,0,0,0,0,6,74,0,0,0,0,72
UCL221074,16,0,0,0,0,16,10,0,0,0,0,10,3,0,0,0,0,3,10,0,0,0,0,10,11,0,0,0,0,11,21,0,0,0,0,24,13,0,0,0,0,13,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,84,0,0,0,0,89
UCL221075,4,0,0,0,0,4,4,0,0,0,0,4,3,0,0,0,0,3,11,0,0,0,0,11,5,0,0,0,0,5,25,0,0,0,0,25,6,0,0,0,0,6,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,73,0,0,0,0,73
UCL221076,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,7,4,0,0,0,0,4,22,0,0,0,0,22,22,0,0,0,0,22,23,0,0,0,0,23,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0,4,103,0,0,0,0,103
UCL221077,11,0,0,0,0,11,5,0,0,0,0,4,3,0,0,0,0,3,11,0,0,0,0,11,10,0,0,0,0,10,9,0,0,0,0,9,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,69,0,0,0,0,69
UCL221078,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,5,3,0,0,0,13,12,0,0,0,0,13,13,3,0,0,0,12,7,0,0,0,0,10,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,5,54,4,0,4,0,65
UCL221079,3,0,0,0,0,3,4,0,0,0,0,4,3,0,0,0,0,3,7,0,0,0,0,7,12,0,0,0,0,12,28,0,0,0,0,28,19,0,0,0,0,19,33,0,0,0,0,33,19,0,0,0,0,19,12,0,0,0,0,12,6,0,0,0,0,6,7,0,0,0,0,7,147,0,0,0,0,147
