UCL_CODE_2016,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_H_or_W_in_RM_0_14,P_H_or_W_in_RM_15_24,P_H_or_W_in_RM_25_34,P_H_or_W_in_RM_35_44,P_H_or_W_in_RM_45_54,P_H_or_W_in_RM_55_64,P_H_or_W_in_RM_65_74,P_H_or_W_in_RM_75_84,P_H_or_W_in_RM_85ov,P_H_or_W_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
UCL215050,..,12,7,0,8,14,7,0,0,45,..,11,18,17,19,60,81,73,37,314,9,8,6,0,10,11,7,0,3,61,386,201,245,216,239,263,252,153,56,2009,..,9,178,241,243,291,272,151,34,1412,..,54,107,38,47,25,8,3,0,291,..,5,35,56,55,17,14,10,4,190,743,..,..,..,..,..,..,..,..,743,..,164,..,..,..,..,..,..,..,164,..,120,48,11,15,13,0,0,0,205,..,14,11,9,3,8,15,8,3,69,..,13,8,3,6,3,0,0,0,30,..,21,20,5,16,17,7,0,0,93,..,19,50,50,49,105,124,113,53,550,21,19,14,7,13,21,16,3,3,111,761,434,455,414,449,493,452,289,98,3864
UCL215051,..,0,4,0,10,5,11,7,0,29,..,0,0,3,18,40,41,23,10,142,0,5,0,0,3,7,0,0,0,19,62,31,34,49,104,139,120,59,24,612,..,0,17,42,67,112,126,53,22,437,..,9,18,32,32,38,8,0,0,137,..,0,0,10,20,9,5,3,3,44,131,..,..,..,..,..,..,..,..,131,..,30,..,..,..,..,..,..,..,30,..,18,15,4,3,3,0,0,0,43,..,4,0,0,4,3,0,3,0,11,..,0,0,0,0,0,0,0,0,0,..,0,7,4,11,21,17,5,0,64,..,0,0,13,39,76,66,38,21,254,0,5,4,3,3,10,3,0,0,30,133,64,59,102,174,268,231,105,45,1176
UCL215052,..,21,12,3,8,9,0,0,0,51,..,6,12,15,29,45,71,59,41,282,0,3,7,3,4,8,4,5,0,43,297,147,169,195,198,209,192,122,56,1578,..,3,102,199,194,211,179,96,26,1012,..,37,82,63,43,20,22,6,0,282,..,0,15,46,38,20,3,9,8,137,593,..,..,..,..,..,..,..,..,593,..,99,..,..,..,..,..,..,..,99,..,69,31,7,11,3,0,0,0,125,..,6,3,0,7,4,3,6,7,42,..,3,6,3,5,0,3,0,0,18,..,37,27,5,15,12,8,9,0,108,..,13,33,34,64,85,118,80,51,473,9,12,17,5,9,17,9,11,0,83,609,290,312,365,385,378,345,216,82,2977
UCL215053,..,5,0,0,0,7,0,0,0,13,..,8,9,3,10,24,30,32,12,133,4,8,5,0,7,8,3,0,0,31,154,114,104,66,121,132,95,78,26,883,..,7,77,54,110,138,101,78,16,578,..,34,45,19,26,11,15,0,0,149,..,9,25,22,29,14,6,12,6,124,298,..,..,..,..,..,..,..,..,298,..,65,..,..,..,..,..,..,..,65,..,54,24,9,13,8,0,0,0,104,..,6,5,3,6,9,0,4,0,36,..,5,0,6,3,0,0,0,0,23,..,10,6,0,4,14,7,0,0,35,..,9,22,18,39,55,56,45,22,267,5,17,9,10,4,12,8,0,0,58,303,215,206,145,234,251,197,139,45,1733
UCL215054,..,4,7,0,4,3,6,0,0,27,..,0,5,3,15,31,31,12,3,91,3,0,0,3,0,0,3,4,0,14,151,85,93,77,100,118,69,32,11,731,..,3,71,62,75,98,48,25,5,383,..,28,31,29,31,11,4,0,0,142,..,9,17,21,39,25,7,3,0,123,293,..,..,..,..,..,..,..,..,293,..,50,..,..,..,..,..,..,..,50,..,64,26,10,7,3,0,0,0,106,..,9,8,0,9,3,7,5,3,48,..,4,0,3,3,0,0,0,0,9,..,6,3,3,12,13,7,0,0,54,..,8,15,22,37,54,44,16,8,201,9,9,5,10,0,4,3,4,0,38,296,180,178,165,216,217,125,53,21,1451
UCL215055,..,3,3,0,3,3,0,0,0,7,..,0,10,3,6,28,19,19,4,93,3,3,3,0,3,3,7,0,0,27,135,72,82,96,104,111,95,39,14,742,..,4,66,100,126,115,105,36,11,565,..,16,25,24,24,13,13,0,0,121,..,0,14,19,25,16,0,0,0,70,309,..,..,..,..,..,..,..,..,309,..,69,..,..,..,..,..,..,..,69,..,47,28,11,6,0,0,0,0,92,..,0,3,0,0,0,0,0,0,4,..,3,0,0,0,0,0,0,0,11,..,9,3,0,3,3,0,0,0,20,..,3,11,13,14,41,40,31,14,170,5,7,6,3,6,3,11,5,3,52,314,170,159,166,205,197,168,79,29,1485
UCL215056,..,4,3,0,4,0,0,0,0,10,..,0,3,3,7,19,13,27,10,91,0,5,0,0,0,0,4,0,0,17,90,45,44,53,59,69,64,55,16,490,..,0,23,49,57,83,84,48,7,361,..,14,23,18,4,4,0,3,0,68,..,9,3,11,12,3,3,3,4,48,184,..,..,..,..,..,..,..,..,184,..,27,..,..,..,..,..,..,..,27,..,24,12,6,5,6,0,0,0,47,..,0,0,3,3,3,3,0,0,9,..,4,0,0,0,0,0,0,0,3,..,6,5,0,4,3,4,0,0,19,..,3,10,6,23,41,39,39,13,175,6,10,3,4,3,0,3,0,0,28,187,87,80,101,116,139,139,93,29,972
UCL215057,..,3,3,0,5,0,0,0,0,13,..,4,4,11,14,33,45,26,18,153,0,0,3,0,3,3,6,3,0,20,121,52,58,103,102,133,121,62,21,766,..,0,23,94,84,146,141,53,10,554,..,3,38,46,29,12,10,0,0,150,..,0,5,18,15,17,4,4,3,62,254,..,..,..,..,..,..,..,..,254,..,54,..,..,..,..,..,..,..,54,..,22,8,3,6,5,0,0,0,39,..,0,0,3,0,3,3,0,0,13,..,3,3,0,0,0,0,0,0,7,..,3,3,0,9,5,3,3,0,29,..,8,19,22,38,62,72,39,27,277,0,0,12,0,3,6,8,5,3,43,254,94,100,186,191,258,243,111,44,1487
UCL215058,..,3,0,0,3,3,3,3,0,22,..,3,3,10,13,44,62,51,33,229,0,7,0,3,3,14,0,6,7,41,194,124,120,131,178,191,162,129,53,1286,..,3,94,118,194,189,171,131,29,927,..,16,56,35,35,14,14,0,0,183,..,9,21,32,37,15,3,7,4,131,423,..,..,..,..,..,..,..,..,423,..,122,..,..,..,..,..,..,..,122,..,68,24,15,10,13,0,0,0,121,..,4,7,3,3,14,3,3,3,42,..,4,6,0,0,3,0,0,0,11,..,14,10,4,4,10,3,4,0,57,..,6,22,28,47,80,91,76,42,388,0,11,9,3,6,23,3,7,5,64,425,256,243,249,342,361,290,231,80,2488
UCL215059,..,3,3,3,0,3,0,0,0,14,..,7,8,8,10,25,27,33,23,134,3,4,0,3,0,0,0,0,3,23,115,72,78,88,102,121,113,57,33,785,..,0,48,85,94,135,153,77,9,598,..,19,46,24,26,25,8,0,0,149,..,4,8,18,16,5,5,3,0,68,232,..,..,..,..,..,..,..,..,232,..,50,..,..,..,..,..,..,..,50,..,44,10,7,5,8,0,0,0,80,..,3,3,3,11,6,4,0,5,31,..,3,9,0,0,0,0,0,0,8,..,4,10,3,7,3,3,0,0,28,..,9,24,21,24,51,63,46,27,260,7,5,7,11,4,6,8,3,4,49,237,147,156,168,192,243,237,129,47,1552
UCL215060,..,6,3,0,0,4,0,0,0,14,..,4,3,3,8,28,29,32,18,115,0,3,0,0,0,3,0,4,0,12,104,65,74,64,73,85,86,71,23,650,..,3,47,64,80,87,91,69,8,460,..,11,40,25,13,10,7,0,0,102,..,3,8,22,14,4,3,9,6,73,230,..,..,..,..,..,..,..,..,230,..,61,..,..,..,..,..,..,..,61,..,32,12,9,11,11,0,0,0,70,..,11,3,0,7,7,4,3,3,31,..,0,0,0,0,0,0,0,0,7,..,9,9,0,0,6,3,0,0,25,..,11,13,6,26,48,46,43,17,209,0,6,3,0,0,7,8,6,0,30,236,144,144,128,146,181,161,134,44,1314
UCL215061,..,3,3,0,0,5,3,0,0,15,..,6,6,8,14,21,30,34,34,154,3,0,0,0,0,3,0,3,0,19,129,83,89,72,102,115,98,86,51,829,..,5,72,87,108,145,110,103,33,665,..,20,52,11,17,10,3,4,0,115,..,0,5,13,10,0,7,3,4,47,244,..,..,..,..,..,..,..,..,244,..,61,..,..,..,..,..,..,..,61,..,47,18,10,0,5,0,0,0,75,..,5,3,0,3,9,6,3,3,35,..,8,6,0,0,3,0,0,0,15,..,21,8,3,7,7,8,0,0,55,..,9,21,14,29,44,42,41,42,248,6,5,0,3,4,9,7,10,3,39,250,184,190,136,182,228,180,163,87,1603
UCL215062,..,6,0,0,7,11,9,4,0,34,..,3,20,4,32,45,87,78,51,326,9,7,6,3,6,7,6,8,0,51,278,192,174,166,221,216,248,184,68,1748,..,9,119,167,210,241,268,179,53,1254,..,38,85,32,37,15,8,0,0,224,..,9,39,49,52,17,14,7,4,198,555,..,..,..,..,..,..,..,..,555,..,152,..,..,..,..,..,..,..,152,..,109,31,26,11,16,3,0,0,199,..,6,3,3,4,11,9,5,0,48,..,9,4,0,0,0,0,0,0,15,..,27,4,0,12,20,11,10,0,80,..,9,37,30,68,94,131,101,61,539,11,14,9,7,6,14,8,8,0,90,567,390,333,326,410,433,460,320,121,3358
UCL215063,..,3,3,0,7,4,7,3,0,20,..,3,3,7,13,46,48,40,23,183,3,6,0,0,4,8,8,0,0,26,162,73,70,74,114,144,144,86,34,907,..,0,44,61,113,118,152,81,14,588,..,23,40,20,14,21,15,3,0,129,..,6,13,21,28,10,6,4,12,102,299,..,..,..,..,..,..,..,..,299,..,54,..,..,..,..,..,..,..,54,..,34,10,12,14,5,3,0,0,78,..,3,0,0,3,3,8,0,3,23,..,3,0,3,0,0,0,0,0,10,..,10,3,3,5,7,14,4,0,43,..,7,14,19,37,74,102,67,26,347,7,11,5,4,6,9,9,0,0,54,307,153,139,146,225,253,303,165,57,1734
UCL215064,..,3,3,0,0,3,0,3,0,9,..,0,4,3,3,11,24,16,20,82,0,0,0,0,3,3,4,0,0,13,73,32,32,45,55,65,72,38,31,440,..,7,19,47,62,88,73,44,15,350,..,8,13,12,9,9,0,0,0,55,..,0,5,4,4,3,3,4,3,28,137,..,..,..,..,..,..,..,..,137,..,29,..,..,..,..,..,..,..,29,..,11,8,3,0,5,3,0,0,34,..,0,3,0,0,0,0,0,0,7,..,4,0,0,0,0,0,0,0,3,..,16,13,0,0,3,5,3,0,33,..,0,11,3,26,30,42,23,32,169,3,0,0,0,3,3,9,0,0,24,144,83,77,77,108,144,131,72,46,878
UCL215065,..,6,4,0,9,10,10,3,0,42,..,5,12,13,23,42,67,76,28,268,3,8,0,0,4,10,14,3,3,39,159,90,104,116,177,266,316,182,54,1467,..,7,62,120,168,293,434,219,32,1328,..,18,40,35,39,57,42,11,0,240,..,3,14,25,31,14,8,3,4,102,329,..,..,..,..,..,..,..,..,329,..,75,..,..,..,..,..,..,..,75,..,63,23,8,15,3,0,0,0,118,..,13,3,0,3,3,3,3,4,32,..,3,0,0,0,0,0,0,0,12,..,3,7,7,16,20,12,10,0,82,..,5,20,27,51,91,129,111,53,486,3,10,13,8,12,16,28,10,5,99,339,202,179,235,334,490,651,379,105,2904
UCL215066,..,0,4,0,3,10,3,0,0,21,..,0,3,3,27,54,100,96,69,347,3,11,3,5,3,17,17,4,3,63,214,116,87,144,210,285,367,222,98,1745,..,0,53,155,247,332,452,262,48,1544,..,4,39,42,38,33,20,4,0,180,..,0,4,19,34,18,7,12,9,107,433,..,..,..,..,..,..,..,..,433,..,146,..,..,..,..,..,..,..,146,..,60,34,10,6,13,3,0,0,123,..,3,0,0,6,6,3,0,3,19,..,5,0,3,0,0,0,0,0,13,..,0,6,0,6,11,6,3,0,36,..,7,9,24,39,89,147,111,80,512,7,17,10,13,13,25,30,8,3,113,438,244,161,264,391,523,671,401,148,3232
UCL215067,..,4,3,8,3,5,0,4,0,24,..,4,15,8,20,39,71,45,34,234,0,5,6,3,0,6,6,5,0,35,238,84,137,167,158,217,210,116,52,1366,..,3,80,197,157,260,245,121,26,1095,..,10,78,50,48,39,19,3,0,240,..,10,8,26,15,8,6,5,4,92,478,..,..,..,..,..,..,..,..,478,..,67,..,..,..,..,..,..,..,67,..,45,23,11,10,5,0,0,0,91,..,6,0,0,4,9,4,4,0,31,..,3,10,0,0,0,3,0,0,17,..,6,14,11,3,7,3,4,0,46,..,8,24,23,36,77,96,67,45,369,8,14,8,6,8,6,14,9,0,67,481,163,243,327,275,414,385,215,88,2588
UCL215068,..,8,5,0,0,9,5,5,0,34,..,0,10,4,18,34,46,50,38,195,7,7,6,0,0,3,6,0,0,38,259,160,157,143,163,174,138,105,49,1343,..,13,103,114,159,183,147,81,23,830,..,25,71,54,27,28,12,0,0,210,..,8,43,48,46,16,7,4,5,168,514,..,..,..,..,..,..,..,..,514,..,117,..,..,..,..,..,..,..,117,..,92,32,17,9,6,0,0,0,144,..,13,3,3,8,9,3,4,5,42,..,9,6,6,3,0,0,0,0,25,..,7,8,4,8,17,4,6,0,58,..,9,26,19,40,64,79,71,55,360,15,9,14,5,4,8,7,3,0,70,528,291,304,261,303,331,261,177,80,2535
UCL215069,..,0,0,3,4,5,3,0,0,16,..,0,8,12,8,19,31,8,7,106,0,9,4,3,0,3,0,0,0,25,305,200,147,203,283,202,124,48,21,1530,..,3,125,254,374,301,175,57,16,1300,..,10,44,48,66,30,3,0,0,202,..,0,9,26,39,18,4,3,6,101,624,..,..,..,..,..,..,..,..,624,..,209,..,..,..,..,..,..,..,209,..,122,61,10,10,4,3,0,0,209,..,7,0,0,6,5,5,9,4,34,..,8,4,0,3,3,0,0,0,21,..,4,0,3,3,7,7,0,3,31,..,4,12,16,22,32,48,22,15,172,4,17,8,3,0,4,4,0,0,43,628,381,269,359,521,406,259,89,40,2950
UCL215070,..,7,16,8,8,8,3,0,0,37,..,7,9,4,13,22,22,18,12,106,4,4,4,0,4,0,6,0,0,23,200,97,153,106,96,106,78,45,26,897,..,13,130,109,98,120,90,37,8,611,..,3,24,15,13,17,6,0,0,78,..,6,27,20,19,13,3,3,0,101,399,..,..,..,..,..,..,..,..,399,..,71,..,..,..,..,..,..,..,71,..,38,26,16,4,4,0,0,0,89,..,22,13,3,12,8,3,0,4,70,..,7,19,7,0,4,0,0,0,37,..,18,48,21,13,15,4,0,0,121,..,5,14,16,24,50,40,30,14,198,8,10,6,3,5,0,3,3,0,42,403,194,310,202,186,234,164,77,32,1806
UCL215071,..,5,3,0,4,0,3,3,0,20,..,3,10,9,27,26,42,49,37,194,3,3,0,3,4,4,9,3,0,29,207,127,107,120,172,168,175,127,57,1263,..,5,75,113,177,216,216,157,38,1010,..,31,44,29,20,27,13,0,0,158,..,0,20,34,33,19,0,12,3,122,397,..,..,..,..,..,..,..,..,397,..,100,..,..,..,..,..,..,..,100,..,88,27,13,13,3,0,0,0,140,..,9,6,6,6,3,4,5,0,37,..,10,3,0,6,0,0,0,0,23,..,11,8,3,7,9,6,4,0,47,..,7,15,30,52,56,78,75,49,362,12,10,4,7,5,9,11,6,0,65,409,262,200,232,314,347,341,262,94,2458
UCL215072,..,9,0,0,3,0,3,0,0,20,..,0,3,7,15,27,41,17,6,116,6,9,4,0,4,3,5,0,0,32,386,207,185,260,276,239,169,60,18,1794,..,3,138,318,364,333,217,74,20,1475,..,21,90,82,80,27,9,0,0,313,..,4,21,32,45,17,5,10,0,134,766,..,..,..,..,..,..,..,..,766,..,212,..,..,..,..,..,..,..,212,..,161,72,23,14,4,0,0,0,270,..,7,3,3,4,18,9,9,3,60,..,7,10,5,3,4,3,0,0,31,..,11,3,9,8,9,6,0,0,44,..,0,9,20,37,53,64,35,6,225,7,12,15,4,6,8,10,0,0,64,779,445,363,490,558,475,318,127,40,3598
UCL215073,..,0,0,0,3,3,0,0,0,10,..,3,3,4,11,23,9,10,3,66,0,0,0,0,0,0,0,0,0,7,86,53,88,59,73,101,63,26,8,553,..,6,73,57,68,104,93,33,9,447,..,17,27,26,15,13,3,0,0,100,..,0,9,14,9,7,0,4,0,45,185,..,..,..,..,..,..,..,..,185,..,42,..,..,..,..,..,..,..,42,..,29,13,6,3,5,0,0,0,64,..,3,4,0,5,5,3,0,0,19,..,0,7,0,0,0,0,0,0,5,..,5,9,0,14,4,4,0,0,30,..,7,11,17,18,37,21,14,7,134,3,9,3,0,3,6,0,0,0,26,194,110,161,117,132,188,121,55,21,1099
UCL215074,..,0,3,0,3,6,3,0,0,13,..,0,5,14,18,34,29,31,29,154,0,0,3,3,0,6,3,3,3,23,177,84,95,122,143,151,129,63,33,1000,..,4,65,125,130,177,157,54,14,723,..,12,56,42,29,12,3,0,0,153,..,0,15,27,38,10,8,4,3,106,346,..,..,..,..,..,..,..,..,346,..,71,..,..,..,..,..,..,..,71,..,47,13,7,13,3,3,0,0,89,..,3,3,4,0,3,3,3,3,25,..,8,0,3,3,5,0,0,0,13,..,4,4,3,5,6,5,3,0,36,..,4,11,25,48,67,58,44,28,291,12,3,4,6,4,3,10,3,3,49,354,153,174,242,269,291,251,116,52,1899
UCL215075,..,6,3,0,0,4,0,0,0,11,..,4,5,0,9,22,31,16,6,95,3,0,0,3,3,3,10,3,0,20,88,41,56,58,55,88,90,42,13,538,..,0,35,58,54,95,92,56,16,410,..,14,28,25,13,18,6,0,3,103,..,0,0,8,13,3,0,0,3,32,156,..,..,..,..,..,..,..,..,156,..,30,..,..,..,..,..,..,..,30,..,21,12,3,0,0,0,0,0,38,..,4,0,0,0,0,0,4,0,10,..,3,0,0,0,0,0,0,0,3,..,5,5,3,0,4,0,4,0,22,..,10,15,15,19,31,50,24,12,176,4,3,0,3,8,3,11,8,0,36,160,89,99,118,102,161,163,90,32,1020
UCL215076,..,0,0,0,0,3,0,0,0,10,..,0,3,4,7,14,11,8,3,55,0,6,0,4,0,0,4,3,0,15,197,118,106,129,122,111,55,24,4,865,..,6,99,169,162,149,69,23,0,683,..,18,61,35,25,15,3,0,0,152,..,5,8,19,27,9,3,0,0,70,400,..,..,..,..,..,..,..,..,400,..,111,..,..,..,..,..,..,..,111,..,81,25,9,8,0,0,0,0,121,..,13,0,0,4,3,0,5,0,25,..,5,3,3,0,3,0,0,0,20,..,3,4,4,0,3,0,0,0,15,..,5,6,9,21,24,19,8,3,100,0,7,9,4,3,0,11,3,0,37,402,253,213,257,248,202,104,36,8,1718
UCL215077,..,3,3,0,3,8,4,0,0,24,..,0,7,13,31,33,59,48,37,233,3,3,0,0,3,5,4,4,0,22,137,90,80,93,130,142,150,95,53,978,..,7,58,67,120,165,154,84,26,682,..,21,43,31,21,7,14,8,0,135,..,3,12,24,21,7,13,4,3,90,272,..,..,..,..,..,..,..,..,272,..,76,..,..,..,..,..,..,..,76,..,38,12,17,17,3,3,0,0,90,..,8,0,3,6,4,5,3,5,30,..,3,3,0,0,0,0,0,0,4,..,4,5,6,5,12,7,0,0,50,..,13,27,35,54,72,94,65,43,398,8,9,0,0,5,14,4,3,0,40,276,180,172,181,243,282,290,172,72,1869
UCL215078,..,0,3,0,0,3,0,3,0,12,..,4,3,3,9,18,28,26,8,90,3,3,5,0,3,5,0,0,0,25,172,95,119,90,94,126,99,55,18,866,..,5,98,118,91,160,122,58,6,656,..,19,65,33,27,22,12,0,0,172,..,0,11,14,15,9,0,5,0,65,361,..,..,..,..,..,..,..,..,361,..,76,..,..,..,..,..,..,..,76,..,55,13,4,5,5,0,0,0,84,..,6,4,0,0,0,3,3,0,19,..,3,3,0,3,0,0,0,0,4,..,7,9,0,0,3,3,3,0,25,..,3,11,14,14,38,47,38,9,184,4,3,12,0,0,10,5,3,0,44,365,181,228,188,170,245,191,110,23,1693
UCL215079,..,5,8,3,14,7,3,0,0,36,..,3,19,20,31,45,40,58,34,252,9,12,8,4,5,13,4,0,3,56,328,173,206,225,240,248,184,137,60,1800,..,13,178,249,263,312,249,137,37,1441,..,43,80,58,43,21,20,3,0,260,..,6,28,40,37,14,3,13,8,149,706,..,..,..,..,..,..,..,..,706,..,147,..,..,..,..,..,..,..,147,..,113,40,22,23,8,0,0,0,209,..,11,3,0,0,3,4,8,0,36,..,6,7,3,3,0,0,0,0,21,..,7,13,11,24,8,4,4,0,74,..,14,42,40,73,81,74,81,47,450,18,17,17,5,7,16,13,0,3,99,733,374,421,422,474,465,372,248,95,3595
UCL215080,..,3,0,0,0,3,4,0,0,14,..,0,6,4,17,26,31,53,22,163,4,5,4,0,3,0,3,7,0,21,156,78,83,99,118,132,94,98,29,889,..,0,56,119,119,149,102,78,10,635,..,17,36,9,20,10,4,0,0,98,..,7,16,17,26,15,5,7,3,97,333,..,..,..,..,..,..,..,..,333,..,81,..,..,..,..,..,..,..,81,..,59,18,11,11,0,0,0,0,99,..,10,4,5,3,4,6,0,0,28,..,5,0,0,0,0,0,0,0,5,..,10,3,3,8,0,4,0,0,32,..,9,13,18,29,58,45,65,31,263,3,5,8,3,10,6,4,7,0,53,337,189,150,194,223,242,178,166,43,1723
UCL215081,..,4,4,0,4,3,0,0,0,15,..,3,4,3,12,17,14,20,11,91,3,0,0,0,0,0,0,0,0,13,123,67,75,62,80,76,53,45,15,589,..,3,54,73,73,79,66,36,16,404,..,17,24,17,18,4,5,3,0,96,..,3,13,12,11,4,3,5,3,60,247,..,..,..,..,..,..,..,..,247,..,41,..,..,..,..,..,..,..,41,..,51,14,7,7,4,0,0,0,79,..,8,3,0,0,7,0,0,0,15,..,3,0,0,0,0,0,0,0,7,..,4,4,0,4,4,0,0,0,23,..,7,16,8,26,32,33,25,13,171,9,4,8,0,3,0,3,3,0,31,254,135,136,124,147,138,114,76,28,1159
UCL215082,..,0,0,0,0,3,0,0,0,3,..,0,3,5,3,7,3,9,3,30,6,0,3,4,0,0,0,0,0,16,128,46,70,85,53,51,34,14,11,484,..,0,51,110,67,56,56,19,4,357,..,0,26,20,19,14,3,3,0,91,..,0,12,12,12,3,0,4,0,37,267,..,..,..,..,..,..,..,..,267,..,42,..,..,..,..,..,..,..,42,..,34,9,6,0,0,0,0,0,52,..,4,0,3,0,0,4,0,0,23,..,3,3,0,0,3,0,0,0,13,..,0,0,0,3,5,0,0,0,13,..,0,10,10,12,21,13,11,8,80,13,0,8,3,3,3,0,3,0,31,274,90,114,165,120,104,79,32,11,997
UCL215083,..,12,5,6,4,0,0,3,0,29,..,0,22,16,15,30,42,49,30,205,5,7,4,5,3,8,8,0,0,46,327,163,220,220,176,195,168,109,45,1614,..,8,177,213,191,221,200,108,28,1149,..,31,92,69,35,25,11,4,0,271,..,5,18,57,37,24,8,4,5,158,657,..,..,..,..,..,..,..,..,657,..,150,..,..,..,..,..,..,..,150,..,89,25,12,11,5,0,0,0,141,..,9,3,0,5,8,10,8,0,47,..,4,0,0,3,0,0,0,0,10,..,17,14,11,14,4,3,7,0,59,..,13,46,35,44,56,72,65,38,364,11,16,8,11,11,8,12,4,3,82,667,351,391,401,343,359,314,196,76,3095
UCL215084,..,0,0,0,4,0,4,0,0,6,..,0,3,0,3,5,6,3,0,25,0,5,4,0,0,0,0,0,0,7,155,95,81,111,119,95,62,17,3,738,..,0,75,132,154,147,100,20,0,631,..,9,28,53,33,15,3,0,0,131,..,0,3,8,22,13,5,0,0,47,328,..,..,..,..,..,..,..,..,328,..,87,..,..,..,..,..,..,..,87,..,83,51,16,5,0,0,0,0,153,..,6,3,0,0,0,5,0,3,26,..,13,0,0,0,0,0,0,0,17,..,0,0,0,3,5,3,0,0,15,..,0,6,9,18,25,22,3,3,83,8,9,8,3,0,0,4,0,0,28,335,200,177,221,233,205,146,27,9,1547
UCL215085,..,3,0,4,3,11,6,0,0,27,..,0,4,5,35,21,40,20,3,138,0,0,3,0,0,4,3,0,0,16,118,82,60,113,156,143,127,53,10,867,..,3,39,67,84,144,126,57,13,526,..,14,31,50,60,22,11,0,0,192,..,0,5,33,52,21,8,7,3,121,252,..,..,..,..,..,..,..,..,252,..,74,..,..,..,..,..,..,..,74,..,65,27,10,4,3,0,0,0,111,..,5,3,0,0,0,0,3,0,14,..,4,0,3,8,4,0,0,0,19,..,5,3,11,6,20,12,0,0,54,..,3,9,15,71,60,75,30,5,273,3,4,6,0,4,7,4,3,0,39,259,186,125,199,286,278,231,101,26,1689
