SA3_CODE_2016,F_GrDi_GrCer_GrDi_Mng,F_GrDi_GrCer_GrDi_Pro,F_GrDi_GrCer_GrDi_TTW,F_GrDi_GrCer_GrDi_CPS,F_GrDi_GrCer_GrDi_CA,F_GrDi_GrCer_GrDi_Sal,F_GrDi_GrCer_GrDi_MOD,F_GrDi_GrCer_GrDi_Lab,F_GrDi_GrCer_GrDi_IDNS,F_GrDi_GrCer_GrDi_Tot,F_GrDi_GrCer_GradCer_Mng,F_GrDi_GrCer_GradCer_Pro,F_GrDi_GrCer_GradCer_TTW,F_GrDi_GrCer_GradCer_CPS,F_GrDi_GrCer_GradCer_CA,F_GrDi_GrCer_GradCer_Sal,F_GrDi_GrCer_GradCer_MOD,F_GrDi_GrCer_GradCer_Lab,F_GrDi_GrCer_GradCer_IDNS,F_GrDi_GrCer_GradCer_Tot,F_BaDe_BaDe_Mng,F_BaDe_BaDe_Pro,F_BaDe_BaDe_TTW,F_BaDe_BaDe_CPS,F_BaDe_BaDe_CA,F_BaDe_BaDe_Sal,F_BaDe_BaDe_MOD,F_BaDe_BaDe_Lab,F_BaDe_BaDe_IDNS,F_BaDe_BaDe_Tot,F_AdvDi_Di_AdvDi_Di_NFD_Mng,F_AdvDi_Di_AdvDi_Di_NFD_Pro,F_AdvDi_Di_AdvDi_Di_NFD_TTW,F_AdvDi_Di_AdvDi_Di_NFD_CPS,F_AdvDi_Di_AdvDi_Di_NFD_CA,F_AdvDi_Di_AdvDi_Di_NFD_Sal,F_AdvDi_Di_AdvDi_Di_NFD_MOD,F_AdvDi_Di_AdvDi_Di_NFD_Lab,F_AdvDi_Di_AdvDi_Di_NFD_IDNS,F_AdvDi_Di_AdvDi_Di_NFD_Tot,F_AdvDi_Di_AdvDi_AsDe_Mng,F_AdvDi_Di_AdvDi_AsDe_Pro,F_AdvDi_Di_AdvDi_AsDe_TTW,F_AdvDi_Di_AdvDi_AsDe_CPS,F_AdvDi_Di_AdvDi_AsDe_CA,F_AdvDi_Di_AdvDi_AsDe_Sal,F_AdvDi_Di_AdvDi_AsDe_MOD,F_AdvDi_Di_AdvDi_AsDe_Lab,F_AdvDi_Di_AdvDi_AsDe_IDNS,F_AdvDi_Di_AdvDi_AsDe_Tot,F_AdvDi_Di_Dip_Mng,F_AdvDi_Di_Dip_Pro,F_AdvDi_Di_Dip_TTW,F_AdvDi_Di_Dip_CPS,F_AdvDi_Di_Dip_CA,F_AdvDi_Di_Dip_Sal,F_AdvDi_Di_Dip_MOD,F_AdvDi_Di_Dip_Lab,F_AdvDi_Di_Dip_IDNS,F_AdvDi_Di_Dip_Tot,F_Cert_CertIII_IV_Mng,F_Cert_CertIII_IV_Pro,F_Cert_CertIII_IV_TTW,F_Cert_CertIII_IV_CPS,F_Cert_CertIII_IV_CA,F_Cert_CertIII_IV_Sal,F_Cert_CertIII_IV_MOD,F_Cert_CertIII_IV_Lab,F_Cert_CertIII_IV_IDNS,F_Cert_CertIII_IV_Tot,F_Cert_CertI_II_Mng,F_Cert_CertI_II_Pro,F_Cert_CertI_II_TTW,F_Cert_CertI_II_CPS,F_Cert_CertI_II_CA,F_Cert_CertI_II_Sal,F_Cert_CertI_II_MOD,F_Cert_CertI_II_Lab,F_Cert_CertI_II_IDNS,F_Cert_CertI_II_Tot,F_Cert_Cert_nfd_Mng,F_Cert_Cert_nfd_Pro,F_Cert_Cert_nfd_TTW,F_Cert_Cert_nfd_CPS,F_Cert_Cert_nfd_CA,F_Cert_Cert_nfd_Sal,F_Cert_Cert_nfd_MOD,F_Cert_Cert_nfd_Lab,F_Cert_Cert_nfd_IDNS,F_Cert_Cert_nfd_Tot,F_LE_ID_Mng,F_LE_ID_Pro,F_LE_ID_TTW,F_LE_ID_CPS,F_LE_ID_CA,F_LE_ID_Sal,F_LE_ID_MOD,F_LE_ID_Lab,F_LE_ID_IDNS,F_LE_ID_Tot,F_LE_NS_Mng,F_LE_NS_Pro,F_LE_NS_TTW,F_LE_NS_CPS,F_LE_NS_CA,F_LE_NS_Sal,F_LE_NS_MOD,F_LE_NS_Lab,F_LE_NS_IDNS,F_LE_NS_Tot,F_Tot_Mng,F_Tot_Pro,F_Tot_TTW,F_Tot_CPS,F_Tot_CA,F_Tot_Sal,F_Tot_MOD,F_Tot_Lab,F_Tot_IDNS,F_Tot_Tot,P_PoDe_PoDe_NFD_Mng,P_PoDe_PoDe_NFD_Pro,P_PoDe_PoDe_NFD_TTW,P_PoDe_PoDe_NFD_CPS,P_PoDe_PoDe_NFD_CA,P_PoDe_PoDe_NFD_Sal,P_PoDe_PoDe_NFD_MOD,P_PoDe_PoDe_NFD_Lab,P_PoDe_PoDe_NFD_IDNS,P_PoDe_PoDe_NFD_Tot,P_PoDe_DoctDe_Mng,P_PoDe_DoctDe_Pro,P_PoDe_DoctDe_TTW,P_PoDe_DoctDe_CPS,P_PoDe_DoctDe_CA,P_PoDe_DoctDe_Sal,P_PoDe_DoctDe_MOD,P_PoDe_DoctDe_Lab,P_PoDe_DoctDe_IDNS,P_PoDe_DoctDe_Tot,P_PoDe_MasDe_Mng,P_PoDe_MasDe_Pro,P_PoDe_MasDe_TTW,P_PoDe_MasDe_CPS,P_PoDe_MasDe_CA,P_PoDe_MasDe_Sal,P_PoDe_MasDe_MOD,P_PoDe_MasDe_Lab,P_PoDe_MasDe_IDNS,P_PoDe_MasDe_Tot,P_GrDiGrCer_GrDiGrCerNFD_Mng,P_GrDiGrCer_GrDiGrCerNFD_Pro,P_GrDiGrCer_GrDiGrCerNFD_TTW,P_GrDiGrCer_GrDiGrCerNFD_CPS,P_GrDiGrCer_GrDiGrCerNFD_CA,P_GrDiGrCer_GrDiGrCerNFD_Sal,P_GrDiGrCer_GrDiGrCerNFD_MOD,P_GrDiGrCer_GrDiGrCerNFD_Lab,P_GrDiGrCer_GrDiGrCerNFD_IDNS,P_GrDiGrCer_GrDiGrCerNFD_Tot,P_GrDi_GrCer_GrDi_Mng,P_GrDi_GrCer_GrDi_Pro,P_GrDi_GrCer_GrDi_TTW,P_GrDi_GrCer_GrDi_CPS,P_GrDi_GrCer_GrDi_CA,P_GrDi_GrCer_GrDi_Sal,P_GrDi_GrCer_GrDi_MOD,P_GrDi_GrCer_GrDi_Lab,P_GrDi_GrCer_GrDi_IDNS,P_GrDi_GrCer_GrDi_Tot,P_GrDi_GrCer_GradCer_Mng,P_GrDi_GrCer_GradCer_Pro,P_GrDi_GrCer_GradCer_TTW,P_GrDi_GrCer_GradCer_CPS,P_GrDi_GrCer_GradCer_CA,P_GrDi_GrCer_GradCer_Sal,P_GrDi_GrCer_GradCer_MOD,P_GrDi_GrCer_GradCer_Lab,P_GrDi_GrCer_GradCer_IDNS,P_GrDi_GrCer_GradCer_Tot,P_BaDe_BaDe_Mng,P_BaDe_BaDe_Pro,P_BaDe_BaDe_TTW,P_BaDe_BaDe_CPS,P_BaDe_BaDe_CA,P_BaDe_BaDe_Sal,P_BaDe_BaDe_MOD,P_BaDe_BaDe_Lab,P_BaDe_BaDe_IDNS,P_BaDe_BaDe_Tot,P_AdvDi_Di_AdvDi_Di_NFD_Mng,P_AdvDi_Di_AdvDi_Di_NFD_Pro,P_AdvDi_Di_AdvDi_Di_NFD_TTW,P_AdvDi_Di_AdvDi_Di_NFD_CPS,P_AdvDi_Di_AdvDi_Di_NFD_CA,P_AdvDi_Di_AdvDi_Di_NFD_Sal,P_AdvDi_Di_AdvDi_Di_NFD_MOD,P_AdvDi_Di_AdvDi_Di_NFD_Lab,P_AdvDi_Di_AdvDi_Di_NFD_IDNS,P_AdvDi_Di_AdvDi_Di_NFD_Tot
21502,22,209,3,42,20,3,0,0,0,300,11,32,0,6,4,0,0,0,0,51,147,1220,35,130,144,37,4,49,7,1763,0,0,3,4,3,3,0,0,0,14,63,158,13,110,70,30,3,26,6,471,92,139,43,302,199,61,0,32,15,876,118,116,210,556,453,225,20,147,23,1855,18,7,4,47,61,71,8,18,5,236,25,15,10,83,68,49,4,23,3,283,5,12,7,7,11,4,0,14,3,60,21,52,13,63,54,68,5,40,28,348,555,2142,337,1366,1087,536,52,358,89,6517,0,11,0,0,0,0,0,0,0,9,14,44,0,0,0,0,0,0,0,62,67,233,3,19,11,4,0,11,0,347,3,25,0,0,0,0,0,0,0,35,40,275,5,52,20,3,0,4,0,411,17,42,3,6,6,0,0,0,0,70,358,1786,69,189,186,61,22,89,16,2776,3,0,4,8,3,4,0,3,0,24
21503,24,149,0,22,6,0,0,0,0,198,0,15,0,3,0,0,0,0,0,22,117,725,16,82,92,28,0,21,7,1098,0,0,3,3,0,0,0,0,0,11,64,112,11,78,44,14,0,15,5,337,70,94,26,153,98,34,0,19,3,492,120,85,145,335,241,120,18,100,10,1173,19,0,7,30,61,23,3,12,6,165,23,12,11,53,41,26,0,26,3,182,6,9,0,4,6,5,0,11,0,36,39,37,6,40,31,29,0,44,11,238,513,1310,222,808,622,273,29,246,44,4074,0,7,0,0,0,0,0,0,0,11,7,12,0,0,0,0,0,0,0,15,35,95,3,6,4,3,3,3,4,154,3,7,0,0,0,0,0,0,0,6,46,184,0,29,13,3,0,0,0,271,6,15,0,7,3,0,0,0,0,34,266,1028,53,108,113,36,5,47,14,1670,3,3,3,10,0,0,0,7,0,27
21601,19,126,0,31,14,7,0,0,0,205,8,22,0,0,4,0,0,0,0,39,114,780,27,79,111,38,0,15,3,1170,0,3,0,3,3,0,0,3,0,11,65,109,15,70,51,19,3,7,3,341,83,101,19,230,108,39,5,25,4,609,114,54,193,435,242,143,21,145,13,1353,15,12,15,33,35,20,3,34,0,174,14,5,15,50,31,21,7,17,3,166,8,4,3,4,10,0,0,6,0,40,37,36,15,56,28,30,5,40,18,265,510,1376,302,1008,651,329,43,295,44,4551,0,3,0,0,0,0,0,0,0,5,3,24,0,0,0,0,0,0,0,31,55,122,3,7,10,3,0,3,0,206,3,15,0,0,0,0,0,0,0,20,38,182,4,35,17,7,0,3,0,285,8,29,0,0,4,0,0,0,0,50,284,1078,63,114,130,64,17,35,6,1789,0,4,3,5,3,0,0,6,0,16
21602,12,89,0,20,10,0,0,0,0,138,3,22,0,0,0,0,0,0,0,34,87,486,16,49,72,17,0,31,9,762,0,0,0,9,0,0,0,0,3,15,57,78,6,56,44,10,3,25,0,277,58,81,15,152,91,21,3,28,3,448,89,65,124,286,186,101,17,116,17,997,12,6,0,30,32,12,0,20,0,120,21,4,3,54,31,17,0,14,0,148,3,6,3,3,8,3,0,4,0,31,28,21,8,41,20,29,3,45,8,190,390,936,190,706,493,211,27,283,38,3281,0,3,0,0,0,0,0,0,0,7,10,15,0,4,0,0,0,0,0,24,21,85,4,4,4,4,0,8,0,130,0,6,0,0,0,0,0,0,0,8,27,120,3,23,11,0,0,3,0,189,5,26,0,0,0,0,0,0,0,41,202,678,49,75,81,29,3,51,12,1179,0,0,3,9,0,3,0,0,3,19
21603,26,331,6,58,21,3,0,3,3,461,3,58,0,5,8,0,0,0,0,77,211,1395,48,153,174,44,3,55,14,2106,3,5,0,10,3,3,0,3,0,24,69,194,16,128,110,30,0,28,4,573,124,202,41,424,276,70,7,52,8,1201,142,140,261,636,439,234,21,158,21,2048,15,12,8,35,67,42,3,28,0,206,21,18,13,85,72,34,3,26,4,276,3,23,3,15,22,11,0,15,3,94,32,46,14,57,46,43,5,64,22,334,710,2687,419,1636,1261,525,42,437,83,7815,3,19,0,0,0,0,0,0,0,24,8,89,0,4,4,0,0,0,0,107,146,393,18,31,46,13,3,17,4,656,8,22,0,3,3,3,0,0,0,35,50,479,6,76,27,6,0,3,5,663,15,77,0,7,14,0,0,3,0,112,490,2122,101,216,246,78,31,107,28,3412,6,7,0,11,3,6,5,3,0,38
21701,22,137,0,38,15,3,0,0,0,218,9,25,0,4,10,0,0,0,0,45,153,767,22,97,103,26,3,16,0,1193,0,3,0,9,0,0,0,0,0,9,60,124,17,65,51,7,3,17,4,350,81,107,30,201,110,28,7,19,3,585,102,76,156,438,265,128,15,146,9,1344,13,7,11,50,44,28,5,34,0,186,15,13,11,51,40,24,5,20,0,185,5,16,3,4,0,6,0,0,0,41,40,25,10,40,28,29,3,25,16,219,546,1421,262,991,682,286,32,278,42,4538,0,10,0,0,0,0,0,0,0,10,14,47,3,0,3,0,0,0,0,68,68,135,10,4,13,6,0,3,3,238,3,7,4,0,0,0,0,0,0,18,37,191,0,39,21,6,3,5,3,300,18,32,3,7,11,0,0,0,0,64,317,1085,53,123,130,44,19,39,13,1825,3,8,0,9,0,0,0,3,0,18
21703,29,104,3,24,6,0,0,0,3,173,7,17,0,5,0,0,0,0,0,27,198,696,26,82,107,40,0,39,4,1196,0,3,0,10,0,0,0,3,0,11,94,105,13,120,61,14,3,21,8,447,92,68,25,187,105,30,3,37,10,557,137,71,161,451,211,99,9,182,13,1335,18,3,3,30,28,20,3,37,5,143,36,11,8,75,37,29,0,30,0,213,7,7,0,9,5,3,0,4,0,41,57,29,16,66,20,25,0,55,19,287,692,1248,259,1057,606,272,20,404,67,4633,4,7,0,0,0,0,0,0,0,9,7,28,0,0,0,0,0,0,0,42,56,137,6,14,23,4,0,3,3,243,0,25,0,0,3,0,0,0,0,24,39,145,4,28,8,0,3,10,3,260,7,28,0,4,0,0,0,0,0,40,363,988,76,119,135,67,15,87,11,1858,0,3,0,10,0,0,0,3,0,15
21704,30,230,3,41,22,6,0,8,3,342,15,61,0,6,6,0,0,0,0,96,197,1390,42,150,213,60,3,56,14,2125,0,5,0,12,9,3,0,0,0,26,98,150,22,116,93,34,0,24,7,549,123,123,36,302,192,75,3,46,4,906,153,90,278,548,379,203,14,164,17,1843,19,7,7,41,57,32,3,31,0,216,25,4,14,89,52,43,3,33,0,274,12,11,9,9,14,3,0,4,3,54,41,47,17,57,38,33,3,37,24,304,767,2414,438,1383,1088,507,28,407,73,7112,0,16,0,0,0,3,0,0,0,19,10,103,0,0,0,0,0,0,0,123,109,327,13,20,19,3,0,8,3,495,7,20,0,0,0,0,0,0,0,29,53,321,18,54,29,5,3,4,4,493,24,84,6,8,7,0,0,3,3,137,449,2140,100,213,272,111,21,125,25,3461,3,5,0,11,7,3,0,0,0,30
29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
29999,3,19,0,3,3,0,0,0,0,30,0,3,0,3,0,0,0,0,0,3,14,103,11,42,34,18,3,21,0,248,0,0,0,0,0,0,0,0,0,3,4,3,0,11,6,4,0,7,0,27,0,15,0,23,13,4,0,8,3,62,7,0,16,27,13,10,5,7,0,95,0,4,0,3,0,0,0,0,0,6,0,4,3,6,3,0,0,3,0,15,0,4,0,0,0,0,0,0,0,6,0,9,3,5,0,0,0,3,4,26,39,189,37,118,83,41,8,46,13,572,0,0,0,0,0,0,0,0,0,3,4,23,0,0,0,0,0,0,0,22,19,50,4,9,9,0,0,6,3,114,0,0,0,0,0,0,0,0,0,6,3,25,3,9,7,0,3,0,0,46,0,3,0,3,0,0,0,0,0,5,39,176,17,61,44,23,10,41,7,428,0,0,0,0,0,0,0,0,0,3
