SA2_MAINCODE_2016,Count_home_Census_Nt_0_14_yr,Count_hom_Census_Nt_15_24_yr,Count_hom_Census_Nt_25_34_yr,Count_hom_Census_Nt_35_44_yr,Count_hom_Census_Nt_45_54_yr,Count_hom_Census_Nt_55_64_yr,Count_hom_Census_Nt_65_74_yr,Count_hom_Census_Nt_75_84_yr,Count_hom_Census_Nt_85ov,Counted_home_Census_Night_Tot,VisSame_SA2_0_14_yr,VisSame_SA2_15_24_yr,VisSame_SA2_25_34_yr,VisSame_SA2_35_44_yr,VisSame_SA2_45_54_yr,VisSame_SA2_55_64_yr,VisSame_SA2_65_74_yr,VisSame_SA2_75_84_yr,VisSame_SA2_85ov,VisSame_SA2_Total,VisDiff_SA2_NSW_0_14_yr,VisDiff_SA2_NSW_15_24_yr,VisDiff_SA2_NSW_25_34_yr,VisDiff_SA2_NSW_35_44_yr,VisDiff_SA2_NSW_45_54_yr,VisDiff_SA2_NSW_55_64_yr,VisDiff_SA2_NSW_65_74_yr,VisDiff_SA2_NSW_75_84_yr,VisDiff_SA2_NSW_85ov,VisDiff_SA2_NSW_Total,VisDiff_SA2_VIC_0_14_yr,VisDiff_SA2_VIC_15_24_yr,VisDiff_SA2_VIC_25_34_yr,VisDiff_SA2_VIC_35_44_yr,VisDiff_SA2_VIC_45_54_yr,VisDiff_SA2_VIC_55_64_yr,VisDiff_SA2_VIC_65_74_yr,VisDiff_SA2_VIC_75_84_yr,VisDiff_SA2_VIC_85ov,VisDiff_SA2_VIC_Total,VisDiff_SA2_QLD_0_14_yr,VisDiff_SA2_QLD_15_24_yr,VisDiff_SA2_QLD_25_34_yr,VisDiff_SA2_QLD_35_44_yr,VisDiff_SA2_QLD_45_54_yr,VisDiff_SA2_QLD_55_64_yr,VisDiff_SA2_QLD_65_74_yr,VisDiff_SA2_QLD_75_84_yr,VisDiff_SA2_QLD_85ov,VisDiff_SA2_QLD_Total,VisDiff_SA2_SA_0_14_yr,VisDiff_SA2_SA_15_24_yr,VisDiff_SA2_SA_25_34_yr,VisDiff_SA2_SA_35_44_yr,VisDiff_SA2_SA_45_54_yr,VisDiff_SA2_SA_55_64_yr,VisDiff_SA2_SA_65_74_yr,VisDiff_SA2_SA_75_84_yr,VisDiff_SA2_SA_85ov,VisDiff_SA2_SA_Total,VisDiff_SA2_WA_0_14_yr,VisDiff_SA2_WA_15_24_yr,VisDiff_SA2_WA_25_34_yr,VisDiff_SA2_WA_35_44_yr,VisDiff_SA2_WA_45_54_yr,VisDiff_SA2_WA_55_64_yr,VisDiff_SA2_WA_65_74_yr,VisDiff_SA2_WA_75_84_yr,VisDiff_SA2_WA_85ov,VisDiff_SA2_WA_Total,VisDiff_SA2_TAS_0_14_yr,VisDiff_SA2_TAS_15_24_yr,VisDiff_SA2_TAS_25_34_yr,VisDiff_SA2_TAS_35_44_yr,VisDiff_SA2_TAS_45_54_yr,VisDiff_SA2_TAS_55_64_yr,VisDiff_SA2_TAS_65_74_yr,VisDiff_SA2_TAS_75_84_yr,VisDiff_SA2_TAS_85ov,VisDiff_SA2_TAS_Total,VisDiff_SA2_NT_0_14_yr,VisDiff_SA2_NT_15_24_yr,VisDiff_SA2_NT_25_34_yr,VisDiff_SA2_NT_35_44_yr,VisDiff_SA2_NT_45_54_yr,VisDiff_SA2_NT_55_64_yr,VisDiff_SA2_NT_65_74_yr,VisDiff_SA2_NT_75_84_yr,VisDiff_SA2_NT_85ov,VisDiff_SA2_NT_Total,VisDiff_SA2_ACT_0_14_yr,VisDiff_SA2_ACT_15_24_yr,VisDiff_SA2_ACT_25_34_yr,VisDiff_SA2_ACT_35_44_yr,VisDiff_SA2_ACT_45_54_yr,VisDiff_SA2_ACT_55_64_yr,VisDiff_SA2_ACT_65_74_yr,VisDiff_SA2_ACT_75_84_yr,VisDiff_SA2_ACT_85ov,VisDiff_SA2_ACT_Total,VisDiff_SA2_OT_0_14_yr,VisDiff_SA2_OT_15_24_yr,VisDiff_SA2_OT_25_34_yr,VisDiff_SA2_OT_35_44_yr,VisDiff_SA2_OT_45_54_yr,VisDiff_SA2_OT_55_64_yr,VisDiff_SA2_OT_65_74_yr,VisDiff_SA2_OT_75_84_yr,VisDiff_SA2_OT_85ov,VisDiff_SA2_OT_Total,VisDiff_SA2_Tot_0_14_yr,VisDiff_SA2_Tot_15_24_yr,VisDiff_SA2_Tot_25_34_yr,VisDiff_SA2_Tot_35_44_yr,VisDiff_SA2_Tot_45_54_yr,VisDiff_SA2_Tot_55_64_yr,VisDiff_SA2_Tot_65_74_yr,VisDiff_SA2_Tot_75_84_yr,VisDiff_SA2_Tot_85ov,VisDiff_SA2_Tot_Total,Vis_Tot_Visitrs_0_14_yr,Vis_Tot_Visitrs_15_24_yr,Vis_Tot_Visitrs_25_34_yr,Vis_Tot_Visitrs_35_44_yr,Vis_Tot_Visitrs_45_54_yr,Vis_Tot_Visitrs_55_64_yr,Vis_Tot_Visitrs_65_74_yr,Vis_Tot_Visitrs_75_84_yr,Vis_Tot_Visitrs_85ov,Vis_Tot_Visitrs_Total,Total_0_14_yr,Total_15_24_yr,Total_25_34_yr,Total_35_44_yr,Total_45_54_yr,Total_55_64_yr,Total_65_74_yr,Total_75_84_yr,Total_85ov,Total_Total
206011106,1152,1386,3432,1845,1060,689,479,376,128,10550,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,9,21,40,69,28,23,17,8,5,3,213,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,4,6,0,0,0,4,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,24,48,83,34,26,15,12,5,3,249,24,48,83,35,23,15,12,5,3,254,1181,1434,3517,1877,1086,707,499,381,130,10801
206011107,1813,1680,3302,2079,1513,1178,763,548,268,13131,0,3,0,0,0,0,3,0,0,9,7,7,0,3,0,0,0,0,0,17,20,51,74,40,35,37,16,20,6,291,0,3,0,4,0,4,0,0,0,6,0,0,3,3,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,25,60,78,50,35,39,24,22,9,336,25,56,78,48,32,39,25,22,7,348,1841,1739,3380,2130,1548,1216,783,570,279,13477
206011108,4143,3020,4972,4092,3251,2390,1539,1181,533,25139,3,0,6,4,5,0,8,0,0,32,0,3,5,0,5,5,6,3,0,22,62,73,120,54,82,69,41,57,28,582,0,3,7,0,3,6,3,0,0,19,0,0,3,0,0,4,0,0,0,12,0,0,0,0,0,3,3,0,0,6,0,4,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,61,83,141,52,87,86,59,62,29,659,67,80,145,57,96,83,68,64,29,687,4212,3104,5120,4150,3351,2476,1609,1252,562,25825
206011109,1928,1190,1134,1510,1541,985,596,455,285,9621,6,0,3,3,0,0,3,0,0,14,0,0,0,0,0,0,3,0,0,6,22,22,25,20,12,21,18,22,10,168,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,3,0,0,8,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,22,25,25,15,26,26,22,10,194,32,21,31,23,15,27,31,25,10,203,1957,1209,1166,1535,1551,1013,621,482,296,9826
206021110,1409,1120,1549,1271,1291,933,504,341,124,8533,3,0,3,0,3,0,0,3,0,14,0,5,0,3,0,0,3,0,0,14,19,31,38,28,12,17,19,8,3,177,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,19,43,44,29,14,22,25,11,6,211,24,43,48,29,16,27,23,13,3,223,1429,1163,1599,1300,1304,954,529,354,127,8754
206021111,3900,2459,4775,3968,3423,2155,1365,1046,477,23565,0,0,3,3,0,4,0,0,4,13,0,0,16,3,3,9,8,3,0,38,56,83,138,68,70,52,41,20,8,540,4,4,3,0,3,4,0,0,0,24,0,0,3,0,0,0,3,3,0,8,3,3,3,0,0,5,3,0,0,18,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,69,94,163,82,78,67,51,27,10,633,69,97,168,78,78,65,51,28,11,648,3963,2558,4948,4050,3498,2218,1415,1073,486,24213
206021112,2890,1843,3632,3237,2333,1521,944,898,412,17704,0,3,3,0,0,4,3,3,0,18,0,0,0,4,0,3,5,0,0,15,40,60,114,54,59,55,19,25,13,435,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,58,117,56,61,63,27,25,13,472,40,59,126,56,64,64,32,26,13,486,2931,1903,3759,3292,2397,1585,971,925,419,18196
206031113,2610,1604,2787,2279,1957,1479,822,447,199,14187,5,0,6,0,3,0,0,0,0,16,0,0,0,0,0,3,3,0,0,7,35,64,90,44,35,28,16,8,4,329,0,0,4,4,3,3,6,0,0,20,0,3,0,0,0,3,0,0,0,11,0,0,3,0,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,69,90,51,36,41,29,15,6,381,45,69,100,51,43,37,28,18,6,398,2649,1670,2883,2336,2002,1517,850,464,203,14587
206031114,4381,3628,4387,3595,3887,3076,1764,1053,684,26451,3,0,3,0,0,3,6,0,0,18,0,9,11,11,4,10,5,0,0,42,70,86,143,69,61,34,39,32,11,539,0,3,8,8,18,11,9,0,0,61,0,3,3,5,5,3,0,0,0,22,0,0,5,8,0,3,3,0,0,22,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,70,106,170,101,92,59,58,36,11,698,67,106,170,101,92,60,65,40,13,716,4448,3732,4558,3695,3982,3133,1829,1086,698,27166
206031115,1520,1498,2469,1435,1003,798,477,298,137,9641,5,0,5,4,0,0,0,0,0,24,0,3,4,0,3,0,0,0,0,8,16,57,80,38,25,17,18,5,5,256,0,0,3,7,0,0,0,0,0,11,0,3,0,0,0,7,0,0,0,17,0,0,3,0,3,0,0,0,0,4,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,16,67,90,38,35,30,19,5,3,302,17,69,96,41,33,30,22,11,3,331,1537,1566,2567,1478,1038,831,493,308,145,9968
206031116,2220,1680,2374,2039,1869,1493,963,647,381,13659,0,0,0,0,0,0,3,3,0,14,0,0,4,3,5,0,0,0,0,23,18,47,67,48,31,23,24,15,9,288,0,3,6,0,0,3,4,0,0,14,3,0,0,0,0,0,3,0,0,8,0,11,5,7,3,3,0,0,0,31,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,26,63,89,66,38,37,36,21,11,373,26,64,87,66,41,37,41,23,11,390,2247,1743,2461,2102,1911,1521,1001,666,392,14041
206041117,1088,8350,4551,1434,980,757,552,312,165,18195,0,23,3,0,0,0,0,0,3,35,0,20,24,16,29,25,8,4,0,126,34,202,161,108,58,53,31,17,6,674,3,10,17,11,16,11,8,0,0,90,3,8,3,13,9,7,6,5,0,63,0,13,5,0,7,10,0,0,0,42,3,0,3,3,7,10,0,0,0,21,0,3,0,0,3,0,0,0,0,4,0,3,11,10,0,3,0,0,0,28,0,0,0,0,0,0,0,0,0,0,41,260,230,163,137,129,67,30,10,1054,41,286,233,165,137,129,67,30,11,1086,1133,8636,4789,1595,1116,886,611,343,176,19280
206041118,776,1967,4025,1495,1016,785,425,100,13,10611,0,4,11,0,3,0,0,0,0,26,4,19,103,133,163,113,33,4,0,563,33,78,127,84,88,72,46,9,7,544,13,19,49,57,60,60,24,7,0,276,13,8,25,46,59,29,9,0,3,198,27,0,25,34,45,33,14,0,0,187,0,14,6,3,10,9,8,0,0,46,0,0,0,0,0,4,3,0,0,9,0,3,0,17,8,4,0,0,0,25,0,4,0,0,0,0,0,0,0,4,85,141,331,374,426,333,131,20,11,1850,90,150,343,377,429,332,131,20,11,1874,870,2116,4373,1875,1442,1117,556,120,22,12486
206041119,284,398,1341,694,541,614,494,171,136,4675,0,0,0,0,3,0,0,0,0,9,3,19,52,42,70,49,23,8,0,264,73,64,149,113,121,112,134,80,43,890,9,4,31,18,20,17,6,0,0,106,0,6,11,13,10,23,13,0,0,82,6,8,27,18,6,12,8,0,0,84,6,9,6,3,5,25,3,3,0,56,0,0,6,4,0,0,0,0,0,13,0,0,0,3,5,12,6,0,0,20,0,0,0,0,0,0,0,0,0,0,93,112,282,216,241,256,184,92,43,1516,93,112,282,216,244,258,187,93,41,1519,375,516,1616,917,779,867,683,262,180,6195
206041120,12,9,23,24,9,3,3,0,0,90,0,0,0,0,0,0,0,0,0,0,0,3,9,9,14,8,3,0,0,47,4,3,17,6,9,7,5,0,0,45,0,3,3,3,0,3,0,0,0,17,0,0,3,0,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0,4,0,7,3,4,6,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,13,35,24,31,19,11,0,0,137,4,13,35,24,31,19,11,0,0,137,13,27,56,49,41,19,16,0,0,226
206041121,1525,1129,2998,1871,1143,845,492,254,95,10348,0,0,0,0,0,0,0,0,0,3,0,0,5,0,5,3,0,0,0,15,25,46,68,27,25,16,17,8,0,226,0,0,0,0,0,3,0,3,0,3,0,3,4,3,0,0,0,0,0,12,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,54,74,31,30,27,16,15,0,264,30,54,71,31,30,27,16,15,0,273,1550,1180,3073,1903,1174,869,512,269,96,10621
206041122,1163,14770,13095,3367,1629,1168,664,179,69,36109,0,26,15,3,3,0,0,0,0,49,57,204,673,818,906,698,274,45,11,3682,117,729,882,520,530,468,248,75,16,3578,71,173,323,315,530,382,160,25,0,1973,26,80,130,175,223,196,90,26,0,947,15,110,180,228,276,223,129,28,0,1180,22,109,59,86,117,163,89,26,0,667,0,16,20,23,13,14,6,0,0,86,0,16,75,56,70,49,21,0,0,282,0,3,0,0,0,0,0,0,0,3,306,1429,2337,2217,2656,2187,1018,214,31,12409,306,1458,2351,2222,2659,2192,1020,214,31,12451,1473,16227,15443,5591,4296,3358,1685,396,96,48557
206041123,1922,5030,6182,2627,1700,1148,749,367,106,19824,11,6,8,4,0,0,0,0,0,28,11,23,28,12,40,23,13,5,0,155,22,202,226,104,91,100,53,22,5,833,6,15,16,10,11,13,9,0,0,74,18,26,17,13,13,3,3,0,3,94,3,4,3,4,8,6,0,0,0,28,3,16,7,20,24,17,19,0,3,105,0,6,0,0,3,3,0,0,0,13,0,0,0,3,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,58,292,299,171,190,161,92,29,13,1313,73,303,310,176,191,161,92,29,13,1339,1994,5332,6485,2802,1889,1313,840,401,116,21165
206041124,445,2858,1624,537,400,372,325,238,325,7122,0,18,0,3,0,0,0,0,0,16,22,90,19,27,24,23,5,3,0,211,328,406,195,204,118,98,71,77,39,1534,6,27,0,18,7,5,3,0,0,62,4,18,0,14,12,3,0,0,0,56,0,28,3,9,3,0,3,0,0,46,16,28,0,24,9,8,7,0,0,96,0,10,0,0,4,0,0,0,0,21,0,11,0,0,5,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,378,624,221,291,178,139,91,84,46,2048,378,640,222,296,178,139,91,84,46,2067,819,3495,1841,834,578,517,415,319,370,9188
206041125,446,723,1538,754,589,574,585,300,226,5740,0,0,0,0,0,0,0,0,0,0,0,9,16,12,16,9,3,6,3,66,13,82,96,77,99,121,127,113,103,834,0,0,0,8,11,12,0,3,0,32,0,0,0,3,0,3,0,0,0,4,0,3,0,4,0,12,4,0,0,27,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,93,110,102,128,155,136,115,101,967,23,94,110,102,128,155,136,115,101,968,472,824,1646,862,715,724,725,414,325,6709
206041126,880,3853,7266,2587,1338,1052,648,191,46,17853,0,3,0,0,0,0,0,0,0,10,41,98,316,398,474,264,94,25,0,1708,95,201,320,238,231,185,71,24,3,1372,21,44,94,137,202,154,50,16,0,715,11,18,55,50,99,85,32,10,0,356,15,40,55,97,161,93,38,11,0,516,7,16,11,28,39,29,28,9,0,152,0,7,5,3,3,4,6,0,0,29,0,0,24,26,25,12,11,0,0,100,0,0,0,0,0,0,0,0,0,0,193,424,876,977,1228,826,331,87,3,4952,193,426,874,980,1228,830,332,87,3,4959,1069,4274,8144,3567,2569,1880,977,275,49,22820
206041127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206051128,2064,1334,2716,2341,2080,1667,1415,643,247,14496,0,3,3,0,0,4,0,0,0,10,13,8,33,79,83,56,16,3,0,287,43,75,126,108,104,81,88,28,11,667,0,4,33,19,45,20,12,3,0,138,0,5,8,16,13,20,8,4,0,78,3,3,3,6,19,16,8,7,0,71,0,7,18,13,7,13,3,0,0,53,0,0,0,0,4,0,0,0,0,4,0,3,0,6,3,4,0,0,0,17,0,0,0,0,0,0,0,0,0,0,61,102,221,244,272,211,140,50,6,1302,61,110,222,247,272,214,140,47,6,1310,2120,1440,2934,2588,2345,1880,1555,688,257,15810
206051129,2017,1232,3683,2862,2114,1411,704,305,114,14439,0,0,0,0,0,0,0,0,0,3,3,0,6,3,3,0,7,0,0,23,37,28,85,50,40,29,21,18,0,306,0,0,3,0,0,0,0,0,0,4,0,0,3,0,3,0,0,0,0,6,0,4,0,0,0,10,0,0,0,18,0,0,0,0,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,39,40,101,60,50,48,22,15,0,371,39,39,96,57,50,48,23,15,0,376,2061,1271,3782,2919,2168,1461,735,321,116,14821
206051130,2148,1047,2897,2946,2316,1846,1342,623,178,15340,0,0,5,0,0,0,0,0,0,9,3,0,3,8,3,3,5,0,0,23,49,42,74,57,45,45,35,18,4,376,0,3,3,4,3,9,5,6,0,26,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,4,0,0,8,0,4,0,0,3,3,0,4,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,52,82,71,54,65,49,25,4,455,47,48,87,71,54,65,51,25,4,462,2200,1102,2990,3014,2374,1909,1397,641,183,15803
206051131,3,0,3,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,0,9
206051132,1255,1063,2652,1876,1407,1116,865,447,232,10912,0,0,3,3,0,3,0,0,0,10,3,0,12,9,9,13,0,0,0,42,32,76,78,57,60,51,40,12,11,409,4,4,5,4,9,15,3,0,3,47,0,0,7,3,0,0,0,0,0,19,0,3,3,0,0,3,0,0,0,11,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,38,80,105,76,80,84,43,13,11,539,38,85,107,75,80,88,49,13,11,544,1299,1141,2762,1955,1488,1201,911,457,245,11457
206051133,1871,2595,8174,4356,3110,2332,1384,603,396,24813,0,4,4,3,3,3,0,5,0,23,5,18,32,36,42,32,15,0,3,187,73,134,266,161,125,100,53,23,18,952,12,25,41,30,35,21,18,3,0,179,3,0,0,12,10,15,5,0,0,50,3,9,12,10,15,9,3,6,0,64,0,3,0,4,9,8,7,0,0,28,0,3,0,0,3,0,0,0,0,12,0,0,9,0,3,4,0,0,0,17,0,0,0,0,0,0,0,0,0,0,90,186,364,253,241,188,106,37,17,1487,90,189,369,257,245,196,107,39,21,1518,1961,2786,8538,4609,3353,2523,1494,643,416,26329
206051134,2058,1707,4813,2829,1790,1191,758,371,167,15672,0,4,0,0,0,0,0,0,0,3,0,3,9,4,0,5,3,4,0,30,25,75,109,37,44,32,18,6,4,351,0,0,3,0,0,3,0,0,0,5,0,0,0,0,0,0,3,0,0,3,0,0,0,0,4,11,6,0,0,23,0,0,0,0,3,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,85,119,45,56,60,23,9,3,430,25,88,119,50,56,60,23,9,3,434,2084,1788,4934,2873,1845,1253,784,379,172,16112
206061135,1191,1000,1766,1240,1020,814,769,450,210,8463,3,0,0,0,0,0,0,0,0,10,0,4,0,0,0,6,3,3,3,16,39,37,51,43,27,20,12,18,5,256,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,38,60,39,31,23,21,24,13,285,41,44,57,40,31,23,22,24,13,291,1233,1043,1827,1285,1055,839,787,468,220,8751
206061136,1608,2076,6448,2973,1879,1455,1057,801,348,18644,0,3,3,0,0,4,3,3,0,15,0,8,16,13,28,10,3,0,0,89,26,81,145,90,80,80,71,25,19,622,0,4,10,6,10,4,0,0,0,41,0,0,8,0,4,3,3,3,0,24,0,3,4,5,0,0,8,0,0,27,0,3,0,3,0,0,3,0,0,10,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,25,103,187,119,129,98,93,25,16,814,25,111,194,123,129,100,92,31,16,832,1642,2183,6640,3097,2008,1558,1153,830,367,19474
206061137,1386,3051,7171,2802,1805,1448,1073,637,220,19591,0,0,0,4,0,0,0,0,0,10,8,16,82,66,51,33,17,0,3,270,44,113,208,106,88,76,61,23,4,724,0,8,29,12,18,15,7,3,0,88,0,5,20,6,11,16,0,0,0,66,0,0,18,14,23,21,7,0,0,87,0,0,5,3,3,12,0,3,0,24,3,3,3,0,0,0,0,0,0,7,0,3,3,8,0,4,0,0,0,19,0,0,0,0,0,0,0,0,0,0,51,152,365,211,199,179,94,31,9,1279,51,152,367,217,204,182,95,28,9,1286,1435,3204,7536,3012,2007,1626,1162,666,230,20881
206061138,1416,1493,1964,1311,1505,1572,1596,888,448,12199,4,3,0,3,3,3,0,0,0,14,3,5,9,3,4,9,12,3,0,52,42,64,75,47,32,40,43,21,17,373,0,0,4,0,0,11,6,0,0,30,0,0,9,0,0,0,0,0,0,13,3,0,0,0,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,47,74,95,52,43,65,60,29,17,479,49,80,94,52,45,68,60,29,17,496,1468,1572,2059,1370,1549,1639,1660,915,462,12694
206071139,627,909,3013,1232,730,582,394,180,101,7769,0,0,0,0,0,0,3,0,0,3,0,5,3,7,6,0,0,0,0,31,17,43,91,29,23,27,15,3,0,248,0,0,0,4,4,7,5,0,0,15,0,0,3,0,0,3,0,0,0,6,0,0,3,0,0,4,9,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,52,103,46,34,39,26,3,0,313,19,52,106,46,34,39,28,3,0,319,643,959,3114,1280,766,624,418,178,98,8087
206071140,889,1137,2172,1091,848,746,661,283,129,7948,0,0,0,0,0,0,3,0,0,7,3,9,0,3,7,3,4,0,0,31,16,44,73,27,10,21,20,4,3,210,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,9,0,0,0,0,0,0,3,0,0,3,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,8,0,0,11,4,0,0,0,30,0,0,0,0,0,0,0,0,0,0,20,56,73,26,36,24,32,3,3,287,20,56,77,31,39,24,36,3,3,291,914,1193,2244,1115,887,774,689,286,127,8234
206071141,959,953,2843,1395,863,605,308,175,64,8172,3,0,3,0,0,0,0,0,0,7,0,5,0,10,5,3,3,0,0,22,13,32,96,52,37,30,10,7,0,274,0,0,3,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,38,105,62,42,31,19,7,0,318,21,38,112,62,39,30,19,7,0,324,980,987,2953,1457,904,637,327,185,67,8493
206071142,1161,1099,2951,1632,1173,884,536,313,138,9891,0,0,3,3,0,0,0,4,0,7,3,0,25,25,30,19,22,5,0,139,68,76,227,132,128,126,156,109,52,1085,0,5,9,9,17,3,6,0,0,41,0,3,9,3,7,3,3,0,0,28,0,7,8,7,6,10,12,0,0,45,0,3,3,3,3,0,4,3,0,15,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,72,93,282,171,203,165,195,120,55,1365,70,99,288,178,203,165,195,126,55,1377,1233,1195,3231,1804,1373,1052,738,438,192,11267
206071143,1517,1168,2882,1934,1399,1199,841,503,168,11618,0,0,3,0,0,0,0,0,0,8,3,7,5,3,4,10,0,0,0,33,19,61,92,57,31,26,24,5,4,313,0,0,3,0,4,3,7,0,0,17,0,3,0,0,0,0,0,0,3,4,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,21,68,107,63,39,37,35,5,7,377,21,74,107,63,39,34,35,5,4,383,1542,1245,2990,1999,1438,1237,874,507,173,11999
