SA2_MAINCODE_2016,P_EducTrain_GD_GC,P_EducTrain_BD,P_EducTrain_AdD_D,P_EducTrain_Cert,P_EducTrain_ID_NS,P_EducTrain_ToT,P_HealthCareSocA_PD,P_HealthCareSocA_GD_GC,P_HealthCareSocA_BD,P_HealthCareSocA_AdD_D,P_HealthCareSocA_Cert,P_HealthCareSocA_ID_NS,P_HealthCareSocA_ToT,P_ArtRecServ_PD,P_ArtRecServ_GD_GC,P_ArtRecServ_BD,P_ArtRecServ_AdD_D,P_ArtRecServ_Cert,P_ArtRecServ_ID_NS,P_ArtRecServ_ToT,P_OthServ_PD,P_OthServ_GD_GC,P_OthServ_BD,P_OthServ_AdD_D,P_OthServ_Cert,P_OthServ_ID_NS,P_OthServ_ToT,P_ID_NS_PD,P_ID_NS_GD_GC,P_ID_NS_BD,P_ID_NS_AdD_D,P_ID_NS_Cert,P_ID_NS_ID_NS,P_ID_NS_ToT,P_ToT_PD,P_ToT_GD_GC,P_ToT_BD,P_ToT_AdD_D,P_ToT_Cert,P_ToT_ID_NS,P_ToT_ToT
211051279,28,68,25,27,3,177,15,21,74,64,78,7,259,0,0,5,8,3,0,15,3,3,9,9,63,0,93,5,0,14,7,39,4,73,94,85,373,326,820,67,1768
211051280,28,125,31,28,4,267,18,33,119,62,90,13,335,3,3,9,3,11,0,30,0,3,11,15,91,0,115,7,0,9,17,45,11,91,128,98,545,404,1028,68,2277
211051281,89,356,119,131,15,825,62,83,319,304,314,40,1120,4,4,27,15,29,5,90,11,3,34,61,283,8,397,4,3,38,44,163,43,300,391,291,1674,1406,3206,276,7252
211051282,112,232,64,43,13,584,72,65,198,113,91,14,553,10,6,28,23,18,3,84,6,3,23,13,65,3,121,10,9,54,31,55,11,177,387,314,1124,686,1028,111,3649
211051283,65,150,58,52,6,382,31,31,130,149,167,19,538,0,0,17,13,14,3,45,4,4,17,26,127,6,186,0,3,10,18,76,20,134,120,149,622,657,1634,137,3313
211051284,88,236,68,54,7,569,38,47,189,143,133,17,574,4,3,22,19,17,3,68,10,3,17,24,92,3,148,9,4,30,23,62,12,136,301,220,1015,700,1338,101,3670
211051285,23,90,43,33,5,217,22,13,78,86,121,16,336,0,3,8,10,16,0,34,3,3,7,20,131,9,173,0,0,16,13,81,32,138,79,80,459,439,1332,134,2537
211051286,68,151,103,87,16,490,22,52,163,197,268,28,735,4,3,17,23,33,8,91,5,3,15,30,206,14,280,0,4,30,35,152,54,271,145,173,703,807,2429,284,4549
212011287,62,246,85,76,8,556,58,47,185,150,155,24,617,3,3,15,18,15,3,58,8,0,22,41,138,0,223,8,3,33,43,102,28,219,297,193,1050,1010,1917,156,4615
212011288,34,119,33,56,13,276,14,26,84,71,113,15,322,6,3,7,15,21,6,46,3,0,8,17,130,16,165,0,0,17,19,72,31,136,73,76,428,423,1466,165,2635
212011289,96,307,122,103,4,743,56,58,275,197,223,28,831,3,8,28,15,31,4,99,0,10,16,27,220,13,284,7,10,44,39,135,20,261,292,264,1381,1075,2764,261,6043
212011290,32,54,27,53,3,175,3,15,53,69,87,15,242,3,0,3,7,23,0,36,0,0,8,10,95,5,114,0,0,4,7,54,14,83,29,56,239,324,1187,136,1964
212011291,75,171,79,109,9,498,44,47,199,220,310,20,838,3,0,18,23,35,3,82,8,0,21,33,181,3,254,3,0,29,31,125,38,229,225,171,942,1096,2866,209,5503
212011292,77,320,105,109,17,712,87,61,350,318,442,60,1315,0,5,20,18,38,3,81,9,4,30,64,273,8,397,16,4,45,54,172,49,337,407,247,1578,1576,3814,336,7949
212021293,122,371,117,108,15,882,99,63,358,221,237,36,1013,3,3,29,32,33,3,105,11,8,39,59,199,19,329,14,15,51,52,119,43,294,545,335,1973,1453,2625,294,7224
212021294,110,335,125,125,21,895,146,83,508,324,286,36,1384,4,4,33,35,52,3,124,9,5,55,68,226,21,391,24,7,75,72,140,35,360,879,326,2363,1764,2858,342,8537
212021295,11,33,25,17,3,107,14,10,85,90,128,22,355,0,0,0,0,11,0,13,0,0,12,12,68,8,99,7,0,24,37,51,44,164,128,41,434,458,864,168,2088
212021297,17,63,23,31,5,176,18,13,132,108,161,22,457,7,0,10,7,7,0,24,3,0,17,26,72,3,121,3,0,47,18,56,39,163,199,68,674,525,1054,154,2680
212021299,30,109,29,34,8,240,35,25,125,46,56,17,299,0,0,6,8,4,0,23,6,0,18,15,107,3,156,0,3,22,28,49,18,110,135,91,703,446,992,118,2477
212021453,32,127,45,45,6,312,42,34,188,125,128,25,538,3,3,16,19,9,0,49,10,3,25,27,102,5,169,14,4,45,40,72,21,191,250,110,1013,730,1210,161,3473
212021454,36,156,56,36,4,376,56,29,230,117,165,37,629,9,4,19,17,10,3,69,8,3,26,43,96,7,182,11,0,61,40,72,33,215,366,129,1245,848,1237,194,4021
212021455,46,150,54,54,8,362,34,35,172,136,185,27,586,0,0,12,15,23,4,50,10,5,25,30,151,3,220,9,0,43,33,112,23,219,251,125,937,817,1816,188,4123
212021456,33,109,71,57,5,323,45,31,169,143,174,20,580,4,0,13,12,20,0,47,6,3,10,41,145,12,221,10,0,41,34,101,36,213,308,95,856,800,1665,186,3906
212031300,34,113,70,70,10,325,34,37,191,213,329,57,866,0,3,11,21,39,3,86,0,0,19,42,198,9,267,11,4,21,46,134,66,284,206,141,822,1033,2576,339,5122
212031301,65,277,93,74,14,616,144,75,568,391,353,41,1574,5,0,21,28,33,5,89,12,3,36,84,197,13,348,29,6,64,78,151,53,385,757,235,2195,1898,2922,309,8314
212031302,49,180,76,62,12,445,58,44,293,258,267,37,948,0,0,16,22,30,5,75,8,0,25,56,160,14,258,16,4,40,47,124,48,286,453,145,1442,1218,2344,278,5879
212031303,31,99,47,52,9,274,20,19,88,81,94,8,306,0,0,5,15,41,3,70,0,3,11,22,119,5,168,3,0,8,19,51,22,104,76,80,475,534,1441,120,2722
212031304,24,104,52,39,8,273,54,45,246,214,276,31,864,3,0,12,17,18,4,51,5,0,21,38,165,4,226,4,4,29,43,131,59,271,326,119,990,1009,2026,236,4697
212031305,32,112,72,67,9,354,68,32,240,288,409,46,1078,0,3,5,11,21,3,45,4,3,31,58,162,10,267,14,3,72,65,139,82,369,370,113,1297,1273,2672,401,6127
212031306,35,125,46,38,7,331,79,31,312,170,186,27,804,3,0,12,8,11,3,37,11,3,30,35,95,6,180,36,4,62,37,81,31,242,599,155,1563,965,1402,193,4875
212031308,24,77,47,44,6,223,16,16,88,75,127,13,330,4,0,3,8,19,5,41,0,0,5,10,83,3,102,0,3,10,18,73,17,118,62,66,342,398,1307,117,2281
212031457,42,154,66,65,8,393,47,39,210,131,146,25,595,0,0,11,11,22,0,37,7,3,20,33,134,9,204,6,0,37,28,80,20,171,245,148,1004,825,1651,166,4030
212031458,38,137,56,63,5,347,55,34,207,195,244,38,772,0,0,10,19,25,0,63,9,0,17,44,164,4,237,10,3,46,38,101,46,245,328,133,1062,977,1955,220,4685
212041309,34,129,50,37,7,321,45,21,201,92,123,25,508,0,0,17,7,20,3,49,11,0,23,31,82,6,144,17,0,45,45,55,30,190,374,123,1169,609,1030,164,3465
212041310,24,88,30,15,6,248,69,22,243,131,112,22,598,3,0,10,9,12,0,38,10,0,28,41,73,18,175,24,0,52,48,48,46,215,614,114,1308,678,788,183,3681
212041311,33,100,59,35,11,301,80,34,358,262,306,42,1081,11,0,10,10,17,0,47,12,0,39,65,137,16,269,31,5,87,86,159,111,479,608,135,1677,1370,1948,443,6184
212041312,47,152,77,63,12,423,61,47,300,205,263,46,925,3,0,14,19,30,0,63,7,6,31,53,155,11,265,15,3,68,59,121,54,315,400,174,1505,1166,1899,295,5443
212041313,54,191,58,48,6,421,45,26,150,107,75,25,419,0,0,15,6,22,4,61,6,3,16,33,107,3,177,9,3,19,30,44,20,117,224,160,966,690,1095,146,3270
212041314,67,211,59,38,12,494,120,61,394,206,203,31,1014,3,0,32,20,24,3,87,19,4,53,67,174,13,330,27,7,96,65,137,53,385,763,237,2488,1360,1941,338,7128
212041316,15,67,20,24,6,177,12,20,83,72,73,7,263,0,0,7,3,9,0,15,8,0,8,20,49,3,85,12,3,26,13,43,19,112,157,58,539,364,644,87,1859
212041317,25,111,34,26,9,268,61,17,234,128,126,22,590,4,0,20,10,17,3,55,14,3,52,66,112,15,262,19,6,93,74,73,58,322,483,91,1667,979,1123,280,4623
212041318,21,44,29,22,5,157,24,11,133,82,107,12,379,0,0,7,9,10,0,26,5,3,18,43,66,6,145,8,4,48,28,61,40,186,197,63,819,550,804,167,2590
212041459,21,77,32,26,12,225,60,22,213,144,165,31,632,3,0,6,5,7,4,31,3,3,33,60,88,4,183,28,5,39,45,63,37,215,398,98,1118,796,957,204,3567
212041460,26,104,48,32,11,284,55,29,195,165,191,18,652,4,0,13,14,18,0,47,10,3,31,40,99,12,206,16,0,48,49,97,58,270,407,107,1180,895,1251,257,4098
212051319,81,294,78,43,13,687,128,67,429,139,120,23,898,22,4,51,13,23,4,124,19,9,33,43,83,9,189,33,5,112,43,49,29,277,1078,368,2770,971,1065,186,6438
212051320,41,311,45,24,13,847,149,37,396,133,96,22,840,5,0,35,7,13,0,64,17,3,59,45,58,8,187,60,8,99,42,28,30,261,1503,197,2376,802,766,185,5828
212051321,53,289,64,48,23,756,168,55,492,148,109,30,992,8,4,26,13,9,0,68,18,9,68,39,59,6,197,62,5,128,40,49,38,330,1428,291,2974,954,885,244,6771
212051322,70,231,64,46,8,633,143,55,419,160,101,36,923,7,3,32,7,10,0,65,26,10,52,39,75,5,204,43,6,108,55,39,19,274,1270,318,2673,961,822,216,6258
212051323,71,254,60,41,11,642,117,68,332,136,83,22,755,3,4,35,8,21,3,73,16,5,32,23,67,7,154,34,9,85,39,35,22,224,1024,320,2236,747,763,174,5261
212051324,114,302,73,49,13,785,121,65,407,143,108,24,872,18,5,32,22,17,0,102,24,9,53,38,100,4,227,36,3,120,33,55,25,283,1216,363,2628,935,959,185,6285
212051325,76,219,85,57,10,604,91,59,351,147,154,42,842,12,0,30,18,27,0,81,18,4,49,44,131,9,261,25,0,96,43,76,34,281,805,247,2351,1088,1462,257,6208
212051326,117,368,77,67,19,900,139,71,452,163,176,28,1030,8,3,51,20,32,3,125,23,11,51,49,128,4,269,34,8,103,41,57,30,276,1184,379,2850,1154,1563,243,7380
212051327,81,321,74,57,9,742,160,65,416,129,113,30,916,10,6,29,15,15,0,71,25,4,56,34,103,9,237,43,7,98,44,51,33,278,1065,293,2573,982,1176,219,6314
213011328,26,65,20,28,7,177,34,16,102,58,71,15,301,5,0,18,15,9,4,52,3,0,22,20,47,3,99,11,0,19,14,38,23,101,227,82,602,395,643,119,2070
213011329,18,88,25,16,3,192,19,20,184,58,68,13,365,0,0,14,18,8,3,45,5,0,22,19,60,3,108,8,3,25,17,29,19,108,168,76,1030,439,715,107,2549
213011330,40,188,73,67,14,441,81,49,421,197,259,57,1059,6,3,39,24,30,9,107,10,0,40,51,146,18,267,27,3,85,63,126,64,366,551,164,2264,1231,2196,359,6764
213011331,22,63,18,28,9,153,12,13,85,54,102,18,295,0,0,4,6,8,0,20,3,0,8,22,53,4,86,0,0,27,15,45,27,113,84,53,539,366,815,119,1969
213011332,48,153,67,50,14,386,37,25,157,90,93,9,413,0,0,14,3,23,4,53,8,0,19,13,114,7,167,8,4,40,26,64,29,173,222,120,979,682,1303,187,3499
213011333,21,83,47,57,5,227,14,15,125,101,118,18,394,0,0,7,4,8,3,26,3,0,19,21,95,9,146,6,0,26,30,58,31,158,89,57,686,543,1030,188,2591
213011334,36,95,41,35,7,246,45,22,158,128,163,28,545,3,0,20,18,12,4,57,9,3,33,59,118,15,235,13,0,62,78,93,69,315,312,94,1074,856,1355,295,3981
213011335,17,86,28,25,3,198,31,12,156,101,134,30,456,0,0,17,14,12,8,50,5,0,18,39,98,8,172,10,0,48,39,77,59,231,249,63,1031,678,963,237,3217
213011336,40,118,27,27,3,263,34,27,137,58,74,9,339,4,7,15,15,13,3,45,7,4,17,24,51,11,109,11,3,38,24,47,27,144,261,133,936,476,683,134,2613
213011337,23,73,17,24,4,166,23,14,136,69,93,15,350,0,0,22,6,16,0,42,3,0,25,23,75,8,132,3,0,45,37,48,39,168,162,59,812,459,736,155,2393
213011338,27,135,56,33,6,315,47,27,184,117,128,23,526,3,0,30,10,21,4,71,13,3,30,24,104,10,179,11,3,67,47,70,46,247,324,106,1281,778,1211,216,3920
213011339,36,121,52,52,11,325,41,31,156,119,110,20,473,0,0,25,9,15,6,51,0,4,23,37,89,0,156,7,0,38,32,52,23,159,294,114,1074,747,1222,145,3588
213011340,70,265,92,66,22,588,59,35,230,131,124,32,613,5,3,32,17,31,3,90,0,3,24,40,166,8,239,9,7,61,48,101,43,270,306,190,1725,1049,1947,313,5522
213021341,82,208,48,48,10,501,70,51,181,99,88,15,501,9,3,31,28,23,3,98,13,9,25,19,72,3,142,4,3,38,21,70,21,163,476,254,1451,761,1239,142,4324
213021342,77,228,84,74,7,554,65,48,244,154,184,19,717,7,0,24,23,49,3,102,6,10,33,46,149,11,251,15,7,49,41,113,28,252,460,236,1593,1043,2001,260,5587
213021343,58,180,50,29,6,398,47,34,143,74,95,8,406,5,9,22,14,21,3,76,5,11,16,40,88,16,172,16,4,49,22,79,17,185,322,168,1214,628,1168,155,3660
213021344,139,317,82,64,13,835,176,103,360,106,89,24,849,14,11,78,24,40,8,175,13,15,53,45,91,6,219,22,6,79,38,59,21,222,978,511,2857,1060,1503,199,7111
213021345,14,57,19,13,3,131,10,15,81,46,42,7,202,0,0,8,12,6,0,26,4,0,4,12,46,0,70,7,3,9,12,31,8,77,154,72,466,296,515,76,1580
213021346,128,324,62,49,10,787,151,81,305,101,65,22,732,21,6,57,28,13,5,129,19,12,49,30,55,6,179,21,10,70,19,45,21,191,964,438,2289,843,965,151,5652
213031347,49,195,49,37,9,435,87,41,328,114,113,24,709,10,4,38,27,35,0,116,12,9,38,43,74,11,186,24,7,71,47,53,54,255,672,194,2114,897,1075,231,5193
213031348,117,294,55,40,8,743,168,74,353,101,72,17,785,31,10,94,34,37,5,203,20,9,67,39,56,4,196,35,11,94,40,42,30,253,1140,397,2678,907,902,201,6215
213031349,81,181,56,31,7,481,112,54,260,80,82,21,602,8,3,35,19,32,5,101,7,3,40,39,71,6,168,27,8,67,22,32,18,179,706,249,1911,793,943,155,4755
213031350,118,221,37,20,9,542,91,55,238,72,56,6,511,16,16,53,23,22,3,127,13,8,29,12,33,0,103,10,8,40,13,19,19,124,619,357,1748,574,609,65,3973
213031351,90,200,40,41,3,515,92,66,208,101,91,15,565,12,12,54,22,25,0,129,15,3,48,31,49,6,150,15,4,59,46,35,24,184,669,317,1694,710,817,131,4334
213031352,129,325,69,38,6,760,123,79,353,98,75,23,743,19,7,76,28,38,5,165,22,11,53,34,62,3,188,20,3,66,24,47,13,170,837,481,2748,865,1089,141,6156
213041353,91,293,105,127,16,734,41,57,232,177,240,23,775,4,0,17,20,36,3,86,6,3,20,40,193,11,272,9,3,26,29,117,23,207,286,236,1190,1028,2791,239,5771
213041355,82,300,91,130,6,700,69,50,321,181,209,28,858,3,3,25,27,34,3,95,4,0,28,57,173,10,272,5,3,42,43,115,40,246,410,232,1901,1255,2499,252,6545
213041356,45,142,65,72,19,363,26,23,123,205,237,27,634,3,0,16,13,37,7,78,4,0,9,20,174,13,227,0,0,19,28,104,56,207,129,115,650,832,2341,243,4310
213041357,59,231,79,96,12,538,52,59,231,199,279,30,854,7,7,14,16,37,7,85,8,3,15,40,176,8,252,8,0,35,54,136,44,279,349,185,1225,1088,2751,281,5883
213041358,46,198,69,97,4,449,33,25,171,175,210,22,637,3,0,10,17,30,3,65,11,4,13,34,157,10,224,4,0,18,27,87,40,182,180,113,810,868,2316,250,4532
213041359,0,12,4,6,0,26,0,0,10,7,11,0,32,0,0,0,0,3,0,7,3,0,5,3,11,0,18,0,0,0,7,10,8,29,7,0,54,69,179,39,347
213041360,56,227,67,65,11,511,65,46,259,161,157,22,707,3,3,29,15,17,4,71,7,0,33,36,132,10,213,15,3,49,44,94,32,236,474,185,1804,1082,1854,230,5626
213041461,13,28,14,8,3,82,9,4,95,50,60,5,231,0,0,8,3,8,0,19,3,0,3,8,28,0,47,3,0,14,12,18,17,59,69,25,377,249,453,67,1233
213041462,19,72,19,9,4,154,37,9,112,59,59,11,278,0,0,5,8,8,0,21,3,3,12,10,40,0,70,7,0,19,20,24,9,85,187,53,601,357,514,69,1778
213041463,84,286,83,56,15,633,101,66,428,183,160,41,973,3,0,27,16,37,8,96,14,4,26,38,113,11,205,18,7,66,31,75,35,227,574,282,2084,1158,1885,264,6240
213051361,47,199,100,96,15,526,49,44,231,235,195,20,771,3,0,22,20,34,7,93,5,0,27,39,174,10,252,19,3,46,32,120,45,265,405,160,1328,1130,2222,254,5495
213051362,47,157,83,91,14,473,62,39,221,191,211,31,744,6,3,17,21,36,3,78,12,11,28,39,127,8,215,13,0,41,41,112,31,235,465,171,1224,949,1998,234,5036
213051363,22,67,20,9,0,183,42,23,143,54,78,7,348,8,0,22,8,11,0,53,4,0,20,22,40,9,96,25,3,43,26,32,22,150,585,109,1032,482,618,139,2961
213051365,66,293,106,102,16,779,211,84,647,420,363,53,1780,14,5,58,22,43,5,140,20,0,48,72,196,11,349,63,6,114,78,145,79,478,1884,300,3369,2104,2854,459,10967
213051366,51,150,60,43,3,436,130,68,430,236,192,31,1089,15,0,49,27,34,5,127,18,0,47,54,88,7,213,76,8,91,60,86,66,386,1608,267,2576,1388,1490,330,7665
213051368,51,168,68,52,12,413,29,29,137,90,83,16,390,3,0,27,13,11,5,64,4,3,13,23,87,4,133,4,4,29,24,56,23,149,222,141,812,623,1205,164,3174
213051369,64,201,94,112,11,567,69,50,286,268,277,29,974,9,6,27,35,46,3,126,7,3,26,34,156,6,236,18,3,41,44,90,44,246,725,200,1552,1366,2672,262,6784
213051464,38,129,45,22,3,308,88,32,218,86,67,17,503,4,3,33,11,21,6,74,7,3,23,28,59,6,128,25,4,42,29,41,24,168,674,173,1504,772,936,146,4215
213051465,55,272,64,63,16,646,126,73,401,202,164,31,1008,14,3,47,22,45,6,141,18,5,43,55,110,5,238,38,4,95,50,81,36,316,1297,334,2685,1344,1869,266,7796
213051466,47,150,49,31,3,395,107,53,246,115,77,21,625,14,5,44,21,17,5,102,20,3,44,36,60,10,161,36,0,73,36,42,23,208,1113,225,1940,897,975,194,5343
213051467,40,135,66,71,11,400,46,25,171,179,224,34,678,3,3,25,6,27,3,68,4,3,22,32,118,6,180,17,0,26,29,105,34,217,367,136,1004,902,2049,240,4695
213051468,52,128,74,57,12,375,19,22,143,123,122,20,447,7,0,22,13,28,0,71,4,0,17,23,103,4,150,0,4,24,23,72,38,158,200,128,802,716,1669,172,3686
214011370,49,138,108,106,8,469,47,44,245,255,358,46,992,0,0,15,17,36,3,71,4,0,17,46,227,12,311,9,0,36,48,173,50,318,224,147,1014,1204,3078,290,5957
214011371,111,295,107,101,13,738,88,82,455,318,368,46,1360,0,4,25,27,51,7,119,12,0,25,52,169,16,268,6,7,48,39,160,41,301,347,298,1577,1375,2826,272,6697
214011372,50,145,84,93,6,427,42,40,181,202,344,47,853,3,0,12,19,42,0,85,8,3,18,32,143,13,223,5,0,28,45,125,39,241,206,143,799,960,2351,245,4703
214011373,110,364,107,93,11,806,104,78,404,205,204,37,1038,4,3,27,19,19,6,77,9,4,24,35,147,14,230,18,6,61,47,91,36,258,446,334,1780,1178,2023,256,6015
214011374,140,374,139,151,18,887,46,72,311,282,433,58,1210,0,5,25,24,63,11,119,0,6,33,77,257,16,401,3,4,46,49,191,41,331,208,302,1475,1517,4176,357,8032
214011375,83,227,84,74,14,575,57,38,263,204,256,26,849,7,7,26,12,24,0,75,3,4,19,39,162,15,241,3,0,37,25,122,48,241,269,212,1197,1013,2183,248,5120
214011376,33,150,71,50,12,366,44,43,185,183,211,16,682,4,3,15,21,27,5,79,0,3,25,36,138,6,208,14,6,42,40,89,25,216,231,146,1010,957,1853,184,4382
214021377,43,160,37,45,15,340,45,35,148,106,138,17,489,0,4,11,10,7,0,33,6,0,16,28,95,6,150,4,0,17,29,81,16,144,133,117,701,547,1395,140,3040
214021378,29,105,16,15,10,215,42,15,104,45,29,5,233,3,6,14,12,10,3,42,3,0,4,8,27,0,40,8,4,29,11,23,20,87,178,102,599,297,516,94,1780
214021379,71,244,87,108,18,594,43,64,220,230,369,46,977,3,3,24,16,53,7,109,4,3,23,29,191,9,260,9,7,25,29,125,44,239,223,233,1048,1134,3263,299,6199
214021380,127,373,116,103,16,850,114,85,437,282,328,53,1303,10,8,34,38,50,14,156,8,3,39,57,180,5,292,11,8,49,54,134,38,302,385,351,1708,1348,2714,287,6793
214021381,112,374,115,48,17,830,129,91,437,175,113,32,986,6,9,38,18,36,6,122,7,3,33,36,98,7,185,21,10,71,43,67,30,240,649,371,2099,1118,1498,210,5943
214021382,113,375,123,87,25,810,94,91,383,190,196,36,995,4,3,33,33,42,7,123,18,3,30,46,134,5,230,9,13,48,58,87,22,235,368,333,1649,1244,2117,243,5947
214021383,69,201,75,55,9,464,36,40,182,136,162,26,583,8,5,33,25,36,6,117,3,3,15,32,118,3,172,6,7,39,35,88,34,206,213,198,1035,826,1988,249,4513
214021384,82,206,73,65,12,499,44,50,203,210,327,34,879,4,0,29,22,62,7,138,4,3,16,35,182,7,239,3,0,20,32,89,46,189,151,192,833,919,2423,279,4795
214021385,70,240,107,108,20,617,49,50,227,243,312,50,928,6,0,11,25,57,9,109,4,3,24,54,240,9,340,4,3,32,40,132,39,247,185,191,1001,1178,3011,289,5855
215011386,32,75,21,20,3,159,20,21,105,82,150,16,389,0,0,4,7,6,0,23,4,4,3,17,69,3,98,0,0,4,3,32,14,64,46,76,338,307,968,148,1882
215011387,11,33,10,6,0,69,8,12,42,37,43,3,143,0,0,0,3,9,0,10,0,0,3,0,15,0,15,0,0,7,3,11,6,30,23,45,220,191,356,56,887
215011388,83,234,64,80,10,500,77,74,327,225,298,34,1040,0,0,15,12,37,3,71,3,3,21,37,180,3,248,5,3,11,20,62,33,130,201,208,985,797,2212,204,4596
215011389,16,41,13,9,6,89,10,25,47,35,55,8,179,0,0,4,3,14,0,15,0,0,3,4,28,3,39,0,0,0,6,15,8,27,29,60,181,205,486,77,1035
215011390,23,92,14,20,3,168,19,15,99,90,155,15,386,0,0,3,0,8,0,15,3,0,5,5,54,0,70,0,0,3,8,22,4,43,54,57,307,275,856,88,1634
215011391,13,37,15,12,0,69,5,5,49,42,58,17,167,0,0,0,3,3,0,8,0,0,3,0,24,3,32,0,0,4,8,15,3,30,11,25,150,138,418,62,808
215011392,21,89,31,30,8,197,18,18,106,102,147,31,426,0,0,23,10,24,0,53,3,0,3,8,44,3,58,0,0,3,3,33,20,57,62,65,380,353,1011,149,2024
215011393,12,38,12,9,0,79,3,10,39,26,36,14,120,0,0,0,0,0,0,0,0,0,0,0,12,0,16,0,0,0,3,9,9,24,9,31,139,155,321,53,705
215011394,19,92,27,29,0,180,9,18,84,88,152,21,366,0,0,3,0,8,0,7,0,0,7,8,49,0,63,0,0,0,3,28,18,51,28,52,280,271,790,103,1525
215021395,25,121,43,52,3,267,17,23,90,60,93,15,298,0,0,3,3,10,0,15,0,0,3,9,78,4,96,0,3,3,6,42,21,79,48,77,397,305,1039,123,1986
215021396,22,55,20,33,8,141,3,9,43,52,74,8,189,0,0,0,0,3,0,6,0,0,0,6,49,5,61,0,0,3,3,25,10,40,18,47,178,189,643,71,1143
215021398,7,49,14,15,5,97,8,8,37,31,51,9,136,0,0,0,0,9,0,13,0,4,3,0,13,7,23,0,0,3,3,11,4,28,21,22,158,131,467,78,872
215021399,22,65,27,24,0,150,6,10,45,44,77,6,195,0,0,3,0,6,0,8,0,0,0,14,52,3,70,0,0,4,12,53,10,81,28,46,217,219,758,115,1388
215021469,78,266,88,76,11,561,61,43,296,185,262,33,878,7,0,12,12,31,4,59,0,3,17,24,119,14,172,3,0,10,17,74,43,155,168,163,1026,749,1928,250,4285
215021470,61,208,82,77,7,465,68,50,240,166,193,27,736,0,0,5,6,14,0,22,0,0,14,24,130,6,172,0,0,6,15,66,31,118,142,163,800,640,1672,209,3618
215031400,39,95,23,31,5,202,7,5,69,56,69,12,217,0,0,0,0,3,0,6,3,0,4,0,46,3,65,0,0,6,3,27,4,40,37,68,288,209,732,96,1421
215031401,15,73,10,23,5,120,5,12,55,62,76,12,227,0,0,0,4,6,0,11,0,0,4,4,56,4,65,0,0,5,3,32,17,56,24,43,260,239,853,127,1550
215031402,12,46,9,15,6,91,7,8,46,39,76,13,186,0,0,0,0,4,0,9,0,0,3,7,38,0,44,0,0,0,7,18,14,37,16,29,171,138,481,83,917
215031403,13,26,12,12,0,74,4,3,29,10,24,7,78,0,0,3,0,0,0,4,0,0,0,0,21,0,25,0,0,5,3,8,13,37,9,18,90,99,235,52,516
215031404,55,188,34,66,3,365,27,32,162,113,143,18,493,0,0,6,3,26,0,39,0,0,9,15,121,6,149,0,0,8,10,55,13,95,67,105,611,456,1356,149,2738
215031405,20,53,23,40,3,150,4,14,49,56,79,11,223,0,0,0,3,6,0,16,0,0,0,12,49,3,67,0,0,6,8,40,11,64,26,49,243,260,827,130,1525
216011406,66,210,54,57,8,424,43,61,238,164,220,34,759,0,3,12,9,33,4,62,3,0,13,33,152,4,212,6,5,20,16,78,39,150,113,167,849,615,1969,216,3930
216011407,42,131,37,36,10,265,13,25,125,138,180,28,503,0,0,5,10,8,0,22,0,0,4,14,121,4,147,0,0,5,13,47,22,87,59,92,509,478,1473,191,2800
216011408,9,33,12,13,0,80,4,11,42,43,48,8,156,0,0,0,0,4,0,8,0,0,0,3,42,0,44,0,0,0,0,20,7,31,26,25,157,151,573,62,998
216011409,10,41,9,12,4,84,3,18,28,33,61,9,156,0,0,0,3,0,0,3,0,0,7,5,26,0,35,0,0,0,3,17,10,29,28,38,127,135,480,68,869
216011410,11,23,15,9,3,72,3,11,38,40,58,4,161,3,0,0,3,3,3,16,0,0,0,0,29,4,33,0,0,0,5,16,19,39,17,36,144,154,486,83,925
216021411,10,51,24,17,3,120,13,3,50,49,49,10,181,0,0,0,3,10,0,15,0,0,5,11,45,3,60,0,0,3,12,31,14,60,35,32,225,222,687,93,1295
216021412,8,21,8,9,0,62,3,8,29,20,29,3,89,0,0,0,0,7,0,11,0,0,0,0,16,0,14,0,5,3,3,16,7,27,18,24,118,112,364,48,688
216021413,61,112,53,68,4,327,17,42,129,143,163,25,520,0,0,9,3,9,0,22,0,0,4,14,115,8,137,0,0,6,15,69,24,117,62,131,500,565,1620,219,3094
216021414,26,89,32,35,6,192,17,16,107,61,85,18,304,0,0,3,3,20,4,25,0,0,9,8,67,3,85,0,0,5,4,38,7,55,41,59,335,269,954,116,1782
216031415,43,63,32,34,0,179,12,18,83,108,162,17,402,0,0,0,3,10,0,12,0,0,0,16,55,4,77,3,0,6,9,37,22,71,48,81,273,373,937,110,1823
216031416,116,289,88,85,13,674,160,95,498,267,281,48,1348,0,0,7,15,15,0,32,6,4,22,52,164,5,259,5,3,17,26,90,36,179,384,275,1359,896,1954,232,5097
216031417,126,244,88,100,14,626,63,75,271,241,317,36,1013,3,0,6,17,29,0,50,3,7,18,33,220,14,285,0,3,18,24,103,44,197,198,288,1075,961,2550,298,5373
216031418,21,61,20,18,7,141,17,23,64,54,47,20,220,0,0,0,3,8,0,8,0,3,4,8,44,3,60,0,0,0,6,25,9,43,53,56,225,216,536,89,1175
216031419,45,106,30,34,3,244,23,21,100,127,114,15,408,0,0,0,7,15,0,22,0,3,4,16,91,4,116,4,0,10,15,65,19,107,103,103,492,487,1237,152,2577
