SA2_MAINCODE_2016,M_Afghanistan_0_4,M_Afghanistan_5_14,M_Afghanistan_15_24,M_Afghanistan_25_44,M_Afghanistan_45_54,M_Afghanistan_55_64,M_Afghanistan_65_74,M_Afghanistan_75_84,M_Afghanistan_85ov,M_Afghanistan_Tot,M_Australia_0_4,M_Australia_5_14,M_Australia_15_24,M_Australia_25_44,M_Australia_45_54,M_Australia_55_64,M_Australia_65_74,M_Australia_75_84,M_Australia_85ov,M_Australia_Tot,M_Bangladesh_0_4,M_Bangladesh_5_14,M_Bangladesh_15_24,M_Bangladesh_25_44,M_Bangladesh_45_54,M_Bangladesh_55_64,M_Bangladesh_65_74,M_Bangladesh_75_84,M_Bangladesh_85ov,M_Bangladesh_Tot,M_Bosnia_Herzegov_0_4,M_Bosnia_Herzegov_5_14,M_Bosnia_Herzegov_15_24,M_Bosnia_Herzegov_25_44,M_Bosnia_Herzegov_45_54,M_Bosnia_Herzegov_55_64,M_Bosnia_Herzegov_65_74,M_Bosnia_Herzegov_75_84,M_Bosnia_Herzegov_85ov,M_Bosnia_Herzegov_Tot,M_Cambodia_0_4,M_Cambodia_5_14,M_Cambodia_15_24,M_Cambodia_25_44,M_Cambodia_45_54,M_Cambodia_55_64,M_Cambodia_65_74,M_Cambodia_75_84,M_Cambodia_85ov,M_Cambodia_Tot,M_Canada_0_4,M_Canada_5_14,M_Canada_15_24,M_Canada_25_44,M_Canada_45_54,M_Canada_55_64,M_Canada_65_74,M_Canada_75_84,M_Canada_85ov,M_Canada_Tot,M_Chile_0_4,M_Chile_5_14,M_Chile_15_24,M_Chile_25_44,M_Chile_45_54,M_Chile_55_64,M_Chile_65_74,M_Chile_75_84,M_Chile_85ov,M_Chile_Tot,M_China_0_4,M_China_5_14,M_China_15_24,M_China_25_44,M_China_45_54,M_China_55_64,M_China_65_74,M_China_75_84,M_China_85ov,M_China_Tot,M_Croatia_0_4,M_Croatia_5_14,M_Croatia_15_24,M_Croatia_25_44,M_Croatia_45_54,M_Croatia_55_64,M_Croatia_65_74,M_Croatia_75_84,M_Croatia_85ov,M_Croatia_Tot,M_Egypt_0_4,M_Egypt_5_14,M_Egypt_15_24,M_Egypt_25_44,M_Egypt_45_54,M_Egypt_55_64,M_Egypt_65_74,M_Egypt_75_84,M_Egypt_85ov,M_Egypt_Tot,M_England_0_4,M_England_5_14,M_England_15_24,M_England_25_44,M_England_45_54,M_England_55_64,M_England_65_74,M_England_75_84,M_England_85ov,M_England_Tot,M_Fiji_0_4,M_Fiji_5_14,M_Fiji_15_24,M_Fiji_25_44,M_Fiji_45_54,M_Fiji_55_64,M_Fiji_65_74,M_Fiji_75_84,M_Fiji_85ov,M_Fiji_Tot,M_France_0_4,M_France_5_14,M_France_15_24,M_France_25_44,M_France_45_54,M_France_55_64,M_France_65_74,M_France_75_84,M_France_85ov,M_France_Tot,M_Germany_0_4,M_Germany_5_14,M_Germany_15_24,M_Germany_25_44,M_Germany_45_54,M_Germany_55_64,M_Germany_65_74,M_Germany_75_84,M_Germany_85ov,M_Germany_Tot,M_Greece_0_4,M_Greece_5_14,M_Greece_15_24,M_Greece_25_44,M_Greece_45_54,M_Greece_55_64,M_Greece_65_74,M_Greece_75_84,M_Greece_85ov,M_Greece_Tot,M_Hong_Kong_0_4,M_Hong_Kong_5_14,M_Hong_Kong_15_24,M_Hong_Kong_25_44,M_Hong_Kong_45_54,M_Hong_Kong_55_64,M_Hong_Kong_65_74,M_Hong_Kong_75_84,M_Hong_Kong_85ov,M_Hong_Kong_Tot,M_India_0_4,M_India_5_14,M_India_15_24,M_India_25_44,M_India_45_54,M_India_55_64,M_India_65_74,M_India_75_84,M_India_85ov,M_India_Tot,M_Indonesia_0_4,M_Indonesia_5_14,M_Indonesia_15_24,M_Indonesia_25_44,M_Indonesia_45_54,M_Indonesia_55_64,M_Indonesia_65_74,M_Indonesia_75_84,M_Indonesia_85ov,M_Indonesia_Tot,M_Iran_0_4,M_Iran_5_14,M_Iran_15_24,M_Iran_25_44,M_Iran_45_54,M_Iran_55_64,M_Iran_65_74,M_Iran_75_84,M_Iran_85ov,M_Iran_Tot,M_Iraq_0_4,M_Iraq_5_14,M_Iraq_15_24,M_Iraq_25_44,M_Iraq_45_54,M_Iraq_55_64,M_Iraq_65_74,M_Iraq_75_84,M_Iraq_85ov,M_Iraq_Tot
212051327,0,0,0,0,4,4,0,0,0,5,385,906,888,922,558,472,479,267,110,5000,0,0,0,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,9,0,0,0,5,8,4,0,0,0,23,0,0,0,3,3,3,0,0,0,13,0,0,0,3,3,3,0,0,0,6,7,64,119,300,155,102,62,25,9,854,0,0,0,0,4,9,14,16,4,43,0,0,3,3,15,20,14,15,0,77,0,11,13,28,46,45,69,45,14,268,0,0,0,4,0,3,6,0,0,12,0,3,0,5,0,0,0,0,0,8,0,0,4,4,14,3,26,12,0,73,0,3,3,8,17,44,61,53,13,191,0,9,10,38,19,24,17,9,0,130,7,20,19,134,68,47,37,17,10,354,0,0,4,13,9,0,5,3,0,40,0,3,0,8,8,6,4,0,0,36,0,0,0,0,0,0,3,5,0,7
213011328,0,0,10,29,9,0,0,0,0,52,253,237,224,509,175,150,79,34,0,1673,3,3,0,54,0,0,0,0,0,65,0,0,0,4,0,0,3,0,0,8,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,4,0,0,9,0,7,10,34,11,9,0,0,0,68,0,0,0,0,4,3,9,8,0,19,0,0,0,0,0,0,3,0,0,5,0,0,0,12,11,7,5,6,0,52,0,0,3,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,18,4,7,37,0,0,0,3,3,0,7,12,3,25,0,0,4,10,0,0,0,0,0,12,7,15,69,219,3,11,11,0,0,325,0,0,0,5,0,0,0,0,0,6,0,4,0,33,3,0,0,0,0,45,0,0,0,4,5,0,0,0,0,16
213011329,0,0,4,6,5,0,0,0,0,19,321,671,543,470,119,59,24,0,5,2213,0,0,0,3,3,0,0,0,0,13,0,0,9,15,11,11,4,0,0,54,0,0,0,3,3,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,14,3,0,0,25,0,5,13,21,16,7,3,4,3,71,0,0,0,6,8,11,5,7,0,30,0,3,3,0,5,0,0,0,0,15,3,0,0,8,3,7,0,0,0,20,0,0,0,6,4,7,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,14,0,0,0,0,4,6,0,0,0,16,0,0,0,16,3,3,0,0,0,22,0,7,14,78,21,7,12,0,0,141,0,0,0,6,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,10,0,0,0,0,3,0,0,0,0,8
213011330,0,3,12,20,5,5,0,0,0,47,1173,1380,829,1508,410,303,148,50,13,5809,0,0,3,30,4,0,0,0,0,38,0,0,4,48,22,4,4,0,0,77,0,0,0,4,4,3,0,0,0,12,0,0,0,0,3,0,0,0,0,4,0,3,3,24,16,17,21,4,0,83,0,16,20,100,35,29,23,3,0,237,0,3,0,14,8,12,25,15,0,77,0,12,0,9,3,3,7,0,0,47,0,8,3,27,17,20,26,18,3,119,0,3,0,24,13,13,0,0,0,53,0,0,0,3,0,0,0,0,0,8,0,0,0,3,4,0,17,4,0,33,0,3,0,3,6,12,27,8,3,67,0,0,3,28,0,3,5,0,0,38,19,37,107,524,56,21,17,8,3,782,0,0,0,34,8,0,0,0,0,47,0,0,0,23,3,0,0,0,0,28,0,13,13,35,6,3,6,0,0,76
213011331,0,0,0,0,0,0,0,0,0,0,218,411,493,491,170,105,33,13,3,1946,0,0,0,9,0,0,0,0,0,5,0,0,0,8,8,9,3,4,0,32,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,4,0,0,16,0,0,3,3,3,7,3,0,0,22,0,0,0,5,9,10,10,15,0,58,0,4,0,4,3,4,4,0,0,19,0,0,0,3,7,7,7,0,0,20,0,0,0,3,6,3,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,3,0,0,14,0,0,0,0,3,6,3,7,0,28,0,0,0,3,0,0,0,0,0,4,0,3,38,98,30,14,7,4,0,201,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,11,0,0,0,3,5,0,0,0,0,13
213011332,0,0,0,0,0,0,0,0,0,0,347,625,743,1090,344,320,108,29,11,3613,0,0,0,0,0,0,0,0,0,3,0,0,3,9,6,0,5,0,0,26,0,0,3,0,0,3,0,0,0,9,0,0,0,3,3,0,0,0,0,6,0,0,0,7,10,12,7,7,0,35,0,3,3,13,9,8,8,0,0,36,0,0,0,4,7,37,35,47,4,138,0,4,3,10,13,8,17,4,0,64,0,0,0,20,10,21,20,5,0,79,0,0,0,8,0,0,6,0,0,12,0,0,0,0,0,0,0,0,0,6,0,0,3,4,3,3,19,4,0,38,3,3,0,9,17,33,42,34,5,155,0,0,0,10,0,0,0,0,0,12,3,8,28,85,27,12,21,0,0,187,0,0,0,0,0,0,0,0,0,5,0,3,0,5,5,0,0,0,0,14,0,0,3,5,8,0,0,0,0,17
213011333,0,0,3,6,0,0,0,0,0,16,394,641,600,702,178,188,112,24,7,2847,0,0,0,10,3,0,0,0,0,11,0,0,16,34,22,17,9,7,0,90,0,0,0,0,4,3,7,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,8,8,3,0,27,0,0,4,19,9,7,3,3,0,42,0,0,0,3,8,19,17,17,0,74,0,10,0,7,3,3,14,8,3,51,0,3,0,4,11,12,19,4,0,49,0,3,3,10,4,3,3,0,0,27,0,0,3,0,0,0,0,0,0,9,0,0,5,0,0,7,22,6,3,37,0,0,0,0,10,14,20,17,0,59,0,0,0,12,0,3,0,0,0,19,3,13,25,94,16,12,15,3,0,180,0,0,0,10,0,0,0,0,0,11,0,4,3,8,0,0,0,0,0,22,0,3,0,4,4,0,0,0,0,8
213011334,0,0,0,19,0,0,0,0,0,20,564,691,686,830,293,223,133,31,6,3457,0,0,5,10,0,3,0,0,0,23,0,0,10,42,16,32,11,10,4,115,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,5,9,3,0,31,0,6,9,30,12,4,4,3,0,65,0,0,3,14,21,32,35,50,11,162,0,5,3,10,8,13,8,10,3,68,3,0,0,5,13,17,13,7,5,64,0,0,0,12,3,7,3,0,0,26,0,0,4,0,5,0,0,0,0,9,0,0,0,3,0,8,41,12,5,69,0,0,0,4,11,17,35,43,3,119,0,0,7,22,3,0,3,0,0,27,7,26,223,578,25,22,18,5,0,902,0,0,0,11,4,0,0,0,0,17,0,5,4,35,6,0,0,0,0,55,3,12,3,16,7,3,0,0,0,40
213011335,0,0,6,9,0,0,0,0,0,22,440,665,643,595,194,128,75,29,4,2768,0,0,3,3,3,0,0,0,0,9,0,0,9,26,16,13,14,3,0,82,0,0,0,0,3,3,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,8,4,8,3,0,0,14,0,15,19,46,25,27,11,6,0,147,0,0,0,6,19,18,39,43,7,134,0,4,0,7,0,4,8,8,3,30,0,3,0,3,6,12,9,5,3,43,0,0,3,3,6,0,4,0,0,14,0,0,0,3,0,0,0,0,0,5,0,0,6,3,5,3,26,6,3,49,0,0,0,0,3,4,30,56,12,109,0,0,4,18,0,3,0,0,0,26,13,22,234,401,28,16,15,0,0,735,0,0,0,8,0,0,3,0,0,14,0,3,3,15,3,3,0,0,0,33,0,4,0,0,3,0,0,0,0,13
213011336,0,0,10,42,3,0,0,0,0,59,316,325,289,552,251,200,87,43,37,2100,0,0,7,51,3,0,0,0,0,66,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,3,0,0,13,0,0,15,41,7,6,5,0,3,89,0,0,0,0,4,3,6,3,0,26,0,0,0,0,0,0,0,0,0,4,0,0,0,6,11,9,3,7,3,38,0,0,0,10,6,4,0,0,0,18,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,6,0,0,10,0,0,0,0,0,3,4,12,0,27,0,0,0,8,0,0,0,0,0,7,8,9,63,219,5,6,3,7,0,324,0,0,0,3,0,0,0,0,0,12,0,3,5,39,4,3,0,0,0,49,0,0,0,8,0,0,0,0,0,8
213011337,0,0,10,15,3,0,0,0,0,33,320,508,518,488,172,140,59,37,17,2256,0,0,3,12,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,8,0,0,0,0,5,8,0,4,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,3,9,0,0,17,0,0,5,17,11,9,4,6,0,55,0,0,0,5,6,5,6,11,0,41,0,0,0,0,0,0,4,0,0,10,0,0,0,5,3,5,3,3,0,22,0,0,0,5,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,15,0,0,0,0,3,0,11,15,6,32,0,0,0,13,0,0,0,0,0,23,3,16,29,89,10,0,3,0,0,153,0,0,0,4,0,0,0,0,0,6,0,5,0,22,0,0,0,0,0,32,0,0,0,7,0,0,0,0,0,13
213011338,0,5,20,51,6,0,0,0,0,84,516,736,758,1021,361,188,117,59,7,3779,0,0,0,18,4,0,0,0,0,26,0,0,0,9,0,4,3,0,0,21,0,0,0,0,3,4,0,0,0,7,0,0,0,3,0,0,0,0,0,3,0,0,0,15,4,8,11,3,0,40,5,5,17,79,22,16,5,3,0,150,0,0,0,4,12,12,22,20,0,72,0,6,0,3,0,3,4,3,3,35,0,7,0,13,15,15,16,7,3,80,0,0,0,8,5,0,4,0,0,23,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,27,4,0,38,0,0,0,12,18,27,57,91,12,234,0,0,4,21,7,0,0,0,0,26,3,19,75,190,17,16,8,3,3,331,0,3,0,12,6,5,0,0,0,29,0,8,13,59,0,0,0,0,0,81,0,0,0,11,0,0,0,0,0,17
213011339,0,0,0,0,0,0,0,0,0,7,349,616,642,816,392,176,55,20,17,3082,0,3,0,5,0,0,0,0,0,13,0,0,0,8,7,6,11,0,0,29,0,0,0,0,4,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3,0,0,0,3,3,3,0,0,0,18,0,0,9,18,10,6,3,0,0,50,0,0,0,5,14,17,22,11,8,77,0,3,3,19,6,9,11,4,0,61,0,0,0,13,10,22,12,4,3,68,0,0,0,9,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,6,0,0,0,6,5,0,10,3,3,24,0,0,0,3,11,7,9,3,3,41,0,0,0,3,0,0,0,0,0,5,10,27,139,410,66,27,26,4,3,713,0,0,0,8,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,9,0,0,0,5,3,3,0,0,0,9
213011340,0,0,0,0,0,0,0,0,0,0,339,943,1345,1401,842,517,141,38,29,5585,0,0,0,0,3,0,0,0,0,7,0,0,0,11,6,7,5,4,0,34,0,0,0,4,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,5,0,0,0,3,6,7,7,0,0,19,0,3,3,17,11,9,5,0,0,50,0,0,0,3,36,41,49,19,3,149,0,3,6,12,17,46,13,10,0,107,0,3,4,22,27,25,13,5,3,106,0,0,0,3,9,13,0,0,0,25,0,0,0,3,4,0,0,0,0,5,0,0,0,3,0,0,22,6,0,34,0,8,7,10,21,26,25,23,3,112,0,3,0,0,4,10,0,3,0,17,0,5,25,85,51,67,29,3,0,266,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,7,4,3,0,0,0,13
213021341,0,0,0,0,0,0,0,0,0,0,336,536,456,1103,583,480,291,132,72,3986,0,0,0,12,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,6,0,0,8,31,8,6,3,5,0,69,0,0,0,6,5,11,6,8,0,38,0,0,0,3,0,0,6,3,0,10,0,16,8,83,39,52,61,36,11,304,0,0,0,6,0,0,0,0,0,9,0,0,0,3,3,0,5,0,0,14,0,3,0,9,5,3,20,11,0,57,0,0,0,4,5,8,11,8,0,36,0,0,0,9,3,3,0,0,0,13,3,6,4,78,5,9,0,3,0,110,0,3,0,4,0,0,0,0,0,14,0,0,0,7,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,4
213021342,0,0,0,3,0,0,0,0,0,3,550,870,954,1594,763,537,233,96,42,5642,0,0,0,9,0,0,0,0,0,13,0,0,0,8,4,4,0,0,0,23,0,0,0,5,6,4,5,4,3,33,0,0,0,0,0,0,0,0,0,5,0,0,0,3,3,0,4,0,0,10,0,6,7,52,17,13,13,13,0,122,0,0,0,9,12,17,17,13,3,61,0,0,0,4,3,3,7,3,0,19,0,6,3,39,38,67,53,17,12,242,0,0,0,8,4,3,0,0,0,20,0,0,0,3,0,3,0,0,0,9,0,0,0,6,3,3,18,3,0,35,0,0,0,7,13,27,30,21,4,116,0,0,0,6,4,5,0,0,0,15,12,17,59,309,23,17,9,5,0,448,0,0,0,16,0,3,0,0,0,24,0,8,3,25,4,3,0,0,0,42,0,0,0,4,5,3,0,0,0,16
213021343,0,0,0,3,0,0,0,0,0,3,521,616,593,1216,374,229,104,114,49,3808,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,3,3,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,12,0,0,0,6,0,0,0,0,0,8,0,7,10,24,11,3,0,3,0,58,0,0,0,4,3,12,14,20,5,60,0,0,0,3,0,0,0,0,0,6,0,8,3,32,20,26,16,7,3,118,0,0,0,0,0,0,0,0,0,4,0,0,3,4,0,4,0,3,0,15,0,0,0,9,9,0,16,11,3,42,0,0,0,4,11,28,50,69,25,189,0,0,3,6,4,5,0,0,0,20,0,4,19,101,9,0,9,0,0,144,0,4,3,25,4,0,0,0,0,34,0,3,0,12,3,0,0,0,0,13,0,0,0,3,7,0,0,0,0,10
213021344,0,0,0,3,0,0,0,0,0,3,697,985,717,1995,861,596,218,74,52,6201,0,0,0,4,0,0,0,0,0,4,0,0,0,0,4,6,0,3,0,15,0,0,0,4,0,0,3,0,0,8,0,3,0,9,0,3,0,0,0,17,0,0,0,9,0,0,0,0,0,10,0,3,13,14,8,3,5,3,0,42,0,0,0,6,5,10,9,5,0,35,0,0,0,0,3,3,0,3,0,8,0,15,7,131,82,40,32,16,10,326,0,0,0,4,0,0,0,0,0,3,0,0,4,13,3,0,0,0,0,19,0,5,3,13,3,0,5,3,0,42,0,0,0,4,10,15,20,32,9,90,0,3,0,3,0,3,0,0,0,8,4,0,28,74,6,5,0,0,0,127,0,0,3,8,0,0,0,0,0,10,0,0,0,7,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
213021345,0,0,0,0,0,0,0,0,0,0,158,287,267,380,217,132,41,10,3,1507,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,10,3,50,9,8,5,0,0,87,0,0,0,0,5,8,7,7,0,25,0,0,0,3,0,3,0,0,0,6,0,0,0,11,9,20,8,3,0,59,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,9,3,3,0,23,0,0,0,4,0,0,0,0,0,9,3,16,3,93,10,7,6,0,0,150,0,0,0,3,3,0,0,0,0,6,0,0,3,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
213021346,0,0,0,0,0,0,0,0,0,0,408,982,861,1077,887,711,408,148,62,5547,0,0,0,3,0,0,0,0,0,5,0,0,0,0,3,7,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,0,0,0,16,0,0,0,3,3,0,0,0,0,5,0,0,3,10,8,3,0,3,0,32,0,0,0,0,3,5,12,3,5,29,0,0,0,0,0,4,3,0,0,14,14,41,30,92,93,85,55,21,5,438,0,0,0,3,0,0,0,0,0,7,0,0,0,6,0,0,0,0,0,10,0,0,3,12,11,0,12,0,0,38,0,0,0,0,4,18,9,3,6,47,0,0,0,0,0,0,0,0,0,3,0,3,3,23,5,4,5,0,0,39,0,0,3,3,4,0,0,0,0,6,0,0,4,6,5,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0
213031347,0,0,12,28,5,0,0,0,0,51,546,737,709,1086,283,226,102,63,32,3791,3,3,6,39,3,3,0,0,0,53,0,0,3,13,8,6,9,4,0,34,0,0,0,4,3,3,3,0,0,15,0,0,0,4,0,0,0,0,0,3,0,0,0,11,3,5,11,4,0,35,0,5,69,132,27,28,10,6,6,290,3,0,0,4,0,9,7,5,0,25,0,0,3,7,3,0,3,0,0,19,0,0,3,41,14,16,7,5,3,87,0,0,0,10,3,0,0,0,0,19,0,0,0,4,0,0,0,0,0,3,0,0,0,5,3,0,11,4,0,23,0,0,0,0,8,6,9,13,3,33,0,0,6,31,3,7,3,0,0,50,13,24,151,353,15,8,3,0,0,564,0,0,10,26,0,3,3,3,0,40,0,0,9,34,4,0,0,0,0,54,0,0,4,7,3,0,0,0,0,16
213031348,0,0,3,8,3,0,0,0,0,17,377,322,597,1556,329,253,123,50,26,3642,3,0,12,112,6,0,0,0,0,141,0,0,0,0,3,0,0,6,0,11,0,0,0,5,0,6,3,0,0,10,0,0,3,18,5,0,0,0,0,30,0,0,0,4,0,3,5,0,0,14,3,3,109,123,30,24,12,10,5,311,0,0,0,3,6,3,13,7,0,31,0,0,0,3,0,0,3,3,3,16,3,0,13,82,39,32,8,7,3,179,0,0,0,3,3,3,0,0,0,8,0,0,0,12,0,0,0,0,0,21,0,0,4,12,3,3,5,4,0,26,0,0,0,3,3,5,4,27,12,61,0,0,3,19,3,8,3,0,0,38,14,35,132,512,25,7,6,0,0,726,0,15,7,42,3,0,0,0,0,76,0,0,5,39,4,0,0,0,0,53,0,0,7,11,0,0,0,0,0,19
213031349,0,0,0,0,0,0,0,0,0,3,333,470,598,1010,321,224,95,30,15,3089,0,0,3,4,0,0,0,0,0,9,0,0,0,7,0,0,4,0,0,15,0,0,0,0,3,0,4,0,0,7,0,0,0,4,3,0,0,0,0,8,0,0,0,4,12,3,4,3,0,29,0,3,88,118,40,29,21,6,11,317,0,0,0,6,12,5,12,11,0,38,0,3,0,15,3,3,0,0,0,22,0,3,10,36,21,13,13,0,0,99,0,0,0,3,3,0,0,0,0,8,0,0,0,3,0,0,0,0,0,5,0,0,0,3,0,0,6,0,0,16,0,0,0,3,7,11,9,3,0,34,0,0,6,19,6,3,0,0,0,39,0,4,33,177,11,3,4,0,0,235,0,0,0,22,0,0,0,0,0,24,0,3,3,36,0,0,0,0,0,36,0,0,3,4,0,0,0,0,0,13
213031350,0,0,3,0,0,0,0,0,0,6,390,411,319,1151,385,188,66,33,20,2952,3,0,0,31,0,0,0,0,0,37,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,3,0,0,0,3,0,0,0,11,0,3,0,0,0,17,0,0,0,8,0,0,0,0,0,6,0,0,5,8,6,4,0,7,3,39,0,0,0,0,3,3,3,3,0,13,0,0,0,0,0,0,0,0,0,0,3,4,9,77,40,17,5,0,3,162,0,0,0,3,0,0,0,0,0,4,0,0,0,5,3,0,0,0,0,8,0,0,0,3,0,4,0,0,0,12,0,0,0,3,7,3,13,18,11,62,0,0,0,10,0,0,0,0,0,13,3,7,15,64,3,6,0,0,0,96,0,0,0,3,0,0,0,0,0,3,0,0,3,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4
213031351,0,0,6,7,0,0,0,0,0,8,373,462,408,1141,354,229,105,37,20,3130,0,0,14,87,0,0,0,0,0,99,0,0,0,7,4,3,3,3,0,18,0,0,0,0,3,0,0,0,0,5,0,0,0,3,0,0,0,0,0,3,0,0,0,3,7,3,3,0,0,12,0,5,9,36,3,9,9,3,0,72,0,0,0,3,3,4,12,9,3,37,0,0,0,3,0,0,5,0,0,10,3,9,9,56,24,19,8,3,0,120,0,3,0,3,3,0,0,0,0,12,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,15,0,0,0,0,10,7,18,12,3,53,0,0,0,11,4,3,0,0,0,19,9,9,66,305,11,12,5,0,0,413,0,0,3,10,0,0,3,0,0,17,0,0,0,22,3,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0
213031352,0,0,0,0,0,0,0,0,0,0,530,752,598,1813,680,391,139,51,45,4993,0,0,0,8,3,0,0,0,0,14,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,7,3,0,0,13,4,0,0,0,0,20,0,0,0,3,4,0,0,0,0,14,0,0,7,13,8,5,0,0,3,43,0,0,0,3,4,0,5,6,3,17,0,0,0,0,0,0,3,0,0,8,7,3,4,136,68,16,11,7,3,255,0,0,0,8,0,0,0,0,0,9,0,0,0,8,3,0,3,0,0,17,0,0,0,7,3,0,3,0,0,19,0,0,3,10,9,15,29,57,17,137,0,0,0,7,0,0,0,0,0,7,0,0,5,40,10,0,0,0,0,56,0,0,0,6,0,3,0,0,0,7,0,0,0,3,0,4,0,0,0,7,0,0,0,4,0,0,0,0,0,4
213041353,0,0,0,0,0,0,0,0,0,0,719,1317,1197,2097,1069,831,578,208,65,8086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,3,6,3,3,0,0,17,0,0,0,0,0,3,0,0,0,3,0,15,7,46,76,60,72,43,10,318,0,0,0,3,0,0,0,0,0,8,0,0,0,0,4,0,0,0,0,4,0,0,0,5,3,13,26,5,0,56,0,0,0,0,0,5,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,3,9,65,3,4,3,0,0,91,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213041355,0,0,0,4,0,0,0,0,0,9,718,1399,1130,1946,723,306,88,24,3,6341,0,0,3,4,3,0,0,0,0,10,0,0,3,17,10,4,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,8,14,7,7,4,0,41,0,3,3,19,3,0,0,3,0,37,0,0,3,13,26,30,14,9,0,102,0,3,7,39,16,13,9,3,0,98,0,12,3,34,31,27,14,9,0,133,0,0,3,18,9,3,0,0,0,37,0,0,0,3,3,0,0,0,0,9,0,0,3,3,4,4,4,0,0,24,0,0,3,4,14,17,15,4,0,56,0,0,0,3,0,0,0,0,0,4,6,33,52,332,61,44,20,3,0,554,0,0,4,6,3,3,0,0,0,15,0,0,0,7,3,0,0,0,0,15,0,0,4,10,8,3,0,0,0,26
213041356,0,0,0,0,0,0,0,0,0,0,644,1154,948,1812,806,660,412,124,33,6595,0,0,0,3,0,0,0,0,0,9,0,0,3,10,9,0,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,12,0,0,3,8,7,3,8,0,0,24,0,0,0,19,3,5,0,0,0,24,0,0,3,5,9,12,6,7,0,42,0,4,3,7,0,7,7,3,0,27,0,0,4,34,55,59,75,43,13,273,0,0,3,6,4,0,0,0,0,19,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,8,31,6,3,52,0,0,0,0,7,10,11,8,0,35,0,0,0,0,0,0,0,0,0,8,3,7,10,72,4,7,3,0,0,109,0,0,0,0,0,0,0,3,0,5,0,3,3,3,3,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0
