SA2_MAINCODE_2016,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Hs_cop_cty_ch_gp_DS_Sp_ho,R_Hs_c_ct_ch_g_DS_SD_ro_t_h_t,R_Hse_cp_cty_ch_g_DS_Flt_apt,R_Hs_cop_cty_ch_gp_DS_Ot_dwel,R_Hse_coop_cty_ch_gp_DS_NS,R_Hse_coop_cty_ch_gp_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
210011227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210011228,1302,115,3,21,0,1449,938,66,5,13,0,1026,157,89,3,4,0,253,5,0,0,0,0,5,62,18,0,0,3,83,0,3,0,0,0,3,4,0,0,0,0,8,10,0,0,0,0,12,243,109,3,4,3,360,9,45,4,0,0,64,66,18,9,3,0,99,2563,364,20,45,5,2997
210011229,3940,556,18,13,3,4531,2069,592,16,9,5,2685,779,395,29,23,4,1221,30,33,0,0,0,64,229,71,6,5,0,312,4,8,0,0,0,10,17,9,0,0,0,29,24,3,0,0,0,30,1087,519,37,26,4,1672,31,19,3,0,0,50,215,48,0,0,0,262,7337,1729,75,46,12,9202
210011230,745,203,0,0,0,952,604,269,20,0,0,893,217,213,38,4,0,474,3,21,0,0,0,26,72,34,0,0,0,110,0,0,0,0,0,0,6,0,0,0,0,9,7,6,0,0,0,6,308,277,39,3,0,626,8,5,0,0,0,15,53,18,0,0,0,72,1716,775,67,7,7,2564
210011231,1200,172,0,3,3,1374,973,224,6,0,3,1205,185,149,13,4,0,348,0,3,0,0,0,3,79,35,3,4,0,120,0,0,0,0,0,0,4,0,0,0,0,4,9,3,0,0,0,10,280,187,15,9,0,487,8,0,0,0,0,8,62,18,0,0,0,82,2521,596,19,12,10,3159
210021232,1317,95,0,0,3,1419,1963,73,0,0,0,2036,290,108,0,0,3,401,17,11,0,0,0,27,110,33,0,0,3,142,5,12,4,0,0,17,6,0,0,0,0,7,17,3,0,0,0,20,434,175,3,0,6,617,12,3,0,0,0,17,84,11,0,0,0,95,3816,362,7,3,9,4192
210021233,451,0,0,11,0,461,526,0,0,0,0,524,55,0,0,0,0,58,3,0,0,0,0,3,33,0,0,0,0,39,0,0,0,0,0,0,5,0,0,7,0,16,9,0,0,0,0,9,109,0,0,8,0,120,9,0,0,0,0,9,28,0,0,3,0,36,1118,0,0,22,0,1147
210021234,480,16,0,0,0,501,662,14,0,0,0,677,53,16,0,0,0,71,0,0,0,0,0,0,37,8,0,0,0,47,0,0,0,0,0,0,9,0,0,0,0,9,5,0,0,0,0,5,111,27,0,0,0,135,3,0,0,0,0,3,28,3,0,0,0,31,1275,56,0,3,3,1338
210021235,1042,13,23,3,5,1084,1522,9,15,0,10,1551,171,7,21,3,0,212,6,3,4,0,0,9,135,5,4,0,0,146,0,12,0,0,0,18,26,0,0,0,0,24,24,0,0,0,0,23,368,27,33,3,3,432,14,0,0,0,0,16,60,3,0,3,0,62,2996,51,66,8,17,3140
210031236,770,87,6,4,0,872,731,183,15,6,3,929,261,188,74,7,0,536,44,39,30,0,0,112,95,39,3,3,4,141,0,3,0,0,0,5,9,3,0,3,0,13,8,0,3,0,0,14,421,273,109,18,5,823,10,3,0,0,0,18,62,24,3,0,0,95,2004,569,130,22,7,2733
210031237,1670,95,3,0,3,1771,1059,118,9,0,0,1185,520,227,33,8,4,792,34,21,0,0,0,54,259,51,0,0,4,310,7,4,0,0,0,11,52,12,0,0,0,69,23,7,0,0,0,25,892,318,38,10,6,1269,26,3,0,0,0,30,142,20,3,0,0,168,3797,555,53,11,12,4423
210031239,2127,581,123,4,3,2832,1633,1099,112,6,5,2860,521,1513,183,8,8,2233,17,66,18,8,0,105,178,218,22,0,3,417,3,7,10,0,0,21,14,13,3,0,0,35,18,13,5,0,0,36,749,1831,237,19,12,2852,25,9,6,0,0,39,112,85,18,7,0,220,4649,3603,498,37,18,8804
210031438,2110,226,113,3,7,2460,1408,677,117,0,13,2216,669,918,300,0,8,1896,177,82,61,0,0,317,262,126,47,0,3,441,12,4,4,0,0,14,50,17,7,0,0,76,31,11,3,0,0,48,1193,1161,422,4,9,2792,23,11,5,0,0,42,169,76,23,0,0,274,4906,2158,679,10,36,7783
210031439,271,12,23,0,0,306,414,80,0,0,0,498,47,60,17,0,0,124,0,0,0,0,0,0,14,10,3,0,0,29,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,61,69,17,0,0,153,38,0,10,0,0,45,15,3,6,0,0,20,796,169,55,0,0,1022
210031440,804,54,0,0,0,859,513,127,6,0,0,647,154,142,6,5,0,306,19,39,0,0,0,55,70,30,4,0,0,106,3,0,0,0,0,6,13,3,0,0,0,12,6,6,0,0,0,7,268,218,13,5,3,495,11,0,0,0,0,12,51,22,0,0,0,74,1645,419,17,4,3,2094
210041240,1389,10,3,0,0,1404,2061,11,3,0,0,2074,358,10,0,0,0,369,45,5,0,0,0,49,137,3,3,0,0,142,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,548,20,7,0,0,570,20,0,0,0,0,20,75,0,0,0,0,75,4090,37,9,4,3,4142
210041241,2342,175,202,0,0,2722,4038,69,154,0,5,4266,1147,154,386,3,6,1695,25,16,40,0,0,89,333,28,66,0,0,425,11,9,10,0,0,20,14,0,0,0,0,14,17,0,9,0,0,28,1542,209,516,3,8,2271,23,7,0,0,0,37,163,23,23,0,4,211,8096,488,897,3,17,9501
210051242,906,31,38,25,4,1008,739,129,87,24,0,976,468,197,150,11,6,832,254,126,134,35,0,553,216,38,36,8,3,307,3,3,34,0,0,39,58,15,17,3,0,95,15,8,10,3,0,34,1018,384,384,61,15,1863,18,5,3,0,0,26,148,20,31,12,23,238,2835,576,539,127,44,4115
210051243,1582,28,49,13,6,1671,1327,41,63,3,4,1438,391,51,130,0,3,579,159,12,22,0,0,193,280,15,31,0,7,336,18,3,0,0,0,18,92,9,20,79,0,203,24,0,3,4,0,31,962,93,207,86,10,1355,34,0,3,0,0,34,209,12,20,10,4,248,4117,170,341,107,22,4749
210051245,2318,92,5,41,0,2467,2113,176,3,0,3,2294,497,153,5,0,3,658,99,33,3,0,0,139,211,28,0,0,0,242,8,0,0,0,0,8,22,0,0,24,0,50,22,3,0,0,0,30,867,216,12,30,4,1124,28,3,0,0,0,31,143,16,3,5,0,174,5470,506,24,79,6,6088
210051246,1647,34,0,0,0,1679,2405,62,0,0,4,2473,243,55,3,0,0,300,0,0,0,0,0,3,86,9,0,0,0,90,3,0,0,0,0,3,7,0,0,0,0,12,14,0,0,0,0,14,345,70,3,0,0,422,26,0,0,0,0,24,86,0,0,0,0,90,4505,164,4,0,9,4687
210051247,897,70,4,0,3,984,1421,236,11,0,0,1669,369,139,13,0,7,523,267,63,8,0,0,335,231,58,6,0,0,298,13,5,0,0,0,24,51,26,0,0,4,84,11,7,0,0,0,11,938,299,32,0,11,1278,16,4,0,0,0,18,134,32,0,0,4,168,3411,648,44,0,15,4119
210051248,10,0,0,0,0,10,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,23
210051249,908,74,0,0,0,983,2845,261,8,0,0,3113,519,162,22,0,0,707,57,5,0,0,0,61,210,39,3,0,0,262,7,0,0,0,0,7,57,7,0,0,0,65,17,3,0,0,0,17,868,217,32,0,0,1115,26,3,0,0,0,29,145,26,4,0,0,174,4796,579,39,0,7,5419
210051250,742,139,0,0,0,879,489,263,0,0,3,758,222,449,3,0,0,675,17,20,0,0,0,32,79,67,3,0,0,150,0,0,0,0,0,0,4,4,0,0,0,3,8,3,0,0,0,8,325,544,3,0,3,877,3,3,0,0,0,11,50,21,0,0,0,76,1609,971,6,0,3,2589
210051441,629,7,11,0,0,653,1123,33,28,0,0,1183,351,38,35,0,3,424,24,12,3,0,0,44,120,4,5,0,0,133,0,3,0,0,0,5,23,0,0,0,0,23,5,0,0,0,0,5,526,57,48,0,3,628,10,0,0,0,0,7,65,4,0,0,0,73,2350,105,96,0,3,2549
210051442,326,14,0,0,0,340,1865,91,0,0,0,1956,409,147,45,0,0,604,3,0,3,0,0,13,83,14,0,0,0,96,3,0,0,0,0,5,15,0,0,0,0,16,14,0,0,0,0,10,533,169,46,0,0,745,10,3,0,0,0,9,60,6,3,3,0,72,2789,284,51,3,0,3133
210051443,795,19,6,0,0,825,2419,121,8,0,5,2552,652,259,15,0,3,923,30,15,3,0,0,43,180,23,0,0,0,212,12,3,0,0,0,14,33,3,0,0,0,38,15,4,0,0,0,17,913,312,20,0,7,1249,25,3,0,0,0,32,85,12,0,0,0,102,4244,468,34,3,10,4752
210051444,237,70,0,0,0,312,2100,171,3,0,0,2280,728,412,28,0,3,1173,9,4,0,0,0,17,107,25,3,0,0,131,13,0,0,0,0,13,14,5,0,0,0,15,9,0,0,0,0,10,880,443,35,0,3,1362,37,14,0,0,0,46,84,19,0,0,0,106,3332,721,38,3,6,4106
210051445,214,6,0,0,3,223,658,39,0,0,0,701,35,7,0,0,0,41,0,0,0,0,0,0,28,0,0,0,0,31,0,0,0,0,0,0,6,0,0,0,0,6,5,0,0,0,0,5,69,7,0,0,0,83,7,0,0,0,0,7,21,0,0,0,0,21,973,56,0,0,3,1033
211011251,965,276,66,0,5,1310,1181,387,108,0,5,1682,539,343,146,0,6,1035,23,50,56,0,0,136,130,76,14,0,4,219,10,5,12,0,0,31,9,0,0,0,0,15,4,3,3,0,0,13,716,474,241,4,12,1444,16,6,3,0,0,33,54,37,17,0,0,107,2935,1182,439,4,19,4586
211011254,1542,191,3,0,0,1738,1958,229,5,0,0,2194,660,122,0,0,4,784,47,3,0,0,0,53,165,23,0,0,0,192,3,0,0,0,0,4,4,0,0,0,0,4,14,0,0,0,0,13,894,149,0,0,4,1050,14,38,0,0,0,54,83,9,0,0,0,98,4500,613,5,7,11,5133
211011255,658,0,0,0,0,658,1079,0,0,0,0,1082,92,0,0,0,0,92,19,0,0,0,0,19,25,0,0,0,0,25,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,135,0,0,0,0,139,8,0,0,0,0,8,36,0,0,0,0,36,1918,0,0,0,0,1925
211011256,1577,173,0,34,0,1779,2136,53,21,45,0,2264,592,42,20,14,0,662,48,0,0,0,0,48,136,0,0,3,0,144,5,0,0,0,0,8,0,0,0,0,0,0,7,0,0,0,0,7,784,45,24,19,0,869,15,8,0,0,0,23,78,18,0,10,0,110,4594,299,44,108,3,5043
211011257,592,20,115,0,0,724,1331,29,0,0,0,1360,183,19,0,0,0,206,47,0,0,0,0,47,37,6,0,0,0,45,0,0,3,0,0,0,0,0,3,0,0,6,5,0,0,0,0,5,279,25,4,3,0,308,8,0,79,0,0,85,42,0,7,0,0,53,2242,70,213,4,4,2534
211011258,1080,59,10,0,0,1148,1680,24,0,0,0,1711,234,6,4,0,0,250,0,0,0,0,0,0,67,0,0,0,0,70,3,0,0,0,0,3,4,0,0,3,0,4,4,0,0,0,0,3,313,15,4,0,0,332,6,49,0,0,0,56,63,5,3,0,0,73,3143,152,14,0,0,3312
211011259,1773,61,0,76,0,1912,1637,99,0,3,3,1735,528,106,3,0,0,639,38,32,0,0,0,75,122,5,0,3,0,134,7,12,0,0,0,19,15,5,0,40,0,55,10,0,0,0,0,11,716,162,0,41,3,929,24,100,0,0,0,122,70,15,0,4,0,94,4220,437,0,130,5,4792
211011260,2027,367,20,0,5,2420,1886,210,22,0,0,2116,614,103,83,0,0,802,55,32,0,0,0,85,130,20,3,0,0,150,4,7,0,0,0,8,9,6,3,0,0,22,11,3,0,0,0,17,823,171,92,0,0,1088,10,217,17,0,0,239,85,73,13,0,3,171,4827,1036,158,3,9,6036
211011446,2199,446,27,0,3,2673,2693,552,68,0,5,3321,872,589,57,0,7,1517,94,64,51,0,0,214,275,124,4,0,0,399,18,18,18,0,0,57,12,10,0,0,0,24,22,7,0,0,0,27,1287,801,131,0,12,2239,40,3,3,0,0,52,139,54,24,0,7,223,6360,1865,251,5,27,8510
211011447,1552,123,24,0,6,1710,2007,192,3,3,3,2204,542,139,10,0,3,692,50,49,45,0,0,144,178,37,3,0,3,219,13,7,31,0,0,50,10,0,6,0,6,19,19,0,4,0,0,28,804,235,95,3,9,1148,27,8,34,0,0,71,86,14,10,0,0,113,4477,570,168,3,22,5242
211011448,1676,42,0,3,0,1722,2286,92,4,0,0,2385,471,57,10,0,0,533,80,17,0,0,0,94,189,16,0,3,7,209,8,3,0,0,0,7,4,0,0,0,0,3,10,3,0,0,0,14,761,90,11,3,7,869,16,0,0,0,0,11,96,7,0,0,0,98,4829,229,17,4,7,5088
211011449,475,19,0,0,0,499,754,20,0,0,0,774,60,14,0,3,0,69,22,0,0,0,0,20,47,0,0,0,0,50,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,6,139,17,0,4,0,157,4,0,0,0,0,3,37,0,0,0,0,35,1403,55,3,4,0,1466
211021261,2184,111,61,0,4,2354,1920,83,13,0,3,2022,375,72,7,0,0,455,14,9,0,0,0,27,110,11,3,0,0,121,3,3,0,0,0,4,5,0,0,0,0,6,21,0,0,0,0,22,531,98,10,0,0,637,24,40,24,0,0,88,90,14,12,0,0,116,4746,342,124,0,9,5221
211021262,1269,3,0,16,3,1288,1459,3,0,0,0,1464,108,4,0,0,0,110,5,11,0,0,0,19,74,0,0,0,0,73,0,0,0,0,0,0,4,0,0,0,0,12,14,0,0,0,0,14,205,12,0,3,0,222,15,5,0,0,0,20,47,0,0,0,0,51,2991,22,0,18,9,3041
211031263,997,137,13,0,6,1147,1684,279,49,0,0,2008,358,139,37,0,0,534,85,18,3,0,0,107,117,37,12,0,0,169,20,3,0,0,0,26,7,3,0,0,0,9,4,0,0,0,0,9,585,204,53,0,0,851,16,7,0,0,0,21,68,16,5,0,6,93,3352,649,123,0,11,4127
211031265,2008,12,0,0,3,2016,2842,26,0,0,0,2871,534,14,3,0,0,555,49,6,0,0,0,56,139,3,0,0,0,142,12,5,0,0,0,16,9,0,0,0,0,9,8,0,0,0,0,8,760,32,3,5,0,793,27,0,0,0,0,27,99,0,0,0,0,103,5732,66,3,6,9,5807
211031266,1705,153,21,0,0,1882,1828,124,49,0,8,2000,1229,386,165,3,6,1792,66,104,23,0,0,195,267,46,16,0,5,331,14,68,44,0,3,124,14,5,0,0,3,25,23,3,0,0,0,23,1609,613,250,4,13,2492,15,15,8,0,0,40,108,45,6,0,3,166,5269,943,338,8,27,6579
211031267,2436,66,16,0,3,2520,2650,150,51,3,9,2858,1056,199,40,6,4,1303,74,35,9,0,0,114,276,34,6,0,0,322,5,0,3,0,0,13,20,6,0,0,0,25,18,3,0,0,0,21,1453,284,62,6,3,1803,30,6,0,0,0,41,121,22,3,0,0,146,6693,523,134,9,13,7367
211031268,1265,3,3,0,0,1272,1432,10,0,0,3,1442,273,3,0,0,0,275,10,0,0,0,0,16,82,0,0,0,0,80,4,0,0,0,0,4,3,0,0,0,0,3,11,0,0,0,0,9,378,3,0,0,0,390,12,0,3,0,0,15,56,3,0,0,3,61,3144,17,6,0,4,3175
211031450,1596,135,17,0,3,1743,1968,196,122,0,4,2290,898,220,120,0,4,1244,87,51,23,0,0,154,259,45,14,0,0,315,16,10,7,0,0,30,12,3,0,0,0,12,13,3,0,0,0,21,1286,329,160,0,9,1784,37,0,0,0,3,41,118,21,8,0,7,149,5005,679,308,0,22,6015
211031451,1803,48,3,0,0,1859,1747,134,4,0,0,1894,590,140,16,0,0,743,92,12,0,0,0,112,171,12,0,0,3,192,15,0,0,0,0,16,15,4,0,0,0,17,16,3,0,0,0,20,896,176,20,3,7,1095,60,0,0,0,0,64,123,13,0,0,4,140,4631,373,29,3,15,5051
211031452,519,30,0,0,0,550,746,53,0,0,0,798,147,21,0,0,0,169,41,12,0,0,0,55,72,9,0,0,0,83,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,262,37,0,0,0,304,3,3,0,0,0,4,37,3,0,0,0,39,1572,122,3,0,0,1696
211041269,1197,264,24,0,0,1489,1034,230,5,0,3,1273,372,217,22,0,3,610,70,114,8,0,0,192,114,51,0,0,0,169,5,17,0,0,0,30,6,0,0,0,0,11,11,3,0,0,0,11,581,412,31,0,0,1026,16,36,0,0,0,52,71,17,10,0,3,102,2900,955,69,0,8,3939
211041270,1539,468,30,0,3,2044,1579,546,63,0,6,2202,492,612,183,0,3,1296,21,59,3,0,0,81,134,104,12,0,0,257,4,4,0,0,0,13,13,4,0,0,0,19,25,7,4,0,0,34,689,795,209,0,3,1699,20,4,0,0,0,28,77,37,6,0,0,118,3903,1858,311,3,19,6088
211041271,1144,259,9,0,0,1412,1201,299,10,3,0,1511,398,326,77,3,0,807,20,106,12,0,0,139,128,64,8,0,0,194,16,11,0,0,0,25,14,11,0,0,0,17,11,9,0,0,0,17,580,521,99,0,0,1206,14,31,0,0,0,47,61,44,6,0,6,120,3007,1157,121,5,9,4294
211041272,1262,191,0,0,0,1458,1242,237,3,3,3,1490,266,163,7,7,0,442,20,4,0,0,0,20,86,32,0,0,0,124,18,11,13,0,0,40,8,3,0,0,0,7,12,3,0,0,0,13,402,218,25,7,0,645,11,4,5,0,0,18,43,13,0,0,4,59,2956,667,35,10,8,3671
211041273,1805,118,25,0,0,1944,1276,58,3,0,0,1339,284,54,0,0,0,348,3,0,0,0,0,3,76,5,0,0,3,86,3,0,0,0,0,5,9,3,0,0,0,8,12,0,0,0,0,13,388,67,4,0,3,469,22,63,13,0,0,102,52,12,0,0,0,63,3548,316,46,0,3,3913
211051274,1088,0,3,0,6,1093,1860,5,0,0,3,1871,129,3,0,0,0,142,3,0,0,0,0,3,108,0,0,3,0,112,3,0,0,0,3,8,10,0,0,0,0,10,10,0,0,0,0,10,261,7,0,4,7,275,20,0,0,0,0,20,63,0,0,0,0,63,3293,15,7,4,11,3321
211051275,1250,17,0,0,0,1267,1528,18,0,0,3,1548,278,14,0,0,4,302,9,0,0,0,0,9,111,8,0,0,3,120,4,0,0,0,0,4,7,0,0,0,0,3,4,0,0,0,0,4,416,21,0,3,7,447,14,0,0,0,0,14,69,3,0,0,3,76,3284,56,0,0,11,3355
211051276,1674,120,3,47,9,1845,2027,60,6,3,11,2108,356,73,3,0,3,436,61,33,4,0,0,95,213,22,0,0,0,237,8,16,0,0,0,22,22,0,0,6,4,33,19,0,0,0,0,21,690,149,11,6,7,854,34,7,0,0,0,38,100,8,0,3,0,116,4521,343,13,54,27,4962
211051277,1001,160,11,0,0,1168,1353,75,8,0,3,1435,337,67,9,0,5,414,42,14,0,0,0,57,129,11,0,0,3,148,3,6,0,0,0,11,7,0,0,0,0,3,11,0,0,0,0,8,526,97,17,0,4,643,10,51,0,0,0,62,51,27,0,0,0,78,2938,405,29,7,12,3386
211051278,1779,331,23,29,4,2160,2742,218,0,0,4,2971,463,333,4,0,3,798,48,50,3,0,0,102,206,51,0,0,7,263,5,13,0,0,3,25,25,0,0,28,0,53,18,8,0,0,0,21,764,451,8,32,12,1262,18,39,27,0,0,86,127,51,3,0,3,180,5432,1087,58,58,26,6663
211051279,725,4,0,0,3,736,824,0,0,3,0,832,106,16,0,0,0,123,0,0,0,0,0,0,94,0,0,0,3,99,5,0,0,0,0,5,14,0,0,0,0,14,10,0,0,0,0,16,235,16,0,0,4,257,13,12,3,0,0,30,40,0,0,0,0,42,1837,31,5,6,10,1891
211051280,730,28,4,0,0,759,1093,17,20,0,3,1130,91,21,10,0,0,118,9,0,0,0,0,9,72,3,0,0,0,75,0,24,0,0,0,23,3,0,0,0,0,3,6,6,0,0,0,3,173,48,10,0,0,235,11,36,0,0,0,49,35,8,0,0,0,47,2042,135,34,0,3,2218
211051281,2311,58,3,0,7,2377,3404,83,8,0,7,3505,860,143,5,0,6,1014,67,6,0,0,0,76,222,13,0,0,3,239,24,0,0,0,0,24,17,0,0,0,0,21,12,0,0,0,0,20,1210,169,5,0,6,1393,27,0,0,0,0,27,147,8,0,0,0,159,7098,325,17,0,25,7463
211051282,1246,8,0,3,16,1270,1747,0,0,0,15,1762,174,13,0,0,0,192,0,0,0,0,0,0,116,6,0,0,4,124,3,0,0,0,0,3,4,0,0,0,0,4,10,0,0,0,3,14,309,19,0,0,9,338,19,0,0,0,0,19,62,0,0,0,3,63,3378,37,0,6,35,3460
211051283,926,37,0,0,3,967,1785,17,0,0,3,1807,136,12,0,0,3,149,8,0,0,0,0,8,103,8,0,0,0,107,3,0,0,0,0,3,8,0,0,0,0,12,8,0,0,0,0,8,266,14,0,0,3,291,40,32,0,0,0,74,42,7,0,0,0,55,3066,104,0,3,8,3186
211051284,1074,5,3,0,0,1080,1832,11,6,0,0,1847,216,13,9,0,3,236,9,21,3,0,0,40,93,3,0,0,0,101,5,0,0,0,0,5,0,0,0,0,0,0,8,0,0,0,0,9,340,45,10,0,3,396,17,0,0,0,0,18,49,4,0,0,0,59,3314,69,21,3,4,3408
211051285,816,3,0,0,0,821,1316,0,0,5,4,1317,114,0,0,0,0,114,0,0,0,0,0,0,98,0,0,0,3,101,0,0,3,0,0,7,16,0,0,0,0,18,14,0,0,0,0,14,240,0,5,0,5,247,13,0,5,0,0,19,53,0,0,3,3,63,2436,3,8,8,14,2472
211051286,1934,14,4,54,3,2017,2716,7,10,8,8,2751,447,13,17,5,4,485,23,0,0,0,0,23,252,3,6,0,4,267,7,8,0,0,0,15,22,0,3,31,0,47,35,0,0,0,0,32,772,21,29,36,8,872,46,0,0,0,0,45,179,3,3,6,5,197,5649,53,46,107,26,5876
212011287,843,73,0,14,0,934,2142,184,0,0,4,2330,513,170,0,0,0,681,9,11,0,0,0,17,91,25,0,3,3,118,0,0,0,0,0,0,13,0,0,29,0,38,8,3,0,0,0,13,628,210,0,29,3,870,20,3,0,0,0,22,64,5,0,0,0,73,3694,475,0,47,9,4231
212011288,952,33,20,3,5,1014,1275,13,4,0,6,1298,134,28,0,4,0,167,0,0,4,0,0,8,146,11,3,0,0,165,9,0,0,0,0,8,28,0,0,0,0,35,20,0,0,0,0,18,337,43,8,4,0,393,28,0,6,0,0,37,70,6,3,0,0,82,2666,89,50,7,13,2822
212011289,1886,0,4,5,10,1905,3161,0,4,4,9,3170,321,0,0,3,0,322,21,0,3,0,0,23,143,3,0,0,4,154,3,0,0,0,0,3,3,0,0,0,0,4,20,0,0,0,0,20,516,4,3,3,3,537,24,0,0,0,0,29,130,0,0,0,10,134,5723,4,12,10,30,5774
212011290,803,0,0,3,0,807,1090,3,0,0,8,1101,222,3,0,0,0,232,6,35,0,0,0,40,166,0,5,0,0,166,4,0,0,0,0,4,28,0,0,0,0,31,16,0,0,0,0,21,441,37,5,0,0,487,13,0,0,0,0,13,77,3,0,0,3,85,2422,43,5,9,8,2487
212011291,918,111,10,3,3,1042,2783,150,3,0,6,2940,1374,351,4,0,3,1727,36,14,0,0,0,49,241,17,5,0,0,268,6,3,0,0,0,14,12,0,0,0,0,12,11,0,0,0,0,15,1679,387,7,0,3,2083,20,56,26,0,0,111,104,29,9,0,3,147,5511,729,57,7,14,6318
212011292,1642,210,0,28,0,1881,4201,183,8,0,4,4394,1718,391,8,0,0,2117,79,48,3,0,0,128,319,50,3,3,0,377,7,9,0,0,0,21,27,3,0,18,0,50,31,7,0,0,0,34,2184,506,9,22,4,2723,125,42,0,0,0,163,204,54,0,4,0,266,8358,992,17,50,7,9428
212021293,2313,640,70,0,0,3026,2926,248,9,3,0,3180,830,314,9,0,0,1157,28,3,0,0,0,32,195,47,0,0,0,247,6,26,0,0,0,35,15,12,0,0,0,34,9,9,0,0,0,18,1091,412,14,0,7,1524,28,135,46,0,0,207,114,73,8,0,4,195,6463,1507,151,4,12,8134
212021294,1301,38,5,0,0,1346,4270,70,17,0,0,4354,1409,76,19,0,0,1507,46,0,3,0,0,50,210,9,0,0,0,221,0,0,0,0,0,0,14,0,0,0,0,14,16,0,0,0,0,11,1693,93,20,0,0,1805,18,0,0,0,0,18,108,4,3,0,0,116,7390,206,39,0,4,7643
212021295,844,92,13,7,0,949,927,170,0,7,6,1113,609,163,3,28,4,806,165,85,45,22,0,324,208,41,0,6,0,254,3,4,6,0,0,19,48,3,3,0,3,56,19,7,0,0,0,25,1063,300,60,51,6,1482,20,3,9,0,0,31,143,20,10,15,4,185,2991,591,88,82,18,3771
212021297,873,99,0,0,0,974,1165,238,0,0,0,1410,363,176,3,0,0,546,59,8,0,0,0,71,117,30,0,0,0,145,9,4,0,0,0,9,19,3,0,0,0,25,8,5,0,0,0,19,582,226,3,0,0,811,25,3,0,0,0,29,88,20,0,0,3,118,2735,593,3,0,3,3340
212021299,850,4,0,0,0,855,1091,14,0,0,0,1110,37,0,0,0,0,35,4,0,0,0,0,0,43,0,0,0,0,41,3,0,0,0,0,3,4,0,0,0,0,3,10,0,0,0,0,10,92,4,0,0,0,98,14,0,0,0,0,14,53,0,0,0,0,53,2099,19,0,0,8,2126
