SA2_MAINCODE_2016,F_Vietnam_0_4,F_Vietnam_5_14,F_Vietnam_15_24,F_Vietnam_25_44,F_Vietnam_45_54,F_Vietnam_55_64,F_Vietnam_65_74,F_Vietnam_75_84,F_Vietnam_85ov,F_Vietnam_Tot,F_Wales_0_4,F_Wales_5_14,F_Wales_15_24,F_Wales_25_44,F_Wales_45_54,F_Wales_55_64,F_Wales_65_74,F_Wales_75_84,F_Wales_85ov,F_Wales_Tot,F_Zimbabwe_0_4,F_Zimbabwe_5_14,F_Zimbabwe_15_24,F_Zimbabwe_25_44,F_Zimbabwe_45_54,F_Zimbabwe_55_64,F_Zimbabwe_65_74,F_Zimbabwe_75_84,F_Zimbabwe_85ov,F_Zimbabwe_Tot,F_Elsewhere_0_4,F_Elsewhere_5_14,F_Elsewhere_15_24,F_Elsewhere_25_44,F_Elsewhere_45_54,F_Elsewhere_55_64,F_Elsewhere_65_74,F_Elsewhere_75_84,F_Elsewhere_85ov,F_Elsewhere_Tot,F_COB_NS_0_4,F_COB_NS_5_14,F_COB_NS_15_24,F_COB_NS_25_44,F_COB_NS_45_54,F_COB_NS_55_64,F_COB_NS_65_74,F_COB_NS_75_84,F_COB_NS_85ov,F_COB_NS_Tot,F_Tot_0_4,F_Tot_5_14,F_Tot_15_24,F_Tot_25_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Afghanistan_0_4,P_Afghanistan_5_14,P_Afghanistan_15_24,P_Afghanistan_25_44,P_Afghanistan_45_54,P_Afghanistan_55_64,P_Afghanistan_65_74,P_Afghanistan_75_84,P_Afghanistan_85ov,P_Afghanistan_Tot,P_Australia_0_4,P_Australia_5_14,P_Australia_15_24,P_Australia_25_44,P_Australia_45_54,P_Australia_55_64,P_Australia_65_74,P_Australia_75_84,P_Australia_85ov,P_Australia_Tot,P_Bangladesh_0_4,P_Bangladesh_5_14,P_Bangladesh_15_24,P_Bangladesh_25_44,P_Bangladesh_45_54,P_Bangladesh_55_64,P_Bangladesh_65_74,P_Bangladesh_75_84,P_Bangladesh_85ov,P_Bangladesh_Tot,P_Bosnia_Herzegov_0_4,P_Bosnia_Herzegov_5_14,P_Bosnia_Herzegov_15_24,P_Bosnia_Herzegov_25_44,P_Bosnia_Herzegov_45_54,P_Bosnia_Herzegov_55_64,P_Bosnia_Herzegov_65_74,P_Bosnia_Herzegov_75_84,P_Bosnia_Herzegov_85ov,P_Bosnia_Herzegov_Tot,P_Cambodia_0_4,P_Cambodia_5_14,P_Cambodia_15_24,P_Cambodia_25_44,P_Cambodia_45_54,P_Cambodia_55_64,P_Cambodia_65_74,P_Cambodia_75_84,P_Cambodia_85ov,P_Cambodia_Tot,P_Canada_0_4,P_Canada_5_14,P_Canada_15_24,P_Canada_25_44,P_Canada_45_54,P_Canada_55_64,P_Canada_65_74,P_Canada_75_84,P_Canada_85ov,P_Canada_Tot,P_Chile_0_4,P_Chile_5_14,P_Chile_15_24,P_Chile_25_44,P_Chile_45_54,P_Chile_55_64,P_Chile_65_74,P_Chile_75_84,P_Chile_85ov,P_Chile_Tot,P_China_0_4,P_China_5_14,P_China_15_24,P_China_25_44,P_China_45_54,P_China_55_64,P_China_65_74,P_China_75_84,P_China_85ov,P_China_Tot,P_Croatia_0_4,P_Croatia_5_14,P_Croatia_15_24,P_Croatia_25_44,P_Croatia_45_54,P_Croatia_55_64,P_Croatia_65_74,P_Croatia_75_84,P_Croatia_85ov,P_Croatia_Tot,P_Egypt_0_4,P_Egypt_5_14,P_Egypt_15_24,P_Egypt_25_44,P_Egypt_45_54,P_Egypt_55_64,P_Egypt_65_74,P_Egypt_75_84,P_Egypt_85ov,P_Egypt_Tot,P_England_0_4,P_England_5_14,P_England_15_24,P_England_25_44,P_England_45_54,P_England_55_64,P_England_65_74,P_England_75_84,P_England_85ov,P_England_Tot,P_Fiji_0_4,P_Fiji_5_14,P_Fiji_15_24,P_Fiji_25_44,P_Fiji_45_54,P_Fiji_55_64,P_Fiji_65_74,P_Fiji_75_84,P_Fiji_85ov,P_Fiji_Tot,P_France_0_4,P_France_5_14,P_France_15_24,P_France_25_44,P_France_45_54,P_France_55_64,P_France_65_74,P_France_75_84,P_France_85ov,P_France_Tot,P_Germany_0_4,P_Germany_5_14,P_Germany_15_24,P_Germany_25_44,P_Germany_45_54,P_Germany_55_64,P_Germany_65_74,P_Germany_75_84,P_Germany_85ov,P_Germany_Tot
210041240,0,0,0,3,0,0,0,0,0,9,0,0,0,3,0,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,11,4,28,25,15,13,6,6,107,16,31,53,92,64,59,30,11,8,355,376,879,872,1592,1022,899,460,212,113,6432,0,0,0,0,0,0,0,0,0,0,720,1646,1584,2503,1458,1244,539,237,112,10050,0,8,0,3,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,5,7,3,0,0,21,0,0,0,0,5,3,0,0,0,6,0,0,3,21,3,0,0,0,3,38,0,0,0,5,4,9,13,0,0,27,0,3,0,0,0,4,3,0,0,10,3,17,13,54,95,101,86,53,18,434,0,0,0,8,9,7,0,5,0,35,0,0,0,0,4,0,0,0,0,3,0,0,0,3,9,21,24,6,0,58
210041241,0,7,4,20,5,3,0,0,0,41,0,0,0,0,3,0,0,5,0,12,0,0,0,3,0,0,0,0,0,3,4,11,7,56,24,35,23,21,8,182,51,57,72,193,109,110,92,45,37,767,916,1611,1740,3778,1984,1654,1158,602,289,13719,0,0,0,0,0,0,0,0,0,0,1751,3007,3148,5884,2745,2229,1274,590,256,20893,0,0,0,3,0,0,0,0,0,3,0,0,3,3,6,0,3,0,0,19,0,0,0,3,0,0,0,0,0,3,0,7,4,8,9,3,0,0,0,27,0,0,0,3,7,3,3,0,0,19,0,5,3,28,10,8,7,7,4,68,0,0,0,5,15,19,26,17,3,80,0,0,4,5,4,3,17,7,0,38,7,18,37,151,195,199,218,118,49,991,0,0,3,13,14,6,7,5,0,50,0,0,0,3,10,3,3,3,3,22,0,0,3,13,13,24,55,21,16,147
210051242,0,3,8,40,39,12,9,4,3,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,5,46,57,191,80,61,39,23,17,516,63,105,76,199,74,75,54,54,13,710,520,843,881,1910,740,600,434,321,127,6379,0,3,6,10,0,0,3,0,0,29,865,1217,1007,1244,539,383,263,202,59,5791,0,3,3,27,3,3,0,0,0,40,0,0,3,7,4,8,7,3,0,29,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,0,0,3,3,0,0,5,0,0,12,0,3,4,45,21,17,11,0,3,108,0,0,0,0,9,12,11,9,3,47,0,3,6,7,6,16,5,6,3,71,0,3,3,10,9,31,23,13,3,95,0,3,3,13,8,8,0,0,0,32,0,0,0,3,4,0,0,0,0,10,0,0,0,4,0,3,13,0,3,27
210051243,0,7,10,40,40,8,7,6,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,56,60,159,79,72,53,28,11,529,36,107,111,191,98,78,81,50,14,772,623,1165,1197,2064,944,721,711,480,128,8027,0,3,0,11,3,0,0,0,0,18,1075,1698,1501,1519,476,321,320,241,51,7206,0,4,3,20,3,0,0,0,0,27,0,0,0,16,3,15,3,8,0,39,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,3,18,17,7,3,3,0,47,0,0,3,3,4,7,36,23,3,79,0,6,6,17,10,11,21,25,3,99,0,0,3,7,13,26,27,16,15,110,0,0,3,14,13,6,0,0,0,35,0,0,0,0,0,3,0,0,0,7,0,0,7,9,3,0,9,4,3,40
210051245,0,0,6,16,17,3,0,3,0,42,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,19,38,76,57,57,44,34,3,328,20,35,62,148,74,91,95,45,15,590,451,961,1165,2266,1226,1307,1034,459,142,9005,0,0,0,3,4,0,0,0,0,3,877,1718,1864,3215,1431,1272,780,253,85,11491,0,0,0,4,0,0,0,0,0,7,0,0,4,22,14,17,7,5,0,69,0,0,0,0,3,0,3,0,0,8,0,0,4,5,3,0,0,0,0,21,0,0,0,4,3,4,3,0,0,24,0,3,6,22,7,9,14,6,0,64,0,0,0,7,7,18,31,25,3,96,0,3,11,9,23,36,52,37,8,190,0,9,8,35,49,73,85,45,13,309,0,6,7,23,19,19,7,3,0,75,0,0,0,0,3,0,0,0,0,8,0,0,0,3,8,12,40,11,4,79
210051246,0,0,3,15,7,4,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,9,3,15,23,65,79,69,37,14,3,303,15,46,23,113,71,48,41,11,7,376,478,1101,1247,2192,1394,966,503,164,45,8095,0,0,0,0,0,3,0,0,0,4,955,1929,2252,2745,1484,887,263,52,23,10584,0,0,0,11,4,0,0,0,0,16,0,0,0,9,4,8,0,3,0,28,0,0,0,0,0,0,0,0,0,3,0,0,0,9,4,3,0,0,0,17,0,0,0,3,0,3,0,0,0,7,0,7,6,28,15,16,10,3,0,80,0,0,3,13,22,33,39,21,0,134,0,5,12,27,35,42,17,6,0,135,0,16,7,38,45,37,25,6,0,178,0,8,7,39,12,15,7,0,0,85,0,0,0,0,3,0,0,3,0,8,0,3,3,11,5,0,18,3,0,40
210051247,0,0,13,61,50,59,12,12,9,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,40,55,191,105,80,50,22,3,569,38,83,74,173,84,78,47,11,3,586,546,1122,1217,2046,1068,782,447,164,49,7444,0,0,0,10,0,0,0,0,0,13,954,1778,1768,1493,443,317,165,60,15,6990,0,0,0,21,0,0,0,0,0,20,0,0,0,6,8,0,3,0,0,21,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,3,0,3,0,6,11,3,9,5,0,33,0,0,3,8,8,7,4,3,0,32,0,0,0,3,3,7,16,10,0,40,0,0,4,15,4,14,7,3,0,50,0,0,4,3,6,22,15,7,0,61,0,0,3,19,15,7,14,3,0,59,0,0,0,0,3,0,0,0,0,7,0,0,0,9,0,3,4,3,0,23
210051248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,8,3,3,0,0,40,0,3,25,23,18,13,6,0,0,93,0,0,0,0,0,0,0,0,0,0,0,9,14,23,9,4,4,3,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210051249,0,0,0,42,30,10,7,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,10,71,82,258,141,88,37,17,3,711,45,131,94,187,102,50,29,17,7,661,819,2035,1890,3163,1651,812,446,203,78,11096,0,0,0,12,0,0,3,0,0,13,1509,3041,2332,1836,749,293,150,72,30,10006,0,0,3,36,11,7,0,0,0,62,0,0,0,18,13,7,0,0,0,34,0,0,0,3,3,0,0,0,0,3,0,5,0,0,3,0,0,0,0,11,0,0,0,0,12,6,4,0,0,23,0,0,17,44,31,25,4,3,0,128,0,0,0,3,11,9,5,3,0,32,4,18,8,41,27,22,12,4,0,130,0,14,0,20,22,10,13,16,5,105,0,3,7,46,28,15,11,0,3,121,0,0,0,0,4,3,0,0,0,7,0,3,3,3,9,4,3,4,4,24
210051250,0,0,0,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,6,9,33,28,28,21,14,0,134,15,15,29,80,40,35,38,23,4,279,192,265,324,1035,387,401,392,197,62,3254,0,0,0,0,0,0,0,0,0,0,345,457,516,1337,447,355,249,66,18,3788,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,5,26,8,8,6,4,0,55,0,0,0,0,5,15,13,9,0,52,0,0,0,0,4,9,24,10,0,58,0,0,7,16,18,28,17,17,5,96,0,0,3,3,5,4,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,10,4,3,21
210051441,0,0,0,4,3,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,3,12,11,66,36,32,18,11,3,194,19,33,37,92,30,22,28,7,5,262,304,602,572,1254,607,442,248,102,28,4151,0,3,0,9,4,0,0,0,0,16,564,950,894,1219,651,498,225,65,20,5091,0,0,0,4,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,6,0,0,0,3,0,0,0,0,0,6,0,0,3,0,4,3,0,0,0,9,0,0,0,0,7,0,0,4,0,14,0,0,0,12,3,4,3,0,0,20,0,0,0,0,11,4,10,7,0,32,0,0,0,4,8,0,8,0,0,21,0,0,0,16,18,44,25,6,3,116,0,0,4,11,11,4,3,0,0,34,0,0,0,0,3,0,0,0,0,3,0,0,0,6,3,4,8,3,0,23
210051442,0,0,0,13,0,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,14,0,33,35,113,65,34,16,5,3,308,35,50,32,115,36,24,12,3,3,328,637,1001,752,2110,663,371,165,52,11,5760,0,10,14,8,3,0,0,0,0,28,1158,1610,969,1667,516,258,84,26,3,6292,0,0,8,22,5,4,0,0,0,34,0,0,0,6,0,5,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,12,0,3,3,18,8,3,5,0,0,40,0,0,0,3,4,10,8,0,0,20,0,0,0,7,3,0,4,0,0,17,0,17,6,22,22,16,16,5,0,98,0,3,15,45,28,15,6,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,4,0,0,0,21
210051443,0,0,0,15,4,4,4,0,0,32,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,7,4,27,49,124,78,42,15,12,3,365,38,51,47,128,67,59,23,10,4,423,671,1114,1253,2692,1125,722,305,118,41,8040,0,3,24,28,8,0,0,0,0,57,1255,1834,1640,2061,1093,686,229,73,12,8873,0,0,3,15,3,3,0,0,0,32,0,0,0,4,0,3,3,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,3,30,9,7,4,0,0,59,0,0,0,0,13,4,16,5,0,35,0,0,5,20,3,16,9,0,0,51,0,9,12,26,51,31,21,11,0,163,0,6,11,65,16,24,3,5,0,137,0,0,0,5,0,0,0,0,0,5,0,0,0,5,0,0,11,0,0,23
210051444,0,0,3,13,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,3,12,3,0,0,0,0,23,14,25,36,152,65,29,8,7,0,331,29,35,28,123,44,15,10,6,6,297,888,1026,785,3057,580,379,220,112,58,7098,0,12,47,32,16,4,0,0,0,107,1673,1400,759,1825,292,207,146,85,43,6425,0,3,0,21,3,0,0,0,0,28,0,0,0,3,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,3,0,4,0,3,4,0,0,0,0,10,0,0,0,6,3,0,0,0,0,6,0,0,7,43,7,7,0,3,0,65,0,0,0,6,3,8,4,0,0,21,0,3,3,17,9,3,7,3,5,49,0,20,7,26,23,13,9,11,4,109,0,9,5,54,9,8,4,0,0,91,0,0,0,3,3,4,0,0,0,10,0,0,0,7,0,3,11,0,0,28
210051445,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,20,16,3,3,0,0,56,8,16,11,35,18,23,12,0,0,118,142,222,227,603,232,145,80,21,10,1685,0,0,0,0,0,0,0,0,0,0,279,339,340,642,252,117,73,31,0,2076,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,6,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,7,0,0,0,0,9,0,0,0,0,10,0,0,0,3,0,0,0,0,0,4,0,10,4,10,12,6,3,3,3,60,0,0,0,9,5,3,0,0,0,18,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
211011251,0,4,7,35,12,10,4,0,0,72,0,0,0,0,0,0,0,3,3,8,0,0,0,3,0,0,0,0,0,3,0,6,4,40,18,26,19,32,22,177,19,26,24,86,42,45,53,42,32,381,420,607,665,1864,785,684,624,376,170,6194,0,0,0,6,0,0,0,0,0,11,762,1056,1031,2152,930,709,614,274,63,7585,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,9,0,0,0,13,3,5,9,3,0,26,0,0,3,3,0,3,0,0,0,10,0,0,0,3,3,3,6,0,0,21,0,13,43,270,71,58,35,11,0,504,0,0,0,0,3,3,7,3,0,17,0,3,4,13,3,0,4,3,3,37,0,3,12,57,60,89,89,81,20,414,0,0,0,3,0,0,0,3,0,9,0,0,0,0,3,0,0,0,0,11,0,3,9,10,8,6,43,62,41,174
211011254,0,4,3,30,27,21,3,0,0,75,0,0,0,0,0,4,3,3,0,15,0,0,0,3,0,0,0,0,0,3,0,10,13,48,27,29,22,17,6,175,22,25,31,82,48,39,42,24,4,315,450,895,936,2085,1105,950,802,328,92,7643,0,0,9,24,12,9,0,0,0,49,877,1494,1395,2173,1036,933,770,296,77,9043,0,0,3,4,3,0,0,0,0,6,0,0,0,0,0,3,0,0,0,5,0,0,5,21,11,25,5,3,0,77,0,0,0,4,0,3,0,0,0,14,0,0,0,4,0,0,3,0,0,8,7,55,69,406,140,100,39,16,0,827,0,0,0,0,0,8,3,3,0,11,0,4,0,12,3,5,5,3,0,45,0,7,12,72,90,70,143,62,16,484,0,0,0,10,5,8,4,0,0,23,0,0,0,0,3,0,0,0,0,8,0,4,0,7,0,9,22,33,9,85
211011255,0,0,0,6,3,0,0,0,0,6,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,4,21,15,13,12,4,0,72,8,14,23,30,38,33,6,4,3,157,162,455,589,757,701,404,167,65,21,3314,0,0,0,6,7,6,0,0,0,19,297,877,1042,1021,902,508,145,53,21,4859,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,0,0,0,3,3,0,0,0,0,7,0,0,0,0,4,4,0,0,0,7,0,14,17,50,17,12,0,0,0,109,0,0,0,3,0,3,5,0,0,13,0,0,3,3,14,14,11,0,0,41,0,11,13,21,63,55,24,13,0,209,0,0,0,3,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,3,0,0,3,0,14,3,14,4,0,35
211011256,0,0,3,12,20,29,3,3,0,77,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,5,0,3,11,55,40,31,28,25,3,193,13,24,26,73,53,42,21,30,9,297,411,884,1129,2053,1257,1079,501,321,130,7756,0,0,3,25,8,7,3,0,0,45,802,1532,1927,2311,1336,1001,377,200,106,9601,0,0,0,3,0,3,0,0,0,6,0,0,0,7,7,3,0,0,0,19,0,0,0,35,30,21,6,4,0,95,0,4,0,6,0,4,6,0,0,22,0,0,0,3,7,6,6,3,0,27,7,13,39,359,81,83,29,13,0,628,0,0,0,0,3,16,8,3,0,30,0,7,3,13,22,28,25,20,4,121,3,15,21,54,90,132,76,44,20,457,0,0,5,7,9,3,9,3,0,41,0,0,0,0,3,0,0,0,0,7,0,0,3,13,11,15,12,13,8,72
211011257,0,0,3,23,14,6,0,0,0,45,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,5,3,22,24,8,16,3,0,75,3,7,8,35,16,13,6,10,3,101,243,567,565,1042,740,418,277,175,50,4083,0,0,0,0,0,0,0,0,0,3,460,1086,1019,1141,820,417,235,167,67,5418,0,0,0,3,0,0,0,0,0,7,0,0,0,3,4,3,0,0,0,15,0,0,0,13,4,3,5,4,0,32,0,0,3,0,0,0,0,0,0,12,0,0,0,0,7,0,3,0,0,9,0,12,23,149,53,34,14,7,0,281,0,0,0,0,6,6,4,5,0,18,0,0,3,10,12,11,3,7,0,39,0,12,16,42,62,45,41,32,10,258,0,0,0,8,3,3,0,0,0,21,0,0,0,0,0,0,0,0,0,8,0,4,0,4,6,11,6,5,3,37
211011258,0,0,0,25,23,4,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,12,40,51,25,15,15,0,163,3,7,22,45,43,28,25,17,3,188,273,682,794,1327,953,674,380,200,44,5327,0,0,3,13,10,6,3,0,0,35,520,1298,1361,1512,918,562,315,159,33,6678,0,0,0,3,3,3,0,0,0,10,0,0,0,7,3,3,0,0,0,10,0,0,0,15,11,14,6,4,0,53,0,0,0,3,0,0,0,0,0,3,0,0,0,14,5,11,7,0,0,31,3,7,17,174,41,57,9,3,0,313,0,0,0,0,11,10,11,3,0,30,0,0,4,11,21,29,18,10,4,103,0,17,22,30,81,69,55,27,3,298,0,0,3,11,13,8,0,0,0,44,0,0,0,0,3,3,0,0,0,3,0,0,3,9,3,3,10,13,3,42
211011259,0,0,5,45,29,27,17,3,3,127,0,0,0,0,3,3,0,0,0,5,0,0,0,3,0,0,0,0,0,6,0,5,19,45,22,26,27,23,49,221,15,18,19,66,34,56,38,35,6,282,344,789,803,1834,906,1124,734,358,285,7173,0,0,0,7,0,0,3,0,0,10,667,1288,1230,1870,891,1171,736,297,231,8374,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,3,6,0,0,13,0,0,0,13,30,14,11,8,0,67,0,0,0,4,0,8,0,0,0,15,0,0,0,6,8,5,5,0,3,25,7,67,92,479,145,86,53,35,10,976,0,0,0,3,4,3,7,3,0,28,0,3,0,5,3,7,16,0,0,39,0,12,9,38,73,99,100,41,30,404,0,0,6,11,8,7,0,0,0,36,0,0,0,4,0,0,4,0,0,7,0,0,0,11,4,14,35,19,3,87
211011260,0,0,0,33,32,36,10,0,0,120,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,4,3,0,0,8,3,3,15,45,40,53,29,39,55,284,10,11,23,51,31,47,39,37,62,321,380,857,1236,2078,1304,1414,918,607,484,9281,0,0,0,12,0,0,5,0,0,18,709,1477,1833,1940,1130,1201,710,447,304,9739,0,0,0,4,0,6,0,0,0,14,0,0,0,5,0,0,0,0,0,11,0,0,0,28,41,28,9,3,0,115,0,0,0,9,9,4,0,0,0,22,0,0,0,0,3,0,3,0,0,11,22,92,151,653,215,145,89,38,32,1436,0,0,0,3,0,4,4,7,0,22,0,0,0,10,4,11,15,4,3,54,0,16,14,63,77,103,130,94,76,571,0,0,0,6,3,6,8,0,0,25,0,0,0,3,3,0,0,4,0,11,0,0,3,6,5,16,30,29,9,102
211011446,0,0,3,23,7,11,0,0,0,46,0,0,0,0,5,3,9,3,0,15,0,0,0,5,0,0,0,0,0,11,0,8,7,80,27,34,37,20,13,233,33,45,49,186,67,89,65,59,34,629,721,1065,1191,3331,1422,1455,1145,690,348,11375,0,0,0,3,0,0,0,0,0,3,1379,2001,1981,4438,1891,1733,1238,632,265,15546,0,0,0,13,0,0,0,0,0,18,0,0,0,7,4,6,0,0,0,19,0,0,0,12,0,3,0,0,0,24,0,0,0,12,4,3,3,0,0,28,0,0,0,10,9,0,0,3,0,19,3,15,24,270,88,56,23,14,0,493,0,0,0,3,3,3,3,3,0,22,0,0,0,5,3,4,9,3,0,30,0,14,22,123,154,215,245,174,60,1016,0,3,0,14,5,3,0,0,0,29,0,0,0,3,3,3,9,0,0,23,0,3,3,18,11,25,46,75,56,232
211011447,0,0,0,12,6,5,3,0,0,33,0,0,0,0,0,3,3,0,0,6,0,0,3,5,0,0,0,0,0,9,0,3,3,40,26,24,23,18,8,134,19,27,25,99,43,35,67,41,31,385,455,703,734,1972,962,843,760,434,242,7109,0,0,0,0,0,0,0,0,0,4,821,1339,1284,2757,1322,1078,816,398,168,9976,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,11,3,0,0,0,0,14,0,0,0,3,3,3,0,0,0,12,0,0,0,0,0,0,3,0,0,6,7,12,20,134,37,20,12,9,0,239,0,0,0,0,3,3,7,4,3,19,0,0,0,3,3,3,5,0,0,14,0,14,12,79,115,108,167,101,54,652,0,0,0,3,0,0,3,0,0,4,0,0,0,0,0,3,3,0,0,10,0,0,0,11,11,15,36,37,9,121
211011448,0,0,0,13,3,5,0,0,0,20,0,0,0,0,4,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,8,46,24,27,23,14,7,153,21,15,27,80,37,45,46,20,7,300,425,863,925,2040,1064,997,693,291,124,7420,0,0,0,0,10,3,0,0,0,11,855,1600,1641,2900,1470,1201,702,255,88,10704,0,0,0,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,3,8,7,4,0,0,0,17,0,3,3,5,0,3,3,3,0,23,0,0,0,6,6,3,12,0,0,29,4,14,11,127,39,39,14,3,5,254,0,0,0,3,3,0,3,3,0,13,0,0,7,9,3,10,8,0,0,29,0,12,18,94,120,152,169,72,31,672,0,0,0,6,0,3,0,0,0,12,0,0,0,0,3,0,4,0,0,6,3,0,3,13,4,24,27,40,9,116
211011449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,6,0,8,4,25,12,10,14,30,20,16,9,3,0,110,131,299,244,588,335,284,180,58,13,2143,0,0,0,0,0,0,0,0,0,0,277,532,440,973,486,395,234,59,18,3415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,4,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,45,55,61,48,18,3,247,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,3,0,0,0,8,5,4,11,12,0,47
211021261,0,0,0,12,12,4,0,0,3,29,0,0,0,0,0,0,0,0,0,3,0,0,0,6,5,0,0,0,0,11,0,5,8,34,26,38,30,23,10,175,24,23,25,71,49,49,34,29,22,327,364,992,1022,1709,1300,1060,859,527,319,8147,0,0,0,3,0,0,0,0,0,3,694,1819,1820,1948,1677,1215,920,523,262,10875,0,0,0,3,3,0,0,0,0,5,0,0,0,0,0,3,0,0,0,7,0,0,3,3,5,3,0,0,0,17,0,3,3,3,3,3,0,0,0,29,0,0,3,3,3,0,0,0,0,8,7,32,73,242,128,90,56,22,12,653,0,0,0,0,6,3,8,10,0,27,0,5,3,17,9,7,11,6,4,69,0,33,37,56,106,81,91,71,36,521,0,0,0,5,0,5,0,3,0,14,0,3,3,0,0,3,0,0,3,12,0,0,0,10,9,7,42,26,11,102
