SA2_MAINCODE_2016,F_Vietnam_0_4,F_Vietnam_5_14,F_Vietnam_15_24,F_Vietnam_25_44,F_Vietnam_45_54,F_Vietnam_55_64,F_Vietnam_65_74,F_Vietnam_75_84,F_Vietnam_85ov,F_Vietnam_Tot,F_Wales_0_4,F_Wales_5_14,F_Wales_15_24,F_Wales_25_44,F_Wales_45_54,F_Wales_55_64,F_Wales_65_74,F_Wales_75_84,F_Wales_85ov,F_Wales_Tot,F_Zimbabwe_0_4,F_Zimbabwe_5_14,F_Zimbabwe_15_24,F_Zimbabwe_25_44,F_Zimbabwe_45_54,F_Zimbabwe_55_64,F_Zimbabwe_65_74,F_Zimbabwe_75_84,F_Zimbabwe_85ov,F_Zimbabwe_Tot,F_Elsewhere_0_4,F_Elsewhere_5_14,F_Elsewhere_15_24,F_Elsewhere_25_44,F_Elsewhere_45_54,F_Elsewhere_55_64,F_Elsewhere_65_74,F_Elsewhere_75_84,F_Elsewhere_85ov,F_Elsewhere_Tot,F_COB_NS_0_4,F_COB_NS_5_14,F_COB_NS_15_24,F_COB_NS_25_44,F_COB_NS_45_54,F_COB_NS_55_64,F_COB_NS_65_74,F_COB_NS_75_84,F_COB_NS_85ov,F_COB_NS_Tot,F_Tot_0_4,F_Tot_5_14,F_Tot_15_24,F_Tot_25_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Afghanistan_0_4,P_Afghanistan_5_14,P_Afghanistan_15_24,P_Afghanistan_25_44,P_Afghanistan_45_54,P_Afghanistan_55_64,P_Afghanistan_65_74,P_Afghanistan_75_84,P_Afghanistan_85ov,P_Afghanistan_Tot,P_Australia_0_4,P_Australia_5_14,P_Australia_15_24,P_Australia_25_44,P_Australia_45_54,P_Australia_55_64,P_Australia_65_74,P_Australia_75_84,P_Australia_85ov,P_Australia_Tot,P_Bangladesh_0_4,P_Bangladesh_5_14,P_Bangladesh_15_24,P_Bangladesh_25_44,P_Bangladesh_45_54,P_Bangladesh_55_64,P_Bangladesh_65_74,P_Bangladesh_75_84,P_Bangladesh_85ov,P_Bangladesh_Tot,P_Bosnia_Herzegov_0_4,P_Bosnia_Herzegov_5_14,P_Bosnia_Herzegov_15_24,P_Bosnia_Herzegov_25_44,P_Bosnia_Herzegov_45_54,P_Bosnia_Herzegov_55_64,P_Bosnia_Herzegov_65_74,P_Bosnia_Herzegov_75_84,P_Bosnia_Herzegov_85ov,P_Bosnia_Herzegov_Tot,P_Cambodia_0_4,P_Cambodia_5_14,P_Cambodia_15_24,P_Cambodia_25_44,P_Cambodia_45_54,P_Cambodia_55_64,P_Cambodia_65_74,P_Cambodia_75_84,P_Cambodia_85ov,P_Cambodia_Tot,P_Canada_0_4,P_Canada_5_14,P_Canada_15_24,P_Canada_25_44,P_Canada_45_54,P_Canada_55_64,P_Canada_65_74,P_Canada_75_84,P_Canada_85ov,P_Canada_Tot,P_Chile_0_4,P_Chile_5_14,P_Chile_15_24,P_Chile_25_44,P_Chile_45_54,P_Chile_55_64,P_Chile_65_74,P_Chile_75_84,P_Chile_85ov,P_Chile_Tot,P_China_0_4,P_China_5_14,P_China_15_24,P_China_25_44,P_China_45_54,P_China_55_64,P_China_65_74,P_China_75_84,P_China_85ov,P_China_Tot,P_Croatia_0_4,P_Croatia_5_14,P_Croatia_15_24,P_Croatia_25_44,P_Croatia_45_54,P_Croatia_55_64,P_Croatia_65_74,P_Croatia_75_84,P_Croatia_85ov,P_Croatia_Tot,P_Egypt_0_4,P_Egypt_5_14,P_Egypt_15_24,P_Egypt_25_44,P_Egypt_45_54,P_Egypt_55_64,P_Egypt_65_74,P_Egypt_75_84,P_Egypt_85ov,P_Egypt_Tot,P_England_0_4,P_England_5_14,P_England_15_24,P_England_25_44,P_England_45_54,P_England_55_64,P_England_65_74,P_England_75_84,P_England_85ov,P_England_Tot,P_Fiji_0_4,P_Fiji_5_14,P_Fiji_15_24,P_Fiji_25_44,P_Fiji_45_54,P_Fiji_55_64,P_Fiji_65_74,P_Fiji_75_84,P_Fiji_85ov,P_Fiji_Tot,P_France_0_4,P_France_5_14,P_France_15_24,P_France_25_44,P_France_45_54,P_France_55_64,P_France_65_74,P_France_75_84,P_France_85ov,P_France_Tot,P_Germany_0_4,P_Germany_5_14,P_Germany_15_24,P_Germany_25_44,P_Germany_45_54,P_Germany_55_64,P_Germany_65_74,P_Germany_75_84,P_Germany_85ov,P_Germany_Tot
202011024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,7,3,0,3,0,0,13,8,19,25,51,33,33,11,15,3,203,313,714,509,1121,621,534,336,157,28,4334,0,0,0,0,0,0,0,0,0,0,607,1458,960,1829,1022,891,563,233,59,7635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,6,0,11,3,3,0,0,0,24,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,3,0,15,8,26,43,27,48,8,4,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,12
202011025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,5,0,5,3,15,5,3,0,0,0,37,30,39,53,118,77,72,39,22,11,461,522,812,761,1786,742,698,460,202,75,6067,0,0,0,3,0,0,0,0,0,3,977,1464,1361,2846,1155,1091,701,329,89,10011,0,4,0,9,3,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,17,9,3,0,0,0,30,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,11,0,7,3,15,28,32,36,12,4,139,0,0,0,7,0,0,0,0,0,8,0,0,0,0,3,0,3,0,0,10,0,0,0,3,4,3,12,0,0,22
202021026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,4,0,0,15,29,21,18,74,48,33,31,3,0,261,253,521,392,861,588,503,324,96,32,3569,0,0,0,0,0,0,0,0,0,0,423,1049,747,1387,983,840,528,169,40,6165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,18,52,59,31,13,8,193,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,18
202021027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,4,0,3,0,15,4,6,5,4,0,44,12,36,22,109,74,108,74,67,75,579,253,539,401,1045,766,838,752,454,257,5296,0,0,0,0,0,0,0,0,0,3,467,977,825,1771,1163,1190,1020,621,247,8279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,4,0,7,3,0,0,0,0,14,0,0,0,0,3,0,0,0,0,3,0,0,0,11,8,10,0,0,0,30,0,0,0,0,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,5,0,5,5,40,54,79,81,48,21,326,0,0,0,0,0,0,0,0,0,4,0,0,0,6,3,0,0,0,0,13,0,0,0,13,9,10,16,7,0,48
202021028,0,0,0,4,0,3,0,0,0,14,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,9,7,3,3,43,9,28,24,58,74,77,59,26,5,361,172,429,366,738,726,812,631,252,89,4212,0,0,0,0,0,0,0,0,0,0,323,848,676,1158,1054,1301,939,364,129,6793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,0,0,11,0,0,0,0,3,0,0,0,0,5,0,3,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,29,67,104,109,49,14,383,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,8,0,0,0,0,11,4,10,10,0,41
202021029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,15,10,30,17,41,38,54,35,34,8,265,101,233,184,396,316,414,355,196,57,2250,0,0,0,0,0,0,0,0,0,0,170,417,323,609,497,625,527,239,74,3483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,6,0,0,0,3,0,0,0,0,0,11,0,3,6,10,25,51,40,33,3,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,10,0,32
202021030,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,0,12,5,12,7,4,0,46,21,35,29,91,74,66,81,37,20,464,286,551,459,1074,749,724,623,318,175,4968,0,0,0,0,0,0,0,0,0,0,517,1009,830,1603,1084,1027,851,403,210,7534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,3,0,0,0,0,0,4,0,0,0,7,3,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,3,0,0,0,17,0,0,0,0,3,8,4,7,0,21,0,0,0,0,0,0,4,0,0,13,0,11,11,51,56,67,98,50,20,367,0,0,0,3,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,4,7,9,23,10,6,59
202021031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,4,5,5,8,8,4,0,39,15,35,20,78,48,57,57,26,44,383,193,539,340,789,579,499,407,156,86,3590,0,0,0,0,0,0,0,0,0,0,375,918,646,1131,808,704,480,166,47,5277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,11,0,0,0,0,0,3,0,0,0,3,0,0,0,3,3,0,0,0,0,10,0,0,0,0,3,7,3,3,0,13,0,0,0,0,0,0,3,0,0,6,0,21,4,56,88,71,96,30,3,373,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,0,10,0,0,0,8,12,10,18,4,8,47
202031032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0,0,14,7,20,6,32,34,31,30,13,0,171,118,285,223,438,361,353,225,103,37,2137,0,0,0,0,0,0,0,0,0,0,237,533,424,754,595,615,389,152,55,3763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,17,21,22,13,4,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,5,0,0,12
202031033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,0,0,16,19,34,37,78,70,63,54,45,17,416,168,390,313,577,512,581,477,296,138,3457,0,0,0,0,0,0,0,0,0,0,288,685,522,911,774,1012,779,445,196,5618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,22,47,45,23,4,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,8,0,27
203011034,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,6,3,4,6,4,10,28,6,28,21,52,23,39,20,7,0,192,254,542,336,905,424,335,217,103,63,3189,0,0,0,0,0,0,0,0,0,0,504,1071,686,1526,683,463,313,122,70,5444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,3,3,3,25,0,0,0,3,0,0,0,0,0,3,0,7,9,34,40,47,40,30,6,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,3,3,15,3,4,26
203011035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,8,7,3,3,0,0,32,5,19,27,44,44,47,22,7,3,223,215,528,346,831,547,467,315,99,26,3377,0,0,0,0,0,0,0,0,0,0,407,1001,650,1388,876,718,459,148,32,5675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,11,3,48,56,78,65,23,3,281,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,7,0,3,0,3,6,7,16,3,0,33
203011036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,3,3,0,20,8,22,16,49,41,36,28,12,15,219,150,387,273,625,452,444,306,137,67,2839,0,0,0,0,0,0,0,0,0,0,289,723,587,1008,720,712,466,199,78,4777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,24,31,50,43,28,4,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,6,7,5,0,30
203021037,0,0,0,7,3,0,0,0,0,10,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,5,0,0,9,23,12,11,13,10,12,102,16,33,48,104,59,45,47,51,37,442,407,741,847,1986,854,782,744,532,408,7310,0,0,0,0,0,0,0,0,0,0,807,1287,1496,2996,1296,1197,929,612,437,11049,0,0,0,18,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,7,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,3,0,7,19,70,15,5,3,0,3,121,0,0,0,0,6,7,6,3,4,25,0,3,0,9,0,3,0,0,0,17,0,6,15,57,47,64,88,67,40,385,0,0,3,4,3,0,0,0,0,6,0,0,0,5,0,0,0,0,3,10,0,0,0,6,3,9,17,7,12,56
203021038,0,5,4,45,19,9,6,0,0,84,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,3,11,22,43,96,49,62,59,62,26,434,47,110,177,274,209,194,156,88,28,1288,799,1664,2098,3305,1781,1639,1219,718,258,13484,5,55,123,141,46,11,6,0,0,395,1446,2718,3175,4502,2245,1901,1152,555,176,17879,0,0,0,0,0,0,0,0,0,0,0,0,15,37,39,49,16,10,0,167,0,0,3,3,4,10,4,0,0,23,0,0,0,5,0,3,0,0,0,9,0,0,0,0,0,3,0,0,0,8,0,24,27,19,11,13,5,0,3,113,0,5,12,36,61,65,78,61,10,329,0,3,3,0,0,0,0,0,0,8,0,20,27,40,103,182,167,99,39,678,0,0,3,8,3,0,0,0,0,7,0,0,0,0,4,3,0,0,0,10,0,0,3,7,6,25,63,31,23,163
203021039,0,0,0,5,0,3,0,0,0,10,0,0,0,0,0,3,3,0,0,6,0,0,0,0,0,0,0,0,0,5,6,7,11,48,15,7,10,4,3,108,22,39,67,127,72,67,57,37,17,502,336,512,871,1827,917,944,606,386,202,6598,0,3,5,7,0,0,0,0,0,15,619,939,1382,2515,1341,1349,768,398,196,9505,0,0,0,3,0,0,0,0,0,9,0,0,0,3,3,3,3,3,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,16,5,0,3,0,0,30,0,0,0,0,0,0,0,0,0,3,5,3,30,62,10,12,0,0,0,116,0,0,3,0,5,8,7,10,4,33,0,0,0,6,0,0,3,0,0,14,0,10,7,64,77,87,77,39,13,383,0,0,0,16,0,0,0,0,0,17,0,0,3,7,0,3,0,0,0,10,0,0,0,6,4,6,7,4,4,43
203021040,0,0,0,3,4,0,0,0,0,18,0,0,0,5,0,4,3,0,0,14,0,0,0,3,0,0,0,0,0,4,0,12,16,47,22,22,19,28,16,173,23,36,61,185,88,104,59,55,33,643,649,1052,1271,3000,1329,1182,790,608,337,10226,0,0,10,19,3,0,0,0,0,26,1198,1911,2110,4510,2061,1680,956,603,312,15339,0,4,0,3,0,0,0,0,0,4,0,0,0,4,9,7,0,0,0,21,0,0,0,0,3,0,0,0,0,4,0,0,7,9,7,3,0,0,0,24,0,0,0,0,0,3,0,0,0,3,0,5,42,85,11,10,6,0,3,165,0,0,0,4,9,23,20,19,3,78,0,0,0,3,0,0,0,3,0,6,4,19,18,91,102,81,82,45,20,464,0,0,0,3,0,0,0,0,0,10,0,0,0,9,4,3,3,0,0,19,0,3,3,12,0,9,56,19,12,107
203021041,0,0,4,6,0,3,0,0,0,21,0,0,0,3,3,3,3,0,0,18,0,0,3,4,3,0,0,0,0,10,0,8,16,41,20,17,27,15,12,148,38,56,63,151,84,68,79,69,55,664,733,1343,1588,3236,1394,1319,1162,724,627,12122,0,0,4,6,0,0,0,0,0,13,1447,2484,2785,4979,2046,1815,1501,885,679,18625,0,6,3,9,4,0,0,0,0,17,0,0,0,0,4,4,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,4,0,11,3,3,3,0,0,22,0,0,0,0,0,4,0,0,0,7,7,13,46,115,16,17,4,3,0,218,0,0,0,3,6,6,10,3,0,29,0,0,8,3,4,0,0,0,0,14,3,24,44,129,126,144,160,117,64,811,0,0,4,5,6,0,0,0,0,18,0,0,3,3,0,0,3,0,0,15,0,0,0,12,4,13,48,20,9,111
203021042,0,0,5,6,0,3,0,0,0,20,0,0,0,0,3,0,0,3,0,10,0,0,0,3,3,0,0,0,0,8,0,10,12,51,31,23,14,11,3,165,18,41,77,100,78,64,51,52,12,486,616,1396,1813,2594,1524,1369,1047,632,277,11268,0,3,0,4,0,3,0,0,0,9,1233,2527,2977,3751,2147,2004,1410,786,334,17157,0,3,3,16,4,0,0,0,0,29,0,0,0,0,4,3,0,0,0,8,0,0,4,3,0,0,0,0,0,4,0,6,4,13,4,4,3,0,0,36,0,0,0,3,3,0,0,0,0,7,5,18,50,165,43,32,9,5,0,324,0,0,0,4,21,13,3,8,3,49,0,0,5,9,3,5,3,0,0,22,7,59,45,130,128,148,155,85,38,792,0,0,0,0,0,0,0,0,0,3,0,0,3,7,3,0,0,0,0,22,0,0,3,13,12,15,41,14,5,107
203021043,0,0,3,17,8,6,0,0,0,34,0,0,0,0,0,0,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3,8,33,10,22,10,9,6,96,23,71,54,128,81,65,36,35,17,512,579,1194,1060,2408,1232,1001,713,359,176,8718,0,0,0,3,0,0,0,0,0,3,1144,2137,1956,4291,1963,1412,891,386,154,14341,0,0,0,0,3,0,0,0,0,6,0,0,0,13,4,0,0,0,0,15,0,0,0,3,0,0,0,0,0,5,0,0,0,9,3,3,0,0,0,20,0,0,0,0,0,0,0,0,0,9,0,20,29,19,3,6,0,0,0,72,0,0,0,6,5,23,18,9,0,68,0,0,0,0,0,0,3,0,0,10,0,20,23,87,135,149,150,96,40,690,0,0,0,6,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,25,45,12,8,102
203021044,0,0,0,4,0,0,0,0,0,6,0,0,0,3,3,0,3,3,0,13,0,0,0,9,0,0,0,0,0,12,0,3,0,17,3,12,9,11,0,55,10,22,31,72,37,66,72,37,21,364,455,776,753,1764,824,788,722,378,160,6623,0,0,0,0,0,0,0,0,0,0,906,1481,1380,2855,1272,1071,893,444,188,10477,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,3,7,17,3,6,0,0,0,43,0,0,0,0,7,3,8,4,0,19,0,0,0,0,0,0,5,0,0,6,0,7,10,45,86,89,113,85,26,465,0,0,0,3,3,0,0,0,0,11,0,0,0,0,3,0,3,3,0,7,0,3,0,3,3,12,27,10,5,69
203021045,0,0,4,8,9,0,0,0,0,20,0,0,0,0,4,5,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,3,4,19,5,17,18,16,13,95,21,41,58,126,91,87,74,66,22,579,346,722,914,1684,1066,1045,918,626,325,7651,0,0,0,0,0,0,0,0,0,0,681,1382,1658,2628,1625,1423,1125,654,350,11535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5,0,0,0,3,0,0,4,0,0,9,0,0,0,18,6,4,0,0,0,36,0,0,0,3,4,3,3,8,0,23,0,0,0,0,0,0,0,3,0,8,0,4,15,57,65,123,108,104,44,529,0,0,0,9,4,3,0,0,0,21,0,0,0,3,0,0,3,0,0,4,0,0,0,0,3,9,40,22,11,87
203021046,0,0,0,6,0,0,0,0,0,9,0,3,0,0,0,3,0,0,0,5,0,0,0,3,0,0,0,0,0,5,0,3,9,15,9,9,9,6,0,68,17,32,35,80,52,32,30,29,14,306,297,646,666,1274,775,690,487,280,156,5275,0,0,0,3,0,0,0,0,0,3,537,1202,1137,1912,1150,1060,674,337,181,8200,0,0,0,5,0,0,0,0,0,4,0,0,0,3,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,9,4,4,3,3,0,0,21,0,0,0,0,3,0,0,0,0,3,0,9,26,38,9,8,3,0,0,100,0,0,0,3,12,8,3,0,3,22,0,0,0,0,0,0,0,0,0,3,7,18,9,43,54,65,45,22,7,274,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,0,0,0,13,0,0,3,0,3,11,19,3,6,49
203021047,0,0,3,7,0,3,0,0,0,17,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,11,16,41,17,37,60,55,35,271,27,32,51,142,72,87,71,100,151,727,436,726,832,1854,902,919,911,598,418,7587,3,0,12,15,9,0,0,0,0,46,770,1314,1350,2704,1157,986,729,251,119,9375,0,0,0,0,0,0,0,0,0,0,0,0,4,37,29,30,26,35,5,158,0,0,0,3,0,0,0,0,0,4,0,0,6,5,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,3,3,4,11,37,22,18,23,13,6,131,0,0,5,57,59,86,178,166,37,590,0,0,0,0,0,3,0,0,0,4,0,18,11,46,52,53,62,34,22,297,0,0,0,4,0,0,0,0,0,5,0,0,0,4,3,0,0,3,0,10,0,0,0,12,3,8,66,36,28,153
203031048,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,0,0,14,0,3,0,4,0,0,0,0,0,6,3,3,0,16,9,14,14,10,3,60,17,36,45,84,71,60,69,58,12,459,318,836,694,1455,954,1030,915,547,218,6961,0,0,0,0,0,0,0,0,0,0,667,1542,1307,2334,1342,1433,1116,667,235,10629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,3,0,0,21,0,0,0,0,0,0,3,0,0,3,0,0,0,8,3,5,0,0,0,16,0,0,0,0,4,3,7,11,0,26,0,0,0,0,0,4,4,3,0,12,3,29,13,85,104,157,206,119,41,750,0,0,0,0,0,0,0,3,0,8,0,0,0,3,0,0,0,0,0,7,0,0,0,0,9,22,40,15,20,109
203031049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,3,8,3,0,29,3,20,9,43,35,39,40,25,13,222,81,243,191,472,360,463,401,206,128,2538,0,0,0,0,0,0,0,0,0,0,185,480,361,688,560,744,617,275,129,4043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,4,0,3,7,22,27,36,32,23,14,152,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,0,0,0,4,3,3,9,5,9,30
203031050,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,10,0,5,3,34,21,10,12,6,6,100,43,74,37,162,76,114,100,40,21,668,787,1672,1064,3068,1599,1646,1300,573,313,12015,0,3,0,0,0,0,0,0,0,5,1568,3127,2043,4851,2351,2530,1840,733,357,19400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,22,7,8,0,0,0,42,0,0,0,3,0,0,3,0,0,5,0,3,3,30,13,5,0,3,0,59,0,0,0,3,8,4,3,0,0,16,0,0,0,0,0,3,0,0,0,9,3,62,45,157,192,176,199,119,53,1012,0,0,0,5,3,3,0,0,0,12,0,0,0,4,3,0,3,0,0,9,0,0,8,9,3,11,43,22,9,115
203031051,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,15,3,0,38,6,16,16,57,38,84,79,43,22,355,136,295,236,549,453,753,846,356,166,3794,0,0,0,0,0,0,0,0,0,0,250,554,488,824,696,1009,1050,445,211,5531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,3,0,0,0,0,3,4,10,15,0,35,0,0,0,0,0,5,6,3,0,20,0,12,3,23,44,77,116,52,29,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10,0,0,0,0,5,7,22,10,3,53
