SA2_MAINCODE_2016,P_PNG_0_4,P_PNG_5_14,P_PNG_15_24,P_PNG_25_44,P_PNG_45_54,P_PNG_55_64,P_PNG_65_74,P_PNG_75_84,P_PNG_85ov,P_PNG_Tot,P_Philippines_0_4,P_Philippines_5_14,P_Philippines_15_24,P_Philippines_25_44,P_Philippines_45_54,P_Philippines_55_64,P_Philippines_65_74,P_Philippines_75_84,P_Philippines_85ov,P_Philippines_Tot,P_Poland_0_4,P_Poland_5_14,P_Poland_15_24,P_Poland_25_44,P_Poland_45_54,P_Poland_55_64,P_Poland_65_74,P_Poland_75_84,P_Poland_85ov,P_Poland_Tot,P_Scotland_0_4,P_Scotland_5_14,P_Scotland_15_24,P_Scotland_25_44,P_Scotland_45_54,P_Scotland_55_64,P_Scotland_65_74,P_Scotland_75_84,P_Scotland_85ov,P_Scotland_Tot,P_Singapore_0_4,P_Singapore_5_14,P_Singapore_15_24,P_Singapore_25_44,P_Singapore_45_54,P_Singapore_55_64,P_Singapore_65_74,P_Singapore_75_84,P_Singapore_85ov,P_Singapore_Tot,P_South_Africa_0_4,P_South_Africa_5_14,P_South_Africa_15_24,P_South_Africa_25_44,P_South_Africa_45_54,P_South_Africa_55_64,P_South_Africa_65_74,P_South_Africa_75_84,P_South_Africa_85ov,P_South_Africa_Tot,P_SE_Europe_nfd_0_4,P_SE_Europe_nfd_5_14,P_SE_Europe_nfd_15_24,P_SE_Europe_nfd_25_44,P_SE_Europe_nfd_45_54,P_SE_Europe_nfd_55_64,P_SE_Europe_nfd_65_74,P_SE_Europe_nfd_75_84,P_SE_Europe_nfd_85ov,P_SE_Europe_nfd_Tot,P_Sri_Lanka_0_4,P_Sri_Lanka_5_14,P_Sri_Lanka_15_24,P_Sri_Lanka_25_44,P_Sri_Lanka_45_54,P_Sri_Lanka_55_64,P_Sri_Lanka_65_74,P_Sri_Lanka_75_84,P_Sri_Lanka_85ov,P_Sri_Lanka_Tot,P_Taiwan_0_4,P_Taiwan_5_14,P_Taiwan_15_24,P_Taiwan_25_44,P_Taiwan_45_54,P_Taiwan_55_64,P_Taiwan_65_74,P_Taiwan_75_84,P_Taiwan_85ov,P_Taiwan_Tot,P_Thailand_0_4,P_Thailand_5_14,P_Thailand_15_24,P_Thailand_25_44,P_Thailand_45_54,P_Thailand_55_64,P_Thailand_65_74,P_Thailand_75_84,P_Thailand_85ov,P_Thailand_Tot,P_FYROM_0_4,P_FYROM_5_14,P_FYROM_15_24,P_FYROM_25_44,P_FYROM_45_54,P_FYROM_55_64,P_FYROM_65_74,P_FYROM_75_84,P_FYROM_85ov,P_FYROM_Tot,P_Turkey_0_4,P_Turkey_5_14,P_Turkey_15_24,P_Turkey_25_44,P_Turkey_45_54,P_Turkey_55_64,P_Turkey_65_74,P_Turkey_75_84,P_Turkey_85ov,P_Turkey_Tot,P_USA_0_4,P_USA_5_14,P_USA_15_24,P_USA_25_44,P_USA_45_54,P_USA_55_64,P_USA_65_74,P_USA_75_84,P_USA_85ov,P_USA_Tot,P_Vietnam_0_4,P_Vietnam_5_14,P_Vietnam_15_24,P_Vietnam_25_44,P_Vietnam_45_54,P_Vietnam_55_64,P_Vietnam_65_74,P_Vietnam_75_84,P_Vietnam_85ov,P_Vietnam_Tot,P_Wales_0_4,P_Wales_5_14,P_Wales_15_24,P_Wales_25_44,P_Wales_45_54,P_Wales_55_64,P_Wales_65_74,P_Wales_75_84,P_Wales_85ov,P_Wales_Tot,P_Zimbabwe_0_4,P_Zimbabwe_5_14,P_Zimbabwe_15_24,P_Zimbabwe_25_44,P_Zimbabwe_45_54,P_Zimbabwe_55_64,P_Zimbabwe_65_74,P_Zimbabwe_75_84,P_Zimbabwe_85ov,P_Zimbabwe_Tot,P_Elsewhere_0_4,P_Elsewhere_5_14,P_Elsewhere_15_24,P_Elsewhere_25_44,P_Elsewhere_45_54,P_Elsewhere_55_64,P_Elsewhere_65_74,P_Elsewhere_75_84,P_Elsewhere_85ov,P_Elsewhere_Tot,P_COB_NS_0_4,P_COB_NS_5_14,P_COB_NS_15_24,P_COB_NS_25_44,P_COB_NS_45_54,P_COB_NS_55_64,P_COB_NS_65_74,P_COB_NS_75_84,P_COB_NS_85ov,P_COB_NS_Tot,P_Tot_0_4,P_Tot_5_14,P_Tot_15_24,P_Tot_25_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
213021341,0,0,0,4,0,3,0,0,0,8,0,11,12,41,23,14,8,0,0,113,0,0,0,16,0,11,0,5,3,40,0,0,0,15,22,19,24,23,11,112,0,3,4,5,3,0,0,0,0,22,3,3,3,27,12,9,9,0,4,68,0,0,0,3,5,7,4,8,0,27,0,0,0,6,4,0,0,0,0,10,0,0,0,3,0,0,0,0,0,7,0,5,0,17,10,0,0,0,0,40,0,0,0,0,8,9,11,7,0,33,0,0,0,4,0,0,0,0,0,9,3,6,3,28,9,6,4,0,0,58,3,0,10,47,33,23,6,4,0,137,0,0,0,3,4,4,0,0,3,15,0,0,0,0,0,0,0,0,0,3,3,19,21,152,55,48,50,28,12,396,38,67,60,207,119,109,83,72,44,795,779,1316,1132,3635,1800,1547,1272,831,373,12689
213021342,0,0,0,3,0,0,0,0,0,6,6,11,38,143,73,75,48,4,5,411,0,0,0,13,10,24,25,12,6,92,0,0,0,12,12,35,23,18,3,108,0,3,3,12,6,8,3,0,0,31,3,0,3,27,3,4,5,0,6,54,0,0,0,6,26,34,22,14,7,109,0,3,10,35,4,13,9,6,3,72,0,3,0,6,3,0,0,0,0,14,0,0,8,28,9,5,0,0,0,44,0,0,3,30,54,86,75,18,5,267,0,0,0,3,3,0,0,0,0,14,0,3,6,14,6,10,0,3,0,33,0,6,18,159,111,109,26,8,0,449,0,0,0,0,3,7,5,0,4,16,0,0,0,7,0,0,0,0,0,14,9,26,41,259,136,111,77,62,23,734,45,104,115,273,174,182,120,71,23,1111,1180,2024,2294,5671,2757,2485,1619,799,322,19160
213021343,0,0,0,0,0,0,0,0,0,3,4,3,14,55,19,11,3,0,0,109,0,0,0,14,0,10,15,21,20,77,0,0,0,3,5,7,8,14,8,45,0,3,4,10,0,0,0,0,0,21,0,0,4,21,3,0,0,0,3,30,0,0,0,3,6,12,13,34,3,78,0,0,7,23,5,3,4,5,0,54,0,0,0,3,3,0,0,0,0,6,0,10,3,29,4,3,0,0,0,57,0,0,0,11,19,20,54,33,6,141,0,0,0,9,4,3,0,0,0,17,0,3,0,22,3,0,0,0,0,31,0,9,17,136,130,143,42,12,0,492,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,6,4,18,37,191,72,86,54,75,42,577,76,88,82,349,129,106,110,138,80,1163,1063,1455,1500,4375,1510,1221,1122,1227,532,14002
213021344,0,0,0,3,3,0,0,0,0,4,0,5,5,46,6,16,5,0,0,86,0,0,0,14,4,20,3,3,13,59,0,0,0,26,24,27,14,7,3,99,0,0,0,20,9,3,0,0,0,36,0,0,3,58,14,6,0,0,0,86,0,0,0,0,3,15,9,9,3,41,0,0,0,15,6,3,3,0,0,34,0,0,0,3,0,0,0,0,0,5,0,3,0,16,3,0,4,0,0,27,0,0,0,14,21,27,36,24,6,125,0,0,0,0,0,0,0,0,0,3,0,11,6,40,18,15,0,0,0,84,0,0,3,63,14,16,15,3,0,107,0,0,0,12,6,3,0,0,0,25,0,0,0,7,3,0,0,0,0,5,8,10,34,168,73,46,39,34,28,450,68,81,67,316,114,94,70,39,24,887,1456,2203,1669,6062,2543,1815,949,562,321,17578
213021345,0,0,0,0,0,0,0,0,0,0,0,0,8,27,18,22,11,3,3,86,0,0,0,5,3,3,4,0,0,12,0,0,0,4,11,7,5,0,0,23,0,0,0,3,0,8,0,0,0,15,0,0,3,3,3,0,3,0,0,14,0,0,0,0,8,14,3,4,0,26,0,0,0,10,3,7,3,0,0,23,0,0,0,0,0,0,0,0,0,0,0,3,4,6,0,3,0,0,0,15,0,0,0,5,18,7,3,0,0,35,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,9,0,5,4,31,17,17,8,3,0,81,0,0,0,3,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,5,4,16,3,60,43,43,23,6,3,194,20,36,37,94,56,46,25,15,3,324,380,764,630,1538,797,586,283,123,32,5124
213021346,0,0,0,3,5,3,0,0,0,6,0,0,3,31,3,8,6,0,0,52,0,0,3,11,0,9,4,3,3,25,0,9,10,18,21,30,33,4,7,130,3,7,3,4,5,3,0,0,0,26,0,0,4,33,16,12,3,3,0,78,0,0,0,0,10,9,0,0,0,19,0,0,0,0,3,5,0,0,0,17,0,0,0,0,0,0,0,0,0,0,4,3,3,11,6,0,0,0,0,28,0,0,0,12,19,19,5,9,0,66,0,0,0,3,8,3,0,0,0,11,4,18,10,25,20,19,12,0,0,102,0,6,3,36,13,20,13,0,0,84,0,0,0,5,3,6,3,0,0,17,0,0,0,4,4,0,0,0,0,9,3,24,15,135,80,60,52,36,19,418,38,76,91,215,153,140,101,61,24,901,849,2079,1895,3417,2725,2183,1343,630,330,15453
213031347,0,0,0,0,0,0,0,0,0,3,6,12,38,146,54,45,27,3,4,337,0,0,0,13,3,4,8,15,6,53,0,3,0,10,5,11,3,13,0,43,0,3,5,36,7,3,0,0,0,55,0,3,0,14,0,3,3,0,0,25,0,0,0,5,4,8,6,5,3,30,3,7,34,100,12,7,0,0,3,174,0,0,0,34,3,4,0,0,0,40,0,3,7,31,6,0,0,0,0,48,0,0,0,9,18,16,12,4,0,55,0,0,0,14,17,8,6,3,0,49,0,4,5,16,0,3,0,0,0,29,13,60,313,1248,727,634,262,109,30,3393,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,10,19,49,189,477,151,96,89,34,13,1118,88,113,176,490,162,133,99,56,19,1332,1222,1908,2812,6706,2031,1721,985,581,268,18230
213031348,3,0,3,8,3,4,0,0,0,21,4,5,24,140,22,23,18,5,3,232,0,0,0,13,3,4,3,3,3,35,0,0,0,21,3,6,6,0,0,41,0,0,13,36,0,3,0,0,0,58,0,0,0,19,3,0,0,0,0,28,0,0,0,3,3,5,3,12,0,27,3,0,11,54,4,0,0,0,3,80,0,0,7,33,0,0,0,0,0,41,3,0,5,57,7,6,3,0,0,78,0,3,0,4,10,12,21,13,3,65,0,0,0,17,8,5,0,3,0,27,3,0,14,45,3,4,0,0,0,63,6,19,243,549,238,303,121,56,34,1568,0,3,0,4,0,4,0,0,0,7,0,0,0,12,3,0,0,0,0,14,8,22,122,425,110,72,40,31,15,838,104,73,243,649,170,150,100,96,71,1662,925,900,2600,7449,1552,1294,751,524,341,16345
213031349,0,0,0,0,0,0,0,0,0,3,0,7,9,91,23,22,17,0,3,166,0,0,0,11,5,3,3,3,9,47,0,0,0,5,6,3,0,0,0,16,0,0,0,28,7,4,4,0,0,45,0,0,3,17,3,3,0,0,0,37,0,0,0,4,11,9,5,0,0,24,0,0,7,39,4,3,3,0,0,60,3,0,0,26,0,0,0,0,0,29,0,0,7,25,0,0,0,0,0,41,0,0,0,21,9,14,3,6,0,46,0,0,0,20,10,3,0,0,0,40,0,3,6,12,8,4,3,0,0,37,3,9,68,440,295,276,91,38,10,1238,0,0,0,6,0,0,0,0,0,5,0,0,0,11,0,0,0,0,0,11,8,8,83,305,91,59,33,23,6,624,44,72,139,341,99,89,48,12,13,860,691,1112,1918,4691,1565,1232,629,260,130,12216
213031350,0,0,0,0,0,0,0,0,0,3,0,7,12,34,12,4,3,0,0,83,0,0,0,5,0,3,3,0,3,24,0,0,4,15,12,3,0,3,0,35,0,0,0,12,7,0,0,0,0,23,0,0,0,23,4,0,0,0,0,23,0,0,0,0,9,4,3,5,0,24,0,0,14,16,0,0,0,0,0,30,0,0,0,3,0,0,0,0,0,5,0,5,6,20,7,0,0,0,0,38,0,0,0,8,20,16,30,19,3,99,0,0,0,0,0,0,0,3,0,9,4,0,0,30,11,3,4,0,0,56,0,10,25,112,67,76,33,20,7,342,0,0,0,5,3,0,0,0,0,12,0,0,0,10,0,0,0,0,0,13,3,3,35,134,51,27,25,22,9,313,39,54,60,221,91,57,33,33,34,610,798,916,839,3838,1261,718,397,301,163,9235
213031351,0,0,0,10,3,0,0,0,0,13,0,3,8,63,22,24,14,10,4,159,0,0,0,11,3,3,5,0,0,26,0,3,0,10,6,7,3,3,0,32,0,0,0,14,0,0,0,0,0,15,0,0,0,16,3,0,0,0,0,20,0,0,0,8,3,5,6,3,3,28,0,0,9,10,11,0,4,3,0,26,0,0,0,13,0,0,0,0,0,13,0,3,3,21,7,0,0,0,0,37,0,0,0,5,12,13,13,9,3,57,0,0,0,10,6,11,0,0,0,30,3,0,3,26,6,0,3,0,0,45,3,12,82,274,167,171,57,45,16,815,0,0,0,0,3,0,0,0,0,3,0,0,0,7,0,3,0,0,0,10,10,16,51,271,88,46,35,22,7,539,55,58,77,324,93,76,45,28,21,776,889,1044,1337,4733,1375,999,560,354,165,11457
213031352,0,0,0,9,3,3,0,0,0,10,0,3,3,37,16,11,10,0,0,79,0,0,0,12,3,3,9,10,5,36,0,0,0,35,23,15,8,0,0,80,0,0,0,21,8,0,0,0,0,28,0,0,0,44,4,0,0,0,0,55,0,0,0,4,7,8,0,3,7,28,0,0,8,15,5,0,3,3,0,38,0,0,3,17,3,0,0,0,0,25,6,3,5,23,0,0,0,0,0,39,0,0,0,15,23,37,33,35,3,155,0,0,0,3,3,0,0,0,0,5,0,12,5,41,18,8,0,0,0,78,0,3,17,89,58,73,52,14,8,312,0,0,0,5,4,3,0,0,0,12,0,0,0,4,0,0,0,0,0,4,5,13,30,182,65,37,37,30,5,400,47,61,63,345,145,83,64,73,49,935,1149,1637,1381,5644,2115,1278,706,567,315,14798
213041353,0,0,0,0,3,0,0,0,0,5,0,3,4,25,10,5,3,0,0,48,0,0,0,8,0,4,3,0,0,21,0,0,7,19,15,29,39,13,4,132,0,3,3,8,3,0,0,0,0,15,0,11,8,25,8,10,11,0,0,72,0,0,0,0,5,16,3,3,3,27,3,3,0,7,0,3,7,0,0,25,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,3,0,0,0,16,0,0,0,0,7,3,3,6,0,12,0,0,0,0,3,0,0,0,0,0,0,4,4,6,7,10,3,0,0,43,0,0,3,18,6,4,3,0,0,36,0,0,0,7,9,0,9,4,3,29,0,0,9,11,3,0,0,0,0,21,3,7,9,63,51,47,30,22,8,240,50,117,112,320,179,173,174,98,40,1265,1407,2857,2551,5316,2802,2377,1903,795,333,20345
213041355,0,0,0,3,0,0,0,0,0,4,0,52,58,285,100,60,23,6,0,587,0,0,0,20,7,20,3,0,0,46,0,0,0,3,7,13,0,0,0,31,0,5,7,13,6,4,0,0,0,39,0,8,20,33,31,11,10,0,0,115,0,0,0,8,12,9,0,3,0,35,0,23,19,122,51,34,16,3,3,274,0,0,0,7,0,3,0,0,0,11,0,0,0,10,6,0,0,0,0,21,0,0,3,57,74,81,61,6,0,300,0,0,0,17,13,4,3,0,0,42,0,6,5,11,3,0,0,0,0,29,0,3,8,91,40,24,3,0,3,183,0,0,0,0,0,4,3,3,0,15,0,0,3,13,3,0,0,0,0,13,8,38,67,311,201,158,81,19,10,897,62,168,139,378,156,94,66,21,4,1084,1513,3346,2801,6803,2819,1735,883,265,50,20216
213041356,0,3,0,0,3,4,0,0,0,10,4,9,24,83,36,24,9,0,0,196,0,0,3,11,9,16,12,4,0,56,0,0,3,9,15,31,43,15,0,108,0,0,0,3,0,0,3,0,0,16,0,0,5,12,10,3,8,0,0,36,0,0,0,0,5,17,11,13,3,55,0,0,0,18,9,7,9,0,0,40,0,0,0,6,0,0,3,0,0,12,0,3,7,18,7,0,0,0,0,36,0,0,0,19,10,16,8,4,0,50,0,0,0,5,16,5,3,3,0,32,0,7,0,7,0,8,0,0,0,27,0,3,6,50,21,14,8,0,0,98,0,0,0,0,0,3,6,3,3,19,0,0,3,4,0,0,0,0,0,12,3,51,103,273,132,111,93,37,10,820,108,178,171,391,198,177,167,74,13,1482,1414,2583,2470,5210,2416,2287,1714,605,196,18906
213041357,0,0,0,0,0,0,0,0,0,3,4,48,76,211,103,28,16,3,0,492,0,0,0,11,8,15,8,6,4,56,0,0,5,8,21,42,37,16,9,134,0,0,0,8,3,8,3,0,0,28,0,3,3,28,13,4,3,4,0,59,0,0,0,6,9,15,13,10,3,53,0,27,15,91,14,12,8,0,3,161,0,0,4,3,3,0,0,0,0,11,0,12,11,26,13,3,0,0,0,64,0,0,3,17,16,7,5,0,0,57,0,0,0,6,7,4,0,3,0,23,0,8,0,24,4,4,3,0,0,52,3,4,3,59,12,13,3,0,0,96,0,0,0,3,8,10,0,0,0,20,0,0,12,18,6,3,0,0,0,43,7,108,163,427,153,98,70,29,9,1057,151,223,172,576,211,201,151,58,31,1780,2232,3414,2813,7436,2601,2398,1660,616,268,23437
213041358,0,0,0,0,0,3,0,0,0,3,3,22,35,111,39,32,4,0,0,253,0,0,0,8,0,10,6,0,0,27,3,3,0,13,11,27,20,7,0,93,0,0,4,4,0,4,0,0,0,21,0,3,8,22,9,10,3,0,0,57,0,0,0,0,4,3,4,6,0,22,0,9,5,45,18,7,3,0,0,84,0,0,0,4,3,0,0,0,0,8,3,3,4,16,3,3,0,0,0,30,0,0,0,14,4,10,12,0,0,46,0,0,0,9,3,3,3,0,0,18,0,9,0,7,3,0,0,0,0,17,0,3,3,33,10,8,0,0,0,59,0,3,3,3,3,0,0,0,0,14,0,0,0,17,3,0,0,0,0,18,10,95,142,298,124,82,56,17,0,827,128,199,165,434,177,171,79,28,9,1392,1645,2806,2384,5477,2000,1794,1051,316,72,17551
213041359,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,3,0,0,0,20,0,0,0,4,0,0,0,0,0,4,0,0,0,0,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,6,0,0,0,11,0,0,0,0,0,15,0,0,0,0,0,3,0,0,0,6,0,0,0,6,0,0,0,0,0,4,0,0,0,5,3,0,3,0,0,12,0,0,0,0,6,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,15,49,25,8,0,0,0,102,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,9,37,9,11,11,7,0,75,9,43,43,98,67,60,41,11,5,380,94,218,430,1266,442,307,213,61,10,3040
213041360,0,0,0,5,0,0,0,0,0,5,6,35,88,248,151,60,28,9,3,611,0,0,3,16,17,20,4,0,0,69,0,0,3,6,3,9,10,6,3,42,0,6,7,17,12,3,3,0,0,51,0,8,3,25,6,8,0,0,0,54,0,0,0,9,10,6,13,3,0,43,0,12,12,119,58,20,12,0,0,237,0,0,0,3,0,0,0,0,0,9,0,6,0,41,3,0,7,0,0,59,0,0,16,86,90,65,39,5,3,308,0,0,0,13,15,5,5,0,0,44,3,6,3,14,3,0,0,0,0,32,0,8,29,210,110,57,22,5,0,446,0,0,0,0,3,0,0,0,0,5,0,0,0,12,5,0,0,0,0,12,9,68,112,423,253,135,73,22,6,1104,67,143,86,287,95,57,50,35,7,828,1790,3847,2342,6738,2229,1178,696,328,74,19224
213041461,0,0,0,0,0,0,0,0,0,0,0,14,36,122,81,71,15,0,0,342,0,0,0,5,10,9,7,6,3,41,0,3,3,3,7,3,0,3,0,26,0,0,3,4,3,3,0,0,0,9,0,0,0,0,0,0,0,3,0,8,0,0,0,9,5,8,3,3,0,35,0,0,16,15,28,12,3,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,0,3,16,11,7,6,0,0,47,0,0,0,3,3,3,3,0,0,7,0,0,0,0,0,0,0,0,0,3,0,4,5,63,45,34,8,4,3,171,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,10,0,9,51,148,113,71,38,16,4,458,18,21,23,54,31,28,20,10,9,216,306,707,621,1258,663,500,313,225,152,4751
213041462,0,0,0,0,0,0,0,0,0,0,0,20,55,133,62,41,12,3,0,330,0,0,3,5,3,0,0,0,0,20,0,0,0,3,0,0,0,0,0,11,0,5,4,3,7,0,0,0,0,20,0,3,4,3,3,0,0,0,0,14,0,0,0,7,0,6,0,0,0,13,0,12,3,48,16,4,0,0,0,82,0,3,0,0,0,0,0,0,0,4,0,0,0,15,3,0,0,0,0,17,0,0,6,32,22,24,7,0,0,93,0,0,0,10,4,4,0,0,0,21,0,0,0,0,0,0,0,0,0,7,3,10,15,156,50,40,6,3,0,290,0,0,0,0,0,0,0,0,0,3,0,0,9,14,6,0,0,0,0,20,6,30,56,192,83,43,23,4,0,443,22,55,29,103,34,21,13,3,0,285,726,1088,749,2277,650,359,161,45,12,6072
213041463,0,0,0,3,0,0,0,0,0,3,3,56,159,409,250,138,47,9,0,1081,0,0,0,49,27,16,10,0,0,102,0,3,8,3,12,11,6,0,0,40,3,11,14,11,12,7,0,3,0,64,0,3,16,25,19,5,3,0,0,70,0,0,0,9,21,11,5,3,0,56,3,12,9,102,56,18,18,3,0,232,0,0,4,13,4,0,0,0,0,23,3,0,4,33,6,5,0,0,0,53,0,5,4,69,54,49,25,13,0,218,0,0,3,15,21,6,3,0,0,48,4,13,13,18,6,3,0,0,0,59,3,9,19,216,88,49,24,12,0,413,0,0,0,4,0,0,0,0,0,3,0,0,3,15,3,0,0,0,0,17,9,59,116,503,249,172,79,21,3,1211,80,195,151,375,179,102,64,33,0,1176,1585,3605,2593,6624,2734,1579,818,320,42,19900
213051361,0,0,6,7,6,0,0,0,0,15,0,30,64,163,86,75,41,4,4,470,0,0,3,14,7,22,11,3,7,61,0,0,0,4,20,28,13,3,0,76,0,7,5,8,10,5,3,0,0,36,0,3,5,10,8,6,0,0,0,40,0,0,0,7,11,23,16,7,0,63,3,19,13,93,46,14,6,3,0,196,0,0,0,4,0,3,0,0,0,11,0,37,50,28,10,3,0,0,0,136,0,0,3,11,27,48,15,11,4,109,0,0,0,3,3,0,0,3,0,8,0,6,4,9,11,10,0,0,0,43,0,0,8,43,11,26,4,3,0,96,0,0,0,4,3,0,3,0,0,13,0,0,0,0,0,0,0,0,0,3,6,53,76,257,169,117,75,39,12,800,49,126,159,305,202,154,108,32,16,1144,1238,2529,3028,5217,3061,2391,1196,433,132,19224
213051362,0,0,0,8,0,0,0,0,0,11,6,36,57,168,115,95,37,10,3,523,0,0,3,14,11,16,19,3,3,77,0,0,3,10,17,36,29,16,6,110,0,9,6,15,9,7,0,0,0,57,0,3,8,7,9,6,7,5,0,42,0,0,0,3,10,12,16,7,0,52,0,9,17,87,30,23,13,4,3,202,0,3,4,8,0,0,0,0,0,21,5,67,69,42,4,6,0,0,0,196,0,3,0,17,11,21,18,4,0,74,0,0,0,4,3,8,8,0,0,27,0,0,3,10,6,3,3,0,0,23,3,15,6,77,36,31,17,4,3,187,0,0,0,3,3,0,0,0,0,11,0,0,0,4,3,3,0,0,0,13,12,51,77,281,137,136,78,45,9,825,70,112,126,303,137,148,132,46,21,1095,1364,2438,2679,5445,2445,2410,1839,660,193,19477
213051363,0,0,0,3,0,0,0,0,0,3,0,9,43,145,49,37,12,0,3,310,0,0,0,5,3,4,8,0,0,16,0,0,0,8,5,8,4,3,0,34,0,10,14,24,7,4,0,0,0,67,0,0,5,13,5,0,3,0,0,34,0,0,0,0,5,5,4,0,0,14,0,0,5,29,9,9,4,0,0,49,0,0,0,15,7,3,0,0,0,30,16,72,34,65,4,3,0,0,0,195,0,0,0,4,7,10,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,18,0,0,10,52,28,27,5,3,0,124,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,5,27,55,191,65,50,24,10,3,429,50,47,84,244,62,59,41,20,3,601,859,915,1160,3803,890,703,349,181,44,8907
213051365,0,0,0,10,3,0,0,0,0,18,6,92,216,533,346,127,20,9,0,1362,0,0,0,22,12,13,4,0,0,57,0,0,0,10,7,14,17,10,3,67,3,51,30,71,27,10,5,0,0,200,0,13,15,43,23,8,6,7,0,116,0,0,0,19,9,23,5,0,3,65,7,63,42,272,87,27,19,7,0,512,0,0,3,19,3,3,3,0,0,26,0,9,14,39,9,3,3,0,0,66,0,0,5,32,25,27,15,9,0,109,0,0,0,8,4,5,0,0,0,21,11,22,6,25,3,0,4,0,0,69,0,4,12,123,26,12,11,0,0,184,0,0,0,3,0,5,0,3,0,9,0,4,12,25,8,0,0,0,0,52,28,214,377,1103,372,171,60,27,6,2364,197,285,223,759,212,130,73,41,15,1938,4219,5966,3988,14021,3240,1822,1033,418,87,34784
213051366,0,0,0,0,3,0,0,0,0,4,8,90,113,501,164,70,11,7,0,971,0,0,3,22,3,3,0,0,0,35,0,0,0,7,9,9,5,0,0,33,3,15,16,46,14,11,3,0,0,104,0,7,6,22,4,5,0,0,0,45,0,0,0,11,10,4,0,3,0,26,5,19,19,192,22,21,9,0,0,288,0,0,0,21,4,3,0,0,0,25,0,3,6,36,8,0,0,0,0,57,0,0,3,23,21,3,5,0,0,63,0,0,3,12,0,3,0,0,0,17,0,30,13,11,3,0,0,0,0,58,0,3,21,179,51,33,8,0,0,298,0,0,0,0,0,0,0,0,0,3,0,0,4,17,3,0,0,0,0,30,34,140,245,897,278,102,43,13,3,1753,170,165,129,556,119,74,34,11,0,1260,3142,3452,2324,10972,1807,1064,485,135,27,23412
213051368,0,0,0,0,0,0,0,0,0,0,0,14,15,45,23,8,14,3,3,127,0,0,0,7,4,6,0,0,4,26,0,0,0,9,12,18,27,12,5,75,0,3,3,4,0,7,3,0,0,25,0,3,4,10,8,6,3,0,0,35,0,0,0,3,0,4,3,4,4,18,0,3,0,18,8,0,3,3,0,41,0,0,0,3,0,0,0,0,0,3,10,58,31,24,6,0,4,0,0,132,0,0,0,0,4,5,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,6,4,14,4,3,4,0,0,38,0,8,3,32,7,7,3,0,0,57,0,0,0,3,0,3,0,0,0,9,0,0,0,4,0,4,0,0,0,9,9,34,20,119,48,43,24,22,11,333,31,69,60,237,106,93,87,58,29,769,655,1209,1335,3079,1583,1480,1049,659,287,11333
213051369,0,0,0,4,3,0,0,0,0,4,0,66,102,235,112,34,19,5,0,576,0,0,0,16,8,10,5,4,0,47,3,6,8,15,42,25,18,14,0,129,4,18,21,31,18,7,0,0,0,100,0,8,15,29,20,4,3,0,0,85,0,0,0,0,8,11,3,4,0,28,3,17,22,119,29,9,7,0,0,204,0,0,3,5,3,0,0,0,0,17,0,60,72,56,9,4,3,0,0,200,0,0,0,3,5,7,3,0,0,20,0,3,3,8,3,0,0,0,0,18,0,13,6,17,3,0,3,0,0,50,0,0,9,41,13,11,5,0,0,76,0,0,0,0,3,7,0,0,0,18,0,0,9,22,8,3,0,0,0,49,12,88,171,477,162,92,42,23,3,1065,137,201,154,457,146,125,77,43,4,1348,2448,3937,2788,8424,2528,1706,980,369,96,23273
213051464,0,0,0,10,0,0,0,0,0,5,0,4,12,76,33,32,11,0,0,173,0,0,0,13,6,3,8,0,0,31,3,8,5,22,21,4,0,0,0,70,3,22,9,36,23,9,4,0,0,110,10,49,38,123,51,22,9,0,0,304,0,0,0,3,6,10,0,0,0,21,0,3,3,46,14,10,3,3,0,89,0,3,0,16,5,0,0,0,0,22,0,0,5,14,0,0,0,0,0,17,0,0,0,13,33,14,6,0,0,66,0,0,3,10,5,3,0,0,0,23,0,13,10,13,11,6,3,0,0,57,0,6,7,52,31,17,11,3,0,126,0,3,3,9,3,3,0,0,0,16,0,4,3,25,9,0,3,0,0,40,10,55,81,299,110,39,28,7,3,638,71,88,75,241,99,48,35,8,4,666,1285,1925,1464,4461,1682,878,393,86,21,12197
