SA2_MAINCODE_2016,M_Tot_0,M_Tot_1_15,M_Tot_16_24,M_Tot_25_34,M_Tot_35_39,M_Tot_40,M_Tot_41_48,M_Tot_49over,M_Tot_hours_NS,M_Tot_Tot,F_AgriForestFish_0,F_AgriForestFish_1_15,F_AgriForestFish_16_24,F_AgriForestFish_25_34,F_AgriForestFish_35_39,F_AgriForestFish_40,F_AgriForestFish_41_48,F_AgriForestFish_49over,F_AgriForestFish_hours_NS,F_AgriForestFish_Tot,F_Min_0,F_Min_1_15,F_Min_16_24,F_Min_25_34,F_Min_35_39,F_Min_40,F_Min_41_48,F_Min_49over,F_Min_hours_NS,F_Min_Tot,F_Mnfg_0,F_Mnfg_1_15,F_Mnfg_16_24,F_Mnfg_25_34,F_Mnfg_35_39,F_Mnfg_40,F_Mnfg_41_48,F_Mnfg_49over,F_Mnfg_hours_NS,F_Mnfg_Tot,F_EGW_WS_0,F_EGW_WS_1_15,F_EGW_WS_16_24,F_EGW_WS_25_34,F_EGW_WS_35_39,F_EGW_WS_40,F_EGW_WS_41_48,F_EGW_WS_49over,F_EGW_WS_hours_NS,F_EGW_WS_Tot,F_Cnstn_0,F_Cnstn_1_15,F_Cnstn_16_24,F_Cnstn_25_34,F_Cnstn_35_39,F_Cnstn_40,F_Cnstn_41_48,F_Cnstn_49over,F_Cnstn_hours_NS,F_Cnstn_Tot,F_WTrade_0,F_WTrade_1_15,F_WTrade_16_24,F_WTrade_25_34,F_WTrade_35_39,F_WTrade_40,F_WTrade_41_48,F_WTrade_49over,F_WTrade_hours_NS,F_WTrade_Tot,F_RTrade_0,F_RTrade_1_15,F_RTrade_16_24,F_RTrade_25_34,F_RTrade_35_39,F_RTrade_40,F_RTrade_41_48,F_RTrade_49over,F_RTrade_hours_NS,F_RTrade_Tot,F_AccomFoodS_0,F_AccomFoodS_1_15,F_AccomFoodS_16_24,F_AccomFoodS_25_34,F_AccomFoodS_35_39,F_AccomFoodS_40,F_AccomFoodS_41_48,F_AccomFoodS_49over,F_AccomFoodS_hours_NS,F_AccomFoodS_Tot,F_TransPostWhse_0,F_TransPostWhse_1_15,F_TransPostWhse_16_24,F_TransPostWhse_25_34,F_TransPostWhse_35_39,F_TransPostWhse_40,F_TransPostWhse_41_48,F_TransPostWhse_49over,F_TransPostWhse_hours_NS,F_TransPostWhse_Tot,F_InfoMedTelecom_0,F_InfoMedTelecom_1_15,F_InfoMedTelecom_16_24,F_InfoMedTelecom_25_34,F_InfoMedTelecom_35_39,F_InfoMedTelecom_40,F_InfoMedTelecom_41_48,F_InfoMedTelecom_49over,F_InfoMedTelecom_hours_NS,F_InfoMedTelecom_Tot,F_FinInsurS_0,F_FinInsurS_1_15,F_FinInsurS_16_24,F_FinInsurS_25_34,F_FinInsurS_35_39,F_FinInsurS_40,F_FinInsurS_41_48,F_FinInsurS_49over,F_FinInsurS_hours_NS,F_FinInsurS_Tot,F_RentHirREserv_0,F_RentHirREserv_1_15,F_RentHirREserv_16_24,F_RentHirREserv_25_34,F_RentHirREserv_35_39,F_RentHirREserv_40,F_RentHirREserv_41_48,F_RentHirREserv_49over,F_RentHirREserv_hours_NS,F_RentHirREserv_Tot,F_ProScieTechServ_0,F_ProScieTechServ_1_15,F_ProScieTechServ_16_24,F_ProScieTechServ_25_34,F_ProScieTechServ_35_39,F_ProScieTechServ_40,F_ProScieTechServ_41_48,F_ProScieTechServ_49over,F_ProScieTechServ_hours_NS,F_ProScieTechServ_Tot,F_AdminSupServ_0,F_AdminSupServ_1_15,F_AdminSupServ_16_24,F_AdminSupServ_25_34,F_AdminSupServ_35_39,F_AdminSupServ_40,F_AdminSupServ_41_48,F_AdminSupServ_49over,F_AdminSupServ_hours_NS,F_AdminSupServ_Tot,F_PubAdmiSafety_0,F_PubAdmiSafety_1_15,F_PubAdmiSafety_16_24,F_PubAdmiSafety_25_34,F_PubAdmiSafety_35_39,F_PubAdmiSafety_40,F_PubAdmiSafety_41_48,F_PubAdmiSafety_49over,F_PubAdmiSafety_hours_NS,F_PubAdmiSafety_Tot,F_EducTrain_0,F_EducTrain_1_15,F_EducTrain_16_24,F_EducTrain_25_34,F_EducTrain_35_39,F_EducTrain_40,F_EducTrain_41_48,F_EducTrain_49over,F_EducTrain_hours_NS,F_EducTrain_Tot,F_HealthCareSocA_0,F_HealthCareSocA_1_15,F_HealthCareSocA_16_24,F_HealthCareSocA_25_34,F_HealthCareSocA_35_39,F_HealthCareSocA_40,F_HealthCareSocA_41_48,F_HealthCareSocA_49over,F_HealthCareSocA_hours_NS,F_HealthCareSocA_Tot,F_ArtRecServ_0,F_ArtRecServ_1_15,F_ArtRecServ_16_24,F_ArtRecServ_25_34,F_ArtRecServ_35_39,F_ArtRecServ_40,F_ArtRecServ_41_48,F_ArtRecServ_49over,F_ArtRecServ_hours_NS,F_ArtRecServ_Tot,F_OthServ_0,F_OthServ_1_15,F_OthServ_16_24,F_OthServ_25_34,F_OthServ_35_39,F_OthServ_40,F_OthServ_41_48,F_OthServ_49over,F_OthServ_hours_NS,F_OthServ_Tot
209031214,35,190,112,133,204,406,237,479,29,1834,0,0,3,3,6,0,0,0,0,13,0,0,0,0,0,3,0,0,0,3,4,16,10,9,7,7,3,3,0,58,0,0,3,5,3,3,0,0,0,15,3,14,12,15,10,7,0,3,0,56,3,5,5,4,13,10,4,5,0,46,4,45,22,32,18,19,3,9,0,153,0,45,13,17,8,8,0,4,0,88,3,4,3,5,4,3,4,0,0,30,0,6,5,3,0,5,3,6,0,26,4,3,15,11,6,7,4,4,0,54,0,7,5,6,0,3,3,0,0,22,7,28,40,24,15,23,15,14,0,158,0,10,6,13,3,7,3,9,0,57,3,10,13,14,14,8,3,11,0,83,10,56,52,35,29,31,19,42,0,279,17,56,69,82,37,29,21,11,4,331,0,10,11,3,5,0,6,5,0,39,0,11,5,8,4,6,4,4,5,53
209031215,86,320,183,215,624,1064,491,854,61,3890,0,0,3,0,3,3,0,0,0,9,0,0,0,0,0,3,0,0,0,5,4,33,17,19,33,25,15,5,0,145,0,0,0,0,8,8,0,0,0,19,0,28,22,23,13,8,8,3,0,108,0,6,8,12,12,16,10,3,0,75,8,148,92,73,50,34,13,18,5,424,7,120,33,24,22,10,5,11,0,218,4,6,12,19,8,13,6,0,0,73,0,6,5,8,6,7,4,3,0,34,8,6,14,19,27,21,7,11,0,115,3,7,8,7,10,14,3,0,0,57,8,39,34,49,33,31,17,29,3,239,3,29,14,7,17,20,0,9,3,97,17,13,31,25,54,43,18,20,0,214,28,82,107,95,84,89,63,70,3,610,49,101,186,208,134,107,36,33,7,865,3,26,12,11,7,4,3,0,0,66,5,40,17,28,35,13,11,4,3,156
209041216,36,162,120,119,327,479,170,299,23,1732,0,0,0,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,3,15,8,4,25,16,3,6,0,77,3,0,0,0,3,4,0,0,0,9,0,6,3,3,12,10,4,3,0,36,3,6,3,3,16,14,4,3,0,54,12,98,38,31,23,17,9,5,4,234,0,52,27,11,10,3,3,7,4,116,0,0,10,12,16,17,0,0,0,53,0,0,0,0,3,4,3,0,0,14,4,6,8,14,16,23,7,8,0,94,0,4,4,5,9,3,8,5,0,38,5,8,16,10,14,23,7,9,0,93,3,12,12,13,14,8,3,4,0,67,3,0,8,12,26,20,3,3,0,80,5,32,18,19,35,24,7,19,0,175,22,43,46,75,79,40,10,15,5,320,0,7,3,3,3,4,0,0,0,27,0,11,10,12,6,8,3,5,0,50
209041217,25,127,154,126,333,336,128,181,35,1446,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,16,13,11,18,14,6,4,0,76,0,0,0,0,3,0,0,0,0,6,0,3,9,0,3,0,0,0,0,22,0,4,0,3,7,4,3,0,0,28,3,36,42,17,31,13,10,6,3,170,0,27,22,18,3,3,3,3,0,83,0,3,6,4,14,3,5,0,0,45,3,3,0,0,0,0,0,0,0,11,3,0,6,3,12,6,3,5,0,39,0,3,0,0,5,0,0,0,0,15,0,6,14,5,14,15,5,7,0,68,0,9,8,7,6,4,0,6,0,53,9,3,9,19,28,12,9,3,0,86,0,28,22,17,35,13,11,12,0,140,14,39,59,45,55,34,13,11,0,274,0,0,6,3,3,0,0,0,0,16,4,9,6,13,13,9,3,5,0,49
209041219,95,347,387,385,1222,1122,434,545,172,4709,0,0,5,4,11,4,0,0,0,28,0,0,0,0,3,0,0,0,0,3,11,32,37,35,87,49,20,13,3,283,0,0,3,5,11,3,0,0,0,22,0,8,8,3,13,9,4,3,0,52,0,10,11,8,23,12,3,3,0,68,16,132,80,106,104,49,27,17,4,535,5,97,54,44,52,26,9,11,5,303,6,3,9,17,29,13,9,14,0,97,4,7,7,3,12,10,0,3,0,51,8,7,22,15,47,43,5,7,0,161,0,3,6,3,10,14,3,0,0,42,3,14,10,21,51,40,11,3,0,164,10,27,45,32,49,14,5,4,8,193,13,16,11,22,54,25,14,9,3,170,19,53,37,46,87,37,15,21,8,325,43,74,133,117,156,84,26,44,9,683,0,4,8,3,4,3,3,0,0,27,5,35,12,29,39,12,7,3,3,146
209041220,120,378,257,329,1171,1166,507,702,127,4747,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8,4,26,24,20,65,45,16,7,3,218,6,0,3,4,4,3,3,3,0,33,0,13,14,14,23,25,4,6,4,96,3,9,14,17,35,24,3,8,3,109,16,239,130,102,103,48,25,25,3,693,5,107,42,25,25,12,9,21,4,266,3,8,13,28,38,13,5,8,0,115,0,3,6,5,20,13,0,0,0,54,10,6,16,13,39,51,13,14,3,163,0,3,3,4,22,18,5,4,0,62,8,31,24,32,39,48,5,19,4,217,3,29,30,21,39,18,7,5,0,145,15,22,25,29,58,34,18,9,3,214,14,72,71,85,113,73,34,49,6,515,43,76,152,209,210,117,29,39,17,887,0,22,9,6,4,6,4,5,0,55,0,27,14,29,30,12,10,7,3,141
209041221,63,212,210,204,755,808,277,395,73,3001,0,3,0,4,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,5,13,11,24,44,27,3,7,3,137,0,0,3,3,11,3,3,0,0,24,0,0,3,9,3,9,0,0,0,34,0,5,4,9,17,16,0,4,0,59,15,118,67,76,72,30,13,15,4,404,4,59,36,27,21,12,0,4,3,156,9,9,10,10,29,13,4,0,0,87,0,0,7,3,6,9,3,0,0,28,11,3,5,13,22,31,6,9,0,97,0,6,7,4,10,9,3,3,0,40,9,10,18,24,36,27,3,6,0,131,4,20,19,9,26,19,12,0,0,109,7,21,16,28,54,20,3,8,0,148,14,57,52,45,73,36,21,20,3,324,31,59,123,152,130,81,19,23,3,620,3,16,4,8,9,4,3,0,0,46,3,20,13,24,21,12,4,6,3,101
209041223,85,337,359,358,1138,924,385,428,156,4175,4,0,0,0,9,5,0,0,0,28,0,0,0,0,0,0,0,0,0,0,8,24,29,27,85,49,10,5,0,251,0,7,0,3,9,7,3,3,0,26,0,8,4,3,13,8,0,5,0,44,3,13,12,9,23,12,8,0,0,67,16,131,62,75,90,36,11,6,11,424,9,78,54,25,43,20,3,6,5,242,6,14,10,13,30,23,3,6,0,112,3,0,4,3,11,6,3,0,0,25,7,3,13,17,43,39,0,9,0,145,3,0,6,10,15,4,4,3,0,40,12,22,14,18,41,33,3,8,0,144,3,29,33,19,33,18,8,4,7,155,5,16,6,25,38,15,16,3,0,132,6,38,36,37,63,23,20,25,0,250,38,62,108,142,162,77,23,34,10,651,0,8,6,3,12,4,0,0,0,42,0,32,25,27,25,9,3,6,0,133
209041224,111,247,170,254,862,1113,515,835,85,4198,0,4,4,4,0,3,0,3,0,29,0,0,0,0,0,0,0,0,0,3,15,20,20,31,51,39,21,17,4,214,0,0,3,4,22,4,0,0,0,34,7,16,12,14,17,16,9,8,3,99,6,7,11,6,26,25,12,8,0,106,33,66,91,82,77,45,19,23,8,453,5,116,51,34,9,26,11,7,3,267,8,13,17,17,44,36,10,5,0,155,5,8,5,5,10,3,0,6,0,31,6,6,7,16,28,24,3,6,0,108,0,7,9,9,19,12,11,0,0,59,14,24,19,29,35,23,4,13,0,165,0,32,22,31,17,16,9,6,0,138,16,19,30,37,49,34,16,21,0,233,17,47,56,77,95,46,27,43,3,409,39,72,129,135,155,78,34,31,14,688,0,18,3,7,16,0,3,0,0,54,4,33,8,11,25,20,13,4,0,117
209041225,59,128,86,128,302,522,249,439,47,1953,4,13,3,3,0,9,0,3,0,32,0,0,0,0,0,0,0,0,0,0,4,17,15,8,14,16,8,4,0,74,3,0,0,0,4,0,0,0,0,14,3,10,21,11,13,21,0,3,0,81,4,3,5,7,9,5,0,3,0,36,5,66,49,38,35,13,9,8,11,233,3,37,20,11,6,3,0,6,3,90,3,10,5,7,9,3,0,3,0,46,0,3,0,3,0,0,0,0,0,14,0,5,5,4,10,5,0,3,0,34,0,4,0,0,15,6,3,3,0,33,0,23,8,20,16,14,5,3,0,88,0,17,11,6,5,3,0,0,5,58,4,5,16,23,11,15,11,12,3,102,12,29,38,59,47,25,21,29,4,265,17,38,83,99,67,43,18,14,5,380,3,4,0,3,3,3,0,0,0,25,5,15,7,8,15,14,7,4,0,71
209041430,118,282,199,256,1025,1473,797,1137,101,5383,0,9,3,0,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,3,7,44,23,33,60,36,21,14,0,223,0,0,3,3,20,9,0,3,0,45,7,29,38,26,23,35,4,10,0,169,6,13,19,8,29,20,6,3,0,105,41,166,118,95,88,61,22,31,3,630,11,124,49,39,36,20,8,16,5,313,8,11,20,29,24,26,4,3,0,131,3,4,8,8,7,5,3,0,0,48,13,18,17,29,57,51,11,13,0,206,13,9,9,9,8,13,8,10,0,80,17,36,52,54,41,47,18,17,0,279,10,42,22,25,34,22,10,8,0,168,26,25,40,43,58,55,26,14,3,287,35,96,109,104,152,104,68,71,5,738,81,139,231,236,213,125,45,46,8,1133,3,14,12,9,14,3,4,3,0,58,9,62,42,32,36,25,6,11,3,226
209041431,70,223,198,218,874,812,350,392,91,3224,0,0,0,4,10,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,6,24,15,22,49,27,11,0,0,155,3,0,0,3,6,3,0,0,0,24,0,10,8,10,12,10,3,0,0,52,3,7,9,11,21,9,3,3,0,58,20,117,72,73,86,34,17,9,6,432,4,72,41,30,28,7,6,9,3,200,0,9,7,17,29,9,7,4,0,91,0,4,3,3,8,6,3,0,0,28,6,3,13,14,30,25,3,3,0,100,3,3,5,3,12,0,0,4,0,29,3,8,11,14,22,23,3,3,3,92,7,18,23,13,31,18,6,0,3,111,10,9,10,19,47,11,9,11,0,130,8,38,37,40,62,22,14,19,7,249,26,63,101,156,141,67,18,36,8,612,0,12,0,5,8,10,5,0,0,36,3,14,19,15,24,13,6,4,0,89
209041432,40,147,159,151,521,451,177,242,79,1967,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,7,9,14,8,27,18,10,3,0,111,0,0,4,3,4,3,0,0,0,17,0,6,7,0,7,7,3,3,0,36,4,4,5,0,18,12,3,0,0,42,8,51,36,42,57,13,5,9,5,231,6,41,26,21,17,9,3,4,0,125,0,14,5,13,8,3,6,0,3,48,0,3,6,0,8,3,4,0,0,25,3,3,9,9,23,14,6,0,0,68,0,0,3,3,0,3,0,3,0,17,0,10,7,3,17,15,3,0,0,57,0,11,15,10,15,6,4,0,0,66,0,11,11,7,18,10,3,3,0,55,0,26,27,32,33,16,6,6,3,139,13,52,53,87,79,45,14,11,10,363,0,12,7,4,3,0,3,0,0,22,0,10,11,17,15,12,4,3,0,71
209041433,43,182,186,194,668,714,301,350,65,2702,0,0,0,0,3,3,3,0,0,13,0,0,0,0,0,0,0,0,0,4,3,5,9,18,55,40,14,8,0,157,0,0,0,0,7,5,3,0,0,23,3,7,7,8,3,5,0,0,0,37,0,3,10,7,26,10,3,3,0,59,16,70,63,55,48,11,8,8,3,277,3,40,26,22,15,12,4,3,0,142,0,10,12,21,19,21,3,6,0,86,3,3,4,5,11,8,0,0,0,30,10,5,7,21,37,37,12,3,0,120,3,5,6,0,11,5,0,5,0,39,5,10,13,15,24,15,0,6,0,91,3,22,15,15,27,8,3,3,0,94,12,8,11,8,34,24,11,3,3,120,5,15,34,32,42,20,10,13,0,172,35,51,82,144,148,92,18,37,8,612,3,3,3,3,0,0,0,0,0,16,0,20,16,16,18,6,0,0,0,79
209041434,77,171,185,271,992,1115,579,692,77,4168,0,0,0,0,3,4,3,0,0,17,0,0,0,3,0,0,0,0,0,7,8,15,11,18,49,34,11,3,3,154,3,5,3,3,24,11,3,0,0,56,3,6,14,10,17,10,4,8,0,82,3,4,12,9,32,19,4,4,0,89,26,110,85,77,109,46,33,25,3,505,3,66,26,28,17,22,18,9,4,201,3,6,10,18,21,18,6,3,0,97,3,3,3,6,6,12,8,4,0,40,15,11,16,12,43,42,10,15,0,161,3,4,9,5,8,14,5,4,0,53,11,19,16,27,45,50,7,15,3,199,6,29,30,27,42,14,4,5,0,167,18,18,29,24,64,37,14,8,0,221,30,63,68,54,87,50,30,53,6,435,49,106,141,227,214,121,49,45,8,952,3,19,7,11,3,6,0,3,0,47,9,22,27,15,14,13,5,9,0,120
209041435,66,204,144,181,782,823,396,535,75,3205,0,0,0,3,0,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,3,15,19,21,44,33,16,6,3,163,3,3,4,5,14,10,0,0,0,38,0,15,11,11,16,27,6,3,0,90,3,3,13,3,20,15,7,3,0,69,14,108,68,68,67,46,11,11,0,406,3,66,24,18,15,3,11,4,5,148,3,8,14,17,18,11,6,6,3,85,0,4,4,4,14,5,4,0,0,34,6,4,24,11,26,36,6,4,0,123,4,5,9,0,12,17,4,3,0,59,7,18,13,25,39,28,6,12,0,152,3,13,24,9,15,10,4,6,0,84,11,11,26,20,54,28,10,7,0,170,15,47,49,43,74,38,15,30,0,321,23,62,134,136,145,85,26,29,6,647,3,11,8,4,9,3,0,0,0,39,4,22,9,18,31,10,0,11,0,111
209041436,57,203,159,208,721,780,352,471,50,2991,0,0,3,7,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,3,8,20,14,14,43,30,12,5,0,140,0,3,0,5,20,9,0,3,0,37,4,11,6,8,11,9,5,3,0,59,0,6,5,11,21,13,8,6,0,73,15,124,69,65,65,43,15,22,6,427,6,58,31,27,17,16,6,9,0,162,4,5,16,16,24,20,8,4,0,98,3,0,7,5,9,4,3,0,0,30,11,3,17,16,23,25,7,3,0,114,0,3,3,6,9,8,0,3,0,31,3,21,17,14,25,31,11,8,3,138,0,11,18,9,17,20,6,3,3,89,5,15,25,27,44,24,8,4,0,149,11,40,48,39,64,24,24,31,3,276,33,67,101,166,166,105,28,35,4,709,4,8,9,4,5,0,3,0,0,31,0,23,15,16,14,9,5,6,3,90
209041437,52,96,130,176,687,597,235,303,67,2348,0,4,0,5,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,4,13,11,20,34,33,6,3,0,122,3,0,3,0,3,4,0,3,0,25,0,5,7,8,7,5,9,0,0,41,3,3,6,3,18,15,6,0,0,56,14,54,34,23,56,18,3,7,0,222,6,32,16,19,20,16,4,3,3,111,0,3,7,3,22,8,3,4,0,49,3,0,4,0,11,3,0,0,0,23,11,4,11,12,22,23,4,4,0,98,3,3,4,0,9,5,0,0,0,29,3,9,5,9,25,25,5,3,3,88,3,12,8,5,20,8,5,3,0,72,10,5,8,8,31,16,6,8,0,88,13,20,28,21,51,22,8,21,0,174,33,36,62,109,130,52,17,24,3,466,0,6,0,4,0,6,3,0,0,15,0,12,8,7,16,11,4,3,3,61
210011226,49,104,85,106,368,509,208,361,52,1846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,9,8,17,19,11,5,0,78,0,0,0,0,4,4,0,0,0,4,0,0,5,3,7,5,3,5,0,32,3,0,4,4,8,14,0,3,0,37,5,43,29,36,44,26,9,10,0,201,0,31,15,14,24,8,7,3,0,111,3,3,11,11,40,33,10,10,3,116,0,0,3,0,4,3,0,4,0,24,4,3,5,5,22,15,8,10,0,82,0,3,0,4,10,17,3,4,0,38,9,10,17,17,29,26,5,11,0,124,0,4,16,13,10,15,6,0,0,61,12,12,8,10,30,27,13,6,0,118,17,25,40,30,47,36,17,38,3,253,10,35,59,80,65,64,12,18,6,340,0,7,6,0,3,5,0,0,0,20,0,9,10,10,8,13,3,3,0,52
210011227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210011228,60,171,129,146,347,545,248,425,31,2110,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,15,7,19,14,20,5,3,0,80,0,0,3,0,3,4,0,0,0,13,5,13,20,12,10,11,4,5,3,70,0,8,6,9,14,15,3,5,0,64,10,92,49,33,48,12,18,15,0,272,0,45,14,8,9,12,5,9,0,103,6,7,17,16,30,20,6,5,0,112,0,3,0,3,5,0,3,7,0,23,10,4,13,10,16,12,3,3,0,70,0,7,9,6,9,10,3,6,0,38,0,17,17,24,26,29,9,10,0,129,3,9,10,9,9,9,0,3,0,56,5,7,13,14,21,15,5,3,0,83,11,35,42,41,34,28,39,42,3,273,19,32,52,56,43,40,10,19,3,274,0,18,3,0,3,0,3,0,0,24,6,17,11,11,16,8,3,0,0,66
210011229,137,463,336,398,1158,1534,657,1099,160,5936,0,0,0,0,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,3,16,36,32,26,75,48,18,18,4,259,3,0,6,0,4,7,0,3,0,30,4,17,14,16,29,30,9,7,3,128,3,15,15,12,30,24,5,10,3,113,24,238,136,98,123,65,20,30,10,745,7,86,53,41,29,14,12,10,10,260,15,20,22,27,57,45,14,25,3,231,7,6,5,9,13,17,6,6,0,59,19,15,46,41,67,85,22,15,3,311,0,11,12,18,28,14,12,4,3,112,11,45,57,54,80,73,25,35,3,382,12,29,36,23,37,22,11,10,6,187,27,19,55,51,96,61,26,21,0,365,32,89,133,124,149,86,55,72,6,749,36,115,163,202,181,125,32,50,8,907,0,27,12,16,9,13,7,6,0,99,5,45,29,44,37,21,7,11,6,206
210011230,49,150,77,90,318,450,202,413,34,1787,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,3,13,9,8,14,3,3,7,0,55,0,0,0,0,0,4,0,0,0,4,0,21,10,6,8,8,3,6,0,65,0,3,6,3,6,9,0,6,0,40,11,62,26,18,22,22,5,12,3,188,4,43,15,12,10,5,9,6,0,103,5,7,16,6,18,20,6,9,0,91,0,4,4,3,5,3,3,0,0,21,3,3,13,7,24,24,15,8,0,99,0,11,3,3,8,7,3,11,0,49,7,18,27,29,29,26,20,16,0,165,0,17,17,3,18,7,0,8,0,65,14,3,14,14,32,19,8,6,3,121,9,29,50,36,57,43,19,35,0,281,16,28,50,52,40,54,11,12,3,268,3,15,0,3,3,4,0,9,0,40,0,14,4,4,8,13,0,0,0,51
210011231,49,225,128,130,396,633,318,590,32,2501,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,17,12,12,12,17,0,4,0,76,0,0,3,3,3,0,0,0,0,14,0,11,17,14,4,11,3,4,0,72,0,3,13,8,7,9,8,3,0,53,9,96,35,32,24,16,18,9,8,248,8,50,19,13,14,7,7,8,4,125,9,4,11,16,21,13,5,10,0,87,0,3,0,4,15,7,4,11,0,42,5,4,8,15,22,32,9,12,0,120,0,7,14,11,4,5,0,6,0,50,13,34,32,26,19,40,10,18,0,194,4,11,9,9,7,15,6,3,0,63,6,14,17,25,22,25,7,9,0,143,9,54,68,58,59,46,27,52,0,378,16,61,93,99,54,51,18,27,3,415,0,30,4,8,0,7,5,3,0,56,0,13,10,18,12,4,3,13,0,71
210021232,90,241,139,173,479,759,454,857,45,3242,0,8,3,3,0,7,0,4,0,28,0,0,0,0,0,0,0,0,0,0,5,16,24,21,25,17,6,4,0,116,0,3,4,0,3,5,0,0,0,23,3,27,16,20,11,20,0,7,3,103,0,3,6,3,17,9,5,0,0,48,14,100,59,48,34,18,15,9,4,297,6,68,24,21,11,11,10,9,4,157,9,10,23,21,23,17,5,11,0,124,0,0,3,9,0,4,0,5,0,24,18,7,23,17,31,27,9,14,0,142,0,6,9,7,3,7,3,10,0,41,5,42,21,36,33,26,16,17,3,190,6,31,21,26,14,13,3,9,0,126,21,18,32,36,51,30,22,21,0,229,22,86,68,85,75,57,34,53,0,485,30,88,133,117,63,64,23,22,3,559,0,18,6,9,3,6,7,3,0,50,0,31,20,23,13,11,4,9,0,105
210021233,31,77,58,60,113,193,96,205,18,852,0,0,0,0,0,0,0,5,3,10,0,0,0,0,0,0,0,0,0,0,0,5,5,4,3,7,8,4,0,31,0,0,0,0,4,0,0,0,0,7,0,3,8,0,4,0,0,0,0,16,0,0,0,0,3,3,0,0,0,8,0,18,4,6,5,7,3,10,0,57,0,14,8,4,0,3,0,3,0,36,0,0,6,5,0,5,0,0,0,16,0,3,0,3,0,3,3,7,0,20,3,3,6,3,3,4,0,4,0,31,0,3,3,0,0,0,0,0,0,10,3,8,5,7,9,10,7,11,0,57,0,4,5,3,5,7,0,4,0,29,11,8,7,5,8,10,3,8,0,56,5,25,21,19,23,21,15,24,0,153,10,14,28,38,16,14,5,3,0,126,0,8,8,0,0,3,0,3,0,21,0,4,3,5,3,3,0,3,0,20
210021234,30,70,56,67,162,275,141,224,16,1050,0,0,0,0,0,3,7,3,0,14,0,0,0,0,0,0,0,0,0,0,3,11,3,7,4,9,6,6,0,45,0,0,0,0,0,0,0,0,0,10,0,7,0,3,0,6,3,0,3,23,0,0,0,4,4,0,3,0,0,16,0,35,28,18,16,9,3,5,0,107,3,29,14,5,9,5,0,5,0,65,3,3,10,14,10,8,3,5,0,48,0,7,0,0,0,0,0,0,0,11,0,0,4,5,11,11,3,4,0,54,0,0,4,6,6,0,0,0,0,13,5,8,16,17,14,14,0,3,0,70,0,4,4,3,0,4,0,0,0,22,5,4,18,12,26,14,3,4,0,91,7,28,27,19,20,20,18,16,0,157,14,22,57,42,30,18,7,8,3,213,0,7,3,6,3,0,0,3,0,18,0,6,10,6,9,3,0,4,0,36
210021235,93,146,104,164,404,592,316,525,48,2388,4,13,9,10,3,5,8,15,3,69,0,0,0,0,0,0,0,0,0,3,4,21,12,13,18,17,4,15,5,103,0,0,0,0,0,0,0,0,0,6,3,18,8,8,8,8,0,3,0,57,0,3,3,8,6,5,4,3,0,37,3,63,41,32,25,19,11,5,0,211,7,61,18,20,4,10,8,15,0,140,3,9,12,21,32,22,5,6,0,113,0,3,7,4,3,0,0,3,0,24,9,6,9,14,12,14,6,3,0,65,0,0,8,3,3,9,0,9,0,35,6,22,25,32,19,16,10,10,3,141,5,21,12,13,15,7,6,0,0,81,6,19,17,13,38,18,10,15,3,138,16,34,53,52,39,31,16,25,3,270,28,40,75,74,51,40,22,25,4,361,0,7,5,11,11,9,3,8,0,48,3,15,14,12,11,3,6,3,0,71
