POA_CODE_2016,P_PNG_0_4,P_PNG_5_14,P_PNG_15_24,P_PNG_25_44,P_PNG_45_54,P_PNG_55_64,P_PNG_65_74,P_PNG_75_84,P_PNG_85ov,P_PNG_Tot,P_Philippines_0_4,P_Philippines_5_14,P_Philippines_15_24,P_Philippines_25_44,P_Philippines_45_54,P_Philippines_55_64,P_Philippines_65_74,P_Philippines_75_84,P_Philippines_85ov,P_Philippines_Tot,P_Poland_0_4,P_Poland_5_14,P_Poland_15_24,P_Poland_25_44,P_Poland_45_54,P_Poland_55_64,P_Poland_65_74,P_Poland_75_84,P_Poland_85ov,P_Poland_Tot,P_Scotland_0_4,P_Scotland_5_14,P_Scotland_15_24,P_Scotland_25_44,P_Scotland_45_54,P_Scotland_55_64,P_Scotland_65_74,P_Scotland_75_84,P_Scotland_85ov,P_Scotland_Tot,P_Singapore_0_4,P_Singapore_5_14,P_Singapore_15_24,P_Singapore_25_44,P_Singapore_45_54,P_Singapore_55_64,P_Singapore_65_74,P_Singapore_75_84,P_Singapore_85ov,P_Singapore_Tot,P_South_Africa_0_4,P_South_Africa_5_14,P_South_Africa_15_24,P_South_Africa_25_44,P_South_Africa_45_54,P_South_Africa_55_64,P_South_Africa_65_74,P_South_Africa_75_84,P_South_Africa_85ov,P_South_Africa_Tot,P_SE_Europe_nfd_0_4,P_SE_Europe_nfd_5_14,P_SE_Europe_nfd_15_24,P_SE_Europe_nfd_25_44,P_SE_Europe_nfd_45_54,P_SE_Europe_nfd_55_64,P_SE_Europe_nfd_65_74,P_SE_Europe_nfd_75_84,P_SE_Europe_nfd_85ov,P_SE_Europe_nfd_Tot,P_Sri_Lanka_0_4,P_Sri_Lanka_5_14,P_Sri_Lanka_15_24,P_Sri_Lanka_25_44,P_Sri_Lanka_45_54,P_Sri_Lanka_55_64,P_Sri_Lanka_65_74,P_Sri_Lanka_75_84,P_Sri_Lanka_85ov,P_Sri_Lanka_Tot,P_Taiwan_0_4,P_Taiwan_5_14,P_Taiwan_15_24,P_Taiwan_25_44,P_Taiwan_45_54,P_Taiwan_55_64,P_Taiwan_65_74,P_Taiwan_75_84,P_Taiwan_85ov,P_Taiwan_Tot,P_Thailand_0_4,P_Thailand_5_14,P_Thailand_15_24,P_Thailand_25_44,P_Thailand_45_54,P_Thailand_55_64,P_Thailand_65_74,P_Thailand_75_84,P_Thailand_85ov,P_Thailand_Tot,P_FYROM_0_4,P_FYROM_5_14,P_FYROM_15_24,P_FYROM_25_44,P_FYROM_45_54,P_FYROM_55_64,P_FYROM_65_74,P_FYROM_75_84,P_FYROM_85ov,P_FYROM_Tot,P_Turkey_0_4,P_Turkey_5_14,P_Turkey_15_24,P_Turkey_25_44,P_Turkey_45_54,P_Turkey_55_64,P_Turkey_65_74,P_Turkey_75_84,P_Turkey_85ov,P_Turkey_Tot,P_USA_0_4,P_USA_5_14,P_USA_15_24,P_USA_25_44,P_USA_45_54,P_USA_55_64,P_USA_65_74,P_USA_75_84,P_USA_85ov,P_USA_Tot,P_Vietnam_0_4,P_Vietnam_5_14,P_Vietnam_15_24,P_Vietnam_25_44,P_Vietnam_45_54,P_Vietnam_55_64,P_Vietnam_65_74,P_Vietnam_75_84,P_Vietnam_85ov,P_Vietnam_Tot,P_Wales_0_4,P_Wales_5_14,P_Wales_15_24,P_Wales_25_44,P_Wales_45_54,P_Wales_55_64,P_Wales_65_74,P_Wales_75_84,P_Wales_85ov,P_Wales_Tot,P_Zimbabwe_0_4,P_Zimbabwe_5_14,P_Zimbabwe_15_24,P_Zimbabwe_25_44,P_Zimbabwe_45_54,P_Zimbabwe_55_64,P_Zimbabwe_65_74,P_Zimbabwe_75_84,P_Zimbabwe_85ov,P_Zimbabwe_Tot,P_Elsewhere_0_4,P_Elsewhere_5_14,P_Elsewhere_15_24,P_Elsewhere_25_44,P_Elsewhere_45_54,P_Elsewhere_55_64,P_Elsewhere_65_74,P_Elsewhere_75_84,P_Elsewhere_85ov,P_Elsewhere_Tot,P_COB_NS_0_4,P_COB_NS_5_14,P_COB_NS_15_24,P_COB_NS_25_44,P_COB_NS_45_54,P_COB_NS_55_64,P_COB_NS_65_74,P_COB_NS_75_84,P_COB_NS_85ov,P_COB_NS_Tot,P_Tot_0_4,P_Tot_5_14,P_Tot_15_24,P_Tot_25_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
POA3799,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,12,0,3,0,18,0,4,0,4,6,4,3,0,0,21,0,0,0,0,3,0,0,0,0,3,0,0,0,4,0,4,0,0,3,18,0,0,0,0,3,5,4,0,0,12,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,10,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,3,0,18,16,10,11,8,9,70,24,50,36,128,96,104,62,30,6,539,329,721,649,1216,948,923,640,268,98,5798
POA3800,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,226,24,0,0,0,0,0,243,0,0,16,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,36,0,0,7,0,0,0,0,0,0,4,0,0,19,6,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,0,0,0,0,0,20,0,0,22,0,0,0,0,0,0,21,0,0,4,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,9,0,0,57,4,0,0,0,0,0,66,0,0,121,10,0,0,0,0,0,130,3,0,2032,170,3,3,3,0,0,2211
POA3802,0,0,0,3,0,0,0,0,0,3,3,10,21,85,55,43,30,11,0,254,0,3,6,61,54,109,51,24,11,322,0,0,0,12,8,32,30,12,0,96,0,4,8,26,0,17,3,0,0,63,0,3,12,37,27,26,34,12,5,153,0,0,0,33,44,49,40,24,6,200,7,66,81,464,238,267,153,38,17,1340,0,0,0,19,0,10,0,0,0,33,0,4,6,40,8,4,3,0,0,68,0,0,0,26,18,21,26,7,3,99,0,0,3,28,49,42,29,17,0,166,0,5,7,11,4,3,0,0,0,33,0,0,13,89,57,83,15,10,4,270,0,0,0,3,3,0,6,3,0,18,0,0,3,5,4,0,0,0,0,12,11,69,137,507,359,412,256,120,32,1900,70,134,149,357,170,216,144,61,20,1323,1504,2945,3310,6523,3167,3627,2066,853,303,24298
POA3803,0,0,0,0,0,0,0,0,0,0,0,6,14,83,29,54,3,0,0,199,0,0,0,7,4,29,19,11,7,83,0,0,0,0,3,18,16,15,4,55,0,0,0,0,4,4,0,0,0,12,0,7,4,18,16,11,15,0,3,69,0,0,0,7,13,19,12,9,3,66,8,15,27,206,95,93,50,18,9,515,0,0,0,3,0,0,0,0,0,3,0,3,3,22,3,3,0,0,0,38,0,0,0,6,8,11,4,4,0,35,0,0,0,4,20,13,8,3,0,46,0,0,0,0,0,0,3,0,0,4,0,3,3,41,13,16,3,0,0,80,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,7,7,36,68,214,150,153,87,45,8,772,43,61,83,151,79,85,52,39,13,604,758,1365,1506,3049,1392,1291,818,460,213,10855
POA3804,0,0,0,0,0,0,0,0,0,3,0,0,0,7,11,13,0,0,0,27,0,0,0,7,11,15,3,5,0,39,0,0,0,0,7,8,5,3,0,29,0,0,9,6,3,3,3,0,0,21,0,5,3,17,21,6,8,0,0,54,0,0,0,3,5,17,0,0,0,28,0,0,8,28,39,22,12,3,0,116,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,4,0,0,0,3,3,5,3,3,0,21,0,0,0,3,10,3,0,0,0,23,0,0,0,5,3,4,3,0,0,15,0,0,0,12,5,4,0,0,0,23,0,0,0,0,0,3,3,0,0,7,0,0,3,0,3,0,0,0,0,10,0,6,24,83,75,70,52,25,13,352,19,33,82,70,83,78,52,13,15,438,351,1098,1437,1569,1390,1165,624,298,168,8094
POA3805,0,0,0,4,8,3,0,0,0,11,9,49,78,230,164,99,31,7,7,670,0,3,5,53,46,63,32,12,9,231,0,5,12,41,56,77,58,38,8,299,4,26,32,48,34,44,10,0,0,203,0,12,59,107,117,63,39,7,3,416,0,0,0,23,28,39,33,26,6,165,12,124,135,846,426,232,132,55,10,1973,3,6,4,26,3,0,0,0,0,42,3,3,0,74,17,10,0,0,0,107,0,5,3,31,24,16,9,3,0,87,0,0,0,25,39,23,4,3,4,100,3,28,20,33,16,13,6,3,0,125,0,3,24,111,55,31,14,0,0,244,0,0,0,3,11,13,0,4,0,31,0,0,6,17,7,6,0,0,0,31,11,112,215,861,616,427,224,114,31,2611,163,351,370,724,404,278,193,92,36,2614,3956,8886,8963,15929,8557,5639,3170,1380,457,56933
POA3806,0,0,0,5,5,3,0,0,0,18,5,17,41,156,77,54,18,7,3,376,0,0,0,53,40,36,7,3,7,155,3,19,27,48,103,100,73,44,20,429,11,35,42,35,38,17,7,0,0,181,3,48,93,163,146,81,29,23,6,592,0,0,0,6,24,27,18,11,3,96,17,152,125,588,341,143,69,36,9,1484,0,11,8,52,0,0,3,0,0,76,0,5,6,27,5,6,0,0,0,52,0,0,0,5,13,6,3,0,0,30,0,0,0,10,18,13,7,5,0,58,6,34,24,37,29,15,11,3,0,165,0,3,3,43,17,9,3,0,0,88,0,0,0,16,13,0,3,6,0,49,0,9,15,50,18,13,3,0,0,108,12,92,128,382,321,191,108,76,24,1343,113,238,230,519,337,199,185,137,59,2013,3424,7482,6753,12824,7182,4804,3244,1989,815,48520
POA3807,0,0,0,0,0,0,0,0,0,3,0,0,0,4,6,3,0,0,0,16,0,0,0,0,3,7,0,0,0,10,0,0,3,3,15,19,19,4,0,68,0,0,0,0,3,0,4,0,0,9,0,3,9,20,12,8,7,3,0,61,0,0,0,0,6,3,6,0,0,14,0,0,0,10,5,11,3,4,0,37,3,0,0,3,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,3,0,7,6,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,8,3,30,27,18,17,13,0,117,13,28,33,57,67,54,31,21,5,304,384,1113,1130,1602,1291,822,498,221,51,7097
POA3808,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,6,4,7,3,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,7,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,10,17,3,3,49,6,22,16,33,37,30,23,14,0,180,158,493,391,640,459,458,278,117,38,3033
POA3809,0,0,0,4,0,0,0,0,0,3,0,4,13,34,21,8,0,0,0,71,0,0,0,3,0,3,0,0,0,12,3,8,7,15,5,18,10,7,0,66,0,7,6,8,4,3,0,0,0,32,0,0,4,17,8,3,5,0,0,43,0,0,0,0,0,3,0,0,0,6,0,14,13,125,26,11,8,3,0,209,0,0,0,12,0,0,0,0,0,8,0,0,0,4,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,4,0,5,3,5,0,0,0,21,0,0,0,0,0,3,0,0,0,3,0,0,0,3,7,0,0,0,0,15,0,0,3,9,0,0,0,0,0,13,0,15,35,90,29,16,11,3,0,202,20,29,47,118,37,30,24,10,0,312,722,981,999,2716,818,542,319,96,16,7210
POA3810,0,0,0,10,3,0,0,0,0,12,4,56,84,189,85,28,13,0,0,466,0,0,0,21,8,13,11,7,0,63,0,3,3,62,34,54,71,42,11,286,0,5,13,31,13,7,0,0,0,67,4,18,34,102,58,13,6,9,3,240,0,0,0,7,11,17,11,6,0,60,5,55,31,350,62,38,38,5,8,596,0,0,3,50,0,0,0,0,0,59,0,8,4,50,13,0,0,0,0,81,0,0,0,5,0,3,0,0,0,12,0,0,0,8,8,0,4,0,0,25,0,6,16,40,20,8,3,3,0,99,0,6,12,39,10,15,3,0,0,79,0,6,4,10,17,9,11,13,0,65,0,3,12,49,13,5,3,0,0,93,11,106,202,612,232,138,105,51,21,1479,215,317,354,842,352,301,239,147,73,2830,4765,7209,5983,15235,5381,3924,3159,1598,630,47894
POA3812,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,3,6,7,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,5,0,0,0,19,3,16,17,42,26,29,14,3,5,159,115,302,359,471,388,350,210,83,33,2312
POA3813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,7,17,16,30,20,9,4,0,95,34,123,122,143,197,140,83,35,8,886
POA3814,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,11,0,0,0,0,0,3,0,0,0,3,0,0,0,4,0,3,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,8,11,0,0,23,8,17,10,43,31,37,32,7,3,192,150,330,271,512,330,307,245,88,29,2255
POA3815,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,10,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,4,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,14,8,30,23,50,45,27,33,8,3,231,149,482,360,645,483,380,327,132,61,3022
POA3816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,10,5,0,10,0,0,30,11,32,24,54,43,32,34,16,6,245,197,389,316,702,374,364,260,100,29,2721
POA3818,0,0,0,0,0,3,0,0,0,5,0,4,4,24,11,6,0,0,0,53,0,0,0,0,0,5,0,3,0,12,0,0,3,3,8,15,31,17,0,70,0,0,0,0,3,0,0,0,0,6,0,5,3,16,8,3,5,0,0,43,0,0,0,0,3,0,0,7,0,11,0,3,0,7,8,0,7,0,0,28,0,0,3,3,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8,12,0,0,29,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,4,4,0,0,20,0,0,3,7,3,0,0,0,0,9,3,9,10,30,18,27,16,21,10,138,56,109,88,236,171,150,153,107,34,1101,962,1865,1570,3243,1772,1798,1644,956,366,14167
POA3820,0,0,0,7,0,0,3,0,0,12,0,3,3,20,4,11,4,0,0,42,0,0,0,4,0,5,7,4,0,23,0,0,0,3,5,15,29,11,7,75,0,0,0,8,0,3,0,0,0,8,0,8,0,15,5,9,7,3,0,54,0,0,0,0,0,0,6,5,0,10,0,3,0,19,3,3,6,0,0,33,0,0,3,38,0,0,0,0,0,44,3,4,3,6,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,5,3,9,6,0,0,35,0,0,5,10,3,0,0,0,0,18,0,0,0,3,0,3,4,0,0,15,0,0,0,3,0,3,3,0,0,12,0,12,12,51,25,23,17,14,6,155,42,97,107,216,166,133,165,109,55,1078,929,1992,1963,3551,2136,2009,1896,1057,424,15952
POA3821,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,4,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,9,3,19,19,37,43,43,42,13,6,232,146,435,321,563,481,473,344,126,31,2917
POA3822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,7,8,19,20,11,11,3,0,86,53,164,131,209,149,136,91,43,11,985
POA3823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,6,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,17,12,11,9,26,16,34,32,10,0,141,111,201,183,400,235,346,234,102,20,1838
POA3824,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,11,3,3,0,5,4,30,15,54,51,100,67,80,61,40,18,480,292,695,534,1150,643,693,565,288,145,5004
POA3825,0,0,0,0,4,0,0,0,0,5,0,4,11,38,29,20,21,3,0,116,0,0,0,3,3,6,5,9,8,33,0,0,0,10,8,29,62,36,21,165,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,3,5,0,0,27,0,0,0,4,0,11,6,5,3,30,0,0,0,10,0,7,3,0,0,17,0,0,0,5,0,0,0,0,0,5,0,3,0,7,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,7,4,5,6,0,0,30,0,3,0,6,3,3,0,0,0,20,0,0,0,0,0,7,7,0,0,17,0,0,0,3,0,0,0,0,0,5,0,13,10,50,27,39,64,38,31,266,66,125,202,385,286,290,284,172,89,1898,1081,2307,2540,4398,2712,3000,2347,1305,592,20281
POA3831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,3,0,0,18,4,13,14,28,20,41,25,16,4,167,93,202,190,293,231,299,232,125,46,1702
POA3832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,16,8,4,0,40,6,29,23,31,31,57,53,9,3,247
POA3833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,12,0,9,13,6,0,36,10,18,34,43,43,58,60,28,4,307
POA3835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,4,16,27,65,59,101,61,79,58,15,6,471
POA3840,0,0,0,3,0,3,0,0,0,5,0,10,16,42,22,25,14,3,0,131,0,0,0,4,3,11,4,3,8,33,0,0,0,9,11,20,52,34,13,139,0,0,0,4,0,0,0,0,0,5,0,0,0,8,8,9,0,0,0,27,0,0,0,0,0,0,7,5,0,9,0,4,0,17,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,4,3,5,10,4,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,4,11,5,0,0,0,26,0,0,0,4,3,0,0,0,0,14,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,25,36,63,28,38,49,18,16,282,95,151,200,401,253,260,192,133,44,1737,960,1856,1986,3654,2270,2375,1822,1090,465,16476
POA3842,0,0,3,4,0,0,0,0,0,4,0,0,4,9,4,0,0,0,0,21,0,0,0,0,3,0,4,3,0,8,0,0,3,3,4,11,17,7,0,47,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,9,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,3,6,5,3,8,4,0,43,22,53,113,128,58,65,55,27,3,519,313,531,781,1191,522,674,526,205,48,4783
POA3844,0,0,0,5,3,0,0,0,0,8,3,3,16,47,21,31,14,0,3,137,0,0,0,3,0,10,4,0,4,23,0,0,4,6,21,53,71,32,11,197,0,0,6,8,0,0,0,0,0,16,0,9,15,33,20,6,3,4,0,98,0,0,0,0,0,0,0,0,0,6,0,8,4,29,13,4,3,0,0,63,0,0,0,0,0,0,0,0,0,3,0,0,9,21,3,0,0,0,0,31,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,3,7,4,5,3,3,0,30,0,0,0,21,3,3,0,0,0,33,0,0,0,3,3,3,3,4,4,17,0,3,0,5,10,0,0,0,0,18,3,38,34,105,57,36,30,38,16,366,89,227,265,570,335,353,272,223,143,2473,1832,3823,3533,7502,3817,3634,2671,1529,639,28980
