POA_CODE_2016,P_Oth_scs_15_19,P_Oth_scs_20_24,P_Oth_scs_25_34,P_Oth_scs_35_44,P_Oth_scs_45_54,P_Oth_scs_55_64,P_Oth_scs_65_74,P_Oth_scs_75_84,P_Oth_scs_85ov,P_Oth_scs_Tot,P_ID_NS_15_19,P_ID_NS_20_24,P_ID_NS_25_34,P_ID_NS_35_44,P_ID_NS_45_54,P_ID_NS_55_64,P_ID_NS_65_74,P_ID_NS_75_84,P_ID_NS_85ov,P_ID_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
POA3542,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,6,3,14,12,24,7,3,0,71
POA3544,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,5,4,12,20,30,29,14,3,0,110
POA3546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,0,7,24,18,50,43,20,3,5,174
POA3549,3,5,15,3,4,5,3,0,0,44,6,21,23,26,22,10,3,3,0,113,44,116,296,245,253,290,87,12,0,1337
POA3550,26,97,149,88,113,101,35,6,0,613,36,68,98,115,131,102,29,13,0,590,1099,2323,3733,3228,3643,2894,684,81,10,17699
POA3551,36,43,125,125,124,92,20,0,0,568,35,40,67,115,110,76,29,7,0,484,998,1068,2762,3369,3402,2334,495,56,24,14501
POA3555,16,48,97,55,55,58,12,0,0,338,9,37,60,58,40,50,19,3,0,284,413,955,1985,1600,1560,1394,256,32,3,8195
POA3556,5,23,40,38,45,38,6,0,0,200,11,26,49,46,41,50,7,3,0,240,310,580,1107,987,1065,950,167,18,6,5184
POA3557,0,0,8,3,3,3,0,0,0,17,0,0,4,3,0,3,0,0,0,13,25,16,57,86,88,79,14,5,0,373
POA3558,3,3,0,0,5,3,0,0,0,17,3,0,3,3,0,3,3,0,0,21,15,30,31,61,101,91,38,8,3,371
POA3559,0,0,0,0,3,0,0,0,0,4,0,0,0,3,3,3,3,0,0,10,6,19,31,44,66,49,26,6,0,257
POA3561,11,3,9,13,13,9,3,0,0,63,11,6,8,11,16,18,3,6,0,81,115,152,256,315,460,403,119,33,8,1865
POA3562,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,4,8,23,27,30,34,5,0,0,127
POA3563,0,4,0,0,0,3,0,0,0,9,0,0,3,3,0,0,3,0,0,13,22,40,47,57,90,75,25,3,0,371
POA3564,15,45,61,52,66,53,14,3,0,313,21,25,35,51,79,68,19,3,7,314,546,546,1215,1387,1684,1389,290,46,6,7112
POA3565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,7,11,15,7,3,0,50
POA3566,0,0,0,0,3,3,0,0,0,12,0,0,3,0,3,0,0,0,0,14,17,16,33,42,65,53,23,11,0,256
POA3567,0,0,0,3,7,3,0,0,0,14,3,3,0,0,3,3,0,0,0,13,20,14,30,43,79,65,31,14,0,291
POA3568,0,5,6,14,3,11,4,0,0,37,3,6,5,9,9,17,0,3,0,48,62,87,170,245,297,265,106,17,0,1252
POA3570,0,0,3,4,0,0,0,0,0,12,0,0,4,3,3,0,0,0,0,14,12,12,43,58,97,70,18,3,0,309
POA3571,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,10,23,15,30,33,14,8,0,146
POA3572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,3,10,16,16,19,7,0,0,78
POA3573,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,7,3,3,19,20,31,46,10,0,0,144
POA3575,0,0,0,0,0,0,0,0,0,5,0,3,5,0,0,0,0,3,0,12,8,20,43,75,74,95,14,10,3,335
POA3576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,0,13,7,0,0,39
POA3579,3,6,20,4,18,17,3,0,0,78,7,9,11,12,21,23,13,7,3,107,115,179,344,358,520,510,155,25,9,2212
POA3580,0,0,3,0,7,6,0,0,0,13,0,0,0,4,3,7,4,0,0,23,30,29,62,60,95,102,25,3,0,400
POA3581,3,0,0,0,0,0,0,0,0,7,3,0,0,0,0,3,0,0,0,7,14,0,5,9,25,16,0,0,0,74
POA3583,0,0,0,0,3,0,0,0,0,7,0,0,0,3,0,0,0,0,0,3,10,5,12,24,21,9,3,0,0,88
POA3584,0,0,8,3,3,5,3,0,0,21,0,0,4,3,3,3,3,0,3,18,19,21,85,83,88,103,28,11,3,433
POA3585,11,34,63,37,27,25,6,0,0,200,10,24,39,25,36,29,8,5,0,183,331,498,1039,899,1003,824,181,30,4,4797
POA3586,0,3,0,3,9,8,0,0,0,18,3,0,3,5,3,9,0,0,0,28,30,33,49,69,102,96,19,3,0,396
POA3588,0,0,0,3,0,0,0,0,0,7,3,0,0,0,3,0,0,0,0,12,17,15,21,29,37,35,10,0,0,162
POA3589,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5,8,17,18,23,38,39,6,3,0,161
POA3590,3,0,0,0,0,3,0,0,0,11,0,0,3,0,0,3,0,0,0,8,10,8,23,32,31,35,8,0,0,152
POA3591,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,3,4,5,7,18,19,26,8,0,0,88
POA3594,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,0,0,0,0,15,14,20,24,30,51,47,16,5,0,204
POA3595,0,0,3,0,0,0,0,0,0,6,0,0,0,3,3,3,0,0,0,10,4,20,25,33,50,41,10,3,0,181
POA3596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,13,3,3,3,0,38
POA3597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,13,12,16,21,32,61,44,13,3,0,205
POA3599,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,3,13,18,9,3,0,0,50
POA3607,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,14,10,21,16,0,0,0,57
POA3608,0,0,3,3,7,7,0,0,0,24,3,3,9,3,10,13,0,3,0,42,54,69,165,192,230,245,63,15,7,1039
POA3610,0,3,3,7,7,0,0,0,0,22,4,0,0,6,12,9,0,0,0,36,36,27,67,115,166,125,34,7,3,580
POA3612,0,7,9,0,3,4,3,0,0,26,3,0,0,5,16,9,0,0,0,29,40,31,83,79,186,154,30,7,3,615
POA3614,3,0,5,5,3,3,0,0,0,21,0,0,4,3,6,3,0,0,0,14,26,24,75,95,121,89,21,4,0,460
POA3616,3,9,16,17,17,10,6,0,0,83,4,9,15,17,27,9,13,3,3,97,111,183,430,452,549,414,103,28,4,2286
POA3617,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,7,4,10,11,25,23,4,3,0,89
POA3618,3,0,3,3,0,0,0,0,0,15,0,0,0,7,3,3,0,0,0,13,17,18,44,75,73,58,17,0,0,299
POA3620,0,10,31,23,46,38,10,3,0,158,14,12,13,23,25,28,8,5,0,135,192,263,579,640,816,680,178,35,5,3386
POA3621,3,0,6,10,3,12,0,0,0,36,0,0,3,10,9,4,3,0,0,33,59,77,183,210,236,204,52,5,3,1023
POA3622,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,5,12,7,32,43,52,55,18,6,0,225
POA3623,0,3,0,0,4,0,3,0,0,7,0,0,3,0,5,0,3,0,0,13,14,34,42,57,85,90,31,9,4,368
POA3624,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,3,0,0,7,15,24,43,40,48,51,13,4,0,231
POA3629,10,11,29,27,42,28,3,3,0,161,11,14,39,30,28,33,13,3,0,180,241,336,727,780,793,679,188,21,4,3768
POA3630,25,58,133,104,123,73,25,0,0,542,36,67,134,114,115,82,26,8,6,583,743,1132,2755,2421,2592,1984,484,46,12,12171
POA3631,17,20,45,50,61,41,14,0,0,247,14,25,41,50,52,25,4,6,3,216,459,432,980,1163,1442,993,277,52,11,5808
POA3633,0,0,0,3,3,0,0,0,0,7,0,0,0,4,8,3,3,0,0,14,18,21,23,61,86,57,22,0,0,278
POA3634,3,3,5,13,7,12,0,0,0,44,8,0,5,5,7,11,3,0,0,40,55,53,123,193,231,215,55,14,3,936
POA3635,0,0,3,0,0,6,0,0,0,14,3,3,0,3,3,3,3,0,0,14,15,24,49,35,61,62,23,0,0,270
POA3636,5,6,20,15,17,11,3,0,0,79,7,9,12,17,26,16,9,0,0,104,139,186,382,382,497,442,127,29,5,2190
POA3637,0,3,3,0,0,0,0,0,0,10,0,5,3,0,0,0,3,0,0,16,30,26,54,45,75,57,22,3,0,317
POA3638,7,3,10,7,3,5,0,3,0,39,6,5,8,5,7,11,7,0,0,54,73,74,160,159,188,177,58,12,0,906
POA3639,0,3,0,3,3,3,0,0,0,9,0,0,0,0,0,3,0,0,0,10,8,20,27,26,63,81,15,3,0,246
POA3640,3,0,3,0,0,0,0,0,0,13,0,0,0,0,8,4,0,0,0,17,33,37,85,109,107,84,32,3,0,485
POA3641,8,0,3,3,3,4,0,0,0,19,3,0,4,3,3,0,5,0,0,21,40,39,82,105,129,117,23,0,0,536
POA3644,7,13,31,21,24,16,8,0,0,116,7,19,36,43,42,34,13,6,3,201,226,301,634,707,829,678,187,31,8,3602
POA3646,0,3,3,4,3,0,0,0,0,15,3,3,0,0,4,4,4,0,0,22,18,16,32,51,64,58,25,3,3,276
POA3647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,8,0,0,0,0,0,22
POA3649,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,9,15,14,17,25,56,54,13,5,0,196
POA3658,7,20,29,22,26,12,11,0,0,123,11,14,18,26,38,27,11,3,0,146,142,260,503,498,715,529,107,9,0,2770
POA3659,0,4,5,5,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,6,19,23,48,44,84,85,29,3,0,340
POA3660,10,14,22,19,34,23,6,0,0,124,12,18,22,15,37,35,8,6,0,143,181,244,493,533,709,667,150,25,12,3024
POA3662,0,0,3,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,3,83,119,215,113,57,10,0,0,0,603
POA3663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,10,14,9,32,6,0,0,87
POA3664,0,0,0,0,3,6,0,0,0,11,0,0,6,4,6,4,0,0,0,28,17,36,76,99,102,126,25,9,3,497
POA3665,0,0,0,3,0,0,0,0,0,5,0,0,0,0,3,0,3,0,0,6,6,8,12,26,37,41,13,0,0,149
POA3666,7,4,14,8,8,14,7,0,0,69,5,4,5,11,24,19,21,3,0,93,92,109,265,335,416,461,213,50,12,1937
POA3669,0,0,4,4,3,3,0,0,0,14,0,0,0,3,0,8,4,0,0,22,27,20,82,61,126,171,68,15,3,574
POA3670,0,5,0,3,4,0,0,0,0,12,0,0,0,0,0,5,3,0,0,7,11,29,31,30,65,87,24,0,0,268
POA3672,13,17,26,27,34,28,10,5,0,157,9,19,26,28,32,32,17,3,0,168,232,352,639,672,946,869,231,41,12,3993
POA3673,0,5,8,5,0,3,0,0,0,29,3,0,4,5,11,12,6,3,0,42,43,26,89,138,198,228,81,19,3,826
POA3675,0,4,13,8,6,4,0,0,0,31,0,3,7,5,3,7,3,0,0,28,50,46,116,184,212,220,73,13,0,907
POA3677,13,37,70,56,58,38,17,0,0,286,26,23,56,51,67,46,13,6,0,298,530,641,1450,1522,1710,1367,274,37,9,7541
POA3678,6,7,11,18,29,16,3,0,0,97,10,9,11,26,29,34,10,3,3,132,162,168,328,600,852,759,256,71,10,3199
POA3682,0,0,0,0,3,0,0,0,0,5,0,3,0,6,4,0,4,0,0,19,13,24,28,56,79,76,16,4,0,298
POA3683,4,3,4,3,14,3,0,0,0,30,0,0,5,0,15,9,3,3,0,41,49,54,104,145,233,182,48,9,0,810
POA3685,3,7,9,12,8,10,3,0,0,51,0,3,3,15,3,8,3,3,0,40,65,74,183,268,305,273,75,19,5,1255
POA3687,3,6,7,0,6,3,0,0,0,24,0,3,4,3,4,0,6,0,0,25,31,45,69,109,123,74,27,3,0,481
POA3688,3,4,7,12,3,3,0,0,0,33,6,0,0,4,4,5,3,0,0,28,32,46,94,121,164,150,36,10,4,654
POA3690,42,97,155,115,96,84,23,0,0,607,45,60,108,127,131,78,23,7,0,575,994,1520,3377,3040,3287,2389,484,40,10,15141
POA3691,16,17,37,33,40,24,7,0,0,163,7,23,31,42,40,23,13,4,0,180,360,508,893,1011,1095,861,253,39,4,5024
POA3694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,39,8,0,3,0,0,0,0,70
POA3695,0,0,0,0,0,7,0,0,0,5,3,0,0,3,3,0,0,0,0,13,7,18,20,47,59,70,16,8,0,242
POA3697,0,0,0,0,4,3,0,0,0,9,0,0,0,0,0,4,0,0,0,6,12,10,24,48,74,76,11,4,0,269
POA3698,0,0,0,0,4,0,3,0,0,6,0,0,0,0,0,0,3,0,0,7,13,9,39,96,106,87,31,0,0,386
POA3699,3,4,3,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,9,28,40,97,98,93,74,23,5,0,465
POA3700,0,3,8,3,9,0,0,0,0,22,3,0,0,3,3,8,5,0,0,25,31,37,80,84,158,120,51,8,4,572
POA3701,0,0,0,3,7,0,0,0,0,6,3,0,0,0,0,7,3,0,0,16,16,22,58,76,120,116,70,8,4,483
POA3704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,18
POA3705,0,0,0,0,4,0,0,0,0,9,0,0,0,0,3,0,0,0,0,8,6,3,9,11,37,29,16,4,0,122
POA3707,0,3,4,5,9,12,0,0,0,40,0,3,3,3,10,3,7,0,0,31,32,45,111,119,163,164,72,17,3,731
POA3708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,9,5,3,0,32
POA3709,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,9,3,8,17,24,56,27,3,0,144
POA3711,0,0,3,0,0,3,0,0,0,5,0,0,0,0,4,0,0,0,0,10,5,9,30,35,51,58,20,0,3,211
POA3712,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,9,11,8,26,29,42,36,14,0,0,162
POA3713,0,3,0,0,5,0,0,0,0,12,0,0,0,0,10,5,0,0,0,15,23,27,50,54,89,80,26,3,0,359
POA3714,4,0,12,11,6,8,5,0,0,46,5,7,9,3,12,15,6,0,0,66,71,105,211,294,329,322,109,26,6,1480
POA3715,0,0,0,0,0,3,0,0,0,4,0,0,0,0,3,3,3,0,0,9,5,5,9,19,22,39,24,4,0,131
POA3717,3,3,7,12,11,16,0,0,0,49,0,5,5,13,17,5,16,5,0,66,49,59,108,207,264,279,104,24,3,1105
POA3718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,7,5,4,5,42
POA3719,0,0,0,0,5,3,0,0,0,3,0,0,0,0,3,3,3,0,0,9,6,7,20,25,34,46,16,11,0,166
POA3720,0,0,0,3,3,3,3,0,0,9,0,0,0,6,5,4,0,3,0,18,12,14,27,34,54,70,24,5,0,231
POA3722,8,5,15,12,23,15,17,0,0,104,6,7,11,21,23,23,10,3,0,103,146,158,348,479,510,516,149,25,9,2334
POA3723,3,4,0,0,7,4,3,0,0,34,0,7,9,18,14,7,0,6,0,60,53,79,184,206,295,289,118,15,3,1238
POA3725,0,0,3,0,3,4,3,0,0,11,0,0,0,0,4,3,5,0,0,13,11,15,44,40,71,72,33,5,0,296
POA3726,0,0,0,0,0,3,0,0,0,3,0,0,0,0,7,0,3,0,0,13,7,4,20,25,45,41,31,0,0,178
POA3727,0,0,4,0,0,0,0,0,0,7,0,0,3,0,0,0,3,0,0,7,3,6,24,14,26,29,15,0,0,118
POA3728,0,0,0,0,3,0,0,0,0,7,0,0,0,3,4,0,3,0,0,11,13,22,46,38,62,58,24,3,0,270
POA3730,12,8,26,22,11,31,9,0,0,126,10,20,10,27,30,18,7,3,0,122,220,252,535,671,779,666,139,27,0,3294
POA3732,0,3,0,0,3,0,3,0,0,6,0,0,0,0,0,3,3,0,0,11,15,15,29,62,60,61,34,7,0,284
POA3733,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,4,3,10,23,24,34,9,4,0,105
POA3735,0,3,3,0,3,0,0,0,0,9,3,0,0,3,3,7,0,0,0,7,19,22,37,54,85,77,17,6,0,322
POA3737,3,7,16,11,22,8,3,0,0,69,7,3,10,17,21,11,3,4,7,83,129,122,246,305,507,437,102,20,5,1866
POA3738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,11,7,14,19,31,31,8,0,0,116
POA3739,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,7,3,5,18,24,40,12,0,0,109
POA3740,3,3,0,5,3,0,0,0,0,15,3,4,4,0,3,4,0,0,0,23,28,36,78,96,128,118,34,4,0,526
POA3741,0,3,3,8,10,5,4,0,0,31,5,4,9,13,10,14,4,0,0,55,86,97,196,281,318,284,85,9,0,1349
POA3744,0,0,3,0,5,0,0,0,0,12,0,0,3,3,0,3,0,0,0,11,13,11,36,45,55,49,7,0,0,210
POA3746,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,0,0,12,9,11,13,37,49,28,11,0,0,158
POA3747,0,3,7,7,11,11,3,0,0,47,9,7,11,12,6,14,10,4,0,69,100,82,238,399,512,510,164,14,3,2033
POA3749,0,0,0,12,7,0,0,0,0,24,0,0,0,6,14,0,3,0,0,31,56,47,99,176,265,191,60,4,0,903
POA3750,0,13,69,40,18,7,0,0,0,148,3,21,87,72,29,16,3,3,0,237,104,305,1836,1167,473,243,42,10,0,4180
POA3751,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,5,9,24,13,25,21,14,3,0,108
POA3752,14,51,105,126,109,40,12,0,0,442,35,41,113,145,126,46,15,3,0,520,626,1064,2667,3382,2645,1238,171,12,0,11819
POA3753,3,7,7,17,4,7,3,0,0,47,3,12,25,20,16,9,0,0,0,79,38,85,325,278,223,130,23,11,0,1110
POA3754,32,72,258,219,124,60,5,3,0,776,35,66,237,184,159,71,20,3,0,774,747,1393,5695,5351,3286,1640,316,24,4,18459
POA3755,0,0,0,0,0,0,0,0,0,9,3,0,0,0,7,0,0,0,0,12,6,6,27,20,22,18,15,3,0,122
POA3756,10,32,77,47,44,27,3,4,0,243,10,25,64,58,74,43,14,0,0,285,287,493,1351,1223,1293,805,137,15,3,5606
POA3757,3,20,41,40,43,20,7,0,0,176,13,20,41,34,67,45,14,0,0,234,222,352,710,915,1026,683,148,11,8,4078
POA3758,4,0,12,10,9,7,0,0,0,43,5,3,7,11,12,9,0,0,0,54,72,88,164,247,275,201,34,0,0,1088
POA3759,0,0,4,0,7,6,0,0,0,17,0,0,3,3,6,8,4,0,0,26,38,50,59,96,170,133,38,3,4,577
POA3760,0,0,0,0,5,0,0,0,0,7,3,0,0,3,0,3,0,0,0,10,16,18,19,33,63,58,9,0,0,217
POA3761,0,0,3,4,4,0,0,0,0,22,4,0,3,5,10,6,3,0,0,23,26,66,88,111,166,118,38,4,0,617
POA3762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,8,5,11,11,14,23,3,0,0,70
POA3763,3,5,14,7,11,7,3,0,0,46,0,4,8,19,10,3,0,0,0,46,41,51,113,164,221,146,13,6,0,748
POA3764,4,24,31,35,35,21,3,0,0,159,12,20,24,32,49,29,4,4,0,175,232,371,689,850,987,634,171,32,0,3966
POA3765,4,14,30,28,35,21,10,0,0,154,6,5,38,36,30,26,5,0,0,158,185,313,655,715,754,575,157,10,0,3360
POA3766,0,0,0,4,5,5,0,0,0,13,0,0,6,10,10,3,7,0,0,35,32,34,97,171,146,138,35,3,0,653
POA3767,0,0,4,4,8,3,0,0,0,13,4,4,7,9,5,9,4,0,0,43,35,41,90,120,159,123,41,6,0,614
POA3770,4,8,21,20,22,14,4,0,0,103,6,5,12,17,23,11,7,3,0,85,103,135,321,319,392,307,98,17,0,1698
POA3775,10,13,17,19,24,20,4,0,0,108,3,15,23,15,34,29,9,0,0,124,126,179,346,372,478,327,116,19,0,1965
POA3777,15,25,53,38,51,45,11,0,0,233,17,26,36,46,79,41,17,5,0,271,249,372,755,1031,1197,946,249,36,6,4841
POA3778,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,4,0,0,0,8,15,5,5,22,24,30,6,0,0,106
POA3779,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,4,10,5,24,19,36,50,28,3,0,168
POA3781,13,10,24,25,16,14,4,0,0,107,3,15,22,36,29,17,9,0,0,123,137,188,416,541,560,336,58,10,4,2256
POA3782,10,11,25,40,49,34,10,0,0,174,8,15,18,40,33,44,16,0,0,169,239,308,526,858,1051,736,177,16,3,3921
POA3783,0,3,4,15,15,11,0,0,0,48,3,0,11,17,19,14,3,0,0,60,71,83,151,271,295,235,46,8,3,1168
POA3785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,7,10,3,0,0,34
POA3786,0,0,0,3,11,6,5,0,0,32,0,3,3,0,14,18,0,0,0,41,48,57,90,148,198,183,45,9,0,782
POA3787,0,0,3,3,4,6,3,0,0,22,0,3,7,3,4,7,3,0,0,20,29,44,59,125,130,126,36,3,0,559
POA3788,0,0,4,3,8,5,3,0,0,17,3,0,14,14,15,5,0,0,0,51,35,50,122,197,219,188,62,3,0,875
POA3789,0,0,0,0,0,3,0,0,0,4,0,0,3,0,3,0,0,0,0,8,8,10,6,19,32,36,17,0,0,129
POA3791,0,3,3,0,3,9,0,0,0,23,3,3,8,6,3,7,4,0,0,39,23,52,101,166,182,176,47,3,0,753
POA3792,0,4,0,3,0,0,3,0,0,11,0,0,3,7,0,6,3,0,0,26,17,36,64,114,119,129,35,3,0,518
POA3793,0,4,12,11,18,13,0,0,0,65,11,11,11,17,23,15,3,0,0,84,129,132,268,378,413,329,83,3,0,1737
POA3795,3,0,0,11,4,3,0,0,0,28,3,6,3,8,6,8,3,3,0,36,51,48,94,134,152,104,34,3,0,635
POA3796,9,18,58,49,51,43,6,0,0,228,11,19,47,40,74,41,12,0,0,254,364,458,994,1047,1193,804,154,11,0,5023
POA3797,4,8,15,14,8,10,6,0,0,70,14,8,16,17,32,9,6,0,0,96,87,115,269,288,375,263,70,10,3,1483
POA3799,4,9,20,29,30,12,7,0,0,114,4,13,24,22,41,26,7,3,0,148,100,187,342,455,648,477,112,14,3,2334
POA3800,3,3,0,0,0,0,0,0,0,11,0,3,0,0,0,0,0,0,0,8,131,176,32,11,3,3,3,0,0,361
POA3802,12,51,100,95,108,67,11,3,0,452,21,65,164,125,136,121,33,3,0,668,434,1145,2415,2234,2296,2066,373,24,0,10991
POA3803,0,15,48,41,45,17,4,0,0,178,10,37,82,60,67,47,11,3,0,311,188,444,1137,945,931,710,135,8,0,4496
POA3804,11,20,32,31,73,48,15,0,0,222,19,20,24,42,57,46,11,3,0,230,309,515,537,715,1098,769,160,20,7,4125
POA3805,38,129,246,280,295,155,30,0,0,1171,59,181,308,346,406,217,50,3,0,1571,1671,2862,5376,6365,6612,3530,553,43,3,27030
POA3806,39,101,195,215,237,109,30,3,0,943,47,94,187,267,301,167,41,5,5,1119,1436,2206,4112,5984,5856,3228,633,65,10,23535
POA3807,8,10,33,30,42,27,7,0,0,160,16,20,32,31,71,45,4,4,4,220,310,403,493,831,1084,548,118,11,3,3802
POA3808,0,5,13,10,14,21,6,0,0,67,3,0,14,11,19,21,3,0,0,77,88,138,187,356,391,321,77,13,0,1565
POA3809,5,16,58,40,26,9,4,0,0,152,5,19,52,47,37,23,3,0,0,181,190,393,1321,945,669,361,76,3,0,3959
POA3810,35,92,315,176,164,92,16,7,0,887,62,126,280,270,227,132,29,3,0,1128,1068,2206,6211,5155,4095,2266,473,45,12,21530
POA3812,7,3,10,12,18,12,0,0,0,66,5,9,8,13,18,17,0,0,0,69,86,138,157,201,334,245,61,11,3,1237
POA3813,3,4,3,3,9,0,3,0,0,18,0,3,0,3,8,8,3,0,0,31,22,40,45,50,139,91,25,5,0,421
POA3814,5,6,13,12,13,7,0,0,0,53,4,3,9,16,15,14,4,0,3,70,66,82,181,214,265,179,61,13,3,1063
POA3815,3,8,9,13,19,13,3,0,0,72,6,10,10,8,17,14,4,3,0,70,92,102,219,286,378,240,58,10,0,1382
POA3816,6,6,21,3,18,3,4,0,0,60,0,3,12,9,12,13,0,0,0,52,54,117,271,238,260,211,43,15,0,1207
POA3818,13,32,60,55,67,54,16,3,0,302,20,20,48,52,74,54,28,6,0,296,325,510,1279,1108,1324,1044,289,42,5,5920
POA3820,18,31,70,62,84,69,17,3,0,356,10,32,43,37,43,41,13,3,0,225,470,623,1371,1294,1649,1240,299,52,5,7009
POA3821,6,7,8,4,14,6,0,0,0,53,9,4,3,11,20,13,7,0,0,71,89,97,177,264,395,320,109,20,5,1471
POA3822,0,0,5,5,3,3,0,0,0,16,0,3,3,3,8,4,3,0,0,26,34,37,64,98,111,85,21,9,0,468
POA3823,0,5,9,10,8,8,0,0,0,30,0,0,9,3,7,5,0,0,0,28,33,75,176,149,178,188,38,9,0,848
POA3824,4,11,15,18,19,16,0,0,0,81,7,6,10,19,20,15,9,3,0,97,128,175,409,475,475,417,120,12,5,2211
POA3825,12,42,59,56,68,48,18,0,0,303,22,37,60,52,68,68,17,5,0,339,474,789,1411,1428,1744,1405,310,46,7,7618
POA3831,4,3,6,9,5,7,3,0,0,35,3,3,3,9,7,8,5,0,0,31,47,55,84,136,173,189,55,10,0,753
POA3832,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,3,3,4,18,17,33,15,0,0,102
POA3833,0,0,0,0,0,0,3,0,0,9,0,3,0,0,0,0,0,0,0,9,5,12,15,17,31,26,18,8,0,126
POA3835,0,3,0,3,3,3,0,0,0,7,3,0,0,4,0,0,0,0,0,8,11,14,39,43,37,45,19,8,0,224
POA3840,7,35,41,37,55,34,10,3,0,222,18,22,52,39,54,49,17,5,0,258,340,552,1124,1027,1346,1122,248,38,0,5802
POA3842,0,15,14,5,7,5,3,0,0,54,0,7,12,10,6,14,3,0,0,57,114,217,384,304,319,327,50,7,6,1726
POA3844,32,59,112,117,80,59,14,0,0,480,30,40,89,80,79,59,26,6,0,415,749,1246,2881,2747,2797,2031,441,47,7,12947
POA3847,0,11,7,14,4,5,0,0,0,33,0,4,7,7,7,6,8,4,0,48,31,80,203,186,194,210,52,13,0,965
POA3850,9,35,54,43,35,39,8,0,0,232,15,21,68,25,44,43,5,4,3,222,405,542,1329,1263,1357,1063,216,32,13,6220
POA3851,3,4,11,16,9,16,0,0,0,58,3,6,11,14,27,22,7,4,0,93,105,82,250,389,489,457,142,27,0,1939
POA3852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,26,5,5,0,0,0,0,69
POA3854,4,7,5,4,7,3,0,0,0,33,0,3,3,7,4,8,0,0,0,24,33,62,103,152,183,141,27,6,0,709
POA3856,0,0,8,0,3,0,0,0,0,9,0,0,7,3,3,0,0,0,0,17,31,35,107,84,94,99,17,0,0,468
POA3857,0,0,0,0,0,0,0,0,0,9,0,0,3,0,3,0,0,0,0,7,10,15,31,30,51,49,7,0,0,192
