POA_CODE_2016,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Hs_cop_cty_ch_gp_DS_Sp_ho,R_Hs_c_ct_ch_g_DS_SD_ro_t_h_t,R_Hse_cp_cty_ch_g_DS_Flt_apt,R_Hs_cop_cty_ch_gp_DS_Ot_dwel,R_Hse_coop_cty_ch_gp_DS_NS,R_Hse_coop_cty_ch_gp_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
POA3171,1890,207,123,14,0,2229,1116,315,58,3,11,1496,900,490,231,0,10,1635,32,38,9,0,0,81,356,120,24,0,0,506,16,9,7,0,0,26,84,14,4,59,0,163,26,8,3,4,0,41,1413,686,277,67,11,2459,28,7,93,0,0,130,210,47,55,6,0,318,4657,1261,599,92,26,6630
POA3172,2602,383,21,27,4,3036,2496,252,35,0,0,2786,538,205,39,0,0,784,72,16,0,0,0,92,254,66,0,0,0,324,4,3,0,0,0,11,66,8,0,43,3,112,15,0,0,3,0,15,947,304,40,47,4,1338,33,23,3,3,0,58,142,43,4,6,0,191,6213,1001,108,81,13,7408
POA3173,2323,130,56,0,3,2511,3401,245,32,5,0,3690,729,158,36,0,0,924,44,30,0,0,0,70,224,29,6,6,0,266,9,0,4,0,0,9,24,0,0,0,0,19,19,0,0,0,0,24,1043,222,47,8,0,1319,25,3,26,0,0,57,177,22,7,0,0,211,6970,626,171,14,6,7781
POA3174,3369,170,275,4,3,3818,2907,373,503,0,4,3780,1718,703,935,0,13,3379,257,90,206,0,0,557,538,98,121,3,5,771,27,3,13,0,0,46,99,21,18,0,0,141,44,11,20,0,3,73,2685,928,1315,3,26,4959,50,11,7,0,0,69,329,80,85,0,5,496,9339,1563,2186,10,44,13130
POA3175,3938,607,120,51,9,4725,3264,865,228,51,3,4410,1628,1762,1364,40,21,4808,345,405,81,12,4,847,622,277,133,14,0,1051,22,44,60,0,0,130,167,49,30,59,0,302,56,31,18,7,0,112,2841,2560,1691,128,24,7244,64,40,10,4,0,117,384,215,99,20,21,737,10490,4284,2151,251,59,17237
POA3177,844,92,13,7,0,949,927,170,0,7,6,1113,609,163,3,28,4,806,165,85,45,22,0,324,208,41,0,6,0,254,3,4,6,0,0,19,48,3,3,0,3,56,19,7,0,0,0,25,1063,300,60,51,6,1482,20,3,9,0,0,31,143,20,10,15,4,185,2991,591,88,82,18,3771
POA3178,3230,249,126,33,0,3638,5126,102,19,45,0,5304,1005,65,22,16,3,1112,92,0,0,0,0,92,243,12,0,3,0,259,9,3,3,0,0,13,8,0,3,6,0,13,14,0,0,0,0,15,1372,81,27,28,4,1509,34,50,81,0,0,166,182,29,13,10,0,229,9943,518,267,115,10,10849
POA3179,672,9,0,0,0,683,853,19,0,0,0,873,282,9,0,0,0,293,31,0,0,0,0,29,67,4,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,388,9,0,0,0,396,3,0,0,0,0,3,38,0,0,0,0,39,1952,46,0,0,0,1995
POA3180,808,168,0,0,0,982,875,140,0,0,0,1019,316,77,0,0,0,391,15,3,0,0,0,22,96,13,0,0,0,108,0,0,0,0,0,3,8,0,0,0,0,8,4,0,0,0,0,10,439,98,0,0,3,534,11,38,0,0,0,48,46,11,0,0,0,51,2176,455,3,0,0,2635
POA3181,432,728,421,6,10,1602,260,718,877,4,13,1867,219,745,3012,12,14,4001,0,32,479,0,0,513,70,183,414,10,8,682,0,0,34,0,0,30,0,6,28,0,3,40,10,14,32,3,4,57,296,986,3998,24,21,5322,11,15,28,0,0,54,22,59,164,3,4,253,1019,2504,5483,36,47,9096
POA3182,270,386,839,28,12,1536,244,422,1535,69,12,2278,78,310,4625,206,18,5249,3,67,356,0,3,433,32,89,666,47,3,839,3,15,137,3,0,157,4,3,34,0,0,39,3,11,48,0,0,58,126,492,5872,255,27,6773,6,6,41,0,0,55,17,35,257,6,9,324,668,1343,8537,366,57,10965
POA3183,600,322,528,3,5,1454,528,419,1033,8,3,1977,163,294,2691,30,10,3179,5,11,122,0,0,135,84,120,486,3,3,692,3,11,45,0,0,58,5,5,9,0,0,25,9,13,29,0,0,52,272,451,3370,34,11,4136,6,8,24,0,0,40,37,18,121,0,10,188,1438,1207,5075,47,26,7800
POA3184,418,335,541,0,7,1309,366,375,895,0,4,1645,94,195,2969,0,15,3274,0,18,64,0,0,84,22,48,417,0,0,494,0,0,17,0,0,15,0,0,6,0,0,7,3,0,19,0,0,25,123,265,3497,0,14,3897,4,6,24,0,0,29,23,19,125,0,7,175,944,1000,5078,3,31,7054
POA3185,895,325,284,7,3,1516,792,271,376,9,3,1451,165,253,1109,26,3,1550,0,3,18,0,0,21,62,106,184,5,8,359,0,0,12,0,0,12,3,0,7,3,0,14,14,6,14,0,0,30,243,369,1344,32,11,1995,13,3,6,0,0,28,37,36,48,3,0,124,1976,1003,2062,47,20,5108
POA3186,2453,787,444,6,12,3702,1655,410,317,7,19,2409,459,488,562,30,0,1536,0,20,88,0,0,114,150,108,92,4,4,364,0,14,6,0,0,26,10,9,11,0,0,27,26,13,9,0,0,48,643,652,764,36,11,2108,17,14,34,0,0,74,97,38,47,0,0,190,4876,1903,1608,50,40,8475
POA3187,1695,509,152,0,0,2354,1400,452,22,0,6,1883,410,307,38,7,4,761,12,4,19,0,0,29,128,82,18,3,0,230,0,0,48,0,0,50,4,8,6,0,0,13,15,7,3,0,0,18,565,403,131,6,3,1113,19,77,88,0,0,180,74,46,37,0,0,155,3750,1481,433,7,21,5690
POA3188,1711,448,206,8,7,2377,1551,430,149,8,14,2148,409,354,274,8,4,1055,109,140,221,0,0,466,135,93,49,8,0,283,3,3,3,0,0,9,0,3,4,0,0,10,10,3,8,0,0,19,671,588,561,15,7,1843,12,8,7,0,0,30,82,32,40,0,3,154,4030,1507,961,33,33,6556
POA3189,679,31,5,0,0,721,672,75,50,4,0,793,229,50,94,4,0,378,13,18,47,0,0,77,72,10,9,0,0,100,0,7,22,0,0,32,7,3,6,0,0,14,5,3,0,0,0,5,334,97,175,4,0,608,6,0,4,0,0,11,44,11,8,0,0,65,1731,212,244,4,3,2200
POA3190,908,300,55,0,4,1265,983,428,91,28,5,1533,229,314,250,10,4,801,34,123,3,0,0,153,89,86,13,3,0,183,3,0,0,0,0,3,0,0,0,0,0,4,5,4,5,0,0,16,360,526,264,13,4,1168,11,5,0,0,0,22,53,22,8,0,3,88,2310,1285,427,42,12,4075
POA3191,940,362,148,3,0,1455,764,269,141,3,3,1174,161,229,332,6,3,734,6,7,11,0,0,26,58,43,41,3,3,148,0,0,19,0,0,15,4,0,6,0,0,13,3,0,3,0,0,6,226,285,410,8,9,946,12,4,19,0,0,35,38,29,23,0,0,87,1988,946,739,19,11,3704
POA3192,2221,497,239,0,12,2967,2075,640,359,11,3,3091,487,510,508,13,7,1531,46,33,21,0,0,101,170,123,79,4,8,379,10,3,23,0,8,37,4,8,11,0,4,28,25,12,8,0,3,45,743,688,647,22,27,2128,22,13,19,0,4,64,129,37,97,0,22,287,5192,1872,1366,32,72,8536
POA3193,2449,715,126,14,10,3319,1878,435,76,19,10,2416,338,298,94,16,7,746,0,7,7,0,0,8,123,88,24,6,0,245,3,4,6,0,0,20,9,4,4,0,0,18,12,9,3,0,0,24,487,414,138,22,7,1063,21,13,0,0,0,38,124,46,9,3,0,179,4958,1610,352,52,31,7007
POA3194,1032,527,103,0,3,1666,888,565,185,3,3,1647,236,599,587,19,6,1447,4,25,18,0,0,51,72,135,50,3,4,263,3,6,15,0,0,25,7,5,3,0,0,16,8,12,10,0,0,29,331,779,682,20,7,1821,11,14,3,0,0,29,37,44,27,0,4,109,2292,1927,1001,25,21,5266
POA3195,2924,982,354,11,17,4280,3616,1315,410,4,21,5367,548,780,571,19,10,1922,41,74,81,0,0,193,165,175,106,12,5,456,5,14,17,0,0,36,12,9,5,0,0,25,10,7,3,0,0,22,786,1059,779,27,15,2662,25,17,77,0,0,122,133,76,53,3,3,260,7485,3447,1669,42,52,12691
POA3196,1812,727,515,62,11,3128,2202,899,685,4,10,3801,517,636,829,3,10,1995,62,40,86,0,0,187,147,94,138,3,5,387,7,3,4,0,0,14,7,4,10,70,0,92,13,6,20,3,0,45,762,785,1082,82,12,2727,36,5,18,0,0,61,127,54,73,3,3,265,4940,2478,2375,155,30,9973
POA3197,937,521,89,0,0,1539,1066,575,115,0,7,1760,227,366,109,4,4,704,16,21,27,0,0,66,82,75,17,0,0,186,5,3,0,0,0,8,8,3,0,0,0,11,4,10,0,0,0,18,347,476,159,8,3,987,11,37,3,0,0,56,53,59,18,0,0,133,2408,1658,382,12,16,4481
POA3198,1545,281,17,0,0,1849,1966,364,46,3,0,2375,824,497,128,5,0,1458,119,92,29,0,0,244,243,93,13,0,0,356,18,8,0,0,0,30,23,14,10,35,0,79,13,3,4,0,0,20,1240,709,187,43,0,2183,33,100,5,0,0,135,134,51,22,4,0,214,4920,1496,276,53,6,6751
POA3199,5301,652,85,28,4,6065,6401,593,99,11,8,7112,2779,1426,549,4,10,4775,325,195,28,0,0,551,787,298,73,6,10,1164,52,49,5,0,0,107,52,29,6,11,0,100,46,30,11,0,0,86,4046,2020,680,25,25,6789,67,318,23,0,0,403,426,140,45,3,6,621,16247,3718,928,60,44,20996
POA3200,541,12,0,0,0,552,528,10,0,0,0,547,533,24,0,3,3,569,125,74,8,0,0,206,133,8,0,0,0,141,0,3,0,0,0,3,9,3,0,0,0,12,15,0,0,0,0,15,820,115,5,7,4,944,20,0,0,0,0,21,77,10,0,0,0,88,1978,146,13,5,4,2151
POA3201,1200,252,3,73,3,1537,2986,451,11,9,4,3454,864,505,14,3,0,1386,61,26,7,0,0,90,287,99,7,3,0,394,14,51,4,0,0,68,11,7,0,101,0,122,13,12,0,3,0,32,1252,692,27,113,0,2085,20,30,0,0,0,52,126,77,4,8,3,216,5583,1510,43,203,12,7347
POA3202,216,16,7,0,0,248,357,39,13,0,0,408,108,27,57,0,0,191,3,0,3,0,0,10,28,3,3,0,0,32,0,0,0,0,0,3,9,3,0,0,0,8,3,0,0,0,0,3,145,38,64,0,0,248,4,3,0,0,0,3,11,3,3,0,0,15,736,101,86,0,3,930
POA3204,2881,601,170,10,3,3661,2434,796,333,0,9,3580,819,633,1087,19,7,2564,9,21,51,0,0,81,274,166,125,12,3,590,7,11,38,0,0,59,13,5,10,0,0,32,14,12,4,0,0,37,1143,857,1316,33,12,3367,38,21,16,0,0,72,124,62,39,3,0,230,6622,2339,1885,45,27,10919
POA3205,84,547,265,7,8,904,74,514,448,3,4,1047,59,441,1136,25,4,1671,20,161,398,0,0,584,14,121,190,4,3,339,3,8,90,0,0,102,0,3,16,0,0,23,5,16,18,0,0,30,99,754,1842,34,16,2742,0,6,20,0,0,27,11,36,83,3,0,130,266,1862,2658,43,24,4856
POA3206,342,1004,143,10,13,1509,184,704,101,3,0,998,107,531,411,6,3,1051,0,0,150,0,0,152,29,157,79,0,0,270,0,0,8,0,0,8,0,0,4,0,0,7,3,3,10,0,0,21,138,696,665,4,3,1503,4,13,14,0,0,28,15,47,39,0,0,99,683,2463,959,14,16,4136
POA3207,114,979,637,0,5,1735,120,913,801,0,3,1840,72,630,1562,4,7,2275,0,283,251,0,3,539,27,178,187,4,0,402,0,3,22,0,0,27,0,0,12,0,0,11,3,14,19,0,0,35,102,1117,2048,8,8,3290,0,18,13,0,0,33,9,83,87,0,6,185,347,3099,3586,12,21,7074
POA3211,181,0,0,0,0,177,187,0,0,0,0,186,21,0,0,0,0,21,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,38,0,0,0,0,38,4,0,0,0,0,4,9,0,0,0,0,9,409,0,0,0,0,412
POA3212,1482,92,0,0,3,1577,2304,128,3,3,3,2437,594,221,21,0,0,839,24,3,0,0,0,22,193,23,0,0,0,217,21,13,0,0,0,34,36,3,0,0,3,43,14,4,0,0,0,21,883,271,22,0,3,1179,31,5,0,0,0,35,101,10,0,0,0,112,4803,501,31,3,14,5348
POA3213,468,0,9,0,3,478,570,0,5,0,0,579,57,23,13,0,3,104,4,0,3,0,0,3,43,0,3,0,0,47,3,0,0,0,0,3,3,0,0,0,0,4,4,0,0,0,0,10,119,29,18,0,3,171,12,0,0,0,0,12,31,0,0,0,0,35,1194,32,36,4,3,1268
POA3214,2354,65,21,0,3,2447,2178,77,17,0,4,2278,1525,226,54,4,9,1820,848,338,14,0,0,1202,479,30,12,3,0,525,82,30,4,0,0,111,48,9,5,32,8,106,43,12,0,10,7,67,3019,653,100,46,20,3837,43,3,0,5,0,48,326,51,17,0,0,390,7913,844,149,59,30,9000
POA3215,2843,170,47,3,3,3064,2109,167,45,4,5,2340,967,443,127,3,8,1550,73,78,15,0,0,168,336,58,28,0,0,423,10,25,3,0,0,46,35,20,0,0,0,59,31,5,5,0,0,38,1460,633,177,3,11,2286,38,0,3,0,0,49,208,38,9,0,0,251,6662,1006,286,13,24,7984
POA3216,6526,656,14,95,5,7303,6795,438,15,51,18,7324,2214,1013,66,24,10,3323,226,116,14,0,0,350,850,242,16,11,3,1120,106,82,15,4,0,211,41,14,13,72,0,140,45,20,9,4,0,76,3477,1485,126,117,18,5223,170,80,11,4,0,263,346,89,21,6,7,465,17309,2750,185,275,48,20575
POA3217,379,0,0,0,0,374,1222,3,0,0,0,1232,345,9,0,0,3,350,0,0,0,0,0,0,89,3,0,0,3,93,0,0,0,0,0,0,5,0,0,0,0,5,7,0,0,0,0,7,441,9,0,0,7,460,8,0,0,0,0,8,35,0,0,0,0,35,2080,12,0,0,3,2106
POA3218,1360,104,123,16,3,1609,1565,79,101,5,0,1756,771,215,502,8,9,1501,35,39,61,0,0,142,217,48,69,3,0,338,11,16,20,0,0,45,15,4,15,16,0,49,12,3,4,0,0,22,1058,325,670,28,9,2085,11,0,3,0,0,16,92,16,38,0,3,150,4092,519,938,50,19,5625
POA3219,2394,157,8,3,3,2566,2333,149,14,3,3,2505,992,404,52,8,7,1460,319,164,18,0,0,512,423,85,10,3,0,523,65,62,0,0,0,132,67,7,0,0,0,77,30,4,0,0,0,37,1903,739,84,10,7,2739,58,3,0,0,0,60,212,31,3,3,4,258,6907,1080,110,23,17,8134
POA3220,1770,324,75,3,9,2183,1526,239,53,4,0,1828,646,581,254,9,11,1496,14,67,14,0,0,97,234,111,36,0,3,388,11,25,11,0,0,50,21,3,3,0,0,34,17,8,8,0,0,35,942,806,329,15,13,2097,29,8,4,0,0,42,85,37,12,0,3,138,4350,1412,481,18,23,6291
POA3221,100,0,0,0,0,100,107,0,0,0,0,107,4,0,0,0,0,4,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,16,0,0,0,0,16,3,0,0,0,0,3,4,0,0,0,0,4,230,0,0,0,0,230
POA3222,2220,72,39,0,13,2339,2005,29,0,3,12,2048,579,63,4,5,7,657,6,3,0,0,0,10,213,12,4,0,0,226,9,0,0,0,0,8,22,0,0,0,0,22,19,0,0,0,0,26,844,85,8,5,5,947,28,0,0,0,3,30,121,4,4,0,4,135,5212,196,53,6,30,5495
POA3223,1472,47,37,0,4,1566,625,13,7,0,0,658,432,72,47,0,3,554,0,0,0,0,0,0,126,20,11,0,3,152,0,17,0,0,0,18,12,0,0,0,0,14,19,0,0,3,0,27,584,103,56,3,3,764,19,3,0,0,0,17,93,6,7,0,7,114,2804,178,110,7,23,3116
POA3224,1657,131,0,50,9,1842,2132,51,0,7,3,2196,484,83,5,0,0,571,20,8,0,0,0,28,191,23,0,0,0,213,8,3,0,0,0,12,12,0,0,19,0,31,10,0,0,0,0,13,728,116,4,19,4,866,50,27,0,3,0,77,92,17,0,3,0,116,4662,343,4,80,10,5096
POA3225,854,53,11,7,3,939,307,12,4,0,0,330,128,29,12,3,0,170,0,4,3,0,0,7,76,3,0,3,0,85,4,0,0,0,0,4,4,0,0,0,0,8,17,3,0,0,0,16,227,36,17,3,4,291,8,0,0,0,0,13,34,3,0,0,0,40,1437,110,35,19,14,1605
POA3226,1822,159,3,3,3,1989,1843,98,3,0,6,1943,607,138,9,3,6,763,11,13,0,0,0,25,210,38,0,11,0,258,16,0,0,0,0,13,7,6,0,3,3,16,32,3,0,0,0,35,879,204,8,15,7,1109,22,0,0,0,0,24,75,19,0,0,0,90,4638,474,18,21,16,5162
POA3227,668,51,13,0,3,734,547,27,10,0,0,585,136,16,14,0,0,164,10,13,0,0,0,25,70,4,3,0,0,77,7,0,0,0,0,7,3,0,0,0,0,5,5,0,0,0,0,7,235,29,15,3,0,288,4,0,0,0,0,4,27,9,4,3,0,35,1487,118,39,6,6,1653
POA3228,1917,148,9,0,15,2091,2326,96,10,0,0,2426,744,230,23,0,0,996,0,3,0,0,0,3,268,43,5,0,0,314,5,0,0,0,0,5,15,3,0,3,0,18,27,3,0,0,0,32,1058,281,28,3,0,1370,58,13,0,0,0,69,105,14,0,0,0,126,5461,541,46,6,16,6076
POA3230,461,7,11,5,0,485,251,3,4,0,0,257,100,8,4,0,0,112,9,0,8,0,0,18,52,9,0,0,3,66,0,0,8,0,0,9,5,0,0,0,0,5,4,0,0,0,0,5,172,10,20,0,0,204,3,0,5,0,0,7,21,0,0,0,0,25,907,27,37,11,5,985
POA3231,238,0,5,0,0,245,133,0,0,0,0,135,37,0,5,4,0,44,3,0,0,0,0,3,28,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,5,4,0,84,3,0,0,0,0,7,14,0,0,0,0,14,463,0,4,6,0,479
POA3232,168,0,9,0,3,181,65,0,3,0,5,76,45,7,10,4,0,62,0,0,0,0,0,0,30,0,5,3,5,44,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,6,86,9,17,7,5,123,0,0,0,0,0,0,11,0,0,0,0,6,333,17,30,7,11,395
POA3233,315,11,4,5,4,341,163,3,5,3,0,175,87,21,15,3,0,126,6,0,0,0,0,9,53,8,4,0,0,65,10,5,0,0,0,13,5,4,0,0,4,17,5,0,0,0,0,7,170,38,18,7,8,235,3,0,0,3,0,4,21,0,5,0,0,28,670,59,32,16,10,780
POA3234,29,0,0,0,3,36,17,0,0,0,0,17,5,0,0,0,0,5,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,5,0,6,3,0,0,0,0,3,20,0,0,5,0,20,0,0,0,0,0,0,0,0,0,0,0,3,67,0,0,3,3,74
POA3235,52,0,0,0,0,50,57,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,21,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,5,140
POA3236,44,0,0,0,0,44,28,0,0,0,6,28,8,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,0,0,0,0,0,0,3,0,0,0,0,3,88,0,0,0,6,91
POA3237,45,0,0,0,3,46,26,0,0,0,0,29,8,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,3,7,92
POA3238,32,0,0,0,0,32,30,0,0,0,0,30,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,16,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,3,85,0,0,0,0,90
POA3239,70,0,0,3,0,77,57,0,0,3,0,59,4,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,9,0,0,0,0,9,3,0,0,0,0,3,22,0,0,0,0,25,0,0,0,0,0,0,5,0,0,0,0,5,159,0,0,3,5,165
POA3240,276,0,0,0,0,276,307,0,0,3,0,307,10,0,0,0,0,8,0,0,0,0,0,0,25,0,0,0,0,27,0,0,0,0,0,0,7,0,0,0,0,7,3,0,0,0,0,3,40,0,0,0,3,48,4,0,0,0,0,4,13,0,0,0,0,13,640,0,0,3,3,648
POA3241,369,0,0,0,3,369,333,0,0,0,0,340,62,0,0,0,0,64,26,0,0,0,0,26,76,0,4,0,3,79,0,0,0,0,0,0,13,0,0,0,0,13,8,0,0,0,0,13,177,0,9,0,5,193,5,0,0,0,0,5,38,0,0,0,0,36,927,0,9,3,3,945
POA3242,129,0,0,0,0,134,119,0,0,0,0,119,34,0,0,0,0,29,0,0,0,0,0,0,29,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,59,0,0,0,0,60,4,0,0,0,0,4,6,0,0,0,0,7,318,0,0,0,3,322
POA3243,74,0,0,0,0,70,50,0,0,0,0,50,4,0,0,0,0,4,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,6,0,0,0,0,6,0,0,0,0,0,3,139,0,0,0,0,136
POA3249,513,0,0,0,3,516,434,0,0,0,0,434,47,0,0,0,0,47,0,0,0,0,0,0,70,0,0,0,0,74,0,0,0,0,0,0,23,0,0,0,0,23,20,0,0,0,0,20,163,0,0,0,0,160,12,0,0,0,0,12,32,0,0,0,0,32,1150,0,0,0,4,1152
POA3250,1689,121,0,12,6,1830,1444,28,0,3,3,1478,412,155,0,4,0,574,135,60,19,0,0,218,229,56,0,3,0,286,25,20,0,0,0,46,18,6,0,15,0,47,18,12,0,0,3,25,837,309,20,23,5,1196,16,15,0,0,0,30,132,32,0,3,3,170,4120,501,23,42,10,4697
POA3251,88,0,0,0,0,88,66,0,0,0,0,67,3,0,0,0,0,3,0,0,0,0,0,0,15,0,0,0,0,15,0,0,0,0,0,0,7,0,0,0,0,7,6,0,0,0,0,6,26,0,0,0,0,26,3,0,0,0,0,3,6,0,0,0,0,10,188,0,0,0,0,195
POA3254,33,0,0,0,0,37,52,0,0,0,0,52,10,0,0,0,0,10,0,0,0,0,0,0,11,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,17,4,0,0,0,0,4,0,0,0,0,0,0,108,0,0,0,0,108
POA3260,799,18,3,0,6,824,539,0,4,0,0,543,134,20,9,0,0,168,30,14,6,0,0,59,118,13,0,3,0,136,3,0,0,0,0,7,26,0,3,0,0,31,18,0,0,0,0,25,335,56,22,9,3,420,14,0,0,0,0,16,54,4,0,0,3,65,1742,79,27,6,9,1867
POA3264,334,0,15,0,6,359,244,0,3,3,3,254,66,0,11,0,0,73,6,0,20,0,0,26,59,0,7,0,0,68,0,0,0,0,0,0,7,0,3,0,0,11,15,0,0,0,0,15,152,0,38,0,0,192,4,0,0,0,0,3,29,0,7,0,0,38,762,0,65,8,13,845
POA3265,317,3,0,3,0,325,335,0,0,0,0,336,42,0,0,0,3,47,0,0,0,0,0,0,81,0,0,0,0,82,7,0,0,0,0,7,45,0,0,0,0,45,13,0,0,0,0,13,193,0,0,0,4,196,10,0,0,0,0,10,21,0,0,0,0,24,876,3,3,3,5,889
POA3266,485,3,4,0,0,499,329,0,0,0,3,338,68,0,10,3,0,86,8,13,0,0,0,20,94,0,5,0,0,97,0,0,0,0,0,0,30,3,0,0,0,29,21,0,0,0,0,27,215,18,14,3,0,255,15,0,0,0,0,21,36,0,0,0,4,39,1080,26,21,7,8,1143
POA3267,24,0,0,0,3,27,26,0,0,0,0,26,3,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,16,0,0,0,0,16,4,0,0,0,0,4,3,0,0,0,0,3,77,0,0,0,3,81
POA3268,391,0,0,0,6,399,288,0,0,0,6,289,46,0,0,0,0,51,0,0,3,0,0,3,71,0,0,0,0,72,0,0,0,0,0,0,59,0,0,0,0,62,28,0,0,0,0,31,210,0,4,0,0,214,9,0,0,0,0,9,28,0,0,0,3,26,925,0,3,3,14,942
POA3269,77,0,0,0,7,79,61,0,0,0,5,71,20,0,0,0,0,20,0,0,0,0,0,0,31,0,0,0,0,37,0,0,0,0,0,0,11,0,0,0,0,9,0,0,0,0,0,0,64,0,0,3,0,67,9,0,0,0,0,9,6,0,0,0,0,8,211,0,3,4,14,231
POA3270,48,0,0,0,0,50,24,0,0,0,0,24,11,0,0,0,0,11,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,22,0,0,0,0,22,0,0,0,0,0,0,3,0,0,0,0,3,101,0,0,0,0,103
POA3271,42,0,0,0,0,42,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,19,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,73
POA3272,271,0,0,8,0,283,175,0,0,0,0,177,43,3,0,0,0,42,0,0,0,0,0,0,58,0,0,0,3,66,7,0,0,0,0,7,16,0,0,0,0,16,5,0,0,0,0,5,125,3,0,0,3,130,6,0,0,0,0,6,18,0,0,0,0,19,602,7,0,10,3,622
