POA_CODE_2016,T_LPLFS_EPT_DC_0_4,T_LPLFS_EPT_DC_5_9,T_LPLFS_EPT_DC_10_12,T_LPLFS_EPT_DC_13_14,T_LPLFS_EPT_DC_15_17,T_LPLFS_EPT_DC_18_20,T_LPLFS_EPT_DC_21_24,T_LPLFS_EPT_Tot,T_LPLFS_EAW_DC_0_4,T_LPLFS_EAW_DC_5_9,T_LPLFS_EAW_DC_10_12,T_LPLFS_EAW_DC_13_14,T_LPLFS_EAW_DC_15_17,T_LPLFS_EAW_DC_18_20,T_LPLFS_EAW_DC_21_24,T_LPLFS_EAW_Tot,T_LPLFS_HNS_DC_0_4,T_LPLFS_HNS_DC_5_9,T_LPLFS_HNS_DC_10_12,T_LPLFS_HNS_DC_13_14,T_LPLFS_HNS_DC_15_17,T_LPLFS_HNS_DC_18_20,T_LPLFS_HNS_DC_21_24,T_LPLFS_HNS_Tot,T_LPLFS_EW_Tot_DC_0_4,T_LPLFS_EW_Tot_DC_5_9,T_LPLFS_EW_Tot_DC_10_12,T_LPLFS_EW_Tot_DC_13_14,T_LPLFS_EW_Tot_DC_15_17,T_LPLFS_EW_Tot_DC_18_20,T_LPLFS_EW_Tot_DC_21_24,T_LPLFS_EW_Tot_Tot,T_LPLFS_ULFTW_DC_0_4,T_LPLFS_ULFTW_DC_5_9,T_LPLFS_ULFTW_DC_10_12,T_LPLFS_ULFTW_DC_13_14,T_LPLFS_ULFTW_DC_15_17,T_LPLFS_ULFTW_DC_18_20,T_LPLFS_ULFTW_DC_21_24,T_LPLFS_ULFTW_Tot,T_LPLFS_ULPTW_DC_0_4,T_LPLFS_ULPTW_DC_5_9,T_LPLFS_ULPTW_DC_10_12,T_LPLFS_ULPTW_DC_13_14,T_LPLFS_ULPTW_DC_15_17,T_LPLFS_ULPTW_DC_18_20,T_LPLFS_ULPTW_DC_21_24,T_LPLFS_ULPTW_Tot,T_LPLFS_U_T_DC_0_4,T_LPLFS_U_T_DC_5_9,T_LPLFS_U_T_DC_10_12,T_LPLFS_U_T_DC_13_14,T_LPLFS_U_T_DC_15_17,T_LPLFS_U_T_DC_18_20,T_LPLFS_U_T_DC_21_24,T_LPLFS_U_T_Tot,T_LPLFS_T_LF_DC_0_4,T_LPLFS_T_LF_DC_5_9,T_LPLFS_T_LF_DC_10_12,T_LPLFS_T_LF_DC_13_14,T_LPLFS_T_LF_DC_15_17,T_LPLFS_T_LF_DC_18_20,T_LPLFS_T_LF_DC_21_24,T_LPLFS_T_LF_Tot,T_LPLFS_NLF_DC_0_4,T_LPLFS_NLF_DC_5_9,T_LPLFS_NLF_DC_10_12,T_LPLFS_NLF_DC_13_14,T_LPLFS_NLF_DC_15_17,T_LPLFS_NLF_DC_18_20,T_LPLFS_NLF_DC_21_24,T_LPLFS_NLF_Tot,T_LPLFS_LFSNS_DC_0_4,T_LPLFS_LFSNS_DC_5_9,T_LPLFS_LFSNS_DC_10_12,T_LPLFS_LFSNS_DC_13_14,T_LPLFS_LFSNS_DC_15_17,T_LPLFS_LFSNS_DC_18_20,T_LPLFS_LFSNS_DC_21_24,T_LPLFS_LFSNS_Tot,T_LPLFS_Tot_DC_0_4,T_LPLFS_Tot_DC_5_9,T_LPLFS_Tot_DC_10_12,T_LPLFS_Tot_DC_13_14,T_LPLFS_Tot_DC_15_17,T_LPLFS_Tot_DC_18_20,T_LPLFS_Tot_DC_21_24,T_LPLFS_Tot_Tot
POA3143,13,16,7,3,7,9,6,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,25,33,18,12,25,24,17,157,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,8,0,0,0,3,0,0,0,12,25,35,21,14,25,24,24,166,9,20,11,10,12,4,8,69,0,0,0,0,0,0,0,0,33,56,33,22,38,28,27,233
POA3144,5,9,11,16,21,12,9,78,0,0,0,0,3,3,0,4,0,0,0,0,0,0,0,0,19,28,32,29,45,33,21,203,0,0,0,0,0,3,0,5,0,0,0,3,3,0,0,10,0,0,0,6,3,4,0,13,19,29,34,35,48,35,26,223,15,11,20,14,14,3,3,71,0,0,3,0,0,0,0,4,34,43,51,43,62,36,29,294
POA3145,22,56,35,18,22,26,14,187,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,3,25,88,59,52,71,55,39,388,0,5,0,0,0,0,0,15,0,0,0,0,0,0,0,10,4,5,0,3,3,0,3,19,31,91,61,52,72,55,42,406,17,24,12,11,19,17,6,114,0,0,0,0,0,0,0,0,43,124,75,64,96,69,51,515
POA3146,19,41,22,30,30,24,7,183,4,0,3,3,3,3,0,10,0,0,0,0,0,0,0,0,34,85,57,51,83,73,40,422,0,0,0,0,0,0,0,8,0,3,0,0,4,0,0,10,0,0,0,0,3,3,0,10,34,94,54,51,81,82,39,437,17,25,28,24,25,19,6,133,0,3,0,0,0,0,0,3,49,114,79,66,106,98,47,568
POA3147,11,30,24,26,14,23,11,140,0,0,0,0,3,0,0,5,3,0,0,3,0,0,0,7,16,54,40,42,48,58,24,281,0,0,3,3,0,0,0,7,0,4,3,0,7,3,0,16,0,4,7,5,8,3,0,25,18,57,45,48,55,58,28,309,38,43,32,25,30,23,11,196,0,0,0,0,0,0,0,3,61,99,70,70,90,79,37,506
POA3148,16,22,11,5,16,11,3,80,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,24,42,23,12,33,28,15,172,0,0,3,0,5,0,3,11,4,4,0,0,0,0,0,5,4,4,3,3,5,0,3,17,25,40,22,17,34,28,14,185,24,28,17,14,14,3,5,105,0,0,0,0,0,0,0,0,46,68,39,27,49,30,19,295
POA3149,15,48,51,37,42,45,30,260,0,7,4,0,0,3,3,19,0,0,0,3,4,5,3,14,46,107,107,94,136,134,74,693,0,0,3,6,3,7,4,23,6,7,3,3,5,5,5,42,12,6,6,10,15,16,8,69,55,116,111,104,146,149,83,759,37,63,49,32,67,42,23,306,0,0,0,3,0,0,0,5,91,174,163,135,213,187,110,1070
POA3150,39,120,99,78,103,75,46,559,11,3,3,4,3,3,8,35,3,0,3,3,4,4,0,18,103,220,204,165,266,200,130,1293,3,10,3,3,6,11,0,41,5,13,9,9,8,14,3,68,7,25,17,12,14,25,3,109,106,244,219,177,282,225,138,1401,82,108,77,67,135,89,52,607,0,3,0,4,0,0,0,9,193,357,300,245,421,314,193,2021
POA3151,3,14,17,4,13,12,7,74,3,0,0,0,0,0,3,11,0,0,0,0,0,0,0,4,14,33,26,20,32,34,22,175,0,0,3,0,3,0,0,5,3,0,0,3,3,3,0,7,3,0,3,3,7,3,3,19,12,33,29,23,38,38,20,194,18,9,15,6,15,6,8,83,0,0,0,0,0,0,0,0,29,45,42,27,57,43,33,282
POA3152,34,67,51,45,53,27,19,294,4,3,4,3,8,5,3,23,0,0,3,0,0,0,0,9,66,152,105,82,135,82,71,695,0,5,3,0,3,4,3,24,4,17,8,4,3,5,0,37,8,22,13,3,8,9,3,64,73,175,122,86,140,90,73,760,74,76,41,38,42,27,23,312,0,0,0,0,0,0,0,3,149,252,158,124,188,112,95,1073
POA3153,34,70,53,46,67,25,13,315,0,3,3,0,3,0,0,10,0,3,3,0,3,3,0,13,59,116,92,79,129,69,30,576,3,9,0,0,0,0,0,16,6,3,8,3,4,4,0,28,8,12,9,4,7,3,0,46,64,128,98,84,138,73,29,620,94,85,48,26,41,7,14,325,4,3,0,0,0,0,0,9,167,217,154,111,181,78,43,949
POA3154,3,5,4,8,7,4,0,31,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,12,15,17,19,11,7,80,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,11,0,3,3,0,4,0,0,9,5,11,17,18,20,11,5,87,15,6,3,3,3,3,3,40,0,0,0,0,0,0,0,0,22,26,17,23,23,17,8,131
POA3155,32,71,63,44,55,27,12,301,10,4,0,0,3,0,0,18,4,0,0,0,0,0,0,7,65,118,102,86,123,65,28,584,4,4,3,7,3,0,0,22,4,12,0,3,3,0,3,33,10,16,3,8,8,0,3,50,72,139,110,97,130,61,31,641,107,71,37,35,40,14,5,307,3,3,3,0,0,0,0,10,184,208,143,134,165,73,37,954
POA3156,65,117,98,77,83,47,20,503,7,3,4,0,0,3,0,17,0,5,0,0,3,0,0,10,113,194,163,149,199,90,49,957,7,4,0,3,9,3,0,27,6,17,11,9,3,0,3,47,10,19,12,7,12,7,7,70,116,217,176,155,211,95,48,1031,102,95,46,45,54,25,15,376,0,5,3,0,0,0,0,13,224,319,228,200,268,118,62,1422
POA3158,12,18,9,11,16,7,5,92,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,21,32,23,21,31,23,16,168,0,0,0,0,0,0,0,6,3,4,0,0,0,0,0,8,3,3,4,0,0,0,0,11,26,37,27,23,32,23,20,182,18,0,4,9,9,0,0,49,0,0,0,0,0,0,0,0,46,42,32,30,40,22,20,231
POA3159,3,3,12,3,6,6,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,15,4,11,9,0,53,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,7,8,7,15,4,15,7,0,57,7,4,9,0,3,0,0,27,0,0,0,0,0,0,0,0,13,12,17,11,22,9,3,81
POA3160,12,39,34,15,30,17,3,143,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,19,55,50,31,57,27,11,254,0,4,0,0,0,0,0,3,4,3,3,0,3,0,0,14,4,11,3,3,3,0,0,16,20,65,51,34,59,27,11,277,22,28,20,7,7,4,0,88,0,0,0,0,0,0,0,0,46,92,70,42,68,32,13,365
POA3161,21,18,17,12,12,14,9,102,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,32,50,31,18,39,47,31,248,0,6,4,0,0,0,3,12,0,3,3,0,0,0,0,5,0,3,4,3,0,0,3,17,28,50,37,26,44,49,34,272,15,19,11,7,6,5,10,78,0,0,0,0,0,0,0,0,44,72,50,29,50,56,39,344
POA3162,15,45,22,18,24,26,11,158,4,0,0,0,0,0,0,4,0,0,3,0,0,0,0,5,21,71,55,38,59,46,46,337,0,0,4,0,0,0,0,15,3,3,0,0,0,0,0,8,3,5,3,0,3,0,0,20,29,80,59,41,64,46,48,364,18,20,12,14,16,13,16,96,0,0,0,0,0,0,0,0,39,103,72,55,78,58,64,461
POA3163,12,49,29,34,45,24,17,205,5,8,3,0,3,3,0,25,0,0,0,3,0,0,0,8,48,109,75,62,98,67,47,500,3,3,3,4,8,0,0,16,0,6,0,0,0,3,0,11,4,7,3,4,3,3,0,32,50,114,79,66,106,74,50,531,19,32,15,11,19,13,13,126,0,0,0,0,0,0,0,4,73,152,95,78,123,81,67,657
POA3165,28,84,47,46,59,33,19,309,4,0,0,3,6,3,4,21,0,3,4,0,3,3,0,18,62,158,119,97,146,95,59,743,0,6,4,3,6,0,0,26,0,16,7,4,4,3,0,32,3,22,10,7,4,7,0,57,66,177,128,109,155,103,59,800,46,73,36,23,31,12,13,233,0,0,0,0,0,0,0,0,116,249,164,132,184,118,75,1035
POA3166,16,33,38,27,38,28,12,190,0,0,0,0,0,0,0,6,3,3,0,0,0,0,0,7,32,81,80,64,87,52,25,423,3,5,3,0,7,6,0,26,0,6,4,0,0,0,3,12,3,7,6,3,7,3,3,40,38,93,89,63,91,57,29,456,42,41,28,19,22,14,11,175,0,0,0,0,0,0,0,3,76,129,110,83,116,75,44,633
POA3167,7,15,11,13,9,7,3,73,4,0,0,0,0,0,0,9,0,3,3,3,6,0,0,10,21,34,25,25,32,27,15,181,3,0,0,0,0,0,0,0,3,3,4,0,0,0,0,10,4,3,4,0,0,0,0,11,22,39,28,23,32,25,15,193,21,21,5,4,7,8,3,73,0,0,5,3,0,0,0,5,44,64,37,30,42,34,13,273
POA3168,3,19,21,6,15,17,9,88,4,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,17,39,27,18,31,31,22,191,3,0,0,0,0,4,0,7,3,7,3,3,3,10,0,22,5,7,5,3,3,10,0,30,25,40,37,25,33,41,22,222,39,40,11,15,13,16,12,147,0,0,0,0,0,0,0,0,60,80,46,33,49,58,39,369
POA3169,10,26,23,25,9,17,3,117,3,4,4,0,0,0,0,13,0,3,3,4,0,0,0,12,19,55,53,40,53,59,31,312,0,0,0,3,9,3,3,16,3,5,7,0,0,3,4,23,3,6,8,3,9,5,3,42,26,67,53,45,59,62,34,348,47,55,41,25,27,24,18,234,0,0,0,0,0,0,0,7,74,126,101,72,89,88,51,587
POA3170,16,32,29,19,35,16,7,161,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,9,33,74,61,45,76,49,30,368,3,8,4,3,10,4,0,29,5,4,4,3,3,0,0,16,9,12,8,4,13,3,0,50,39,89,68,50,89,48,34,414,56,44,33,20,19,26,6,206,0,0,0,0,0,0,0,0,90,135,106,71,109,72,38,624
POA3171,29,46,35,25,35,19,15,210,3,0,0,0,4,0,3,9,4,3,3,0,9,5,3,27,60,69,63,49,79,69,38,435,6,8,13,4,7,5,0,37,6,12,4,4,9,4,0,30,8,23,17,3,12,7,0,68,76,92,76,56,93,72,36,503,116,95,70,35,56,40,18,435,0,3,0,0,0,0,0,6,191,188,146,96,148,119,51,944
POA3172,27,72,57,43,57,33,6,298,4,0,3,3,0,3,8,17,0,0,0,0,3,9,3,16,61,128,113,78,117,96,42,639,3,10,5,3,12,4,0,33,3,10,6,3,4,0,0,32,4,15,14,7,9,6,0,67,72,143,126,85,129,98,38,701,96,78,47,33,49,29,17,344,9,8,0,0,0,0,0,26,176,227,179,123,178,126,62,1071
POA3173,37,76,50,25,47,27,18,272,3,3,3,3,3,0,0,12,0,3,0,0,0,0,0,4,66,157,103,72,104,68,45,617,13,9,8,3,5,3,4,41,3,7,11,7,13,7,3,39,15,15,13,5,16,11,3,84,80,165,116,73,123,83,51,700,88,101,50,38,45,27,17,366,4,3,3,3,3,0,0,14,174,269,173,118,168,109,67,1080
POA3174,45,89,67,50,79,38,20,382,6,4,0,0,0,0,0,15,4,5,8,4,4,3,3,26,107,182,138,120,162,100,56,872,15,26,12,6,14,8,3,81,16,31,16,11,9,8,4,97,31,51,29,14,28,16,5,176,134,231,170,140,187,117,60,1049,250,210,110,92,107,57,46,861,4,11,3,3,4,0,3,31,390,448,279,236,299,175,104,1941
POA3175,53,89,79,59,77,39,25,424,10,4,0,0,3,0,0,15,3,7,4,6,6,4,0,26,130,188,162,110,178,103,55,933,15,23,11,8,16,7,6,90,16,25,23,14,15,7,4,108,32,48,35,21,35,18,13,196,159,243,193,134,208,125,73,1131,287,250,179,141,157,116,60,1199,3,8,5,3,3,0,0,25,451,501,381,284,373,232,131,2356
POA3177,16,24,11,9,21,6,3,100,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,4,29,66,29,31,43,15,7,212,3,15,11,3,8,9,0,36,10,14,6,4,0,3,0,42,10,23,12,7,7,7,0,85,40,90,44,39,46,22,7,295,108,89,66,30,46,23,10,370,5,9,3,0,0,0,0,18,155,186,113,70,95,48,15,689
POA3178,23,83,66,53,75,30,12,341,3,0,4,3,10,3,0,25,0,7,3,3,4,6,0,19,50,144,117,101,198,110,56,773,4,0,3,0,0,3,3,16,4,8,3,0,6,0,0,27,12,6,8,0,9,0,3,36,59,150,120,104,206,116,57,808,55,53,33,18,31,26,19,231,0,0,3,3,0,3,0,6,112,203,159,125,235,140,74,1051
POA3179,15,22,11,4,13,5,3,76,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,16,35,30,18,34,9,9,152,0,0,0,0,0,0,0,0,0,0,5,0,3,3,0,10,0,0,5,0,3,3,0,10,16,35,37,19,33,17,8,163,21,8,9,5,8,11,10,69,0,0,0,0,0,0,0,0,39,42,47,22,49,21,21,234
POA3180,4,18,16,16,9,5,3,75,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,17,32,32,28,45,17,18,194,0,4,3,0,4,0,0,10,0,0,0,0,4,0,0,5,0,5,4,0,10,0,0,20,17,33,40,29,51,24,17,213,25,23,23,7,10,3,0,91,0,0,0,0,0,0,0,0,37,61,55,37,69,24,19,305
POA3181,10,24,12,15,14,9,4,83,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,25,45,31,19,35,26,18,196,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,11,5,3,0,3,0,0,0,12,31,44,31,23,41,26,18,215,26,24,18,11,13,6,7,97,0,0,0,0,0,0,0,0,60,68,48,31,49,33,24,311
POA3182,7,35,15,12,18,6,6,103,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,4,31,65,35,35,42,24,28,262,4,0,6,0,3,0,0,18,0,3,3,0,0,3,0,12,4,9,9,0,3,3,0,27,28,72,41,32,48,30,31,286,14,15,6,3,15,10,9,72,0,0,0,0,0,0,0,3,44,96,48,35,57,41,34,359
POA3183,17,24,21,12,15,11,9,119,9,0,0,0,0,0,0,9,0,0,0,0,0,0,0,4,38,61,43,31,49,35,20,269,0,0,0,0,3,0,0,10,0,3,3,0,0,0,3,16,5,10,8,0,3,0,3,23,42,64,47,32,52,40,17,289,18,24,16,5,9,12,8,99,0,0,0,0,0,0,0,0,63,93,62,38,61,47,29,390
POA3184,30,42,25,12,29,9,4,143,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,49,77,37,33,49,20,14,281,0,8,5,0,0,0,0,13,0,4,0,3,0,3,0,13,0,7,4,7,3,3,0,31,47,86,42,40,50,26,13,308,22,15,11,3,13,6,0,72,0,0,0,0,0,0,0,3,72,104,56,47,59,32,13,381
POA3185,15,21,16,6,13,12,5,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,50,51,26,41,25,9,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,48,51,26,41,25,9,224,11,14,9,12,12,5,6,74,0,0,0,0,0,0,0,0,38,68,59,35,50,31,19,298
POA3186,14,40,36,21,34,27,11,186,4,0,0,3,3,3,5,16,0,0,0,0,0,0,0,12,42,92,82,48,100,76,43,476,0,5,0,0,5,3,0,14,0,6,3,0,3,0,3,14,0,11,4,0,9,3,0,27,40,100,85,48,108,79,44,506,26,43,31,29,33,23,14,196,0,4,0,0,0,0,0,4,69,143,117,80,136,99,57,704
POA3187,18,36,25,15,28,17,9,146,3,4,0,0,5,0,0,10,0,0,0,0,4,0,0,5,32,84,62,49,68,41,24,356,0,3,0,0,0,0,0,9,0,5,5,0,0,3,0,15,0,10,5,0,7,6,0,24,30,89,69,46,75,51,29,382,13,15,13,5,18,11,5,86,0,0,0,0,0,0,3,3,44,109,83,53,90,61,31,472
POA3188,13,44,43,22,25,18,9,177,0,3,0,0,0,0,0,7,0,0,0,0,3,0,0,7,19,72,70,40,88,50,15,358,3,3,4,0,3,4,0,12,3,7,0,7,3,0,0,15,3,8,4,8,7,4,0,27,26,79,74,46,97,50,15,392,38,37,24,23,20,11,8,162,4,0,0,0,0,0,0,10,68,112,98,71,113,68,29,558
POA3189,9,20,5,5,17,5,3,54,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,14,33,14,12,26,15,8,123,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,12,16,33,20,14,22,13,13,139,5,13,8,3,3,8,0,40,0,0,0,0,0,0,0,4,21,46,28,21,28,23,13,183
POA3190,8,28,25,22,30,12,4,133,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,3,16,56,39,34,55,29,20,252,0,3,0,0,0,3,0,13,0,10,0,3,3,0,0,17,0,12,3,3,9,3,0,29,16,62,46,40,65,31,21,284,22,19,13,11,10,3,0,78,0,0,0,0,0,0,0,0,39,82,57,54,80,29,21,360
POA3191,9,20,12,12,14,16,3,86,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,3,11,31,31,25,45,28,11,193,0,0,0,0,0,0,0,4,0,4,3,4,0,0,0,8,0,3,3,4,0,0,0,10,11,39,33,29,45,35,11,202,6,8,5,3,6,3,0,28,0,0,0,0,0,0,0,0,19,44,36,39,50,35,14,233
POA3192,23,60,36,37,47,30,13,256,0,7,3,0,4,0,0,12,0,0,0,0,3,0,0,4,46,123,97,79,114,76,31,568,0,0,0,0,0,4,0,7,0,6,3,0,3,0,4,15,3,6,5,0,5,4,4,26,50,130,96,81,119,79,36,596,36,35,28,20,21,12,9,156,0,3,0,0,0,0,0,3,86,167,129,102,142,88,44,758
POA3193,4,32,18,18,27,11,8,127,0,0,0,0,3,3,0,8,0,5,0,0,0,0,0,5,18,72,66,47,74,47,27,350,0,3,0,0,0,0,0,9,3,4,0,3,3,0,0,8,3,3,0,0,4,0,0,15,18,76,70,54,77,45,27,366,13,11,8,6,14,4,13,71,0,0,0,0,0,0,0,0,33,86,75,58,89,54,41,437
POA3194,13,37,22,16,24,16,6,125,0,5,3,3,0,0,0,11,0,0,0,0,0,3,3,13,28,78,46,50,58,48,21,313,0,3,0,0,0,3,0,8,3,10,3,0,0,0,0,19,3,9,3,0,0,3,0,25,29,88,52,52,61,46,17,342,10,17,9,8,8,9,6,72,0,0,0,0,0,0,0,0,42,102,64,56,74,56,22,414
POA3195,39,94,66,49,69,29,17,358,6,0,0,3,3,0,0,10,3,3,3,0,9,3,0,15,74,178,133,117,179,92,53,827,0,0,0,0,6,0,0,16,3,14,12,6,3,4,0,34,3,16,8,8,8,7,0,54,83,195,146,119,189,99,53,883,54,31,24,21,19,21,15,176,0,0,0,0,0,0,0,0,135,232,162,136,209,116,64,1062
POA3196,35,85,61,44,49,28,18,314,0,0,0,3,3,3,0,8,0,3,0,3,0,3,0,11,56,128,99,80,131,74,41,612,0,8,3,0,3,0,0,13,3,6,0,0,6,3,0,18,3,14,4,3,7,3,0,35,60,144,107,87,140,74,41,650,73,57,30,19,22,10,6,215,0,0,0,0,0,0,0,4,135,201,135,103,165,83,48,869
POA3197,16,46,21,10,15,12,7,133,3,3,5,0,0,0,0,14,0,3,0,0,0,0,0,3,31,74,51,30,68,36,17,307,0,0,4,0,4,0,0,15,3,0,6,0,4,0,0,19,3,4,6,3,11,3,0,29,35,78,63,37,78,40,24,338,38,32,17,13,13,10,5,136,6,0,0,0,0,0,0,7,76,110,81,50,88,47,24,487
POA3198,22,57,38,25,40,17,9,208,10,6,0,3,3,0,0,24,3,3,3,0,0,0,0,7,56,101,73,52,99,46,21,440,3,5,5,3,4,0,0,22,3,12,9,4,6,0,0,39,8,20,20,7,10,0,0,65,60,123,92,62,108,44,20,503,74,63,42,19,31,16,14,257,0,0,0,0,0,0,0,0,130,188,138,83,141,59,32,764
POA3199,103,219,160,110,150,65,22,819,18,12,3,4,9,3,0,46,11,6,3,0,5,3,0,32,191,351,286,212,357,162,66,1625,12,13,26,8,11,10,0,89,24,38,27,17,15,6,0,123,40,54,49,21,29,13,3,214,224,409,338,234,380,175,72,1833,293,241,137,93,133,36,13,950,7,14,4,3,0,0,0,28,527,669,478,334,511,215,89,2817
POA3200,12,30,15,8,16,3,0,78,3,0,0,0,0,0,0,3,0,0,4,0,0,0,0,10,18,41,33,25,29,10,3,162,4,8,4,3,4,0,0,32,3,12,4,3,3,0,0,33,14,21,14,3,5,0,0,60,35,67,44,23,36,9,3,221,99,103,46,17,28,11,3,313,3,3,4,0,3,0,0,12,137,173,95,48,63,19,5,539
POA3201,61,84,54,37,45,20,4,320,10,12,4,4,4,0,0,37,7,7,3,4,6,3,0,27,117,180,124,83,118,68,15,709,0,8,6,8,8,0,3,31,7,19,10,7,0,0,0,42,7,25,19,13,10,0,3,70,127,197,145,95,121,72,23,778,139,122,49,33,41,12,5,397,7,6,6,0,0,0,0,20,271,333,198,124,164,83,28,1195
POA3202,0,4,14,3,3,0,0,28,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,10,9,23,12,17,9,4,75,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,3,11,12,23,12,17,9,4,82,3,10,3,3,3,0,0,21,0,0,0,0,0,0,0,4,14,19,30,12,19,9,3,100
POA3204,29,63,52,46,67,35,18,319,3,0,0,0,3,0,0,10,0,0,0,3,3,3,0,11,55,135,117,98,143,95,60,705,0,3,3,8,9,5,3,35,0,7,4,4,4,0,3,29,0,15,10,10,16,8,3,60,56,147,128,109,159,100,68,767,32,39,38,28,40,29,13,216,3,0,3,0,0,0,0,5,93,188,164,137,197,130,79,987
POA3205,8,10,13,7,9,4,3,59,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,13,28,15,11,20,13,11,128,0,3,0,3,3,4,0,16,3,4,5,0,0,0,0,11,3,10,6,0,5,4,0,33,20,37,22,14,29,19,17,157,35,41,13,23,24,10,6,154,3,0,0,0,0,0,0,9,52,81,41,43,51,31,19,312
POA3206,4,21,13,15,14,12,3,85,3,0,0,0,3,0,0,4,0,0,0,0,0,0,0,4,11,44,35,16,33,19,9,174,0,3,0,0,0,0,0,5,0,3,0,0,0,0,0,9,3,3,3,3,3,0,0,12,15,50,33,23,38,19,9,188,4,8,11,9,9,8,3,46,0,0,0,0,0,0,0,0,20,55,43,30,45,28,12,230
POA3207,13,25,21,13,15,12,3,98,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,26,69,53,34,51,23,6,270,3,0,0,0,0,0,0,9,4,9,3,3,0,3,0,21,5,13,0,3,3,3,0,32,35,82,59,32,50,28,12,297,41,21,24,15,17,10,3,129,0,0,3,0,0,0,0,8,76,102,83,52,71,36,13,432
POA3211,0,8,0,0,3,8,0,17,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,6,3,0,10,8,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,3,0,10,8,0,34,8,11,5,0,0,0,0,23,0,0,0,0,0,0,0,0,7,18,6,4,11,8,0,56
POA3212,48,63,41,31,53,10,3,241,3,0,0,0,5,0,0,14,4,0,0,0,0,0,0,11,64,109,77,72,118,23,5,469,0,4,4,0,4,0,0,8,0,5,5,4,7,3,0,25,0,11,9,4,5,3,0,32,67,112,85,74,123,29,5,503,60,66,32,15,21,3,3,192,0,0,0,0,0,0,0,3,133,181,110,87,149,26,10,700
POA3213,11,14,10,10,16,3,0,55,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,4,13,18,17,10,27,7,0,89,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,24,17,9,27,7,0,94,9,7,5,3,7,4,0,28,0,0,0,0,0,0,0,0,25,28,17,13,33,12,0,124
POA3214,67,98,85,47,44,19,11,380,13,13,3,3,6,0,0,39,3,0,0,0,3,0,0,4,99,162,131,92,108,42,21,654,11,32,20,12,15,0,3,98,23,51,35,12,16,3,0,138,34,79,58,26,30,5,4,236,136,237,186,119,136,42,29,889,397,378,173,132,159,53,26,1325,5,13,12,4,4,3,0,43,537,630,370,258,302,103,55,2251
POA3215,46,73,53,31,49,24,12,291,4,3,3,3,3,0,0,19,0,0,3,0,0,0,0,3,70,132,100,77,105,61,20,572,7,10,11,4,9,0,0,35,5,8,7,3,10,4,0,42,13,18,16,8,17,4,0,80,87,157,119,89,126,60,20,656,104,94,49,35,35,16,13,343,4,4,0,0,0,0,0,6,191,252,161,122,161,77,35,1007
POA3216,97,150,136,106,145,57,20,713,7,6,8,0,14,3,4,38,0,3,3,3,3,5,0,16,150,264,239,190,314,150,55,1370,7,14,11,11,7,0,0,56,10,15,13,6,10,0,3,56,16,33,20,21,15,5,5,107,166,293,258,212,329,159,62,1480,151,171,82,68,72,29,11,576,0,3,0,0,3,3,0,11,317,468,345,279,404,189,73,2073
