POA_CODE_2016,Sme_Usl_ad_5_yr_ago_as_2016_M,Sme_Usl_ad_5_yr_ago_as_2016_F,Sme_Usl_ad_5_yr_ago_as_2016_P,Dif_Usl_ad_5_yr_ago_Sme_SA2_M,Dif_Usl_ad_5_yr_ago_Sme_SA2_F,Dif_Usl_ad_5_yr_ago_Sme_SA2_P,Dif_Us_ad_5_ago_Dif_SA2_NSW_M,Dif_Us_ad_5_ago_Dif_SA2_NSW_F,Dif_Us_ad_5_ago_Dif_SA2_NSW_P,Dif_Us_ad_5_ago_Dif_SA2_Vic_M,Dif_Us_ad_5_ago_Dif_SA2_Vic_F,Dif_Us_ad_5_ago_Dif_SA2_Vic_P,Dif_Us_ad_5_ago_Dif_SA2_Qld_M,Dif_Us_ad_5_ago_Dif_SA2_Qld_F,Dif_Us_ad_5_ago_Dif_SA2_Qld_P,Dif_Us_ad_5_ago_Dif_SA2_SA_M,Dif_Us_ad_5_ago_Dif_SA2_SA_F,Dif_Us_ad_5_ago_Dif_SA2_SA_P,Dif_Us_ad_5_ago_Dif_SA2_WA_M,Dif_Us_ad_5_ago_Dif_SA2_WA_F,Dif_Us_ad_5_ago_Dif_SA2_WA_P,Dif_Us_ad_5_ago_Dif_SA2_Tas_M,Dif_Us_ad_5_ago_Dif_SA2_Tas_F,Dif_Us_ad_5_ago_Dif_SA2_Tas_P,Dif_Us_ad_5_ago_Dif_SA2_NT_M,Dif_Us_ad_5_ago_Dif_SA2_NT_F,Dif_Us_ad_5_ago_Dif_SA2_NT_P,Dif_Us_ad_5_ago_Dif_SA2_ACT_M,Dif_Us_ad_5_ago_Dif_SA2_ACT_F,Dif_Us_ad_5_ago_Dif_SA2_ACT_P,Dif_Us_ad_5_ago_Dif_SA2_OT_M,Dif_Us_ad_5_ago_Dif_SA2_OT_F,Dif_Us_ad_5_ago_Dif_SA2_OT_P,Dif_Us_ad_5_ago_Dif_SA2_Tot_M,Dif_Us_ad_5_ago_Dif_SA2_Tot_F,Dif_Us_ad_5_ago_Dif_SA2_Tot_P,Difnt_Usl_add_5_yr_ago_OS_M,Difnt_Usl_add_5_yr_ago_OS_F,Difnt_Usl_add_5_yr_ago_OS_P,Difnt_Usl_add_5_yr_ago_Ns_M,Difnt_Usl_add_5_yr_ago_Ns_F,Difnt_Usl_add_5_yr_ago_Ns_P,Difnt_Usl_add_5_yr_ago_Tot_M,Difnt_Usl_add_5_yr_ago_Tot_F,Difnt_Usl_add_5_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
POA3221,238,226,458,21,22,39,3,3,7,70,71,138,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,74,76,150,3,0,5,0,0,0,91,96,188,30,21,50,353,341,698
POA3222,3733,4063,7796,746,845,1594,55,70,128,1495,1699,3196,46,63,112,11,11,26,38,28,63,9,5,16,8,15,22,9,14,23,0,0,0,1682,1908,3584,95,84,178,47,40,87,2570,2876,5447,451,492,939,6754,7428,14179
POA3223,1833,1874,3705,247,300,550,18,26,50,949,1026,1975,32,27,64,9,7,17,13,12,27,10,11,25,3,8,5,4,3,7,0,0,0,1040,1126,2161,25,30,51,9,10,19,1326,1464,2787,317,322,632,3472,3655,7128
POA3224,3432,3520,6948,674,729,1403,28,38,67,1642,1915,3553,44,52,94,14,15,29,17,21,38,10,11,20,4,3,4,8,10,19,0,0,0,1765,2053,3824,77,88,163,31,32,57,2546,2908,5451,398,400,797,6376,6820,13195
POA3225,1053,1228,2284,182,206,389,14,15,31,366,432,806,8,9,14,0,4,6,5,4,8,0,0,0,3,8,11,0,0,0,0,0,0,406,471,877,15,23,40,3,3,8,611,706,1322,158,171,326,1820,2112,3929
POA3226,3416,3636,7057,1017,1133,2149,50,65,113,1263,1472,2730,66,61,134,16,9,29,31,34,63,3,10,13,10,12,23,7,13,20,0,0,0,1448,1671,3122,113,131,247,37,24,56,2620,2958,5577,294,340,632,6332,6930,13263
POA3227,1185,1205,2390,311,336,649,25,18,45,441,502,940,3,15,17,7,12,13,12,11,27,3,0,6,11,3,11,3,3,4,0,0,0,501,565,1063,46,32,84,9,8,13,865,937,1803,180,142,323,2231,2292,4518
POA3228,3979,4127,8113,1239,1336,2577,100,113,212,1853,1965,3815,71,62,139,30,36,69,50,57,102,21,19,39,16,24,39,11,15,26,0,0,0,2151,2277,4432,267,291,555,45,38,80,3700,3946,7645,430,424,856,8112,8499,16609
POA3230,686,691,1382,118,134,248,8,3,10,253,284,534,6,7,14,6,3,14,3,4,4,3,3,3,3,4,8,0,0,0,0,0,0,282,305,585,22,25,45,3,7,4,418,461,876,96,85,180,1200,1234,2434
POA3231,368,373,746,70,71,140,3,4,4,97,91,192,3,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,106,106,210,8,11,17,5,0,5,195,181,376,49,60,105,608,616,1227
POA3232,272,299,571,69,51,122,5,4,12,77,81,164,3,3,6,3,4,6,3,0,5,0,3,3,0,0,0,0,0,0,0,0,0,97,99,197,13,24,37,0,3,3,183,178,354,59,70,129,518,545,1064
POA3233,526,538,1065,142,123,263,7,10,18,135,153,293,6,8,16,3,0,4,0,0,3,5,0,3,0,0,0,0,0,0,0,0,0,154,173,333,32,43,75,3,4,10,335,345,681,103,103,206,968,989,1950
POA3234,47,44,89,6,8,14,0,0,0,16,22,38,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,23,21,38,4,3,8,0,0,0,28,32,64,13,8,21,88,78,168
POA3235,136,122,257,9,3,20,0,0,0,27,21,46,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,29,28,58,3,3,9,0,0,0,40,40,81,21,9,28,199,176,374
POA3236,60,79,133,10,8,14,3,0,3,12,21,32,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,17,32,3,4,5,0,0,0,33,28,59,12,18,31,97,123,222
POA3237,70,57,130,8,10,19,0,0,0,19,12,33,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,24,16,34,4,0,3,3,0,4,36,24,64,5,6,15,113,93,207
POA3238,65,62,125,8,4,16,3,0,3,23,16,38,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,24,17,42,0,0,0,0,0,0,38,29,61,10,12,21,117,94,212
POA3239,141,130,272,13,8,19,0,0,0,23,23,47,3,4,4,0,3,7,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,28,38,68,3,3,6,0,0,0,48,51,96,21,23,41,210,200,405
POA3240,675,625,1302,54,53,111,6,7,7,176,179,358,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,190,190,379,10,9,15,3,3,9,255,260,514,52,46,97,986,924,1914
POA3241,746,731,1475,92,118,208,7,0,13,202,230,434,7,7,19,0,3,4,0,4,6,3,0,3,3,4,4,0,0,0,0,0,0,227,259,485,9,11,17,10,6,12,340,386,724,115,120,234,1198,1235,2431
POA3242,238,222,465,28,28,54,4,4,10,82,74,155,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,88,76,168,6,3,10,0,3,3,128,113,241,37,23,62,405,366,765
POA3243,143,113,251,0,0,0,0,3,8,34,32,67,0,3,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,44,36,78,0,0,0,0,0,0,44,36,78,6,10,15,195,152,344
POA3249,1079,971,2055,108,89,195,4,17,18,223,242,460,9,9,16,6,4,5,4,9,16,0,3,3,5,3,11,0,0,0,0,0,0,249,284,536,12,16,35,7,3,10,377,393,770,112,103,219,1572,1467,3037
POA3250,3293,3480,6776,938,996,1929,26,33,61,638,722,1357,39,35,71,23,17,35,16,7,29,14,12,28,10,10,22,0,3,4,0,0,0,766,838,1607,122,77,201,26,14,39,1850,1930,3776,457,492,951,5604,5903,11507
POA3251,184,153,330,18,19,35,0,0,0,34,31,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,36,31,67,0,0,0,0,0,6,59,49,107,27,28,53,265,230,491
POA3254,95,82,178,13,19,27,0,0,3,25,31,53,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,36,61,0,0,0,3,0,3,41,52,89,12,4,15,144,141,289
POA3260,1444,1460,2902,229,231,459,11,15,19,313,331,641,13,12,31,6,4,7,6,7,13,0,3,7,4,0,9,3,0,3,0,0,0,359,370,727,11,17,25,4,3,12,596,626,1222,197,200,396,2242,2282,4527
POA3264,650,682,1336,132,129,264,11,8,16,131,132,265,9,5,8,0,8,8,0,3,6,0,0,3,0,0,0,0,0,0,0,0,0,152,154,306,4,7,11,0,0,0,289,291,584,134,122,253,1070,1096,2173
POA3265,853,781,1636,79,70,150,0,3,8,213,188,400,4,11,15,3,12,18,3,0,4,3,8,7,3,6,7,0,0,0,0,0,0,233,223,453,16,11,30,5,4,6,335,307,640,104,97,200,1291,1180,2474
POA3266,990,941,1938,187,176,369,4,8,13,145,144,292,12,9,30,11,10,17,6,10,12,0,0,3,0,3,5,0,4,4,0,0,0,185,183,366,9,6,15,0,3,8,383,372,751,98,111,204,1470,1428,2892
POA3267,84,69,156,7,13,23,0,0,0,11,18,30,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,19,34,0,0,0,0,0,0,24,38,55,14,13,24,114,119,234
POA3268,837,814,1650,116,121,238,8,6,10,111,92,207,3,14,15,0,0,5,7,3,7,4,3,10,0,4,4,0,0,0,0,0,0,137,122,258,37,27,60,5,3,9,291,282,575,118,102,220,1247,1194,2444
POA3269,187,173,359,54,50,103,4,3,6,37,37,68,6,8,12,3,0,3,0,3,4,0,0,0,0,3,4,0,0,0,0,0,0,51,45,97,5,6,12,5,0,3,112,104,215,59,36,94,356,311,666
POA3270,66,60,125,7,7,10,0,0,0,29,28,57,0,0,0,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,34,34,67,3,3,6,0,0,0,45,46,88,14,7,28,124,116,234
POA3271,70,60,122,4,3,7,4,7,5,14,12,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15,36,0,0,0,0,0,0,23,25,46,13,8,16,100,87,187
POA3272,449,444,892,92,87,180,8,9,14,88,92,180,10,14,25,9,0,12,0,3,9,3,3,8,0,0,0,0,0,0,0,0,0,118,121,242,3,7,7,0,9,9,216,223,435,57,65,119,715,731,1453
POA3273,43,43,88,8,8,12,0,4,4,8,14,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,23,0,0,0,0,0,0,20,16,35,9,14,16,72,70,139
POA3274,82,81,161,14,12,19,0,0,0,10,10,18,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,17,27,0,0,0,0,0,0,25,23,46,13,3,20,118,110,229
POA3275,122,117,237,6,0,11,0,0,0,54,64,123,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,59,67,124,0,0,0,0,0,0,68,73,138,13,11,24,199,199,397
POA3276,165,152,321,11,12,19,0,0,0,41,31,70,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,39,76,0,0,4,0,0,3,55,48,101,20,19,45,243,223,460
POA3277,586,540,1131,77,74,150,4,3,9,125,148,270,7,5,12,0,0,0,3,0,3,3,0,3,6,3,10,0,0,0,0,0,0,148,159,305,3,5,11,3,4,8,232,238,468,91,81,173,908,868,1770
POA3278,90,86,177,3,3,8,0,3,3,30,30,55,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,31,33,62,0,0,0,0,0,0,39,42,74,18,20,32,148,143,292
POA3279,86,86,179,7,6,9,0,0,0,13,21,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,21,38,3,3,5,0,0,0,27,29,56,15,24,35,130,141,269
POA3280,7532,8239,15770,1734,1906,3641,97,100,199,2783,3253,6031,111,110,221,115,123,231,61,73,135,28,26,49,31,41,70,13,15,22,0,0,0,3232,3736,6971,404,349,748,76,76,145,5443,6069,11513,1155,1309,2462,14127,15616,29745
POA3281,549,513,1065,71,59,136,3,3,11,120,122,248,5,3,7,4,3,7,5,3,13,0,4,3,0,0,3,0,0,0,0,0,0,143,142,287,3,11,18,3,3,4,220,217,442,48,43,96,824,779,1596
POA3282,632,631,1269,103,102,207,5,6,14,221,227,449,9,5,17,6,14,17,3,0,4,0,0,0,3,3,12,0,0,0,0,0,0,252,262,513,27,25,52,0,0,0,381,387,765,92,85,171,1100,1102,2209
POA3283,438,423,854,58,58,116,3,0,7,95,95,194,9,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,103,215,0,0,3,3,8,6,165,168,337,52,50,101,658,642,1294
POA3284,852,924,1773,251,300,552,6,11,13,241,279,525,8,12,19,4,13,14,4,8,16,3,0,3,3,7,11,0,4,4,0,0,0,276,327,605,13,18,31,9,4,10,552,647,1201,137,136,268,1534,1709,3244
POA3285,398,382,779,26,29,57,11,10,17,70,70,143,7,3,8,0,0,0,3,4,5,7,3,9,0,0,0,0,0,0,0,0,0,95,93,183,7,6,17,0,3,3,131,129,260,68,56,120,589,562,1153
POA3286,175,172,347,16,13,34,3,5,6,40,33,71,0,0,7,5,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,42,94,9,7,19,0,4,4,76,75,151,20,27,45,275,272,545
POA3287,141,133,273,19,27,42,0,0,0,19,24,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,20,42,18,13,33,0,0,0,57,63,114,14,11,23,209,210,415
POA3289,250,245,493,26,22,51,0,0,3,49,64,105,3,6,4,3,5,9,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,55,70,130,0,4,6,0,3,7,83,100,189,20,14,33,356,360,709
POA3292,56,58,114,10,6,12,0,3,3,9,4,13,0,0,0,8,16,25,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,15,24,45,0,0,0,0,0,0,31,31,58,8,4,13,90,89,178
POA3293,90,85,178,4,7,9,0,3,3,22,20,44,3,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,25,58,0,3,3,0,0,0,31,33,68,23,17,34,143,139,285
POA3294,290,291,581,33,42,79,11,10,24,55,64,112,0,3,4,0,0,5,5,3,8,0,0,0,0,0,0,0,0,0,0,0,0,65,84,147,4,5,6,4,3,7,110,132,238,40,31,76,441,452,896
POA3300,2778,3043,5819,656,704,1362,34,37,79,532,623,1157,32,50,77,56,56,118,21,27,44,7,12,20,4,3,11,3,0,3,0,0,0,691,814,1501,75,82,154,18,24,41,1437,1618,3058,309,359,671,4521,5026,9548
POA3301,412,391,807,34,22,56,3,3,5,82,88,170,10,13,15,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,95,101,197,10,4,10,3,0,0,136,126,264,38,37,74,585,558,1144
POA3302,124,118,241,7,3,14,0,0,0,20,23,44,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,29,51,4,10,11,0,0,0,37,42,84,22,18,35,179,179,359
POA3303,116,107,222,10,9,15,3,5,7,8,15,28,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,20,39,5,0,7,0,0,0,33,30,66,18,11,29,164,151,320
POA3304,840,809,1645,148,165,309,12,9,21,118,119,234,7,10,21,20,24,47,10,15,18,0,3,4,8,9,16,0,0,0,0,0,0,172,184,356,18,17,33,20,17,36,356,379,742,107,111,216,1307,1300,2602
POA3305,3751,3656,7412,793,842,1641,55,55,110,640,692,1338,39,33,71,69,93,163,34,46,79,25,26,48,8,16,22,3,3,7,0,0,0,871,962,1834,44,55,98,20,14,38,1722,1880,3606,570,545,1111,6049,6085,12132
POA3309,36,29,67,4,3,4,3,0,3,11,12,20,0,0,3,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,19,14,33,0,0,0,0,0,0,21,19,42,3,0,8,65,50,112
POA3310,102,103,209,3,8,12,0,0,0,12,13,20,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,27,0,0,0,0,0,0,21,21,38,15,9,22,140,129,272
POA3311,522,563,1087,105,108,209,4,3,7,77,60,139,0,3,5,13,11,26,4,10,10,0,0,3,3,3,3,0,0,0,0,0,0,101,96,201,0,3,3,5,3,8,214,209,419,67,62,129,801,833,1636
POA3312,365,309,679,21,26,42,7,0,3,29,34,67,4,10,9,19,25,50,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,60,75,137,3,6,7,0,0,3,87,104,191,54,57,108,511,465,972
POA3314,181,171,351,22,17,39,4,0,3,31,30,56,4,4,5,6,3,4,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,41,39,85,0,3,3,0,0,0,67,58,124,14,12,26,265,237,499
POA3315,545,519,1061,50,66,110,4,7,11,76,82,160,7,6,16,11,14,27,4,0,4,3,3,8,3,0,8,0,0,0,0,0,0,111,118,224,7,11,22,0,0,0,168,192,359,51,67,126,766,781,1543
POA3317,66,51,119,10,8,22,0,3,6,13,7,24,0,0,0,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,21,39,0,0,0,0,0,0,31,28,55,7,3,9,103,83,183
POA3318,390,387,776,55,63,110,10,11,16,65,61,132,6,3,8,13,21,34,9,3,14,0,0,0,0,0,4,0,0,0,0,0,0,107,104,209,5,3,9,4,3,6,170,174,341,36,54,90,590,616,1208
POA3319,126,113,240,14,10,30,3,3,4,4,13,14,0,0,0,14,14,22,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,25,25,49,0,0,0,0,0,0,37,40,80,6,7,10,175,164,335
POA3321,417,385,806,28,23,51,3,3,3,211,214,428,0,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,222,443,8,10,18,0,0,3,256,255,515,37,38,72,714,680,1391
POA3322,68,59,121,0,0,3,0,0,0,17,13,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,13,26,0,0,0,0,0,0,17,15,33,4,7,9,87,85,169
POA3323,33,38,67,0,0,3,0,0,0,4,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,0,0,0,0,0,0,7,8,12,0,3,5,41,47,88
POA3324,165,154,324,18,7,26,4,3,5,44,30,72,0,4,4,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,38,95,0,3,5,0,0,0,78,56,125,24,27,51,267,232,500
POA3325,147,134,283,19,20,43,0,3,4,33,28,57,0,3,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,31,36,70,0,0,0,0,0,0,59,57,113,24,28,51,231,216,445
POA3328,513,535,1050,24,30,47,3,3,6,198,202,401,3,3,12,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,212,206,417,3,7,8,3,0,3,242,240,482,39,44,87,787,828,1612
POA3329,95,91,191,11,10,22,0,0,0,15,20,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,23,42,0,0,4,0,0,0,36,36,64,3,3,5,134,128,269
POA3330,85,59,147,5,3,7,0,0,0,20,14,33,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,17,40,0,0,0,0,0,0,24,24,47,14,3,17,119,86,208
POA3331,1419,1363,2786,234,237,468,21,16,38,821,815,1638,18,18,36,10,8,17,10,12,25,3,4,10,3,3,6,0,0,0,0,0,0,887,874,1765,25,26,55,13,9,23,1153,1149,2305,192,219,409,2768,2734,5502
POA3332,294,290,581,26,26,56,0,0,0,92,106,202,4,3,3,0,0,0,0,0,3,4,3,6,0,0,0,0,0,0,0,0,0,107,112,217,3,3,7,3,0,8,137,144,286,41,36,78,474,473,942
POA3333,274,247,522,22,30,50,0,0,0,48,63,114,0,6,5,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,59,70,128,7,8,23,3,5,6,93,112,205,29,32,55,399,392,788
POA3334,184,178,359,0,0,0,4,4,4,48,49,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,55,106,0,5,8,0,0,0,56,56,116,29,33,67,271,269,539
POA3335,653,605,1259,146,145,290,30,35,72,1337,1351,2689,19,15,36,17,12,23,7,3,11,0,5,4,5,9,15,0,0,0,0,0,0,1416,1437,2851,173,192,367,19,5,29,1756,1784,3545,264,263,520,2672,2652,5324
POA3337,9134,9238,18374,987,1096,2085,164,168,329,3843,4230,8068,125,108,242,65,81,148,60,62,121,33,38,75,18,21,31,9,11,19,0,0,0,4323,4719,9037,513,609,1117,95,74,172,5915,6498,12417,1297,1306,2606,16348,17045,33394
POA3338,4654,4774,9421,723,729,1451,134,141,271,3329,3459,6782,88,104,191,41,49,84,45,41,84,33,34,62,6,10,19,4,7,13,0,0,0,3674,3841,7519,428,534,967,51,59,109,4875,5168,10043,822,901,1719,10349,10834,21182
POA3340,5496,5583,11077,1063,1319,2383,74,75,150,1988,2127,4112,53,58,115,23,21,49,31,42,78,21,17,37,7,9,22,14,11,25,0,0,0,2219,2368,4581,133,162,293,43,70,115,3461,3907,7372,600,621,1221,9555,10116,19668
POA3341,569,518,1089,15,26,38,8,9,13,150,155,301,3,0,3,0,3,4,3,3,3,0,0,0,3,0,3,0,0,0,0,0,0,160,161,325,3,4,10,3,3,4,189,195,383,56,54,104,808,761,1575
POA3342,949,953,1900,126,137,264,12,6,16,360,374,736,4,5,12,0,3,3,3,6,7,0,3,5,0,0,0,0,0,0,0,0,0,383,404,779,18,21,38,0,7,12,527,566,1093,117,132,250,1593,1651,3243
POA3345,326,333,655,18,24,42,0,3,3,123,147,265,7,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,156,288,5,3,9,0,0,3,153,185,337,50,51,101,523,567,1093
POA3350,12875,14030,26899,2139,2337,4477,296,291,591,7755,8657,16404,231,270,501,132,151,278,134,155,289,63,69,133,40,52,84,25,20,49,0,0,0,8673,9665,18335,695,757,1443,209,151,359,11710,12907,24617,1815,2026,3843,26404,28968,55368
POA3351,2647,2416,5061,106,110,219,25,24,55,818,777,1593,32,39,65,16,9,27,5,15,18,12,6,18,4,4,7,3,5,6,0,0,0,915,883,1800,19,19,40,12,13,28,1056,1026,2085,276,265,542,3980,3711,7687
POA3352,4749,4537,9286,375,373,749,46,33,82,1583,1586,3174,40,36,80,37,33,71,44,37,78,4,9,18,12,11,16,3,5,6,0,0,0,1774,1752,3527,52,65,120,24,26,49,2223,2211,4441,844,442,1284,7815,7197,15009
POA3355,3116,3493,6610,467,521,995,55,55,113,1326,1494,2822,48,54,104,27,29,60,30,22,51,18,22,41,9,15,23,4,4,9,0,0,0,1519,1705,3221,159,139,299,28,27,58,2177,2399,4572,472,580,1048,5763,6470,12230
POA3356,3535,3969,7503,633,759,1392,51,69,118,2040,2351,4395,54,66,114,30,27,56,28,28,53,13,11,26,14,10,27,7,5,10,0,0,0,2233,2568,4807,91,96,184,48,53,99,3006,3470,6480,557,652,1201,7096,8096,15186
POA3357,996,981,1980,130,154,289,12,7,15,377,411,784,15,11,26,9,3,12,8,6,17,9,3,16,0,5,8,0,0,0,0,0,0,421,449,876,26,30,56,5,4,6,584,640,1228,131,118,250,1716,1745,3456
POA3360,226,219,441,25,26,54,3,0,8,70,68,141,8,6,12,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,82,161,3,3,7,0,0,0,111,117,224,35,31,67,372,368,738
POA3361,201,224,421,17,15,39,3,4,8,55,48,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,55,110,0,3,3,0,0,0,76,73,153,41,39,87,314,343,655
POA3363,913,913,1827,117,140,262,13,13,27,311,365,683,7,7,12,3,3,10,3,0,4,0,5,7,0,0,6,6,3,4,0,0,0,350,404,749,15,12,27,3,6,10,484,572,1055,173,220,392,1573,1699,3270
POA3364,692,679,1372,39,35,75,6,15,23,148,142,290,8,7,20,3,0,3,6,0,5,0,3,3,0,0,0,0,0,0,0,0,0,172,165,344,6,6,13,5,4,9,224,216,440,117,127,247,1031,1022,2055
POA3370,516,509,1028,64,58,123,12,13,25,172,182,348,5,12,18,3,4,8,4,3,10,0,0,0,0,0,0,0,0,3,0,0,0,199,215,417,8,7,17,0,3,3,274,285,552,62,84,139,850,869,1720
POA3371,311,269,581,14,16,29,3,0,9,102,88,189,11,4,19,7,3,6,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,117,105,223,0,0,0,0,0,5,135,126,258,70,49,116,518,442,960
POA3373,662,657,1321,87,91,175,10,10,20,185,176,361,12,12,20,3,0,9,5,3,10,3,7,9,0,0,7,0,0,0,0,0,0,214,217,428,12,16,20,7,8,9,315,328,639,101,106,210,1076,1091,2163
POA3374,120,129,245,20,16,38,0,0,0,34,29,64,0,0,0,0,0,3,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,35,34,72,3,6,11,0,0,0,58,59,113,11,5,18,190,188,380
POA3375,57,62,117,9,14,14,0,0,0,8,5,19,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,26,0,0,0,0,0,0,16,22,40,10,17,27,85,99,184
POA3377,2507,2539,5049,581,620,1198,26,29,52,506,516,1021,39,33,76,23,19,42,15,17,29,3,4,6,16,20,33,0,0,3,0,0,0,626,636,1260,44,75,126,25,17,42,1276,1351,2627,1007,295,1297,4789,4182,8976
POA3378,52,47,102,3,0,0,0,0,0,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,7,0,0,0,0,0,0,8,5,15,9,11,15,68,63,127
POA3379,258,220,480,13,17,27,0,3,3,44,40,83,3,0,4,0,0,0,3,7,7,0,0,0,0,0,0,0,0,0,0,0,0,56,47,104,3,6,3,0,0,0,65,68,134,75,72,146,397,365,764
POA3380,1734,1764,3499,401,474,876,12,9,29,276,322,598,23,23,48,16,23,37,10,9,22,3,5,5,3,4,7,0,0,0,0,0,0,348,397,746,46,59,113,8,6,13,802,947,1744,241,277,515,2770,2986,5763
POA3381,323,305,631,48,55,96,8,3,7,121,110,231,6,11,18,7,4,7,3,4,4,0,0,0,0,3,3,0,0,0,0,0,0,149,133,280,11,16,25,3,0,3,205,200,406,66,51,120,600,558,1161
POA3384,179,175,355,16,10,24,0,0,0,40,44,80,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,47,96,0,0,0,0,0,0,63,57,117,22,29,55,266,260,526
POA3385,198,159,358,27,21,49,3,3,8,23,29,49,4,3,4,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,40,66,0,0,0,0,0,0,55,65,120,5,12,21,268,229,494
POA3387,107,97,201,17,15,30,0,0,0,17,20,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,16,35,3,0,0,0,0,0,32,35,65,11,8,21,151,142,292
POA3388,208,185,391,21,13,33,4,6,8,23,31,55,3,3,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,37,41,75,3,3,9,0,0,0,57,57,116,20,11,28,283,259,539
POA3390,293,279,569,46,41,91,0,5,6,65,65,131,0,0,0,3,5,12,3,0,4,0,0,0,5,3,6,0,0,0,0,0,0,81,81,163,0,4,3,0,0,0,132,128,255,27,22,49,451,424,879
